municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,217,217
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,574,574
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,341,341
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,558,558
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,199,199
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,29,29
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,496,496
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,172,172
CHUA COCANI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,59,59
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,341,341
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1409,1409
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,308,308
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,11251,11251
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,682,682
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,372,372
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,527,527
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
COMBAYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,84,84
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,157,157
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,30,30
COROICO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,278,278
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,181,181
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,589,589
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,306,306
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,7591,7591
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,89,89
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,372,372
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,308,308
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,120,120
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,837,837
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,214,214
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,444,444
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,90,90
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
HUATAJATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,60,60
ICHOCA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
ICLA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,465,465
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,304,304
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,431,431
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,651,651
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,14105,14105
LAJA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
MALLA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,32,32
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,394,394
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
MOJINETE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,29,29
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,307,307
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,862,862
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1892,1892
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,247,247
OCURI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,397,397
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
ORURO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,3334,3334
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,310,310
PAILON,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,250,250
PALCA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,30,30
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,341,341
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,33,33
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,30,30
POCONA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,465,465
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,310,310
POOPO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,168,168
POROMA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,774,774
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,589,589
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,2542,2542
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,27,27
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,123,123
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,3,3
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,95,95
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,3,3
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1141,1141
PUNA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,682,682
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1085,1085
QUIME,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,94,94
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
REYES,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,151,151
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1147,1147
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,272,272
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
SACABA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1767,1767
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
SACACA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,48,48
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,310,310
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,48,48
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,431,431
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,310,310
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1333,1333
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,217,217
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,650,650
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,110,110
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1290,1290
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1345,1345
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,280,280
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,16322,16322
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,310,310
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
SENA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,114,114
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,389,389
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,523,523
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,335,335
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
SORATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,3686,3686
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,341,341
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,527,527
TARACO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
TARATA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,134,134
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1271,1271
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,847,847
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,558,558
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,620,620
TOCO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,589,589
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,214,214
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,341,341
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,2,2
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,1581,1581
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,371,371
UMALA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,31,31
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,217,217
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,465,465
VACAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,248,248
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,315,315
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,837,837
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,62,62
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,448,448
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,372,372
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,186,186
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,465,465
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,559,559
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2018-01-01,155,155
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,434,434
VINTO,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,278,278
WARNES,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,376,376
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,882,882
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,372,372
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,761,761
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,93,93
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2018-01-01,279,279
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,280,280
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,336,336
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,112,112
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,28,28
APOLO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
ARANI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,168,168
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,35,35
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,364,364
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,392,392
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,392,392
AYATA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2018-02-01,924,924
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,333,333
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
BAURES,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,54,54
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,339,339
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,224,224
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,112,112
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,120,120
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,116,116
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2018-02-01,140,140
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,140,140
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,196,196
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,1524,1524
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,280,280
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,476,476
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,193,193
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,112,112
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,448,448
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,222,222
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,30,30
CHUA COCANI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2018-02-01,168,168
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,78,78
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,224,224
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,308,308
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,1053,1053
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,307,307
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,9856,9856
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,616,616
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2018-02-01,112,112
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,339,339
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,476,476
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,168,168
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,58,58
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,117,117
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,56,56
COROICO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,252,252
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,166,166
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,532,532
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,400,400
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2018-02-01,28,28
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,84,84
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2018-02-01,196,196
