,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,644,644
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,190,190
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,9,9
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,12,12
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,16,16
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,70,70
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,65,65
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,3,3
CORO CORO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
COROICO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,72,72
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,10,10
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,6,6
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,163,163
CRUZ DE MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,44,44
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,13,13
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,27,27
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,5,5
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,2732,2732
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,2,2
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,17,17
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,14,14
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,228,228
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,5,5
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,23,23
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,165,165
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,11,11
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,5,5
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,41,41
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,16,16
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,2,2
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,18,18
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,329,329
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,37,37
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,6,6
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,47,47
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
ICLA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,11,11
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,12,12
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,12,12
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,3,3
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,78,78
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,315,315
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,2028,2028
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
LAJA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,31,31
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,3,3
LLICA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,6,6
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,29,29
MAGDALENA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,25,25
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,51,51
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,50,50
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,36,36
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,71,71
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,54,54
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1066,1066
MORO MORO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,12,12
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
OCURI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,37,37
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,54,54
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,9,9
ORURO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1135,1135
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,22,22
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,13,13
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,25,25
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,14,14
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,3,3
POOPO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
PORCO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,25,25
POROMA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,9,9
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,16,16
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,57,57
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,17,17
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,512,512
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
PUCARA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,23,23
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,45,45
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,349,349
PUNA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,9,9
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,149,149
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,200,200
QUIME,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,25,25
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,12,12
REYES,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,13,13
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,108,108
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,47,47
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,43,43
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
SACABA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,639,639
SACACA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,24,24
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,17,17
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,10,10
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,2,2
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,19,19
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,102,102
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,10,10
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,57,57
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,22,22
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,217,217
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,31,31
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,78,78
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,25,25
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,99,99
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,28,28
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,36,36
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,57,57
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,4,4
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,30,30
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,57,57
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,21,21
SAN PEDRO DE QUEMES,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,19,19
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,19,19
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,78,78
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,3801,3801
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,17,17
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,23,23
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,14,14
SENA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,28,28
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,2,2
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,140,140
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,5,5
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,6,6
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,773,773
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,3,3
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,20,20
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,33,33
TARATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,24,24
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,422,422
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,33,33
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,11,11
TIAWANACU,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,264,264
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,39,39
TOCO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,13,13
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,16,16
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,64,64
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,4,4
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,119,119
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,43,43
TURCO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,1,1
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,15,15
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,28,28
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,7,7
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,108,108
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,73,73
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,193,193
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,21,21
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,172,172
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,12,12
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,342,342
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,14,14
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,165,165
VINTO,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,215,215
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,8,8
WARNES,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,442,442
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,96,96
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,4,4
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,81,81
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,14,14
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,10,10
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2017-01-01,0,14,14
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,8,8
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,71,71
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,47,47
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,7,7
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,20,20
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,5,5
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,4,4
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,5,5
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,5,5
APOLO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,13,13
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,38,38
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,188,188
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,9,9
AYATA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,13,13
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,14,14
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,4,4
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,107,107
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,42,42
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,10,10
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,11,11
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,24,24
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,28,28
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,13,13
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,15,15
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,21,21
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,16,16
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,1,1
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,187,187
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,48,48
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,32,32
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,114,114
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,2,2
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,17,17
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,131,131
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,10,10
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,52,52
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,13,13
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,76,76
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,46,46
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,11,11
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,8,8
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,73,73
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,161,161
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,2,2
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,1189,1189
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,163,163
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,14,14
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,17,17
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,10,10
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,6,6
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,69,69
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,29,29
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,9,9
CORO CORO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,3,3
COROICO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,60,60
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,4,4
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,8,8
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,163,163
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,45,45
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,5,5
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,16,16
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,11,11
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,2612,2612
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,5,5
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,20,20
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,13,13
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,201,201
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,3,3
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,7,7
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,126,126
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,14,14
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,12,12
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,45,45
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,13,13
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,3,3
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,9,9
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2017-02-01,0,305,305
