,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2017-01-01,5,15,20
FILADELFIA,vih,no de personas con prueba rapida,2017-01-01,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2017-01-01,0,2,2
GUANAY,vih,no de personas con prueba rapida,2017-01-01,0,2,2
GUAQUI,vih,no de personas con prueba rapida,2017-01-01,4,2,6
GUAYARAMERIN,vih,no de personas con prueba rapida,2017-01-01,233,295,528
GUTIERREZ,vih,no de personas con prueba rapida,2017-01-01,2,2,4
HUACARETA,vih,no de personas con prueba rapida,2017-01-01,0,6,6
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2017-01-01,0,6,6
HUACHACALLA,vih,no de personas con prueba rapida,2017-01-01,2,3,5
HUANUNI,vih,no de personas con prueba rapida,2017-01-01,28,73,101
HUAYLLAMARCA,vih,no de personas con prueba rapida,2017-01-01,1,0,1
ICLA,vih,no de personas con prueba rapida,2017-01-01,2,8,10
INCAHUASI,vih,no de personas con prueba rapida,2017-01-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2017-01-01,1,1,2
IXIAMAS,vih,no de personas con prueba rapida,2017-01-01,1,1,2
LA ASUNTA,vih,no de personas con prueba rapida,2017-01-01,3,4,7
LA GUARDIA,vih,no de personas con prueba rapida,2017-01-01,21,113,134
LA PAZ,vih,no de personas con prueba rapida,2017-01-01,333,1308,1641
LAJA,vih,no de personas con prueba rapida,2017-01-01,1,0,1
MACHACAMARCA,vih,no de personas con prueba rapida,2017-01-01,1,3,4
MACHARETI,vih,no de personas con prueba rapida,2017-01-01,6,4,10
MAGDALENA,vih,no de personas con prueba rapida,2017-01-01,2,0,2
MAIRANA,vih,no de personas con prueba rapida,2017-01-01,4,7,11
MAPIRI,vih,no de personas con prueba rapida,2017-01-01,1,0,1
MINEROS,vih,no de personas con prueba rapida,2017-01-01,1,0,1
MIZQUE,vih,no de personas con prueba rapida,2017-01-01,7,9,16
MONTEAGUDO,vih,no de personas con prueba rapida,2017-01-01,11,43,54
MONTERO,vih,no de personas con prueba rapida,2017-01-01,547,293,840
MORO MORO,vih,no de personas con prueba rapida,2017-01-01,0,1,1
MOROCHATA,vih,no de personas con prueba rapida,2017-01-01,3,1,4
OCURI,vih,no de personas con prueba rapida,2017-01-01,0,23,23
OKINAWA,vih,no de personas con prueba rapida,2017-01-01,2,0,2
ORURO,vih,no de personas con prueba rapida,2017-01-01,88,216,304
PADILLA,vih,no de personas con prueba rapida,2017-01-01,6,5,11
PALOS BLANCOS,vih,no de personas con prueba rapida,2017-01-01,11,6,17
PAMPA GRANDE,vih,no de personas con prueba rapida,2017-01-01,1,2,3
PAZÑA,vih,no de personas con prueba rapida,2017-01-01,3,23,26
POJO (CBBA),vih,no de personas con prueba rapida,2017-01-01,1,0,1
PORCO,vih,no de personas con prueba rapida,2017-01-01,2,0,2
POROMA,vih,no de personas con prueba rapida,2017-01-01,0,4,4
PORONGO,vih,no de personas con prueba rapida,2017-01-01,1,1,2
PORTACHUELO,vih,no de personas con prueba rapida,2017-01-01,6,8,14
POTOSI,vih,no de personas con prueba rapida,2017-01-01,16,28,44
PRESTO,vih,no de personas con prueba rapida,2017-01-01,2,0,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2017-01-01,10,19,29
PUERTO RICO,vih,no de personas con prueba rapida,2017-01-01,1,11,12
PUERTO SUAREZ,vih,no de personas con prueba rapida,2017-01-01,2,2,4
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2017-01-01,47,61,108
PUNATA,vih,no de personas con prueba rapida,2017-01-01,19,165,184
QUILLACOLLO,vih,no de personas con prueba rapida,2017-01-01,24,46,70
QUIME,vih,no de personas con prueba rapida,2017-01-01,6,5,11
RAVELO,vih,no de personas con prueba rapida,2017-01-01,20,2,22
RIBERALTA,vih,no de personas con prueba rapida,2017-01-01,6,25,31
ROBORE,vih,no de personas con prueba rapida,2017-01-01,1,3,4
RURRENABAQUE,vih,no de personas con prueba rapida,2017-01-01,10,57,67
SABAYA,vih,no de personas con prueba rapida,2017-01-01,16,29,45
SACABA,vih,no de personas con prueba rapida,2017-01-01,62,96,158
SACACA,vih,no de personas con prueba rapida,2017-01-01,1,6,7
SAMAIPATA,vih,no de personas con prueba rapida,2017-01-01,3,2,5
SAN BENITO,vih,no de personas con prueba rapida,2017-01-01,10,14,24
SAN BORJA,vih,no de personas con prueba rapida,2017-01-01,2,5,7
SAN CARLOS,vih,no de personas con prueba rapida,2017-01-01,25,45,70
SAN IGNACIO,vih,no de personas con prueba rapida,2017-01-01,0,20,20
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2017-01-01,17,27,44
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2017-01-01,2,8,10
SAN JAVIER(STC),vih,no de personas con prueba rapida,2017-01-01,2,31,33
SAN JOAQUIN,vih,no de personas con prueba rapida,2017-01-01,0,19,19
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2017-01-01,20,46,66
SAN JULIAN,vih,no de personas con prueba rapida,2017-01-01,13,25,38
SAN LORENZO(PND),vih,no de personas con prueba rapida,2017-01-01,1,25,26
SAN LUCAS,vih,no de personas con prueba rapida,2017-01-01,1,2,3
SAN MATIAS,vih,no de personas con prueba rapida,2017-01-01,2,0,2
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2017-01-01,0,1,1
SAN PEDRO,vih,no de personas con prueba rapida,2017-01-01,163,181,344
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2017-01-01,1,1,2
SAN RAFAEL,vih,no de personas con prueba rapida,2017-01-01,2,0,2
SAN RAMON SCZ,vih,no de personas con prueba rapida,2017-01-01,1,1,2
SANTA ANA,vih,no de personas con prueba rapida,2017-01-01,41,32,73
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2017-01-01,721,1705,2426
SANTA ROSA,vih,no de personas con prueba rapida,2017-01-01,3,0,3
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2017-01-01,0,2,2
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2017-01-01,3,26,29
SHINAOTA,vih,no de personas con prueba rapida,2017-01-01,13,16,29
SICAYA,vih,no de personas con prueba rapida,2017-01-01,0,5,5
SIPE SIPE,vih,no de personas con prueba rapida,2017-01-01,12,6,18
SOPACHUY,vih,no de personas con prueba rapida,2017-01-01,2,14,16
SORACACHI,vih,no de personas con prueba rapida,2017-01-01,4,9,13
SUCRE,vih,no de personas con prueba rapida,2017-01-01,189,610,799
TACOPAYA,vih,no de personas con prueba rapida,2017-01-01,0,1,1
TAPACARI,vih,no de personas con prueba rapida,2017-01-01,8,2,10
TARABUCO,vih,no de personas con prueba rapida,2017-01-01,10,28,38
TARATA,vih,no de personas con prueba rapida,2017-01-01,0,1,1
TARIJA,vih,no de personas con prueba rapida,2017-01-01,57,101,158
TARVITA,vih,no de personas con prueba rapida,2017-01-01,4,20,24
TEOPONTE,vih,no de personas con prueba rapida,2017-01-01,0,13,13
TIAWANACU,vih,no de personas con prueba rapida,2017-01-01,1,3,4
TIQUIPAYA,vih,no de personas con prueba rapida,2017-01-01,25,27,52
TOCO,vih,no de personas con prueba rapida,2017-01-01,1,2,3
TOLATA,vih,no de personas con prueba rapida,2017-01-01,3,0,3
TOMINA,vih,no de personas con prueba rapida,2017-01-01,0,1,1
TORO TORO,vih,no de personas con prueba rapida,2017-01-01,0,1,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2017-01-01,11,3,14
TRINIDAD,vih,no de personas con prueba rapida,2017-01-01,35,56,91
TUPIZA,vih,no de personas con prueba rapida,2017-01-01,2,27,29
UNCIA,vih,no de personas con prueba rapida,2017-01-01,0,2,2
URUBICHA,vih,no de personas con prueba rapida,2017-01-01,11,26,37
UYUNI,vih,no de personas con prueba rapida,2017-01-01,1,32,33
VALLEGRANDE,vih,no de personas con prueba rapida,2017-01-01,54,10,64
VIACHA,vih,no de personas con prueba rapida,2017-01-01,1,1,2
VILLA CHARCAS,vih,no de personas con prueba rapida,2017-01-01,1,5,6
VILLA MONTES,vih,no de personas con prueba rapida,2017-01-01,20,24,44
VILLA SERRANO,vih,no de personas con prueba rapida,2017-01-01,3,10,13
VILLA TUNARI,vih,no de personas con prueba rapida,2017-01-01,18,85,103
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2017-01-01,12,8,20
VILLAZON,vih,no de personas con prueba rapida,2017-01-01,16,130,146
VINTO,vih,no de personas con prueba rapida,2017-01-01,11,12,23
WARNES,vih,no de personas con prueba rapida,2017-01-01,49,72,121
YACUIBA,vih,no de personas con prueba rapida,2017-01-01,30,22,52
YAMPARAEZ,vih,no de personas con prueba rapida,2017-01-01,0,2,2
YAPACANI,vih,no de personas con prueba rapida,2017-01-01,9,57,66
YOTALA,vih,no de personas con prueba rapida,2017-01-01,0,14,14
YUNCHARA,vih,no de personas con prueba rapida,2017-01-01,2,4,6
ZUDAÑEZ,vih,no de personas con prueba rapida,2017-01-01,10,5,15
ACHACACHI,vih,no de personas con prueba rapida,2017-02-01,7,3,10
AIQUILE,vih,no de personas con prueba rapida,2017-02-01,9,20,29
ALCALA,vih,no de personas con prueba rapida,2017-02-01,16,1,17
ANCORAIMES,vih,no de personas con prueba rapida,2017-02-01,1,0,1
ANDAMARCA,vih,no de personas con prueba rapida,2017-02-01,4,9,13
ANTEQUERA,vih,no de personas con prueba rapida,2017-02-01,1,4,5
ANZALDO,vih,no de personas con prueba rapida,2017-02-01,2,3,5
APOLO,vih,no de personas con prueba rapida,2017-02-01,0,14,14
ARBIETO,vih,no de personas con prueba rapida,2017-02-01,5,20,25
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2017-02-01,35,141,176
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2017-02-01,1,9,10
AZURDUY,vih,no de personas con prueba rapida,2017-02-01,0,14,14
BERMEJO,vih,no de personas con prueba rapida,2017-02-01,5,39,44
BETANZOS,vih,no de personas con prueba rapida,2017-02-01,0,4,4
BOLIVAR,vih,no de personas con prueba rapida,2017-02-01,1,0,1
BUENA VISTA,vih,no de personas con prueba rapida,2017-02-01,8,16,24
CABEZAS,vih,no de personas con prueba rapida,2017-02-01,4,5,9
CAJUATA,vih,no de personas con prueba rapida,2017-02-01,2,2,4
CALAMARCA,vih,no de personas con prueba rapida,2017-02-01,5,14,19
CAMARGO,vih,no de personas con prueba rapida,2017-02-01,60,76,136
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2017-02-01,6,11,17
CAMIRI,vih,no de personas con prueba rapida,2017-02-01,27,25,52
CAPINOTA,vih,no de personas con prueba rapida,2017-02-01,3,9,12
CARACOLLO,vih,no de personas con prueba rapida,2017-02-01,1,10,11
CARANAVI,vih,no de personas con prueba rapida,2017-02-01,37,21,58
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2017-02-01,3,1,4
CHALLAPATA,vih,no de personas con prueba rapida,2017-02-01,5,133,138
CHAQUI,vih,no de personas con prueba rapida,2017-02-01,0,1,1
CHARAGUA,vih,no de personas con prueba rapida,2017-02-01,1,8,9
CHIMORE,vih,no de personas con prueba rapida,2017-02-01,18,38,56
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2017-02-01,6,6,12
CHUMA,vih,no de personas con prueba rapida,2017-02-01,3,4,7
CLIZA,vih,no de personas con prueba rapida,2017-02-01,0,1,1
COBIJA,vih,no de personas con prueba rapida,2017-02-01,394,93,487
COCHABAMBA,vih,no de personas con prueba rapida,2017-02-01,231,289,520
COLCAPIRHUA,vih,no de personas con prueba rapida,2017-02-01,12,9,21
COLOMI,vih,no de personas con prueba rapida,2017-02-01,1,2,3
COLQUECHACA,vih,no de personas con prueba rapida,2017-02-01,0,2,2
COMARAPA,vih,no de personas con prueba rapida,2017-02-01,5,6,11
CONCEPCION,vih,no de personas con prueba rapida,2017-02-01,2,25,27
CORIPATA,vih,no de personas con prueba rapida,2017-02-01,2,2,4
CORO CORO,vih,no de personas con prueba rapida,2017-02-01,0,1,1
COROICO,vih,no de personas con prueba rapida,2017-02-01,0,67,67
COTOCA,vih,no de personas con prueba rapida,2017-02-01,7,10,17
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2017-02-01,5,5,10
CULPINA,vih,no de personas con prueba rapida,2017-02-01,0,18,18
DESAGUADERO,vih,no de personas con prueba rapida,2017-02-01,4,10,14
EL ALTO,vih,no de personas con prueba rapida,2017-02-01,537,1291,1828
EL PUENTE(STC),vih,no de personas con prueba rapida,2017-02-01,52,68,120
EL TORNO,vih,no de personas con prueba rapida,2017-02-01,57,314,371
EL VILLAR,vih,no de personas con prueba rapida,2017-02-01,30,20,50
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2017-02-01,3,7,10
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2017-02-01,3,25,28
ESCOMA,vih,no de personas con prueba rapida,2017-02-01,0,5,5
EUCALIPTUS,vih,no de personas con prueba rapida,2017-02-01,0,1,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2017-02-01,18,18,36
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2017-02-01,1,5,6
GUAQUI,vih,no de personas con prueba rapida,2017-02-01,4,0,4
GUAYARAMERIN,vih,no de personas con prueba rapida,2017-02-01,561,163,724
GUTIERREZ,vih,no de personas con prueba rapida,2017-02-01,1,0,1
HUACARETA,vih,no de personas con prueba rapida,2017-02-01,0,7,7
HUACHACALLA,vih,no de personas con prueba rapida,2017-02-01,18,0,18
HUANUNI,vih,no de personas con prueba rapida,2017-02-01,23,33,56
ICLA,vih,no de personas con prueba rapida,2017-02-01,3,7,10
INCAHUASI,vih,no de personas con prueba rapida,2017-02-01,2,6,8
IXIAMAS,vih,no de personas con prueba rapida,2017-02-01,0,1,1
LA ASUNTA,vih,no de personas con prueba rapida,2017-02-01,5,2,7
LA GUARDIA,vih,no de personas con prueba rapida,2017-02-01,23,30,53
LA PAZ,vih,no de personas con prueba rapida,2017-02-01,592,1228,1820
LAJA,vih,no de personas con prueba rapida,2017-02-01,16,1,17
LAS CARRERAS,vih,no de personas con prueba rapida,2017-02-01,0,1,1
MACHACAMARCA,vih,no de personas con prueba rapida,2017-02-01,0,4,4
MACHARETI,vih,no de personas con prueba rapida,2017-02-01,0,3,3
MAGDALENA,vih,no de personas con prueba rapida,2017-02-01,2,0,2
MAIRANA,vih,no de personas con prueba rapida,2017-02-01,2,9,11
MAPIRI,vih,no de personas con prueba rapida,2017-02-01,4,0,4
MINEROS,vih,no de personas con prueba rapida,2017-02-01,1,4,5
MIZQUE,vih,no de personas con prueba rapida,2017-02-01,6,14,20
MOJOCOYA,vih,no de personas con prueba rapida,2017-02-01,14,29,43
MONTEAGUDO,vih,no de personas con prueba rapida,2017-02-01,14,37,51
MONTERO,vih,no de personas con prueba rapida,2017-02-01,377,256,633
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2017-02-01,1,1,2
OCURI,vih,no de personas con prueba rapida,2017-02-01,0,24,24
OKINAWA,vih,no de personas con prueba rapida,2017-02-01,2,0,2
ORURO,vih,no de personas con prueba rapida,2017-02-01,123,132,255
PADCAYA,vih,no de personas con prueba rapida,2017-02-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2017-02-01,4,16,20
PAILON,vih,no de personas con prueba rapida,2017-02-01,20,5,25
PALOS BLANCOS,vih,no de personas con prueba rapida,2017-02-01,18,4,22
PAMPA GRANDE,vih,no de personas con prueba rapida,2017-02-01,1,13,14
PAZÑA,vih,no de personas con prueba rapida,2017-02-01,6,6,12
POCOATA,vih,no de personas con prueba rapida,2017-02-01,1,0,1
POJO (CBBA),vih,no de personas con prueba rapida,2017-02-01,1,0,1
PORCO,vih,no de personas con prueba rapida,2017-02-01,0,3,3
POROMA,vih,no de personas con prueba rapida,2017-02-01,0,6,6
PORONGO,vih,no de personas con prueba rapida,2017-02-01,15,25,40
PORTACHUELO,vih,no de personas con prueba rapida,2017-02-01,3,0,3
PORVENIR,vih,no de personas con prueba rapida,2017-02-01,0,1,1
POTOSI,vih,no de personas con prueba rapida,2017-02-01,13,21,34
PRESTO,vih,no de personas con prueba rapida,2017-02-01,15,10,25
PUCARANI,vih,no de personas con prueba rapida,2017-02-01,1,1,2
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2017-02-01,0,13,13
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2017-02-01,4,3,7
PUERTO RICO,vih,no de personas con prueba rapida,2017-02-01,0,6,6
PUERTO SUAREZ,vih,no de personas con prueba rapida,2017-02-01,8,13,21
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2017-02-01,69,443,512
PUNA,vih,no de personas con prueba rapida,2017-02-01,1,4,5
PUNATA,vih,no de personas con prueba rapida,2017-02-01,16,145,161
QUILLACOLLO,vih,no de personas con prueba rapida,2017-02-01,32,91,123
QUIME,vih,no de personas con prueba rapida,2017-02-01,4,3,7
RAVELO,vih,no de personas con prueba rapida,2017-02-01,1,5,6
RIBERALTA,vih,no de personas con prueba rapida,2017-02-01,1,17,18
RURRENABAQUE,vih,no de personas con prueba rapida,2017-02-01,21,57,78
SABAYA,vih,no de personas con prueba rapida,2017-02-01,8,16,24
SACABA,vih,no de personas con prueba rapida,2017-02-01,47,88,135
SACACA,vih,no de personas con prueba rapida,2017-02-01,10,15,25
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2017-02-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2017-02-01,0,2,2
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2017-02-01,0,4,4
SAN BENITO,vih,no de personas con prueba rapida,2017-02-01,30,42,72
SAN BORJA,vih,no de personas con prueba rapida,2017-02-01,2,6,8
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2017-02-01,7,8,15
SAN CARLOS,vih,no de personas con prueba rapida,2017-02-01,32,46,78
SAN IGNACIO,vih,no de personas con prueba rapida,2017-02-01,2,28,30
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2017-02-01,10,25,35
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2017-02-01,5,8,13
SAN JAVIER(STC),vih,no de personas con prueba rapida,2017-02-01,3,21,24
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2017-02-01,24,23,47
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2017-02-01,0,1,1
SAN JULIAN,vih,no de personas con prueba rapida,2017-02-01,9,76,85
SAN LORENZO(PND),vih,no de personas con prueba rapida,2017-02-01,8,1,9
SAN LUCAS,vih,no de personas con prueba rapida,2017-02-01,1,7,8
SAN MATIAS,vih,no de personas con prueba rapida,2017-02-01,15,10,25
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2017-02-01,0,1,1
SAN PEDRO,vih,no de personas con prueba rapida,2017-02-01,351,68,419
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2017-02-01,2,2,4
SAN RAFAEL,vih,no de personas con prueba rapida,2017-02-01,0,1,1
SAN RAMON SCZ,vih,no de personas con prueba rapida,2017-02-01,5,1,6
SANTA ANA,vih,no de personas con prueba rapida,2017-02-01,6,7,13
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2017-02-01,747,1707,2454
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2017-02-01,0,4,4
SANTIVAÑES,vih,no de personas con prueba rapida,2017-02-01,1,0,1
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2017-02-01,10,16,26
SHINAOTA,vih,no de personas con prueba rapida,2017-02-01,3,1,4
SICAYA,vih,no de personas con prueba rapida,2017-02-01,7,10,17
SIPE SIPE,vih,no de personas con prueba rapida,2017-02-01,7,22,29
SOPACHUY,vih,no de personas con prueba rapida,2017-02-01,1,11,12
SORACACHI,vih,no de personas con prueba rapida,2017-02-01,2,29,31
SORATA,vih,no de personas con prueba rapida,2017-02-01,37,32,69
SUCRE,vih,no de personas con prueba rapida,2017-02-01,189,562,751
TACACOMA,vih,no de personas con prueba rapida,2017-02-01,0,1,1
TAPACARI,vih,no de personas con prueba rapida,2017-02-01,3,5,8
TARABUCO,vih,no de personas con prueba rapida,2017-02-01,43,52,95
TARATA,vih,no de personas con prueba rapida,2017-02-01,0,1,1
TARIJA,vih,no de personas con prueba rapida,2017-02-01,57,146,203
TARVITA,vih,no de personas con prueba rapida,2017-02-01,3,24,27
TEOPONTE,vih,no de personas con prueba rapida,2017-02-01,3,8,11
TIAWANACU,vih,no de personas con prueba rapida,2017-02-01,0,9,9
TIPUANI,vih,no de personas con prueba rapida,2017-02-01,3,2,5
TIQUIPAYA,vih,no de personas con prueba rapida,2017-02-01,10,33,43
TOCO,vih,no de personas con prueba rapida,2017-02-01,0,1,1
TOMINA,vih,no de personas con prueba rapida,2017-02-01,0,4,4
TOTORA(CBBA),vih,no de personas con prueba rapida,2017-02-01,2,9,11
TRINIDAD,vih,no de personas con prueba rapida,2017-02-01,213,222,435
TUPIZA,vih,no de personas con prueba rapida,2017-02-01,0,1,1
UNCIA,vih,no de personas con prueba rapida,2017-02-01,2,2,4
URUBICHA,vih,no de personas con prueba rapida,2017-02-01,23,28,51
UYUNI,vih,no de personas con prueba rapida,2017-02-01,1,89,90
VALLEGRANDE,vih,no de personas con prueba rapida,2017-02-01,14,2,16
VIACHA,vih,no de personas con prueba rapida,2017-02-01,20,34,54
VILLA CHARCAS,vih,no de personas con prueba rapida,2017-02-01,3,5,8
VILLA MONTES,vih,no de personas con prueba rapida,2017-02-01,18,23,41
VILLA SERRANO,vih,no de personas con prueba rapida,2017-02-01,7,102,109
VILLA TUNARI,vih,no de personas con prueba rapida,2017-02-01,57,286,343
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2017-02-01,32,14,46
VILLAZON,vih,no de personas con prueba rapida,2017-02-01,27,111,138
VINTO,vih,no de personas con prueba rapida,2017-02-01,12,18,30
WARNES,vih,no de personas con prueba rapida,2017-02-01,53,33,86
YACUIBA,vih,no de personas con prueba rapida,2017-02-01,100,46,146
YAMPARAEZ,vih,no de personas con prueba rapida,2017-02-01,0,2,2
YAPACANI,vih,no de personas con prueba rapida,2017-02-01,13,40,53
YOTALA,vih,no de personas con prueba rapida,2017-02-01,2,8,10
YUNCHARA,vih,no de personas con prueba rapida,2017-02-01,1,3,4
ZUDAÑEZ,vih,no de personas con prueba rapida,2017-02-01,22,26,48
ACACIO,vih,no de personas con prueba rapida,2017-03-01,0,10,10
ACHACACHI,vih,no de personas con prueba rapida,2017-03-01,8,7,15
AIQUILE,vih,no de personas con prueba rapida,2017-03-01,9,17,26
ALCALA,vih,no de personas con prueba rapida,2017-03-01,4,1,5
ANDAMARCA,vih,no de personas con prueba rapida,2017-03-01,1,3,4
ANTEQUERA,vih,no de personas con prueba rapida,2017-03-01,0,5,5
ARANI,vih,no de personas con prueba rapida,2017-03-01,1,0,1
ARBIETO,vih,no de personas con prueba rapida,2017-03-01,8,29,37
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2017-03-01,51,125,176
