,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,0,1,1,0,0,0,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,13,0,1,0,0,0,16
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,1,1,0,14,0,1,0,0,0,17
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,1,4,1,1,0,0,0,7
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,5,0,7,1,1,0,0,0,14
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,11,0,2,0,0,0,14
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,1,0,0,0,0,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,6,2,2,0,0,0,12
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,12,0,1,0,0,0,14
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,0,1,0,0,0,0,1
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,7,0,20,0,4,0,0,0,31
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,4,0,17,0,3,0,0,0,25
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,3,0,0,0,7
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,18,0,1,0,0,0,21
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,7,0,34,0,8,0,0,0,49
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,7,0,1,0,0,0,10
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,0,5,0,0,0,0,0,9
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,2,0,33,1,6,0,0,0,43
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,8,0,0,0,0,0,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,11,0,0,0,0,0,12
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,5,1,1,0,0,0,9
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,3,0,24,0,5,0,0,0,33
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,9,0,2,0,0,0,14
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,1,2,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,6,0,0,0,0,0,9
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,5,1,2,0,0,0,10
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,8,0,24,0,3,1,2,0,38
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,10,0,60,0,12,0,0,0,83
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,3,5,6,0,1,0,0,17
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,46,0,573,0,133,0,0,0,752
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,0,31,0,6,0,0,0,41
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,11,0,0,0,0,0,13
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,0,0,1,0,0,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,5,0,11,0,7,0,0,0,23
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,0,0,1,0,0,0,2
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,10,0,4,5,1,1,0,0,21
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,8,0,0,0,0,0,9
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,2,0,1,0,0,7
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,3,0,1,1,0,0,7
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,14,0,3,0,0,0,18
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,0,0,0,1,0,0,0,0,2
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,8,0,9,2,3,0,0,0,23
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,11,0,0,0,0,0,14
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,9,0,2,0,0,0,12
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,0,2,0,3,0,0,0,9
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,10,0,3,0,0,0,16
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,5,0,0,0,0,0,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,9,2,2,0,0,0,15
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,22,0,72,0,11,0,0,0,105
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,24,0,4,0,0,0,31
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,1,0,0,0,4
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,5,1,0,1,0,0,10
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,2,0,0,0,6
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,1,70,25,561,180,122,25,0,0,985
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,1,0,0,0,0,4
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,5,0,9,0,0,0,0,0,15
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,4,1,1,0,0,0,7
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,2,0,12,0,49,0,6,0,0,0,69
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,5,0,1,0,0,0,6
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,9,5,1,2,1,0,0,22
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,12,0,46,0,4,0,0,0,63
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,0,0,1,0,0,0,3
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,0,0,1,0,0,0,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,0,9,0,2,0,0,0,15
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,7,0,1,0,0,0,9
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,6,0,11,0,4,0,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,4,0,0,0,0,0,4
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,7,0,19,2,0,0,0,0,28
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,14,0,50,1,6,0,0,0,72
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,7,0,11,0,0,0,0,0,18
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,5,0,1,0,0,0,6
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,20,1,2,0,0,0,24
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,0,0,0,0,0,0,2
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,1,0,1,0,0,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,2,0,0,0,0,0,5
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,1,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,2,2,0,0,0,6
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,3,0,1,0,0,6
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,2,5,1,0,1,0,0,9
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,1,4,0,0,1,0,0,9
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,6,1,2,0,0,0,11
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,14,0,38,0,6,0,0,0,59
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,4,0,25,0,130,0,22,0,0,0,181
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,44,3,536,0,151,0,0,0,734
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,0,0,3,2,0,0,0,0,6
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,9,0,3,0,0,0,14
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,5,0,0,0,0,0,5
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,7,1,28,2,9,0,0,0,47
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,1,0,0,0,0,4
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,0,13,0,5,0,0,0,22
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,0,1,0,0,0,0,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,13,0,1,0,0,0,16
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,7,1,1,0,0,0,10
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,4,1,23,0,1,0,0,0,30
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,9,0,14,0,4,0,0,0,27
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,1,5,0,0,1,0,0,9
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,16,0,4,0,0,0,22
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,2,0,27,0,145,0,29,0,2,0,205
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,2,0,0,0,0,4
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,4,1,3,0,1,0,0,0,9
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,4,0,0,0,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,8,1,3,2,0,0,15
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,4,0,2,0,0,0,6
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,39,2,337,2,64,0,0,0,444
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,5,0,12,0,5,0,0,0,22
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,6,0,4,0,0,0,12
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,11,1,2,0,0,0,14
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,13,1,2,0,0,0,19
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,19,1,1,0,0,0,24
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,9,0,1,0,0,0,11
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,1,0,0,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,3,0,1,0,0,0,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,5,0,25,0,7,0,0,0,37
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,0,0,0,0,0,0,2
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,2,10,2,1,2,0,0,20
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,8,0,0,0,0,0,10
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,6,0,2,0,0,0,10
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,4,1,0,0,0,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,9,0,2,0,0,0,12
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,4,2,2,0,0,0,9
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,1,0,2,0,12,0,1,0,0,0,16
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,15,0,3,0,0,0,19
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,6,0,2,0,0,0,9
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,27,12,201,5,29,3,0,0,277
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,4,1,2,0,0,0,8
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,20,0,2,0,0,0,25
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,2,1,1,0,0,0,6
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,1,0,1,0,0,4
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,3,0,0,0,0,0,5
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,1,0,0,0,4
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,12,0,0,0,0,0,15
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,6,0,1,0,0,0,10
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,2,0,1,0,0,0,4
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,18,0,70,0,11,0,0,0,99
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,9,0,0,0,0,0,11
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,32,3,7,0,0,0,45
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,4,0,0,0,0,0,5
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,15,5,114,21,28,4,0,0,187
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,5,0,0,0,0,0,5
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,0,0,1,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,2,0,3,2,1,0,0,0,8
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,6,0,20,0,1,0,0,0,27
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,6,0,29,0,95,0,14,0,0,0,144
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,16,0,4,0,0,0,23
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,10,0,27,0,4,0,1,0,42
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,22,1,131,3,20,1,0,0,178
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,1,5,1,3,1,0,0,14
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,6,0,0,0,0,0,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,5,1,1,0,0,0,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,3,0,4,0,0,0,0,0,7
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,1,0,3,0,1,0,0,0,5
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,0,0,1,1,0,0,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
