,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,7,0,31,2,6,0,0,0,46
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,8,0,20,2,5,1,0,0,36
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,1,0,0,0,0,4
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,1,0,0,0,5
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,13,0,1,0,0,0,17
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,2,9,0,4,0,0,0,15
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,5,1,1,0,0,0,8
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,6,0,2,0,0,0,10
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,13,0,3,0,0,0,21
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,1,0,0,2,0,0,0,4
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,4,0,3,0,0,0,10
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,13,0,1,0,0,0,16
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,2,0,32,2,6,0,0,0,43
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,15,0,3,0,0,0,21
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,6,0,3,0,0,0,14
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,9,0,18,1,2,0,0,0,30
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,11,0,52,1,8,0,0,0,73
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,20,0,8,0,0,0,29
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,1,1,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,2,0,5,0,1,0,0,0,9
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,0,0,1,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,12,0,40,3,7,0,0,0,62
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,12,0,4,0,0,0,16
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,27,1,5,0,0,0,38
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,2,0,0,0,0,4
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,1,8,0,2,0,0,0,12
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,7,1,23,0,6,0,1,0,38
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,1,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,17,0,2,0,0,0,21
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,4,1,0,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,1,5,1,0,0,0,0,7
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,2,1,2,0,0,0,8
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,7,0,13,0,0,0,0,0,20
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,3,0,20,0,61,0,10,0,0,0,94
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,13,2,3,0,0,0,23
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,2,0,89,0,706,5,187,0,0,0,989
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,25,6,9,1,0,0,46
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,4,0,9,0,0,0,0,0,13
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,10,0,18,0,6,0,0,0,34
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,4,0,3,0,0,0,7
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,4,0,17,2,5,0,0,0,29
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,8,0,1,0,0,0,12
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,10,1,1,0,0,0,14
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,2,0,4,0,23,2,5,0,0,0,36
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,1,0,0,0,2
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,2,1,18,3,7,1,0,0,33
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,4,0,12,0,0,0,0,0,16
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,16,0,2,0,0,0,23
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,3,0,0,0,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,8,1,1,1,0,0,16
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,7,0,0,0,0,0,8
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,15,0,2,0,0,0,18
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,20,1,64,10,11,0,0,0,106
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,21,0,0,0,0,0,26
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,4,2,15,1,3,0,0,0,25
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,6,0,1,0,0,0,9
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,2,0,62,32,649,203,119,29,0,0,1096
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,6,0,5,0,0,0,0,0,12
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,5,0,2,0,0,0,8
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,16,0,53,0,10,0,0,0,80
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,0,2,2,0,0,0,7
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,12,1,4,1,0,0,21
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,18,1,36,1,4,0,0,0,61
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,1,0,1,0,0,0,5
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,2,0,4,0,9,0,1,0,0,0,16
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,5,0,10,0,2,0,0,0,18
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,7,0,2,1,0,0,11
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,9,0,4,0,0,0,14
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,1,0,0,0,3
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,3,0,18,0,59,0,10,0,0,0,90
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,7,0,13,0,4,0,0,0,24
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,26,0,2,0,0,0,28
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,4,0,0,0,0,0,4
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,1,0,0,0,4
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,1,0,1,1,0,0,5
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,1,7,3,3,1,0,0,16
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,7,0,2,0,0,0,14
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,11,1,1,0,0,0,13
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,2,0,3,0,6,1,3,0,0,0,15
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,7,0,1,0,0,0,10
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,11,3,39,3,3,1,0,0,61
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,55,0,189,0,46,0,0,0,291
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,26,0,520,1,147,0,0,0,694
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,2,3,1,0,0,0,9
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,6,0,14,0,1,0,0,0,21
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,12,0,49,0,11,0,0,0,73
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,5,0,1,0,0,0,6
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,4,0,1,0,0,0,5
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,0,0,3,1,0,0,0,0,5
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,6,0,11,0,1,0,0,0,19
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,26,0,2,0,0,0,30
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,7,0,0,0,0,0,8
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,9,0,19,3,2,0,0,0,34
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,8,0,15,0,4,0,0,0,27
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,6,1,0,0,0,0,9
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,1,0,0,0,2
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,1,18,0,3,0,0,0,27
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,3,0,40,1,149,1,32,0,0,0,226
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,4,0,1,0,0,0,6
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,2,0,1,0,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,6,1,3,1,0,0,12
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,4,0,5,0,0,0,11
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,1,0,1,2,1,0,0,0,6
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,60,0,391,7,88,7,1,0,555
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,17,0,4,0,0,0,24
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,6,0,14,1,3,0,0,0,24
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,1,6,0,17,0,4,0,0,0,28
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,11,0,2,0,0,0,16
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,8,0,20,2,6,0,0,0,36
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,9,0,2,0,0,0,13
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,14,0,4,0,0,0,21
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,4,0,1,0,0,0,6
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,6,0,1,0,0,0,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,6,0,8,4,2,1,0,0,21
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,6,0,2,0,0,0,11
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,6,0,4,0,0,0,15
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,7,1,2,0,0,0,10
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,16,0,1,0,0,0,18
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,4,0,7,0,1,1,0,0,13
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,9,0,2,0,0,0,13
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,12,0,2,0,0,0,17
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,9,0,0,0,0,0,10
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,3,0,39,2,220,12,47,1,0,0,324
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,1,3,1,1,1,0,0,7
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,6,0,28,1,4,0,0,0,39
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,1,0,0,0,4
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,2,0,3,1,1,0,0,0,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,4,0,2,0,0,0,7
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,1,0,0,0,3
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,2,0,2,0,8,0,2,0,0,0,14
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,8,0,1,0,0,0,14
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,13,4,15,0,1,0,0,0,33
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,26,1,88,1,13,0,0,0,129
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,6,0,3,1,0,0,13
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,3,0,46,5,14,0,0,0,68
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,3,0,0,0,0,0,5
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,21,9,142,27,23,4,0,0,226
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,0,9,0,0,0,0,0,11
RAQAYPAMPA(ETA),consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,4,0,2,0,0,0,6
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,1,1,3,0,0,1,0,0,6
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,5,0,18,0,1,0,0,0,24
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,5,0,56,0,142,0,19,0,0,0,222
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,2,1,11,0,2,0,0,0,16
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,1,0,7,0,31,1,2,0,0,0,42
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,1,0,0,0,4
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,30,1,141,9,25,2,1,0,209
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,0,0,0,0,2,0,0,0,2
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2021-01-01,0,0,8,0,19,1,3,0,0,0,31
