,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,0,0,3,0,0,0,0,0,4
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,2,0,0,0,0,0,3
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,5,0,0,0,0,0,7
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,3,0,1,0,0,0,7
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,2,1,1,0,0,0,7
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,3,0,4,0,0,0,10
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,3,0,2,0,0,0,7
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,6,1,1,0,0,0,9
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,8,0,1,1,0,0,11
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,1,0,0,0,3
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,1,2,0,0,0,0,0,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,0,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,9,0,3,1,0,0,16
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,5,0,1,0,0,0,8
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,18,0,3,0,0,0,22
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,2,1,0,0,0,5
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,8,1,0,0,0,0,9
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,2,0,1,0,0,0,5
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,2,2,0,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,2,0,0,0,0,0,4
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,1,0,1,4,2,1,1,0,0,10
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,55,2,320,8,112,1,0,0,499
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,10,3,0,0,0,0,14
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,1,1,0,0,0,5
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,7,0,2,0,0,0,11
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,4,1,2,1,0,0,10
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,2,1,0,0,0,0,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,2,0,0,0,0,0,0,4
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,0,0,1,0,0,0,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,8,0,2,1,0,0,13
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,2,1,2,0,0,0,6
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,6,0,1,0,0,0,8
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,7,0,0,0,0,0,9
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,1,0,2,0,0,0,5
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,5,1,24,9,2,2,0,0,43
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,4,0,4,0,2,0,0,0,10
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,2,0,0,0,0,0,3
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,0,1,0,0,0,0,1
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,1,0,0,0,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,3,0,27,8,183,51,51,15,0,0,338
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,1,0,5,0,2,0,0,0,9
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,0,0,0,1,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,1,1,0,0,0,3
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,6,0,10,0,2,0,0,0,19
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,1,1,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,1,1,0,0,0,5
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,2,17,4,0,0,0,0,25
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,6,0,4,0,0,0,10
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,0,0,1,0,0,0,0,0,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,1,0,0,0,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,1,0,1,1,0,0,0,5
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,2,1,2,0,0,0,0,6
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,2,0,0,0,3
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,4,0,7,3,0,0,0,0,14
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,28,0,65,0,23,0,0,0,117
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,8,0,166,3,58,0,0,0,235
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,8,0,1,0,0,0,11
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,6,0,9,1,0,0,19
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,2,0,0,0,4
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,5,0,0,0,0,0,5
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,0,0,1,0,0,0,0,0,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,4,0,0,0,0,0,5
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,0,0,0,1,0,0,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,7,0,0,0,0,0,9
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,3,3,1,0,0,0,8
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,6,0,1,1,0,0,9
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,1,2,0,1,1,0,0,6
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,9,0,42,2,10,1,0,0,65
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,1,2,0,0,0,0,4
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,1,0,0,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,19,0,97,1,29,1,0,0,148
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,2,0,1,0,0,0,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,4,0,16,0,0,0,0,0,20
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,1,0,0,0,5
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,1,0,2,0,0,0,0,0,4
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,9,0,0,0,0,0,11
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,1,0,0,0,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,1,1,3,0,1,0,0,8
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,2,0,2,0,0,0,6
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,7,0,1,0,0,0,9
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,3,0,0,0,0,0,4
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,16,3,124,3,26,0,0,0,172
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,0,0,2,0,0,0,2
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,5,0,8,0,2,0,0,0,15
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,1,0,0,0,3
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,1,0,0,2
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,0,0,0,0,0,0,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,0,0,0,0,2
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,5,0,12,0,2,0,0,0,19
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,0,0,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,1,3,1,0,0,0,0,7
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,2,0,12,1,33,2,5,1,0,0,56
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,1,0,0,0,2
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,5,0,25,1,3,0,0,0,34
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,6,7,25,8,5,2,0,0,53
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,4,0,0,0,6
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,2,0,1,0,0,0,3
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,2,0,10,0,44,1,3,0,0,0,60
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,0,0,1,0,0,0,1
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,16,0,2,0,0,0,19
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,13,1,28,5,5,1,0,0,53
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,4,0,1,0,0,0,5
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,1,0,0,0,0,0,2
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,1,4,0,1,0,0,0,7
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,1,0,0,0,0,0,2
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,2,0,0,0,0,0,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,1,0,0,0,2
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,9,0,20,1,3,0,0,0,34
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,1,0,0,1,0,0,0,2
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,26,0,3,0,0,0,32
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,2,0,14,2,4,0,0,0,23
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,11,0,24,3,2,0,0,0,41
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,2,0,1,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,3,0,12,0,0,0,0,0,15
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,5,0,5,0,0,0,0,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,8,1,1,0,0,0,10
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,1,0,0,0,1,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,1,0,7,0,4,0,0,0,13
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,1,1,0,0,0,0,2
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,0,0,0,0,3,0,1,0,0,0,4
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2021-01-01,1,0,1,2,6,1,3,1,0,0,15
