,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,5,1,20,13,25,14,39
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,13,11,9,9,22,20,42
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,0,14,8,16,8,24
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,41,26,11,12,52,38,90
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,178,153,121,166,299,319,618
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,0,0,0,2,0,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,7,11,12,14,19,33
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,2,0,0,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,17,11,11,12,28,23,51
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,5,2,2,3,7,5,12
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,1,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,6,0,0,1,6,7
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,1,1,0,2,1,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,8,11,11,2,19,13,32
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,1,0,0,2,1,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,84,99,31,25,115,124,239
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,1,2,0,4,1,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,1,0,0,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,0,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,0,0,0,3,0,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,4,0,4,0,4
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,0,0,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,4,0,0,1,4,5
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,9,15,9,15,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,3,0,0,0,3,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,16,17,3,4,19,21,40
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,14,7,1,3,15,10,25
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,243,157,18,50,261,207,468
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,1,0,0,1,1,2
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,11,4,5,8,16,12,28
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,10,5,0,0,10,5,15
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,5,4,4,2,9,6,15
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,1,2,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,19,25,7,2,26,27,53
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,2,3,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,30,39,4,5,34,44,78
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,5,0,0,3,5,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,7,7,0,0,7,7,14
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,5,1,5,1,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,0,0,1,0,1
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,4,6,0,0,4,6,10
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,1,0,0,1,1,2
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,2,8,5,10,7,17
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,3,0,0,3,3,6
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,2,3,2,4,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,32,34,6,7,38,41,79
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,4,3,0,0,4,3,7
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,1,0,0,2,1,3
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,2,5,2,5,7
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,5,1,4,2,9,3,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,2,0,0,0,2,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,4,4,1,6,5,11
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,3,0,0,3,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,8,2,2,3,10,5,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,4,0,0,3,4,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,0,0,0,1,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,4,1,0,4,4,5,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,30,18,56,29,86,47,133
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,12,19,0,0,12,19,31
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,5,8,4,11,9,20
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,1,1,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,7,7,18,24,25,31,56
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,1,8,1,9,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,0,0,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,3,5,7,7,10,17
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,1,1,0,2,1,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,7,2,0,5,7,12
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,1,0,1,1,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,2,0,0,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,1,1,1,3,2,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,387,515,152,144,539,659,1198
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,5,4,2,3,7,7,14
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,1,1,3,2,4,6
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,1,6,5,6,6,12
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,0,6,5,9,5,14
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,0,0,1,0,1
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,3,1,1,2,4,3,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,3,1,1,3,4,7
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,4,1,1,3,5,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,32,33,2,1,34,34,68
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,1,0,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,5,1,6,1,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,35,24,5,0,40,24,64
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,5,0,0,1,5,6
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,0,0,2,1,2,1,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,2,0,0,1,2,1,3
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,1,0,0,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,40,27,3,3,43,30,73
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,11,10,2,4,13,14,27
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-01-01,37,26,10,11,47,37,84
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-02-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-02-01,19,12,0,0,19,12,31
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-02-01,1,2,1,2,2,4,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-02-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-02-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-02-01,1,0,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-03-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-03-01,6,6,0,0,6,6,12
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-03-01,0,0,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-03-01,8,9,0,0,8,9,17
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-03-01,0,3,0,0,0,3,3
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-04-01,1,0,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-04-01,1,0,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-04-01,2,1,6,3,8,4,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-04-01,3,0,1,1,4,1,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,8,8,11,5,19,13,32
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,26,31,19,26,45,57,102
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,52,54,0,0,52,54,106
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,18,19,9,11,27,30,57
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,1,7,5,11,6,17
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,7,1,0,3,7,10
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,28,29,27,22,55,51,106
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,18,18,5,3,23,21,44
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,3,3,1,3,4,6,10
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,1,6,11,8,12,20
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,3,6,12,13,15,19,34
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,20,28,17,18,37,46,83
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,3,4,1,6,4,10
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,18,20,5,11,23,31,54
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,33,30,36,33,69,63,132
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,27,36,17,23,44,59,103
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,64,50,19,23,83,73,156
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,9,12,16,10,25,22,47
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,8,9,1,4,9,13,22
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,20,11,12,12,32,23,55
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,16,20,0,0,16,20,36
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,25,17,37,28,62,45,107
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,18,20,0,0,18,20,38
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,13,10,19,17,32,27,59
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,29,30,0,0,29,30,59
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,2,3,2,7,4,11
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,0,1,7,3,7,4,11
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,1,9,10,11,11,22
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,70,89,19,22,89,111,200
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,17,22,4,9,21,31,52
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,3,2,16,11,19,13,32
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,0,2,4,2,4,4,8
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,12,9,33,21,45,30,75
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,57,56,47,25,104,81,185
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,110,109,44,44,154,153,307
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,17,19,13,7,30,26,56
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,11,16,30,18,41,34,75
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,17,17,9,6,26,23,49
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,6,1,5,3,11,14
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,28,25,5,3,33,28,61
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,47,33,1,0,48,33,81
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,0,2,0,0,0,2,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,125,125,40,27,165,152,317
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,52,35,18,17,70,52,122
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,12,5,1,3,13,8,21
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,15,18,28,20,43,38,81
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,127,100,19,27,146,127,273
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,16,21,13,19,29,40,69
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,5,3,19,12,24,15,39
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,12,7,20,18,32,25,57
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,2,3,2,5,4,9
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,6,4,1,0,7,4,11
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,28,32,22,28,50,60,110
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,18,20,7,4,25,24,49
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,96,100,92,84,188,184,372
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,6,0,0,2,6,8
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,5,3,17,8,22,11,33
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,61,50,30,18,91,68,159
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,0,0,1,2,1,2,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,1,2,3,4,4,8
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,10,7,0,0,10,7,17
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,25,18,13,5,38,23,61
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,6,1,9,9,15,10,25
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,4,4,2,8,6,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,62,68,39,47,101,115,216
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,106,100,59,58,165,158,323
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,35,36,62,50,97,86,183
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,1174,1116,208,226,1382,1342,2724
COIPASA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,1,0,0,2,1,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,84,90,110,102,194,192,386
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,1,3,2,1,3,4,7
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,11,9,1,1,12,10,22
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,42,31,4,3,46,34,80
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,13,20,6,3,19,23,42
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,13,13,0,0,13,13,26
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,32,21,1,0,33,21,54
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,10,14,10,9,20,23,43
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,6,1,0,0,6,1,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,98,91,13,15,111,106,217
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,1,1,0,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,104,109,42,33,146,142,288
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,8,6,15,7,23,13,36
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,21,23,19,14,40,37,77
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,3,18,0,0,3,18,21
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,31,25,14,13,45,38,83
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,5,5,14,12,19,17,36
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,48,47,25,27,73,74,147
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,255,234,20,20,275,254,529
