,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
BATALLAS,consulta externa,menores de 6 meses,2019-01-01,11,12,13,6,24,18,42
BAURES,consulta externa,menores de 6 meses,2019-01-01,22,15,1,2,23,17,40
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2019-01-01,0,1,0,0,0,1,1
BELEN DE URMIRI,consulta externa,menores de 6 meses,2019-01-01,1,0,0,0,1,0,1
BELLA FLOR,consulta externa,menores de 6 meses,2019-01-01,7,3,0,1,7,4,11
BERMEJO,consulta externa,menores de 6 meses,2019-01-01,191,233,14,4,205,237,442
BETANZOS,consulta externa,menores de 6 meses,2019-01-01,51,40,1,1,52,41,93
BOLIVAR,consulta externa,menores de 6 meses,2019-01-01,10,6,0,0,10,6,16
BOLPEBRA,consulta externa,menores de 6 meses,2019-01-01,2,4,0,0,2,4,6
BOYUIBE,consulta externa,menores de 6 meses,2019-01-01,19,21,2,1,21,22,43
BUENA VISTA,consulta externa,menores de 6 meses,2019-01-01,56,43,3,4,59,47,106
CABEZAS,consulta externa,menores de 6 meses,2019-01-01,99,128,7,3,106,131,237
CAIROMA,consulta externa,menores de 6 meses,2019-01-01,21,16,2,4,23,20,43
"CAIZA ""D""",consulta externa,menores de 6 meses,2019-01-01,22,11,0,2,22,13,35
CAJUATA,consulta externa,menores de 6 meses,2019-01-01,47,51,0,3,47,54,101
CALACOTO,consulta externa,menores de 6 meses,2019-01-01,4,2,0,2,4,4,8
CALAMARCA,consulta externa,menores de 6 meses,2019-01-01,11,8,1,0,12,8,20
CAMARGO,consulta externa,menores de 6 meses,2019-01-01,34,28,0,2,34,30,64
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2019-01-01,7,3,1,1,8,4,12
CAMIRI,consulta externa,menores de 6 meses,2019-01-01,163,154,21,18,184,172,356
CAPINOTA,consulta externa,menores de 6 meses,2019-01-01,66,62,12,8,78,70,148
CAQUIAVIRI,consulta externa,menores de 6 meses,2019-01-01,12,17,1,1,13,18,31
CARACOLLO,consulta externa,menores de 6 meses,2019-01-01,80,95,0,0,80,95,175
CARANAVI,consulta externa,menores de 6 meses,2019-01-01,121,92,88,104,209,196,405
CARAPARI,consulta externa,menores de 6 meses,2019-01-01,45,43,3,3,48,46,94
CARIPUYO,consulta externa,menores de 6 meses,2019-01-01,5,1,0,0,5,1,6
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2019-01-01,3,14,1,1,4,15,19
CATACORA,consulta externa,menores de 6 meses,2019-01-01,7,4,1,0,8,4,12
CHACARILLA,consulta externa,menores de 6 meses,2019-01-01,1,0,0,1,1,1,2
CHALLAPATA,consulta externa,menores de 6 meses,2019-01-01,130,126,0,4,130,130,260
CHAQUI,consulta externa,menores de 6 meses,2019-01-01,18,12,0,0,18,12,30
CHARAGUA,consulta externa,menores de 6 meses,2019-01-01,127,125,12,19,139,144,283
CHARAÑA,consulta externa,menores de 6 meses,2019-01-01,0,1,0,0,0,1,1
CHAYANTA,consulta externa,menores de 6 meses,2019-01-01,20,20,0,3,20,23,43
CHIMORE,consulta externa,menores de 6 meses,2019-01-01,156,126,33,18,189,144,333
CHIPAYA,consulta externa,menores de 6 meses,2019-01-01,1,3,0,0,1,3,4
CHUA COCANI,consulta externa,menores de 6 meses,2019-01-01,2,3,2,0,4,3,7
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2019-01-01,131,86,2,5,133,91,224
CHUMA,consulta externa,menores de 6 meses,2019-01-01,14,11,0,0,14,11,25
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2019-01-01,18,5,0,0,18,5,23
CKOCHAS,consulta externa,menores de 6 meses,2019-01-01,14,24,0,0,14,24,38
CLIZA,consulta externa,menores de 6 meses,2019-01-01,73,66,45,25,118,91,209
COBIJA,consulta externa,menores de 6 meses,2019-01-01,241,199,31,17,272,216,488
COCAPATA,consulta externa,menores de 6 meses,2019-01-01,55,43,1,1,56,44,100
COCHABAMBA,consulta externa,menores de 6 meses,2019-01-01,2868,2776,1075,1034,3943,3810,7753
COIPASA,consulta externa,menores de 6 meses,2019-01-01,1,1,0,0,1,1,2
COLCAPIRHUA,consulta externa,menores de 6 meses,2019-01-01,107,91,101,75,208,166,374
"COLCHA ""K""",consulta externa,menores de 6 meses,2019-01-01,28,26,10,10,38,36,74
COLLANA,consulta externa,menores de 6 meses,2019-01-01,2,4,0,0,2,4,6
COLOMI,consulta externa,menores de 6 meses,2019-01-01,56,44,18,16,74,60,134
COLPA BELGICA,consulta externa,menores de 6 meses,2019-01-01,22,14,3,5,25,19,44
COLQUECHACA,consulta externa,menores de 6 meses,2019-01-01,65,59,0,0,65,59,124
COLQUENCHA,consulta externa,menores de 6 meses,2019-01-01,9,23,0,1,9,24,33
COLQUIRI,consulta externa,menores de 6 meses,2019-01-01,28,17,0,0,28,17,45
COMANCHE,consulta externa,menores de 6 meses,2019-01-01,1,1,0,0,1,1,2
COMARAPA,consulta externa,menores de 6 meses,2019-01-01,41,39,8,5,49,44,93
COMBAYA,consulta externa,menores de 6 meses,2019-01-01,2,1,0,0,2,1,3
CONCEPCION,consulta externa,menores de 6 meses,2019-01-01,73,60,3,2,76,62,138
COPACABANA,consulta externa,menores de 6 meses,2019-01-01,6,17,0,0,6,17,23
CORIPATA,consulta externa,menores de 6 meses,2019-01-01,49,43,9,11,58,54,112
CORO CORO,consulta externa,menores de 6 meses,2019-01-01,9,10,0,1,9,11,20
COROICO,consulta externa,menores de 6 meses,2019-01-01,41,47,41,30,82,77,159
CORQUE,consulta externa,menores de 6 meses,2019-01-01,7,8,0,0,7,8,15
COTAGAITA,consulta externa,menores de 6 meses,2019-01-01,64,49,5,6,69,55,124
COTOCA,consulta externa,menores de 6 meses,2019-01-01,247,182,28,11,275,193,468
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2019-01-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2019-01-01,89,54,26,17,115,71,186
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2019-01-01,1,4,0,1,1,5,6
CUEVO,consulta externa,menores de 6 meses,2019-01-01,22,11,3,1,25,12,37
CULPINA,consulta externa,menores de 6 meses,2019-01-01,34,20,3,0,37,20,57
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2019-01-01,2,5,0,0,2,5,7
CURVA,consulta externa,menores de 6 meses,2019-01-01,8,3,0,0,8,3,11
DESAGUADERO,consulta externa,menores de 6 meses,2019-01-01,5,2,0,0,5,2,7
EL ALTO,consulta externa,menores de 6 meses,2019-01-01,3577,3406,1325,1219,4902,4625,9527
EL CHORO,consulta externa,menores de 6 meses,2019-01-01,14,6,0,0,14,6,20
EL PUENTE(STC),consulta externa,menores de 6 meses,2019-01-01,41,30,0,0,41,30,71
EL PUENTE(TJA),consulta externa,menores de 6 meses,2019-01-01,29,30,2,2,31,32,63
EL TORNO,consulta externa,menores de 6 meses,2019-01-01,150,165,65,67,215,232,447
EL VILLAR,consulta externa,menores de 6 meses,2019-01-01,3,3,0,0,3,3,6
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2019-01-01,84,50,1,1,85,51,136
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2019-01-01,162,143,12,7,174,150,324
ESCOMA,consulta externa,menores de 6 meses,2019-01-01,5,12,1,7,6,19,25
ESMERALDA,consulta externa,menores de 6 meses,2019-01-01,2,0,0,0,2,0,2
EUCALIPTUS,consulta externa,menores de 6 meses,2019-01-01,16,5,0,0,16,5,21
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2019-01-01,3,5,0,1,3,6,9
EXALTACION,consulta externa,menores de 6 meses,2019-01-01,10,9,0,0,10,9,19
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2019-01-01,41,28,6,3,47,31,78
FILADELFIA,consulta externa,menores de 6 meses,2019-01-01,10,16,0,0,10,16,26
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2019-01-01,57,71,10,9,67,80,147
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2019-01-01,10,15,1,1,11,16,27
GUANAY,consulta externa,menores de 6 meses,2019-01-01,72,67,17,13,89,80,169
GUAQUI,consulta externa,menores de 6 meses,2019-01-01,0,5,0,0,0,5,5
GUAYARAMERIN,consulta externa,menores de 6 meses,2019-01-01,125,129,10,9,135,138,273
GUTIERREZ,consulta externa,menores de 6 meses,2019-01-01,39,41,13,7,52,48,100
HUACARETA,consulta externa,menores de 6 meses,2019-01-01,25,16,3,2,28,18,46
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2019-01-01,8,7,0,3,8,10,18
HUACHACALLA,consulta externa,menores de 6 meses,2019-01-01,2,1,0,0,2,1,3
HUANUNI,consulta externa,menores de 6 meses,2019-01-01,89,83,14,17,103,100,203
HUARACAJE,consulta externa,menores de 6 meses,2019-01-01,5,5,1,0,6,5,11
HUARINA,consulta externa,menores de 6 meses,2019-01-01,14,7,4,8,18,15,33
HUATAJATA,consulta externa,menores de 6 meses,2019-01-01,2,3,0,1,2,4,6
HUAYLLAMARCA,consulta externa,menores de 6 meses,2019-01-01,8,7,0,0,8,7,15
HUMANATA,consulta externa,menores de 6 meses,2019-01-01,2,1,0,1,2,2,4
ICHOCA,consulta externa,menores de 6 meses,2019-01-01,10,4,0,1,10,5,15
ICLA,consulta externa,menores de 6 meses,2019-01-01,26,12,5,3,31,15,46
INCAHUASI,consulta externa,menores de 6 meses,2019-01-01,33,36,0,0,33,36,69
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2019-01-01,7,8,0,0,7,8,15
INQUISIVI,consulta externa,menores de 6 meses,2019-01-01,36,21,2,0,38,21,59
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2019-01-01,50,51,12,10,62,61,123
IXIAMAS,consulta externa,menores de 6 meses,2019-01-01,61,54,0,2,61,56,117
JESUS DE MACHACA,consulta externa,menores de 6 meses,2019-01-01,29,14,7,6,36,20,56
LA ASUNTA,consulta externa,menores de 6 meses,2019-01-01,100,105,6,8,106,113,219
LA GUARDIA,consulta externa,menores de 6 meses,2019-01-01,408,331,88,83,496,414,910
LA PAZ,consulta externa,menores de 6 meses,2019-01-01,3399,3241,1037,908,4436,4149,8585
LAGUNILLAS,consulta externa,menores de 6 meses,2019-01-01,18,22,1,2,19,24,43
LAJA,consulta externa,menores de 6 meses,2019-01-01,13,20,5,4,18,24,42
LAS CARRERAS,consulta externa,menores de 6 meses,2019-01-01,12,4,0,0,12,4,16
LICOMA PAMPA,consulta externa,menores de 6 meses,2019-01-01,5,4,0,0,5,4,9
LLALLAGUA,consulta externa,menores de 6 meses,2019-01-01,143,144,10,14,153,158,311
LLICA,consulta externa,menores de 6 meses,2019-01-01,0,2,0,0,0,2,2
LORETO,consulta externa,menores de 6 meses,2019-01-01,7,14,5,2,12,16,28
LURIBAY,consulta externa,menores de 6 meses,2019-01-01,22,22,1,0,23,22,45
MACHACAMARCA,consulta externa,menores de 6 meses,2019-01-01,6,4,0,1,6,5,11
MACHARETI,consulta externa,menores de 6 meses,2019-01-01,8,12,0,0,8,12,20
MAGDALENA,consulta externa,menores de 6 meses,2019-01-01,35,25,1,0,36,25,61
MAIRANA,consulta externa,menores de 6 meses,2019-01-01,34,23,0,3,34,26,60
MALLA,consulta externa,menores de 6 meses,2019-01-01,5,1,0,0,5,1,6
MAPIRI,consulta externa,menores de 6 meses,2019-01-01,48,52,1,3,49,55,104
MECAPACA,consulta externa,menores de 6 meses,2019-01-01,18,12,2,0,20,12,32
MINEROS,consulta externa,menores de 6 meses,2019-01-01,63,52,4,7,67,59,126
MIZQUE,consulta externa,menores de 6 meses,2019-01-01,76,77,4,5,80,82,162
MOCOMOCO,consulta externa,menores de 6 meses,2019-01-01,15,13,1,0,16,13,29
MOJINETE,consulta externa,menores de 6 meses,2019-01-01,0,1,0,0,0,1,1
MOJOCOYA,consulta externa,menores de 6 meses,2019-01-01,14,7,3,3,17,10,27
MONTEAGUDO,consulta externa,menores de 6 meses,2019-01-01,142,100,2,1,144,101,245
MONTERO,consulta externa,menores de 6 meses,2019-01-01,969,754,71,73,1040,827,1867
MORO MORO,consulta externa,menores de 6 meses,2019-01-01,5,12,1,2,6,14,20
MOROCHATA,consulta externa,menores de 6 meses,2019-01-01,11,5,2,1,13,6,19
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2019-01-01,9,5,1,0,10,5,15
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2019-01-01,0,0,1,3,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2019-01-01,7,4,0,0,7,4,11
OCURI,consulta externa,menores de 6 meses,2019-01-01,26,24,0,0,26,24,50
OKINAWA,consulta externa,menores de 6 meses,2019-01-01,33,40,1,9,34,49,83
OMEREQUE,consulta externa,menores de 6 meses,2019-01-01,30,24,2,0,32,24,56
ORURO,consulta externa,menores de 6 meses,2019-01-01,1370,1337,383,338,1753,1675,3428
PADCAYA,consulta externa,menores de 6 meses,2019-01-01,59,26,1,1,60,27,87
PADILLA,consulta externa,menores de 6 meses,2019-01-01,32,44,0,0,32,44,76
PAILON,consulta externa,menores de 6 meses,2019-01-01,83,76,10,9,93,85,178
PALCA,consulta externa,menores de 6 meses,2019-01-01,34,27,1,2,35,29,64
PALOS BLANCOS,consulta externa,menores de 6 meses,2019-01-01,124,138,5,9,129,147,276
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2019-01-01,2,4,2,0,4,4,8
PAMPA GRANDE,consulta externa,menores de 6 meses,2019-01-01,21,28,2,2,23,30,53
PAPEL PAMPA,consulta externa,menores de 6 meses,2019-01-01,7,4,0,0,7,4,11
PASORAPA,consulta externa,menores de 6 meses,2019-01-01,10,5,1,1,11,6,17
PATACAMAYA,consulta externa,menores de 6 meses,2019-01-01,111,113,15,14,126,127,253
PAZÑA,consulta externa,menores de 6 meses,2019-01-01,4,11,0,0,4,11,15
PELECHUCO,consulta externa,menores de 6 meses,2019-01-01,30,20,3,1,33,21,54
POCOATA,consulta externa,menores de 6 meses,2019-01-01,18,14,0,0,18,14,32
POCONA,consulta externa,menores de 6 meses,2019-01-01,27,30,1,0,28,30,58
POJO (CBBA),consulta externa,menores de 6 meses,2019-01-01,35,41,2,3,37,44,81
POOPO,consulta externa,menores de 6 meses,2019-01-01,6,7,0,0,6,7,13
PORCO,consulta externa,menores de 6 meses,2019-01-01,32,24,0,0,32,24,56
POROMA,consulta externa,menores de 6 meses,2019-01-01,20,19,0,1,20,20,40
PORONGO,consulta externa,menores de 6 meses,2019-01-01,20,22,3,1,23,23,46
PORTACHUELO,consulta externa,menores de 6 meses,2019-01-01,48,46,1,2,49,48,97
PORVENIR,consulta externa,menores de 6 meses,2019-01-01,15,9,1,0,16,9,25
POSTRER VALLE,consulta externa,menores de 6 meses,2019-01-01,12,7,0,0,12,7,19
POTOSI,consulta externa,menores de 6 meses,2019-01-01,1100,954,50,56,1150,1010,2160
PRESTO,consulta externa,menores de 6 meses,2019-01-01,15,16,0,0,15,16,31
PUCARA,consulta externa,menores de 6 meses,2019-01-01,3,5,0,1,3,6,9
PUCARANI,consulta externa,menores de 6 meses,2019-01-01,31,30,1,3,32,33,65
PUERTO ACOSTA,consulta externa,menores de 6 meses,2019-01-01,10,8,4,2,14,10,24
PUERTO CARABUCO,consulta externa,menores de 6 meses,2019-01-01,5,9,4,6,9,15,24
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2019-01-01,28,32,10,8,38,40,78
PUERTO PEREZ,consulta externa,menores de 6 meses,2019-01-01,4,4,0,0,4,4,8
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2019-01-01,23,16,0,2,23,18,41
PUERTO RICO,consulta externa,menores de 6 meses,2019-01-01,29,17,0,1,29,18,47
PUERTO SILES,consulta externa,menores de 6 meses,2019-01-01,4,3,0,0,4,3,7
PUERTO SUAREZ,consulta externa,menores de 6 meses,2019-01-01,56,32,10,11,66,43,109
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2019-01-01,450,388,47,39,497,427,924
PUNA,consulta externa,menores de 6 meses,2019-01-01,22,14,0,2,22,16,38
PUNATA,consulta externa,menores de 6 meses,2019-01-01,129,156,37,26,166,182,348
QUIABAYA,consulta externa,menores de 6 meses,2019-01-01,5,4,0,0,5,4,9
QUILLACOLLO,consulta externa,menores de 6 meses,2019-01-01,467,416,182,169,649,585,1234
QUIME,consulta externa,menores de 6 meses,2019-01-01,12,10,0,0,12,10,22
QUIRUSILLAS,consulta externa,menores de 6 meses,2019-01-01,2,2,0,0,2,2,4
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2019-01-01,13,19,1,0,14,19,33
RAVELO,consulta externa,menores de 6 meses,2019-01-01,22,17,2,1,24,18,42
REYES,consulta externa,menores de 6 meses,2019-01-01,23,15,0,1,23,16,39
RIBERALTA,consulta externa,menores de 6 meses,2019-01-01,346,355,57,75,403,430,833
ROBORE,consulta externa,menores de 6 meses,2019-01-01,20,30,2,2,22,32,54
RURRENABAQUE,consulta externa,menores de 6 meses,2019-01-01,48,56,0,0,48,56,104
SABAYA,consulta externa,menores de 6 meses,2019-01-01,7,5,0,1,7,6,13
SACABA,consulta externa,menores de 6 meses,2019-01-01,641,611,208,191,849,802,1651
SACABAMBA,consulta externa,menores de 6 meses,2019-01-01,4,8,1,0,5,8,13
SACACA,consulta externa,menores de 6 meses,2019-01-01,37,38,0,0,37,38,75
SAIPINA,consulta externa,menores de 6 meses,2019-01-01,24,14,7,4,31,18,49
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2019-01-01,22,22,0,0,22,22,44
SAMAIPATA,consulta externa,menores de 6 meses,2019-01-01,9,20,7,9,16,29,45
SAN AGUSTIN,consulta externa,menores de 6 meses,2019-01-01,2,2,0,0,2,2,4
SAN ANDRES,consulta externa,menores de 6 meses,2019-01-01,55,49,3,0,58,49,107
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2019-01-01,6,7,0,0,6,7,13
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2019-01-01,1,6,0,0,1,6,7
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2019-01-01,20,11,0,0,20,11,31
SAN BENITO,consulta externa,menores de 6 meses,2019-01-01,18,17,10,4,28,21,49
SAN BORJA,consulta externa,menores de 6 meses,2019-01-01,158,106,15,9,173,115,288
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2019-01-01,35,32,4,3,39,35,74
SAN CARLOS,consulta externa,menores de 6 meses,2019-01-01,57,80,2,8,59,88,147
SAN IGNACIO,consulta externa,menores de 6 meses,2019-01-01,129,111,8,7,137,118,255
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2019-01-01,199,160,7,9,206,169,375
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2019-01-01,8,5,0,0,8,5,13
SAN JAVIER(STC),consulta externa,menores de 6 meses,2019-01-01,22,10,0,0,22,10,32
SAN JOAQUIN,consulta externa,menores de 6 meses,2019-01-01,19,23,1,0,20,23,43
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2019-01-01,31,27,7,6,38,33,71
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2019-01-01,21,19,0,6,21,25,46
SAN JULIAN,consulta externa,menores de 6 meses,2019-01-01,148,168,41,36,189,204,393
SAN LORENZO(PND),consulta externa,menores de 6 meses,2019-01-01,16,23,7,3,23,26,49
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2019-01-01,79,77,24,9,103,86,189
SAN LUCAS,consulta externa,menores de 6 meses,2019-01-01,71,49,2,10,73,59,132
SAN MATIAS,consulta externa,menores de 6 meses,2019-01-01,35,30,0,0,35,30,65
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2019-01-01,41,36,13,13,54,49,103
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2019-01-01,8,8,0,0,8,8,16
SAN PEDRO,consulta externa,menores de 6 meses,2019-01-01,71,61,5,1,76,62,138
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2019-01-01,48,40,12,2,60,42,102
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2019-01-01,6,9,0,0,6,9,15
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2019-01-01,3,3,0,0,3,3,6
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2019-01-01,7,6,3,0,10,6,16
SAN PEDRO(PND),consulta externa,menores de 6 meses,2019-01-01,4,3,0,0,4,3,7
SAN RAFAEL,consulta externa,menores de 6 meses,2019-01-01,25,18,24,21,49,39,88
SAN RAMON BENI,consulta externa,menores de 6 meses,2019-01-01,12,8,3,0,15,8,23
SAN RAMON SCZ,consulta externa,menores de 6 meses,2019-01-01,38,19,8,2,46,21,67
SANTA ANA,consulta externa,menores de 6 meses,2019-01-01,36,34,34,48,70,82,152
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2019-01-01,5256,4651,924,874,6180,5525,11705
SANTA ROSA,consulta externa,menores de 6 meses,2019-01-01,30,29,5,1,35,30,65
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2019-01-01,81,80,7,2,88,82,170
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2019-01-01,6,4,0,0,6,4,10
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2019-01-01,11,14,1,6,12,20,32
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2019-01-01,4,3,2,2,6,5,11
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2019-01-01,2,1,0,0,2,1,3
SANTIVAÑES,consulta externa,menores de 6 meses,2019-01-01,16,14,0,0,16,14,30
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2019-01-01,7,0,1,0,8,0,8
SAPAHAQUI,consulta externa,menores de 6 meses,2019-01-01,25,15,0,0,25,15,40
SENA,consulta externa,menores de 6 meses,2019-01-01,13,18,0,2,13,20,33
SHINAOTA,consulta externa,menores de 6 meses,2019-01-01,121,108,7,10,128,118,246
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2019-01-01,35,25,0,0,35,25,60
SICAYA,consulta externa,menores de 6 meses,2019-01-01,14,14,1,1,15,15,30
SIPE SIPE,consulta externa,menores de 6 meses,2019-01-01,162,178,37,44,199,222,421
SOPACHUY,consulta externa,menores de 6 meses,2019-01-01,24,24,3,9,27,33,60
SORACACHI,consulta externa,menores de 6 meses,2019-01-01,12,7,1,0,13,7,20
SORATA,consulta externa,menores de 6 meses,2019-01-01,31,42,7,0,38,42,80
SUCRE,consulta externa,menores de 6 meses,2019-01-01,1154,1105,175,194,1329,1299,2628
TACACHI,consulta externa,menores de 6 meses,2019-01-01,0,2,1,0,1,2,3
TACACOMA,consulta externa,menores de 6 meses,2019-01-01,21,17,13,10,34,27,61
TACOBAMBA,consulta externa,menores de 6 meses,2019-01-01,7,11,0,0,7,11,18
TACOPAYA,consulta externa,menores de 6 meses,2019-01-01,11,4,2,1,13,5,18
TAHUA,consulta externa,menores de 6 meses,2019-01-01,1,0,0,0,1,0,1
TAPACARI,consulta externa,menores de 6 meses,2019-01-01,46,48,8,5,54,53,107
TARABUCO,consulta externa,menores de 6 meses,2019-01-01,41,45,2,1,43,46,89
TARACO,consulta externa,menores de 6 meses,2019-01-01,3,3,1,1,4,4,8
TARATA,consulta externa,menores de 6 meses,2019-01-01,29,33,5,4,34,37,71
TARIJA,consulta externa,menores de 6 meses,2019-01-01,866,797,255,298,1121,1095,2216
TARVITA,consulta externa,menores de 6 meses,2019-01-01,62,53,0,0,62,53,115
TEOPONTE,consulta externa,menores de 6 meses,2019-01-01,38,53,2,1,40,54,94
TIAHUANACU,consulta externa,menores de 6 meses,2019-01-01,15,11,0,4,15,15,30
TINGUIPAYA,consulta externa,menores de 6 meses,2019-01-01,35,30,2,1,37,31,68
TIPUANI,consulta externa,menores de 6 meses,2019-01-01,26,19,1,2,27,21,48
TIQUIPAYA,consulta externa,menores de 6 meses,2019-01-01,295,285,33,17,328,302,630
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2019-01-01,36,39,5,10,41,49,90
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2019-01-01,0,1,0,0,0,1,1
TOCO,consulta externa,menores de 6 meses,2019-01-01,8,14,8,5,16,19,35
TOLATA,consulta externa,menores de 6 meses,2019-01-01,28,12,6,7,34,19,53
TOLEDO,consulta externa,menores de 6 meses,2019-01-01,1,4,0,0,1,4,5
TOMAVE,consulta externa,menores de 6 meses,2019-01-01,35,25,0,0,35,25,60
TOMINA,consulta externa,menores de 6 meses,2019-01-01,39,27,0,1,39,28,67
TORO TORO,consulta externa,menores de 6 meses,2019-01-01,22,23,0,1,22,24,46
TOTORA(CBBA),consulta externa,menores de 6 meses,2019-01-01,39,29,2,3,41,32,73
TOTORA(ORR),consulta externa,menores de 6 meses,2019-01-01,7,3,0,0,7,3,10
TRIGAL,consulta externa,menores de 6 meses,2019-01-01,7,1,0,0,7,1,8
