,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2019-01-01,843,910,23,34,866,944,1810
AZURDUY,consulta externa,personas de 60 anos y mas,2019-01-01,203,287,10,8,213,295,508
BATALLAS,consulta externa,personas de 60 anos y mas,2019-01-01,233,263,184,188,417,451,868
BAURES,consulta externa,personas de 60 anos y mas,2019-01-01,141,143,21,23,162,166,328
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2019-01-01,63,91,3,7,66,98,164
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2019-01-01,106,101,0,0,106,101,207
BELLA FLOR,consulta externa,personas de 60 anos y mas,2019-01-01,45,30,35,29,80,59,139
BERMEJO,consulta externa,personas de 60 anos y mas,2019-01-01,741,799,132,128,873,927,1800
BETANZOS,consulta externa,personas de 60 anos y mas,2019-01-01,1261,1553,45,60,1306,1613,2919
BOLIVAR,consulta externa,personas de 60 anos y mas,2019-01-01,120,133,36,45,156,178,334
BOLPEBRA,consulta externa,personas de 60 anos y mas,2019-01-01,58,26,6,7,64,33,97
BOYUIBE,consulta externa,personas de 60 anos y mas,2019-01-01,84,130,46,57,130,187,317
BUENA VISTA,consulta externa,personas de 60 anos y mas,2019-01-01,429,351,112,88,541,439,980
CABEZAS,consulta externa,personas de 60 anos y mas,2019-01-01,435,493,51,98,486,591,1077
CAIROMA,consulta externa,personas de 60 anos y mas,2019-01-01,229,209,35,38,264,247,511
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2019-01-01,362,626,0,1,362,627,989
CAJUATA,consulta externa,personas de 60 anos y mas,2019-01-01,237,169,17,20,254,189,443
CALACOTO,consulta externa,personas de 60 anos y mas,2019-01-01,270,303,27,46,297,349,646
CALAMARCA,consulta externa,personas de 60 anos y mas,2019-01-01,302,360,35,20,337,380,717
CAMARGO,consulta externa,personas de 60 anos y mas,2019-01-01,592,916,113,188,705,1104,1809
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2019-01-01,193,267,3,6,196,273,469
CAMIRI,consulta externa,personas de 60 anos y mas,2019-01-01,970,1367,526,592,1496,1959,3455
CAPINOTA,consulta externa,personas de 60 anos y mas,2019-01-01,348,546,142,223,490,769,1259
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2019-01-01,509,528,24,25,533,553,1086
CARACOLLO,consulta externa,personas de 60 anos y mas,2019-01-01,379,421,38,51,417,472,889
CARANAVI,consulta externa,personas de 60 anos y mas,2019-01-01,1435,992,512,426,1947,1418,3365
CARANGAS,consulta externa,personas de 60 anos y mas,2019-01-01,9,13,0,1,9,14,23
CARAPARI,consulta externa,personas de 60 anos y mas,2019-01-01,395,403,77,111,472,514,986
CARIPUYO,consulta externa,personas de 60 anos y mas,2019-01-01,268,369,0,0,268,369,637
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2019-01-01,90,103,7,24,97,127,224
CATACORA,consulta externa,personas de 60 anos y mas,2019-01-01,72,106,4,1,76,107,183
CHACARILLA,consulta externa,personas de 60 anos y mas,2019-01-01,82,86,19,29,101,115,216
CHALLAPATA,consulta externa,personas de 60 anos y mas,2019-01-01,1037,1164,77,89,1114,1253,2367
CHAQUI,consulta externa,personas de 60 anos y mas,2019-01-01,543,777,5,9,548,786,1334
CHARAGUA,consulta externa,personas de 60 anos y mas,2019-01-01,483,597,31,54,514,651,1165
CHARAÑA,consulta externa,personas de 60 anos y mas,2019-01-01,80,73,2,6,82,79,161
CHAYANTA,consulta externa,personas de 60 anos y mas,2019-01-01,203,320,0,0,203,320,523
CHIMORE,consulta externa,personas de 60 anos y mas,2019-01-01,552,467,15,11,567,478,1045
CHIPAYA,consulta externa,personas de 60 anos y mas,2019-01-01,36,34,0,0,36,34,70
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2019-01-01,52,75,0,0,52,75,127
CHUA COCANI,consulta externa,personas de 60 anos y mas,2019-01-01,37,29,59,47,96,76,172
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2019-01-01,170,130,102,73,272,203,475
CHUMA,consulta externa,personas de 60 anos y mas,2019-01-01,523,518,55,53,578,571,1149
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2019-01-01,133,168,3,2,136,170,306
CKOCHAS,consulta externa,personas de 60 anos y mas,2019-01-01,575,763,1,7,576,770,1346
CLIZA,consulta externa,personas de 60 anos y mas,2019-01-01,522,669,238,395,760,1064,1824
COBIJA,consulta externa,personas de 60 anos y mas,2019-01-01,569,575,406,418,975,993,1968
COCAPATA,consulta externa,personas de 60 anos y mas,2019-01-01,480,519,13,4,493,523,1016
COCHABAMBA,consulta externa,personas de 60 anos y mas,2019-01-01,12481,16955,11908,15821,24389,32776,57165
COIPASA,consulta externa,personas de 60 anos y mas,2019-01-01,16,10,2,4,18,14,32
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2019-01-01,517,821,328,522,845,1343,2188
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2019-01-01,354,452,14,21,368,473,841
COLLANA,consulta externa,personas de 60 anos y mas,2019-01-01,156,162,7,14,163,176,339
COLOMI,consulta externa,personas de 60 anos y mas,2019-01-01,272,301,165,210,437,511,948
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2019-01-01,188,174,19,56,207,230,437
COLQUECHACA,consulta externa,personas de 60 anos y mas,2019-01-01,1205,1467,6,3,1211,1470,2681
COLQUENCHA,consulta externa,personas de 60 anos y mas,2019-01-01,171,205,27,29,198,234,432
COLQUIRI,consulta externa,personas de 60 anos y mas,2019-01-01,507,446,31,8,538,454,992
COMANCHE,consulta externa,personas de 60 anos y mas,2019-01-01,103,105,25,10,128,115,243
COMARAPA,consulta externa,personas de 60 anos y mas,2019-01-01,246,330,113,142,359,472,831
COMBAYA,consulta externa,personas de 60 anos y mas,2019-01-01,145,142,1,7,146,149,295
CONCEPCION,consulta externa,personas de 60 anos y mas,2019-01-01,213,212,61,70,274,282,556
COPACABANA,consulta externa,personas de 60 anos y mas,2019-01-01,208,207,76,70,284,277,561
CORIPATA,consulta externa,personas de 60 anos y mas,2019-01-01,226,161,83,49,309,210,519
CORO CORO,consulta externa,personas de 60 anos y mas,2019-01-01,346,288,39,50,385,338,723
COROICO,consulta externa,personas de 60 anos y mas,2019-01-01,192,178,246,270,438,448,886
CORQUE,consulta externa,personas de 60 anos y mas,2019-01-01,188,206,13,20,201,226,427
COTAGAITA,consulta externa,personas de 60 anos y mas,2019-01-01,912,1421,97,155,1009,1576,2585
COTOCA,consulta externa,personas de 60 anos y mas,2019-01-01,840,929,231,255,1071,1184,2255
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2019-01-01,9,12,0,0,9,12,21
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2019-01-01,346,352,164,139,510,491,1001
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2019-01-01,47,84,12,22,59,106,165
CUEVO,consulta externa,personas de 60 anos y mas,2019-01-01,128,157,16,40,144,197,341
CULPINA,consulta externa,personas de 60 anos y mas,2019-01-01,502,702,32,43,534,745,1279
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2019-01-01,124,130,41,67,165,197,362
CURVA,consulta externa,personas de 60 anos y mas,2019-01-01,61,78,7,2,68,80,148
DESAGUADERO,consulta externa,personas de 60 anos y mas,2019-01-01,68,86,25,33,93,119,212
EL ALTO,consulta externa,personas de 60 anos y mas,2019-01-01,5771,7035,4318,4738,10089,11773,21862
EL CHORO,consulta externa,personas de 60 anos y mas,2019-01-01,169,178,2,3,171,181,352
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2019-01-01,340,242,25,20,365,262,627
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2019-01-01,355,513,76,123,431,636,1067
EL TORNO,consulta externa,personas de 60 anos y mas,2019-01-01,1189,1242,441,450,1630,1692,3322
EL VILLAR,consulta externa,personas de 60 anos y mas,2019-01-01,248,323,3,1,251,324,575
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2019-01-01,654,736,119,162,773,898,1671
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2019-01-01,599,539,49,39,648,578,1226
ESCARA,consulta externa,personas de 60 anos y mas,2019-01-01,25,33,0,0,25,33,58
ESCOMA,consulta externa,personas de 60 anos y mas,2019-01-01,123,113,60,63,183,176,359
ESMERALDA,consulta externa,personas de 60 anos y mas,2019-01-01,31,33,1,1,32,34,66
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2019-01-01,201,249,1,2,202,251,453
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2019-01-01,16,9,1,0,17,9,26
EXALTACION,consulta externa,personas de 60 anos y mas,2019-01-01,46,33,4,0,50,33,83
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2019-01-01,229,235,120,99,349,334,683
FILADELFIA,consulta externa,personas de 60 anos y mas,2019-01-01,96,58,24,5,120,63,183
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2019-01-01,434,445,41,58,475,503,978
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2019-01-01,300,311,49,61,349,372,721
GUANAY,consulta externa,personas de 60 anos y mas,2019-01-01,411,296,60,43,471,339,810
GUAQUI,consulta externa,personas de 60 anos y mas,2019-01-01,170,203,24,44,194,247,441
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2019-01-01,746,882,119,200,865,1082,1947
GUTIERREZ,consulta externa,personas de 60 anos y mas,2019-01-01,259,342,39,39,298,381,679
HUACARETA,consulta externa,personas de 60 anos y mas,2019-01-01,210,422,79,120,289,542,831
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2019-01-01,77,136,14,6,91,142,233
HUACHACALLA,consulta externa,personas de 60 anos y mas,2019-01-01,54,69,15,13,69,82,151
HUANUNI,consulta externa,personas de 60 anos y mas,2019-01-01,484,476,175,200,659,676,1335
HUARACAJE,consulta externa,personas de 60 anos y mas,2019-01-01,58,50,27,19,85,69,154
HUARINA,consulta externa,personas de 60 anos y mas,2019-01-01,134,128,239,275,373,403,776
HUATAJATA,consulta externa,personas de 60 anos y mas,2019-01-01,51,63,18,45,69,108,177
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2019-01-01,234,278,10,12,244,290,534
HUMANATA,consulta externa,personas de 60 anos y mas,2019-01-01,87,79,91,85,178,164,342
ICHOCA,consulta externa,personas de 60 anos y mas,2019-01-01,140,87,2,3,142,90,232
ICLA,consulta externa,personas de 60 anos y mas,2019-01-01,150,228,34,78,184,306,490
INCAHUASI,consulta externa,personas de 60 anos y mas,2019-01-01,254,381,12,12,266,393,659
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2019-01-01,15,7,0,0,15,7,22
INQUISIVI,consulta externa,personas de 60 anos y mas,2019-01-01,428,386,8,7,436,393,829
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2019-01-01,476,346,143,109,619,455,1074
IXIAMAS,consulta externa,personas de 60 anos y mas,2019-01-01,167,125,15,5,182,130,312
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2019-01-01,377,402,292,304,669,706,1375
LA ASUNTA,consulta externa,personas de 60 anos y mas,2019-01-01,260,160,16,9,276,169,445
LA GUARDIA,consulta externa,personas de 60 anos y mas,2019-01-01,1535,1757,482,679,2017,2436,4453
LA PAZ,consulta externa,personas de 60 anos y mas,2019-01-01,16465,21130,15241,21362,31706,42492,74198
LA RIVERA,consulta externa,personas de 60 anos y mas,2019-01-01,9,9,1,4,10,13,23
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2019-01-01,80,122,6,19,86,141,227
LAJA,consulta externa,personas de 60 anos y mas,2019-01-01,269,327,250,305,519,632,1151
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2019-01-01,104,155,1,1,105,156,261
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2019-01-01,166,147,29,27,195,174,369
LLALLAGUA,consulta externa,personas de 60 anos y mas,2019-01-01,399,600,34,37,433,637,1070
LLICA,consulta externa,personas de 60 anos y mas,2019-01-01,179,190,2,1,181,191,372
LORETO,consulta externa,personas de 60 anos y mas,2019-01-01,68,52,6,4,74,56,130
LURIBAY,consulta externa,personas de 60 anos y mas,2019-01-01,398,338,37,54,435,392,827
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2019-01-01,167,196,24,18,191,214,405
MACHARETI,consulta externa,personas de 60 anos y mas,2019-01-01,195,228,5,23,200,251,451
MAGDALENA,consulta externa,personas de 60 anos y mas,2019-01-01,208,225,66,90,274,315,589
MAIRANA,consulta externa,personas de 60 anos y mas,2019-01-01,122,150,107,161,229,311,540
MALLA,consulta externa,personas de 60 anos y mas,2019-01-01,58,66,28,27,86,93,179
MAPIRI,consulta externa,personas de 60 anos y mas,2019-01-01,220,177,11,30,231,207,438
MECAPACA,consulta externa,personas de 60 anos y mas,2019-01-01,187,169,11,8,198,177,375
MINEROS,consulta externa,personas de 60 anos y mas,2019-01-01,405,414,123,102,528,516,1044
MIZQUE,consulta externa,personas de 60 anos y mas,2019-01-01,488,708,203,263,691,971,1662
MOCOMOCO,consulta externa,personas de 60 anos y mas,2019-01-01,355,328,131,189,486,517,1003
MOJINETE,consulta externa,personas de 60 anos y mas,2019-01-01,29,47,9,12,38,59,97
MOJOCOYA,consulta externa,personas de 60 anos y mas,2019-01-01,272,384,50,58,322,442,764
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2019-01-01,912,1226,84,145,996,1371,2367
MONTERO,consulta externa,personas de 60 anos y mas,2019-01-01,2517,3201,772,823,3289,4024,7313
MORO MORO,consulta externa,personas de 60 anos y mas,2019-01-01,43,67,46,82,89,149,238
MOROCHATA,consulta externa,personas de 60 anos y mas,2019-01-01,231,260,30,27,261,287,548
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2019-01-01,38,18,32,11,70,29,99
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2019-01-01,23,13,1,0,24,13,37
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2019-01-01,39,21,1,1,40,22,62
OCURI,consulta externa,personas de 60 anos y mas,2019-01-01,522,580,8,12,530,592,1122
OKINAWA,consulta externa,personas de 60 anos y mas,2019-01-01,249,265,55,61,304,326,630
OMEREQUE,consulta externa,personas de 60 anos y mas,2019-01-01,202,204,52,64,254,268,522
ORURO,consulta externa,personas de 60 anos y mas,2019-01-01,7167,8321,3363,3689,10530,12010,22540
PADCAYA,consulta externa,personas de 60 anos y mas,2019-01-01,602,785,120,136,722,921,1643
PADILLA,consulta externa,personas de 60 anos y mas,2019-01-01,533,722,65,81,598,803,1401
PAILON,consulta externa,personas de 60 anos y mas,2019-01-01,351,405,36,38,387,443,830
PALCA,consulta externa,personas de 60 anos y mas,2019-01-01,517,476,17,25,534,501,1035
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2019-01-01,735,508,174,117,909,625,1534
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2019-01-01,84,112,43,40,127,152,279
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2019-01-01,140,192,84,122,224,314,538
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2019-01-01,282,271,51,60,333,331,664
PASORAPA,consulta externa,personas de 60 anos y mas,2019-01-01,191,209,6,3,197,212,409
PATACAMAYA,consulta externa,personas de 60 anos y mas,2019-01-01,494,436,18,18,512,454,966
PAZÑA,consulta externa,personas de 60 anos y mas,2019-01-01,177,160,23,14,200,174,374
PELECHUCO,consulta externa,personas de 60 anos y mas,2019-01-01,150,126,22,16,172,142,314
POCOATA,consulta externa,personas de 60 anos y mas,2019-01-01,965,1184,0,2,965,1186,2151
POCONA,consulta externa,personas de 60 anos y mas,2019-01-01,423,534,2,1,425,535,960
POJO (CBBA),consulta externa,personas de 60 anos y mas,2019-01-01,214,229,28,31,242,260,502
POOPO,consulta externa,personas de 60 anos y mas,2019-01-01,174,206,13,20,187,226,413
PORCO,consulta externa,personas de 60 anos y mas,2019-01-01,77,86,3,0,80,86,166
POROMA,consulta externa,personas de 60 anos y mas,2019-01-01,479,637,8,9,487,646,1133
PORONGO,consulta externa,personas de 60 anos y mas,2019-01-01,310,259,145,137,455,396,851
PORTACHUELO,consulta externa,personas de 60 anos y mas,2019-01-01,249,303,69,84,318,387,705
PORVENIR,consulta externa,personas de 60 anos y mas,2019-01-01,73,52,60,38,133,90,223
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2019-01-01,77,81,31,55,108,136,244
POTOSI,consulta externa,personas de 60 anos y mas,2019-01-01,3046,3958,765,1119,3811,5077,8888
PRESTO,consulta externa,personas de 60 anos y mas,2019-01-01,341,456,12,15,353,471,824
PUCARA,consulta externa,personas de 60 anos y mas,2019-01-01,25,23,81,110,106,133,239
PUCARANI,consulta externa,personas de 60 anos y mas,2019-01-01,537,535,128,169,665,704,1369
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2019-01-01,405,423,19,20,424,443,867
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2019-01-01,329,325,90,103,419,428,847
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2019-01-01,144,103,48,28,192,131,323
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2019-01-01,118,93,100,89,218,182,400
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2019-01-01,152,164,23,23,175,187,362
PUERTO RICO,consulta externa,personas de 60 anos y mas,2019-01-01,89,42,44,21,133,63,196
PUERTO SILES,consulta externa,personas de 60 anos y mas,2019-01-01,18,18,2,1,20,19,39
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2019-01-01,216,222,62,59,278,281,559
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2019-01-01,797,700,87,79,884,779,1663
PUNA,consulta externa,personas de 60 anos y mas,2019-01-01,921,1446,2,8,923,1454,2377
PUNATA,consulta externa,personas de 60 anos y mas,2019-01-01,386,678,275,443,661,1121,1782
QUIABAYA,consulta externa,personas de 60 anos y mas,2019-01-01,136,137,5,0,141,137,278
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2019-01-01,1795,1887,1459,1651,3254,3538,6792
QUIME,consulta externa,personas de 60 anos y mas,2019-01-01,262,197,9,12,271,209,480
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2019-01-01,54,35,48,46,102,81,183
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2019-01-01,219,290,2,4,221,294,515
RAVELO,consulta externa,personas de 60 anos y mas,2019-01-01,1005,1203,6,5,1011,1208,2219
REYES,consulta externa,personas de 60 anos y mas,2019-01-01,122,141,74,132,196,273,469
RIBERALTA,consulta externa,personas de 60 anos y mas,2019-01-01,1035,975,373,376,1408,1351,2759
ROBORE,consulta externa,personas de 60 anos y mas,2019-01-01,419,441,142,167,561,608,1169
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2019-01-01,640,584,108,94,748,678,1426
SABAYA,consulta externa,personas de 60 anos y mas,2019-01-01,138,130,143,144,281,274,555
SACABA,consulta externa,personas de 60 anos y mas,2019-01-01,2088,3065,1188,1702,3276,4767,8043
SACABAMBA,consulta externa,personas de 60 anos y mas,2019-01-01,136,196,72,130,208,326,534
SACACA,consulta externa,personas de 60 anos y mas,2019-01-01,403,509,2,0,405,509,914
SAIPINA,consulta externa,personas de 60 anos y mas,2019-01-01,188,204,85,98,273,302,575
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2019-01-01,453,537,11,22,464,559,1023
SAMAIPATA,consulta externa,personas de 60 anos y mas,2019-01-01,156,153,126,158,282,311,593
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2019-01-01,56,90,0,0,56,90,146
SAN ANDRES,consulta externa,personas de 60 anos y mas,2019-01-01,336,243,40,24,376,267,643
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2019-01-01,153,139,149,164,302,303,605
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2019-01-01,45,42,0,0,45,42,87
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2019-01-01,137,148,43,29,180,177,357
SAN BENITO,consulta externa,personas de 60 anos y mas,2019-01-01,186,318,310,473,496,791,1287
SAN BORJA,consulta externa,personas de 60 anos y mas,2019-01-01,606,585,281,253,887,838,1725
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2019-01-01,114,109,21,32,135,141,276
SAN CARLOS,consulta externa,personas de 60 anos y mas,2019-01-01,424,433,115,111,539,544,1083
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2019-01-01,219,240,72,96,291,336,627
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2019-01-01,873,832,442,389,1315,1221,2536
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2019-01-01,27,34,5,6,32,40,72
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2019-01-01,174,185,7,4,181,189,370
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2019-01-01,107,103,50,105,157,208,365
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2019-01-01,315,305,38,33,353,338,691
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2019-01-01,245,213,72,65,317,278,595
SAN JULIAN,consulta externa,personas de 60 anos y mas,2019-01-01,1035,853,157,120,1192,973,2165
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2019-01-01,91,60,11,5,102,65,167
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2019-01-01,324,498,33,64,357,562,919
SAN LUCAS,consulta externa,personas de 60 anos y mas,2019-01-01,1313,2026,41,69,1354,2095,3449
SAN MATIAS,consulta externa,personas de 60 anos y mas,2019-01-01,164,142,95,93,259,235,494
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2019-01-01,137,170,86,109,223,279,502
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2019-01-01,115,111,0,0,115,111,226
SAN PEDRO,consulta externa,personas de 60 anos y mas,2019-01-01,550,463,53,73,603,536,1139
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2019-01-01,750,890,2,0,752,890,1642
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2019-01-01,322,354,44,39,366,393,759
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2019-01-01,35,47,2,5,37,52,89
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2019-01-01,114,112,200,235,314,347,661
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2019-01-01,93,40,4,5,97,45,142
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2019-01-01,86,74,100,70,186,144,330
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2019-01-01,126,152,0,7,126,159,285
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2019-01-01,80,84,32,34,112,118,230
SANTA ANA,consulta externa,personas de 60 anos y mas,2019-01-01,107,143,65,121,172,264,436
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2019-01-01,21928,27479,8710,11485,30638,38964,69602
SANTA ROSA,consulta externa,personas de 60 anos y mas,2019-01-01,209,203,66,81,275,284,559
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2019-01-01,744,691,20,30,764,721,1485
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2019-01-01,317,342,118,110,435,452,887
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2019-01-01,402,450,29,33,431,483,914
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2019-01-01,197,247,45,40,242,287,529
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2019-01-01,141,159,4,4,145,163,308
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2019-01-01,270,406,35,78,305,484,789
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2019-01-01,158,206,4,5,162,211,373
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2019-01-01,412,345,41,41,453,386,839
SENA,consulta externa,personas de 60 anos y mas,2019-01-01,45,30,9,1,54,31,85
SHINAOTA,consulta externa,personas de 60 anos y mas,2019-01-01,401,374,20,17,421,391,812
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2019-01-01,632,599,48,39,680,638,1318
SICAYA,consulta externa,personas de 60 anos y mas,2019-01-01,62,93,44,53,106,146,252
SIPE SIPE,consulta externa,personas de 60 anos y mas,2019-01-01,738,1015,258,387,996,1402,2398
SOPACHUY,consulta externa,personas de 60 anos y mas,2019-01-01,252,364,10,21,262,385,647
SORACACHI,consulta externa,personas de 60 anos y mas,2019-01-01,348,374,12,15,360,389,749
SORATA,consulta externa,personas de 60 anos y mas,2019-01-01,519,487,81,71,600,558,1158
