,group,variable,month,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS < 15,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 15 - 19,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 20 - 34,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 35 - 49,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 50 Y +,TOTALES
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,31,18,0,54
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,6,12,0,20
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,13,14,0,30
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,11,50,59,0,120
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,9,34,30,0,73
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,28,12,2,43
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,14,3,0,19
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,1,1,0,2
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,0,1,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,6,9,2,0,18
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,6,48,28,0,82
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,38,24,0,69
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,7,1,0,8
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,8,8,0,17
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,8,29,17,1,56
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,8,58,24,0,91
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,4,19,7,0,31
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,13,10,0,24
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,23,12,0,40
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,4,5,0,10
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,30,18,0,49
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,15,3,0,22
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,8,0,10
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,26,5,0,32
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,33,19,0,54
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,13,4,0,19
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,20,13,0,36
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,6,69,36,0,111
CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,0,1,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,34,15,1,55
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,8,8,0,20
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,11,6,0,19
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,1,3,0,4
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,5,1,0,6
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,39,16,0,57
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,12,5,0,18
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,12,44,14,0,70
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,2,0,4
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,9,8,0,20
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,11,73,32,0,116
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,1,1,0,2
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,1,2,0,3
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,5,1,0,6
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,24,5,0,31
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,22,14,0,38
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,19,13,0,36
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,9,11,0,20
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,27,9,0,37
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,9,67,9,0,86
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,31,29,0,67
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,52,253,118,0,423
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,0,2,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,39,16,0,62
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,20,13,0,36
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,3,9,0,12
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,10,72,34,2,118
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,15,4,1,23
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,15,102,46,1,164
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,14,10,1,27
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,23,13,0,36
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,1,0,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,17,66,36,0,119
COMBAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,1,1,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,21,3,0,28
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,15,10,1,26
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,23,11,0,35
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,7,4,0,12
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,18,9,0,28
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,7,4,0,11
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,28,10,0,41
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,15,125,44,0,184
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,3,15,12,0,31
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,5,4,0,13
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,16,14,0,33
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,48,26,1,82
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,5,7,0,13
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,3,2,0,6
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,9,7,0,17
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,56,789,313,3,1161
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,9,0,0,10
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,41,17,0,63
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,12,17,0,31
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,2,27,108,43,1,181
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,4,11,16,0,32
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,6,49,30,1,86
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,11,60,25,0,96
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,8,1,0,9
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,0,1,0,2
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,5,0,7
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,3,4,0,8
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,1,4,0,0,6
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,33,19,1,57
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,13,0,0,15
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,47,13,1,65
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,16,14,0,31
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,10,3,0,14
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,7,12,0,19
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,1,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,36,16,0,57
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,14,12,0,30
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,9,6,0,16
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,3,0,5
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,16,3,0,19
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,10,1,0,11
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,2,5,0,8
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,2,0,4
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,8,5,0,13
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,1,2,0,4
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,8,3,0,12
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,8,15,0,24
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,8,36,31,0,76
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,5,8,1,0,15
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,19,19,0,45
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,29,14,1,48
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,25,8,0,35
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,9,13,0,22
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,65,19,1,87
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,15,84,24,1,124
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,26,228,82,0,336
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,24,12,0,39
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,60,19,1,84
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,4,3,0,7
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,7,5,0,12
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,21,67,13,0,101
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,10,1,0,11
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,8,0,0,9
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,19,18,1,40
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,10,3,0,13
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,21,13,0,38
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,30,3,0,40
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,7,26,8,0,42
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,3,1,0,7
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,25,3,0,29
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,16,10,0,30
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,45,19,0,71
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,47,23,1,76
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,12,19,0,31
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,11,9,0,24
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,9,22,21,1,53
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,19,104,41,0,164
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,5,14,9,0,28
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,13,21,0,41
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,18,7,0,27
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,2,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,6,1,0,9
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,18,16,0,36
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,18,6,0,24
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,3,12,15,0,30
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,35,358,112,0,505
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,3,31,31,2,68
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,29,32,0,68
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,4,26,2,0,32
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,45,18,0,64
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,8,55,36,1,100
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,3,4,0,8
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,31,16,0,54
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,3,2,0,5
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,5,5,0,10
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,30,5,1,38
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,2,4,4,0,10
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,1,15,3,0,19
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,6,35,19,1,61
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,6,46,31,0,83
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,7,34,25,1,67
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,6,1,0,7
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,0,0,24,8,0,32
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2020-01-01,1,2,21,16,1,41
