,group,variable,month,PÍLDORA: USUARIAS NUEVAS < 15,PÍLDORA: USUARIAS NUEVAS 15 - 19,PÍLDORA: USUARIAS NUEVAS 20 - 34,PÍLDORA: USUARIAS NUEVAS 35 - 49,PÍLDORA: USUARIAS NUEVAS 50 Y +,TOTALES
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,2,0,5
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,10,2,0,13
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,6,4,0,10
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,0,0,2
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,0,1,0,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,0,0,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,1,0,3
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,0,0,3
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,4,3,0,9
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,6,0,0,6
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,1,0,3
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,0,0,2
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,2,0,5
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,5,1,0,7
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,5,8,4,0,17
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,2,1,0,5
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,18,2,0,21
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,4,9,2,0,15
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,2,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,25,164,32,0,221
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,12,5,1,19
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,0,1,0,1
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,1,7,2,0,11
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,4,3,0,9
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,1,0,4
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,0,0,3
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,1,0,2
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,10,0,0,10
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,5,12,1,0,18
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,8,1,0,10
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,1,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,2,6,3,0,12
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,0,0,1
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,9,35,14,1,59
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,4,2,0,6
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,4,3,4,0,11
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,11,7,0,20
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,3,0,0,6
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,2,6,3,0,12
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,1,1,0,4
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,14,0,0,16
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,4,7,1,0,12
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,2,0,5
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,7,18,3,0,28
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,2,1,0,5
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,1,0,2
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,0,0,0,2
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,1,0,3
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,0,0,2
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,9,4,0,15
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,5,37,7,0,49
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,10,88,11,0,110
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,0,1,0,0,2
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,1,22,10,0,34
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,0,0,2
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,0,6,3,0,10
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,0,12,0,12
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,2,0,5
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,1,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,0,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,2,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,5,1,0,8
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,1,28,9,0,39
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,3,0,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,33,13,0,49
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,3,1,0,5
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,5,5,0,11
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,5,8,2,0,15
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,0,0,5
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,4,2,0,7
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,4,0,0,4
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,0,0,3
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,1,0,4
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,3,0,0,5
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,0,0,5
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,0,0,3
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,6,2,0,8
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,3,1,0,7
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,4,31,14,0,50
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,1,0,2
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,0,0,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,10,1,0,13
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,0,0,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,6,3,0,11
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,4,20,1,0,25
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,5,3,0,9
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,20,5,0,27
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,0,0,5
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,1,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,4,22,10,1,37
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,2,0,7
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,1,1,0,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,0,0,1
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,0,0,5
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,6,0,0,6
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,6,2,0,11
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,1,0,6
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,6,1,0,7
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,2,7,2,0,12
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,5,7,1,0,13
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,7,26,0,0,33
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,14,5,0,20
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,3,0,0,3
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,8,13,2,0,23
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,0,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,4,0,0,4
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,4,2,0,7
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,3,0,0,4
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,4,0,0,5
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,5,0,0,5
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,3,0,5
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,0,1,0,1
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,0,1,0,1
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,7,1,0,9
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,2,0,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,3,1,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,23,181,33,0,237
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,6,0,0,7
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,5,1,0,9
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,1,1,0,5
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,7,3,0,11
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,2,0,0,3
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,4,1,0,5
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,1,3,13,10,0,27
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,1,0,2,0,3
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,2,6,2,0,10
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,3,53,9,2,67
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,0,0,1
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2020-01-01,0,0,1,1,0,2
