,group,variable,month,AQV MASCULINO < 15,AQV MASCULINO 15 - 19,AQV MASCULINO 20 - 34,AQV MASCULINO 35 - 49,AQV MASCULINO 50 Y +,TOTALES
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-05-01,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-06-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-06-01,0,0,2,2,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-06-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-06-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-06-01,0,0,0,2,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-07-01,0,0,2,2,0,4
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-07-01,0,0,1,2,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-07-01,0,0,2,4,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-07-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-08-01,1,0,1,1,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-08-01,0,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-08-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-09-01,0,0,2,1,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-09-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-09-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-09-01,0,0,2,9,0,11
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-09-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-09-01,0,0,1,1,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,3,1,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,8,2,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,0,9,0,9
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,3,5,0,8
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,0,6,0,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-10-01,0,0,3,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,2,17,8,0,27
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,1,3,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,1,4,1,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,0,79,0,79
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,0,2,0,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,4,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,20,9,1,30
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,9,6,0,15
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-11-01,0,0,26,15,3,44
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,12,2,0,14
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,2,6,0,8
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,0,8,0,8
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,0,0,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,5,6,0,11
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2020-12-01,0,0,2,1,0,3
