municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en el Establecimiento,TOTAL
MECAPACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,10,10
MOJINETE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,49,49
MOROCHATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,71,71
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,13,13
PADILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
PAILON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,6,6
PASORAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,28,28
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,359,359
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,16,16
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,27,27
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,7,7
SACACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,35,35
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,149,149
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,12,12
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,45,45
SANTA ROSA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,9,9
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,21,21
TACACOMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,6,6
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,100,100
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,13,13
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,5,5
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,13,13
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,5,5
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,8,8
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,20,20
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,16,16
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,9,9
VILLAZON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,26,26
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,10,10
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,4,4
YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,5,5
YOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-01-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
AIQUILE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,17,17
ALCALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,12,12
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,12,12
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,6,6
CABEZAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
CALACOTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,18,18
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,80,80
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,138,138
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,18,18
CHIMORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,16,16
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,58,58
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,86,86
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,15,15
EXALTACION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
HUACARAJE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,6,6
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,6,6
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,39,39
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,9,9
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,148,148
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,6,6
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
LLICA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,6,6
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,50,50
MONTERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,67,67
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,10,10
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,12,12
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,8,8
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,6,6
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,9,9
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,310,310
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,14,14
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,4,4
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,5,5
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,3,3
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-02-01,13,13
