municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,70,70
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,6,6
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,3,3
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,8,8
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,4,4
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,2,2
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,104,104
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,12,12
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,12,12
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-01-01,4,4
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,10,10
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,41,41
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,48,48
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,8,8
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,101,101
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
UYUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-02-01,7,7
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,5,5
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,6,6
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,120,120
EXALTACION,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
GIA-TIM,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,4,4
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,12,12
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,102,102
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,4,4
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,5,5
POOPO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,47,47
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,132,132
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,9,9
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,9,9
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,5,5
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-03-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,61,61
EXALTACION,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,157,157
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,4,4
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,15,15
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
POOPO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,16,16
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,4,4
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,4,4
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,89,89
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,11,11
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,37,37
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,10,10
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,5,5
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-04-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,5,5
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,7,7
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,70,70
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,86,86
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
