municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,54,54
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,6,6
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,21,21
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,26,26
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,14,14
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,43,43
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,49,49
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,15,15
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,22,22
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,26,26
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,68,68
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
COLQUIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,37,37
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,54,54
COMBAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,48,48
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
COPACABANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,21,21
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,64,64
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,20,20
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,7,7
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,6,6
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,15,15
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,14,14
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,683,683
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,14,14
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,12,12
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,203,203
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,46,46
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,19,19
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,47,47
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,57,57
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,24,24
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,16,16
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,7,7
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,15,15
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,26,26
GIA-TIM,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,6,6
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,9,9
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,27,27
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,70,70
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,50,50
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,97,97
HUATAJATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,18,18
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,89,89
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,47,47
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,5,5
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,47,47
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,33,33
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,86,86
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,23,23
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,150,150
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,13,13
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,87,87
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,39,39
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,12,12
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,17,17
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,13,13
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,23,23
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,9,9
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,19,19
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,7,7
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,18,18
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,32,32
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,20,20
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,9,9
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,31,31
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,61,61
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,7,7
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,6,6
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,519,519
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,15,15
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,45,45
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,8,8
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,8,8
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,48,48
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,18,18
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,46,46
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,79,79
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,17,17
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,9,9
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,77,77
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,28,28
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,15,15
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,52,52
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,26,26
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,49,49
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,34,34
PUCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,116,116
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,12,12
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,50,50
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,53,53
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,13,13
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,5995,5995
QUIABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,98,98
QUIME,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,6,6
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,27,27
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,47,47
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,29,29
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,35,35
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,109,109
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,6,6
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,35,35
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,65,65
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,29,29
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,14,14
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,7,7
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,5,5
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,14,14
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,519,519
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,39,39
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,10,10
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,59,59
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,36,36
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,43,43
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,56,56
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,2,2
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,33,33
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,36,36
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,83,83
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,82,82
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,65,65
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,61,61
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,744,744
SANTA ROSA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,15,15
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,34,34
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,125,125
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,9,9
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,45,45
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,22,22
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,48,48
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,59,59
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,18,18
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,62,62
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,38,38
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,78,78
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,63,63
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,26,26
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,144,144
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,11,11
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,52,52
TARACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,22,22
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,66,66
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,67,67
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,8,8
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,18,18
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,13,13
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,62,62
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,26,26
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,29,29
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,8,8
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,13,13
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,30,30
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,32,32
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,44,44
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,16,16
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,332,332
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,36,36
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,57,57
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,92,92
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,51,51
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,46,46
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,24,24
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,8,8
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,51,51
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,184,184
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,74,74
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,23,23
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,3,3
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,14,14
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-01-01,40,40
