municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,3,3
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,5,5
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,6,6
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,4,4
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,2,2
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
AZURDUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,5,5
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,6,6
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,15,15
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,6,6
COMARAPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,11,11
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,9,9
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,6,6
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,10,10
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,12,12
RIBERALTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,9,9
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,4,4
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,50,50
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,8,8
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,4,4
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-03-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,6,6
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,11,11
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
CHARAÑA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,45,45
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
EL VILLAR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,6,6
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,6,6
ICHOCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,6,6
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,9,9
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,4,4
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,10,10
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,2,2
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-04-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,4,4
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,14,14
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,6,6
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,6,6
CARANAVI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,30,30
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
CHARAÑA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
