municipality,group,variable,month,Antirrábica humana esquema completo,TOTAL
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,11,11
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,7,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,81,81
SANTIVAÑES,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,16,16
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,2,2
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,5,5
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,4,4
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,3,3
VACAS,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,1,1
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,3,3
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,4,4
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,3,3
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,2,2
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-02-01,12,12
ACHOCALLA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,7,7
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
ALALAY,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,3,3
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,3,3
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,25,25
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
GUANAY,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,7,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,77,77
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,5,5
PADILLA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
POCONA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,3,3
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,5,5
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,6,6
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,3,3
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
SANTA ANA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,106,106
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,21,21
TARATA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
TIPUANI,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,3,3
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
VILLA SERRANO,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,4,4
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,3,3
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,5,5
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,2,2
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
YOTALA,otras vacunaciones,antirrabica humana esquema completo,2007-03-01,1,1
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
BETANZOS,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,31,31
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,5,5
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,5,5
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,5,5
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,3,3
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,62,62
LORETO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,76,76
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,6,6
PAILON,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
POSTRER VALLE,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,3,3
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
SANTA ANA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,6,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,127,127
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,15,15
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,68,68
TARVITA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
TIPUANI,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
TOLEDO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
TORO TORO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,7,7
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,4,4
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,16,16
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-04-01,2,2
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,2,2
AZURDUY,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,2,2
CHOQUE COTA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,14,14
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,34,34
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,4,4
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,7,7
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,4,4
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,4,4
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,66,66
LLALLAGUA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,3,3
PAILON,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,2,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,7,7
QUIRUSILLAS,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,7,7
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,159,159
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,52,52
TARATA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,5,5
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,123,123
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,2,2
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,5,5
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,5,5
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-05-01,1,1
ANZALDO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,10,10
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,3,3
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,34,34
COLOMI,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
CULPINA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,44,44
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,6,6
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
LA ASUNTA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,2,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,7,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,65,65
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,35,35
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,4,4
OMEREQUE,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
POCOATA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,5,5
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,2,2
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,2,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,5,5
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,160,160
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,76,76
TARATA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,21,21
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,4,4
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,52,52
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,16,16
ZUDAÑEZ,otras vacunaciones,antirrabica humana esquema completo,2007-06-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,36,36
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,6,6
COLOMI,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,8,8
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,2,2
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,5,5
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,82,82
LLALLAGUA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,22,22
ORURO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
POJO (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-07-01,3,3
POOPO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,3,3
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,2,2
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,2,2
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,7,7
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,160,160
SANTIVAÑES,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,3,3
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,48,48
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,7,7
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,23,23
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-07-01,7,7
ARAMPAMPA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
CABEZAS,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,5,5
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,98,98
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,7,7
COTAGAITA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,9,9
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,4,4
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,8,8
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,7,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,75,75
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,15,15
MOROCHATA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,115,115
PAMPA GRANDE,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
POJO (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
POROMA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,4,4
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,8,8
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,12,12
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,12,12
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,161,161
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,3,3
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,41,41
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,275,275
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
TOCO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
TOMINA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,2,2
TORO TORO,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,3,3
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,8,8
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-08-01,5,5
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,3,3
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,15,15
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,75,75
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,6,6
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,6,6
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,6,6
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,74,74
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,3,3
POROMA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
PRESTO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
PUNA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,4,4
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,10,10
QUIRUSILLAS,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,10,10
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,5,5
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,129,129
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,35,35
TARABUCO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,69,69
TARATA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,25,25
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,3,3
