municipality,group,variable,month,Mujeres de 15 a 49 años 2da dosis de dT,TOTAL
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,14,14
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,85,85
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,31,31
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,13,13
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1450,1450
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,55,55
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,50,50
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,17,17
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,14,14
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,37,37
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,15,15
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,21,21
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,97,97
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,10,10
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,15,15
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,54,54
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,13,13
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,58,58
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,29,29
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,13,13
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,48,48
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,97,97
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1594,1594
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,25,25
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,31,31
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,13,13
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,12,12
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,11,11
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,52,52
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,24,24
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,8,8
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,59,59
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,24,24
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,18,18
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,212,212
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,60,60
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,22,22
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,32,32
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,14,14
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,193,193
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,27,27
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,45,45
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,17,17
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,18,18
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
PAPEL PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,16,16
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,16,16
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,14,14
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,11,11
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,13,13
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,16,16
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,30,30
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,298,298
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,30,30
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,72,72
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,14,14
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,44,44
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,59,59
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,39,39
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,176,176
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,10,10
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
REYES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,13,13
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,202,202
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,22,22
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,148,148
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,10,10
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,11,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,10,10
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,23,23
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,44,44
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,14,14
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,39,39
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,48,48
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,81,81
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,8,8
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,10,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,21,21
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,16,16
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,64,64
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,18,18
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,24,24
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,23,23
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,37,37
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,36,36
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,38,38
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2935,2935
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,24,24
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,23,23
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,35,35
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
SENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,43,43
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,25,25
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,225,225
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,16,16
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,35,35
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,33,33
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,19,19
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,554,554
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,20,20
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,25,25
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,21,21
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,38,38
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,6,6
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,75,75
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,12,12
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,3,3
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,10,10
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,20,20
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,9,9
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,242,242
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,75,75
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,31,31
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,7,7
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,30,30
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,50,50
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,25,25
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,64,64
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,77,77
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,129,129
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,86,86
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,11,11
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,5,5
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,133,133
YACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,4,4
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,50,50
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,2,2
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2007-01-01,1,1
