municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dT,TOTAL
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,15,15
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,14,14
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,9,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,8,8
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,20,20
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,252,252
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
LAJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
LORETO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,10,10
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,32,32
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
OCURI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,18,18
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
ORURO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,40,40
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,134,134
PAILON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,12,12
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
POCONA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,17,17
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,15,15
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,14,14
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,17,17
QUIME,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
REYES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
SACABA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,36,36
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
SACACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,9,9
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,20,20
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,33,33
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,9,9
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,12,12
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,22,22
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,263,263
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SENA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
SORATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,41,41
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,98,98
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,8,8
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,6,6
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
TOCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,17,17
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,18,18
TURCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
VACAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,11,11
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,10,10
VINTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,13,13
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,1,1
WARNES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,13,13
YACO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,7,7
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,4,4
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,5,5
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,2,2
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-01-01,3,3
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,4,4
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,6,6
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
APOLO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
ARANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,8,8
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,6,6
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,10,10
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
BELLA FLOR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,9,9
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,13,13
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,10,10
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,18,18
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,5,5
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,19,19
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,7,7
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,6,6
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,9,9
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,105,105
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,5,5
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,9,9
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,31,31
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,6,6
COROICO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,7,7
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,13,13
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,9,9
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,7,7
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,7,7
CURVA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,4,4
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,339,339
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,5,5
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,5,5
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,12,12
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,23,23
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,2,2
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,7,7
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,10,10
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2007-02-01,3,3
