,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,2,6
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,7,16
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
CHUA COCANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,14,11,25
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,7,12
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,26,30,56
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,3,6
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,134,135,269
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,16,16,32
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,1,5
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,2,5
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,11,20
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,1,4
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,3,8
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,7,2,9
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,18,12,30
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,8,2,10
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,27,25,52
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,12,17,29
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,5,8
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,0,3
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,304,289,593
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,1,4
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,42,39,81
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,10,7,17
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,13,12,25
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,1,4
EUREKA (SANTOS MERCADO),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,8,12
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,7,8,15
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,2,5
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,16,6,22
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,19,16,35
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,3,7
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,6,15
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
HUMANATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,7,10
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,1,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,3,8
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,4,7
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,22,21,43
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,31,27,58
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,424,336,760
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,6,8
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,13,6,19
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,2,6
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,16,8,24
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,0,3
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,15,1,16
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,10,7,17
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,25,14,39
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,51,52,103
MORO MORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,2,2
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,6,12
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,85,74,159
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,3,4
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,4,8
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,11,17
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,25,4,29
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,4,4
PAPEL PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,1,6
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,2,6
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,2,2
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,4,5
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,4,6
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,1,3
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,9,12
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,0,5
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,79,77,156
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,7,6,13
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,0,3
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,3,4
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,1,3
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,7,6,13
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,45,46,91
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,6,11
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,11,10,21
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,34,388,422
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,2,2
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,55,37,92
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,3,6
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,8,9,17
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,36,40,76
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,2,5
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,17,5,22
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,7,16
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,3,12
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,16,7,23
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,3,7
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,5,7
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,25,29,54
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,7,12
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,15,21
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,2,5
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,3,8
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,7,16
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,8,13
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,3,3
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,5,11
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,5,11
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,512,423,935
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,5,10
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,0,2
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,1,2
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,9,6,15
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,3,3
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,11,7,18
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,5,10
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,3,7
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,7,11,18
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,140,110,250
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,4,9
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,5,6
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,3,5
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,3,8
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,3,4
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,65,78,143
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,8,10
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,4,9
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,4,10
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,4,7
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,19,1,20
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,25,13,38
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,3,5
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,1,4
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,5,7
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,2,6
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,5,7
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,2,2
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,55,19,74
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,27,15,42
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,1,1
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,5,1,6
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,4,5
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,2,4
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,4,10
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,5,8
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,4,8
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,21,13,34
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,13,11,24
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,0,3,3
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,4,4,8
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,36,31,67
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,4,7
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,16,11,27
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,6,29,35
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,35,31,66
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,0,1
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,68,73,141
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,2,3,5
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,7,6,13
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,1,2,3
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-01-01,3,1,4
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,11,11,22
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,2,0,2
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,3,4,7
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,0,1,1
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,7,5,12
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,5,1,6
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,1,2,3
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,7,1,8
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,0,1,1
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,0,1,1
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,4,3,7
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,7,2,9
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,2,2,4
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,2,1,3
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,5,4,9
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,5,2,7
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,11,2,13
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,21,16,37
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-02-01,4,3,7
