,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,8,4,12
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
"COLCHA ""K""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
COLOMI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,12,6,18
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,1,2
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,36,16,52
LICOMA PAMPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,2,2
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,1,2
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,5,3,8
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,2,0,2
REYES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,14,18,32
SAPAHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,3,4,7
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,0,2,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,2,0,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,2,0,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,2,3
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-02-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
ARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,2,0,2
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,11,5,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,8,8,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,27,13,40
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,2,0,2
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,4,1,5
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
POROMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,2,1,3
PUERTO ACOSTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,15,9,24
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,2,2,4
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,2,3
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
VACAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,1,0,1
YUNCHARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-03-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
APOLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
AYATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,7,9,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
COLOMI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,9,7,16
EL PUENTE(STC),tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,1,2
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,39,18,57
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,4,5,9
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,2,1,3
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,2,1,3
SAN ANDRES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,25,12,37
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,6,0,6
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,0,1,1
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-04-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,2,0,2
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,10,9,19
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,2,3
COLLANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,16,5,21
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,27,11,38
LICOMA PAMPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
MAGDALENA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,2,0,2
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,3,2,5
POROMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,2,1,3
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,17,6,23
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,2,0,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,3,0,3
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,2,1,3
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,1,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-05-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,16,5,21
COLQUENCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,11,11,22
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,3,0,3
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,25,16,41
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,2,0,2
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,17,14,31
SICAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,5,1,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,2,1,3
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-06-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
ANTEQUERA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
AYATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,2,0,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,1,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,9,5,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,2,3
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,9,11,20
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
HUARINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,27,12,39
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,4,4
PADCAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,4,3,7
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,4,0,4
SAMAIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,3,1,4
SAN MATIAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,20,7,27
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,3,2,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,2,0,2
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,3,0,3
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-07-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
ARQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
CHOQUE COTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,12,2,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,12,4,16
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,29,21,50
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,8,2,10
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,2,1,3
PUERTO ACOSTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
