municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,73,73
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,8,8
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,14,14
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,22,22
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,148,148
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,580,580
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,23,23
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,62,62
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,241,241
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,30,30
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,3,3
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,19,19
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,18,18
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,14,14
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,75,75
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,213,213
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,7,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,9,9
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,39,39
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,3,3
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,20,20
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,15,15
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,22,22
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1,1
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,51,51
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-01-01,10,10
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,5,5
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,40,40
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,10,10
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,5,5
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,7,7
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,6,6
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,2681,2681
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,5,5
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,10,10
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1038,1038
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1,1
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,494,494
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,2,2
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-01-01,8,8
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,4,4
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,285,285
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,26,26
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,27,27
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,11,11
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,48,48
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,51,51
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,44,44
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,38,38
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,37,37
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,91,91
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,25,25
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-01-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,9,9
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-02-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,77,77
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,91,91
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,22,22
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,8,8
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,201,201
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,2402,2402
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,5,5
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,8,8
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,16,16
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,23,23
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,713,713
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,18,18
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,36,36
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,6,6
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,2741,2741
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,59,59
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,9,9
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,10,10
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,13,13
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,145,145
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,463,463
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,22,22
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,48,48
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,187,187
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,8,8
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,17,17
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,69,69
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,76,76
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,60,60
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,195,195
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,16,16
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,13,13
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,32,32
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,29,29
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,11,11
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,28,28
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,32,32
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-02-01,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,7,7
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,29,29
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,10,10
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,7,7
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,10,10
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,9,9
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,8,8
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,2706,2706
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,17,17
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
SORATA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,666,666
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,398,398
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,247,247
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,36,36
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,10,10
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,8,8
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,32,32
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,38,38
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,27,27
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,21,21
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,88,88
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-02-01,3,3
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,5,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,13,13
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,15,15
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3,3
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,19,19
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,12,12
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,93,93
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,32,32
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,1,1
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-03-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,208,208
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,2757,2757
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,76,76
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,11,11
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,12,12
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,9,9
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,26,26
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,821,821
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,26,26
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,48,48
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,10,10
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,2956,2956
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,64,64
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,10,10
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,18,18
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,19,19
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,178,178
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,532,532
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,28,28
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,46,46
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,195,195
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,21,21
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3,3
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,15,15
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,24,24
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,28,28
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,63,63
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,9,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,119,119
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,8,8
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,58,58
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,11,11
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,27,27
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,63,63
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-03-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3,3
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,38,38
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,14,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3,3
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,15,15
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,7,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,3010,3010
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,2,2
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,18,18
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,7,7
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,886,886
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,6,6
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,396,396
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-03-01,13,13
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,139,139
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,43,43
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,38,38
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,11,11
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,42,42
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,22,22
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,35,35
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,35,35
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,101,101
YAMPARAEZ,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,5,5
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-03-01,109,109
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,11,11
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,16,16
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,16,16
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-04-01,3,3
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,26,26
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,30,30
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,69,69
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,12,12
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-04-01,5,5
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,190,190
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2296,2296
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,48,48
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,11,11
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,10,10
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,15,15
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,535,535
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,48,48
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2773,2773
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,23,23
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,15,15
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,14,14
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,159,159
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,459,459
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,33,33
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,47,47
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,193,193
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,16,16
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,19,19
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,14,14
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,28,28
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,79,79
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,122,122
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,6,6
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,12,12
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,47,47
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,13,13
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,8,8
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,28,28
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,47,47
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-04-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,24,24
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,5,5
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,17,17
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,11,11
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,4,4
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,11,11
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2631,2631
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,9,9
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,23,23
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,851,851
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,4,4
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,403,403
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-04-01,10,10
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,240,240
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,37,37
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,24,24
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,8,8
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,34,34
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,22,22
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,60,60
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,22,22
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,25,25
