municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
CAMATAQUI (C. VILLA ABECIA),referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
CAMIRI,referencias,pacientes referidos a otros establecimientos,2007-01-01,39,39
CAPINOTA,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
CAQUIAVIRI,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
CARACOLLO,referencias,pacientes referidos a otros establecimientos,2007-01-01,16,16
CARANAVI,referencias,pacientes referidos a otros establecimientos,2007-01-01,42,42
CARAPARI,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
CATACORA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
CHALLAPATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,25,25
CHARAGUA,referencias,pacientes referidos a otros establecimientos,2007-01-01,26,26
CHAYANTA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
CHIMORE,referencias,pacientes referidos a otros establecimientos,2007-01-01,21,21
CHULUMANI (V. DE LA LIBERTAD),referencias,pacientes referidos a otros establecimientos,2007-01-01,13,13
CLIZA,referencias,pacientes referidos a otros establecimientos,2007-01-01,18,18
COBIJA,referencias,pacientes referidos a otros establecimientos,2007-01-01,62,62
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2007-01-01,331,331
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
COLOMI,referencias,pacientes referidos a otros establecimientos,2007-01-01,24,24
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2007-01-01,46,46
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2007-01-01,17,17
COLQUIRI,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
COMARAPA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
COPACABANA,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
CORIPATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
CORO CORO,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
COROICO,referencias,pacientes referidos a otros establecimientos,2007-01-01,12,12
CORQUE,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2007-01-01,16,16
COTOCA,referencias,pacientes referidos a otros establecimientos,2007-01-01,30,30
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
CUCHUMUELA (V. G. VILLARROEL),referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
CUEVO,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
CULPINA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
CURAHUARA DE CARANGAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
EL ALTO,referencias,pacientes referidos a otros establecimientos,2007-01-01,1086,1086
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
EL TORNO,referencias,pacientes referidos a otros establecimientos,2007-01-01,65,65
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2007-01-01,22,22
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2007-01-01,24,24
ESMERALDA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2007-01-01,15,15
EXALTACION,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2007-01-01,26,26
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2007-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
GUANAY,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2007-01-01,91,91
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2007-01-01,11,11
HUACARETA,referencias,pacientes referidos a otros establecimientos,2007-01-01,16,16
HUACHACALLA,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
HUANUNI,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
ICHOCA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
IRUPANA (VILLA DE LANZA),referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
JESUS DE MACHACA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
LA ASUNTA,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2007-01-01,99,99
LA PAZ,referencias,pacientes referidos a otros establecimientos,2007-01-01,7485,7485
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,18,18
LAJA,referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
LAS CARRERAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
LICOMA PAMPA,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
LLALLAGUA,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
LORETO,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
LURIBAY,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
MACHACAMARCA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
MACHARETI,referencias,pacientes referidos a otros establecimientos,2007-01-01,12,12
MAGDALENA,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
MAIRANA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
MAPIRI,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
MECAPACA,referencias,pacientes referidos a otros establecimientos,2007-01-01,25,25
MINEROS,referencias,pacientes referidos a otros establecimientos,2007-01-01,16,16
MIZQUE,referencias,pacientes referidos a otros establecimientos,2007-01-01,11,11
MOCOMOCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
MOJINETE,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
MOJOCOYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
MONTEAGUDO,referencias,pacientes referidos a otros establecimientos,2007-01-01,25,25
MONTERO,referencias,pacientes referidos a otros establecimientos,2007-01-01,136,136
MORO MORO,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
MOROCHATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
OCURI,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
OKINAWA,referencias,pacientes referidos a otros establecimientos,2007-01-01,13,13
OMEREQUE,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
ORURO,referencias,pacientes referidos a otros establecimientos,2007-01-01,564,564
PADCAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
PADILLA,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
PAILON,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
PALCA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
PALOS BLANCOS,referencias,pacientes referidos a otros establecimientos,2007-01-01,11,11
PAMPA AULLAGAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
PAMPA GRANDE,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
PATACAMAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
PAZÑA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
PELECHUCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
POCOATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
POCONA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
POJO (CBBA),referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
POOPO,referencias,pacientes referidos a otros establecimientos,2007-01-01,11,11
PORCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
POROMA,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
PORONGO,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
PORTACHUELO,referencias,pacientes referidos a otros establecimientos,2007-01-01,12,12
PORVENIR,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
POSTRER VALLE,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
POTOSI,referencias,pacientes referidos a otros establecimientos,2007-01-01,276,276
PRESTO,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
PUCARA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
PUCARANI,referencias,pacientes referidos a otros establecimientos,2007-01-01,13,13
PUERTO ACOSTA,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
PUERTO CARABUCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
PUERTO GONZALO MORENO,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
PUERTO RICO,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
PUERTO SUAREZ,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
PUERTO VILLARROEL,referencias,pacientes referidos a otros establecimientos,2007-01-01,35,35
PUNA,referencias,pacientes referidos a otros establecimientos,2007-01-01,20,20
PUNATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,102,102
QUILLACOLLO,referencias,pacientes referidos a otros establecimientos,2007-01-01,44,44
QUIME,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
RIBERALTA,referencias,pacientes referidos a otros establecimientos,2007-01-01,32,32
ROBORE,referencias,pacientes referidos a otros establecimientos,2007-01-01,17,17
RURRENABAQUE,referencias,pacientes referidos a otros establecimientos,2007-01-01,54,54
SABAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SACABA,referencias,pacientes referidos a otros establecimientos,2007-01-01,153,153
SACABAMBA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SACACA,referencias,pacientes referidos a otros establecimientos,2007-01-01,12,12
SAIPINA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
SALINAS DE GARCI MENDOZA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
SAMAIPATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
SAN ANDRES,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
SAN ANDRES DE MACHACA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
SAN BENITO,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
SAN BORJA,referencias,pacientes referidos a otros establecimientos,2007-01-01,35,35
SAN BUENA VENTURA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
SAN CARLOS,referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
SAN IGNACIO,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
SAN IGNACIO DE VELASCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,44,44
SAN JAVIER(STC),referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SAN JOSE DE CHIQUITOS,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
SAN JUAN DE YAPACANI,referencias,pacientes referidos a otros establecimientos,2007-01-01,24,24
SAN JULIAN,referencias,pacientes referidos a otros establecimientos,2007-01-01,69,69
SAN LORENZO(PND),referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SAN LORENZO(TJA),referencias,pacientes referidos a otros establecimientos,2007-01-01,30,30
SAN LUCAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SAN MATIAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,11,11
SAN MIGUEL DE VELASCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
SAN PABLO DE LIPEZ,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SAN PEDRO,referencias,pacientes referidos a otros establecimientos,2007-01-01,29,29
SAN RAFAEL,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
SANTA ANA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
SANTA CRUZ DE LA SIERRA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2362,2362
SANTA ROSA DEL SARA,referencias,pacientes referidos a otros establecimientos,2007-01-01,23,23
SANTIAGO DE CALLAPA,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
SANTIAGO DE HUARI,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
SANTIVAÑES,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
SANTUARIO DE QUILLACAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SAPAHAQUI,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SENA,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
SICA SICA (VILLA AROMA),referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SICAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
SIPE SIPE,referencias,pacientes referidos a otros establecimientos,2007-01-01,23,23
SOPACHUY,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
SORACACHI,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
SORATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
SUCRE,referencias,pacientes referidos a otros establecimientos,2007-01-01,902,902
TACOPAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
TAPACARI,referencias,pacientes referidos a otros establecimientos,2007-01-01,3,3
TARABUCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,21,21
TARATA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
TARIJA,referencias,pacientes referidos a otros establecimientos,2007-01-01,87,87
TARVITA,referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
TIAWANACU,referencias,pacientes referidos a otros establecimientos,2007-01-01,14,14
TINGUIPAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
TIPUANI,referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
TIQUIPAYA,referencias,pacientes referidos a otros establecimientos,2007-01-01,76,76
TIRAQUE (CBBA),referencias,pacientes referidos a otros establecimientos,2007-01-01,22,22
TOCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
TOLEDO,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
TOMAVE,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
TOMINA,referencias,pacientes referidos a otros establecimientos,2007-01-01,6,6
TORO TORO,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
TOTORA(CBBA),referencias,pacientes referidos a otros establecimientos,2007-01-01,9,9
TRIGAL,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
TRINIDAD,referencias,pacientes referidos a otros establecimientos,2007-01-01,331,331
TUPIZA,referencias,pacientes referidos a otros establecimientos,2007-01-01,114,114
TURCO,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
UNCIA,referencias,pacientes referidos a otros establecimientos,2007-01-01,14,14
URIONDO (A. CONCEPCION),referencias,pacientes referidos a otros establecimientos,2007-01-01,19,19
URUBICHA,referencias,pacientes referidos a otros establecimientos,2007-01-01,20,20
UYUNI,referencias,pacientes referidos a otros establecimientos,2007-01-01,2,2
VACAS,referencias,pacientes referidos a otros establecimientos,2007-01-01,18,18
VALLEGRANDE,referencias,pacientes referidos a otros establecimientos,2007-01-01,57,57
VIACHA,referencias,pacientes referidos a otros establecimientos,2007-01-01,196,196
VILLA MONTES,referencias,pacientes referidos a otros establecimientos,2007-01-01,21,21
VILLA RIVERO,referencias,pacientes referidos a otros establecimientos,2007-01-01,7,7
VILLA SERRANO,referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
VILLA TUNARI,referencias,pacientes referidos a otros establecimientos,2007-01-01,58,58
VILLA VACA GUZMAN (MUYUPAMPA),referencias,pacientes referidos a otros establecimientos,2007-01-01,5,5
VILLAZON,referencias,pacientes referidos a otros establecimientos,2007-01-01,194,194
VINTO,referencias,pacientes referidos a otros establecimientos,2007-01-01,26,26
WARNES,referencias,pacientes referidos a otros establecimientos,2007-01-01,44,44
YACO,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
YACUIBA,referencias,pacientes referidos a otros establecimientos,2007-01-01,107,107
YAMPARAEZ,referencias,pacientes referidos a otros establecimientos,2007-01-01,13,13
YANACACHI,referencias,pacientes referidos a otros establecimientos,2007-01-01,1,1
YAPACANI,referencias,pacientes referidos a otros establecimientos,2007-01-01,54,54
YOCALLA,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
YOTALA,referencias,pacientes referidos a otros establecimientos,2007-01-01,8,8
YUNCHARA,referencias,pacientes referidos a otros establecimientos,2007-01-01,10,10
ZUDAÑEZ,referencias,pacientes referidos a otros establecimientos,2007-01-01,4,4
ACACIO,referencias,pacientes referidos a otros establecimientos,2007-02-01,4,4
ACHACACHI,referencias,pacientes referidos a otros establecimientos,2007-02-01,29,29
AIQUILE,referencias,pacientes referidos a otros establecimientos,2007-02-01,22,22
ALALAY,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
ANCORAIMES,referencias,pacientes referidos a otros establecimientos,2007-02-01,12,12
ANDAMARCA,referencias,pacientes referidos a otros establecimientos,2007-02-01,4,4
ANTEQUERA,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
APOLO,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
ARAMPAMPA,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
ARANI,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
ARQUE,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
ASCENCION DE GUARAYOS,referencias,pacientes referidos a otros establecimientos,2007-02-01,7,7
ATOCHA,referencias,pacientes referidos a otros establecimientos,2007-02-01,46,46
AUCAPATA,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
AYO AYO,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias,pacientes referidos a otros establecimientos,2007-02-01,13,13
AZURDUY,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
BAURES,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
BELLA FLOR,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
BERMEJO,referencias,pacientes referidos a otros establecimientos,2007-02-01,89,89
BETANZOS,referencias,pacientes referidos a otros establecimientos,2007-02-01,23,23
BOLIVAR,referencias,pacientes referidos a otros establecimientos,2007-02-01,9,9
BOYUIBE,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
CABEZAS,referencias,pacientes referidos a otros establecimientos,2007-02-01,11,11
CAIROMA,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
"CAIZA ""D""",referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
CALACOTO,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
CALAMARCA,referencias,pacientes referidos a otros establecimientos,2007-02-01,12,12
CAMARGO,referencias,pacientes referidos a otros establecimientos,2007-02-01,18,18
CAMATAQUI (C. VILLA ABECIA),referencias,pacientes referidos a otros establecimientos,2007-02-01,5,5
CAMIRI,referencias,pacientes referidos a otros establecimientos,2007-02-01,20,20
CAPINOTA,referencias,pacientes referidos a otros establecimientos,2007-02-01,9,9
CARACOLLO,referencias,pacientes referidos a otros establecimientos,2007-02-01,18,18
CARANAVI,referencias,pacientes referidos a otros establecimientos,2007-02-01,29,29
CARAPARI,referencias,pacientes referidos a otros establecimientos,2007-02-01,5,5
CARMEN RIVERO TORREZ,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
CHALLAPATA,referencias,pacientes referidos a otros establecimientos,2007-02-01,18,18
CHAQUI,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
CHARAGUA,referencias,pacientes referidos a otros establecimientos,2007-02-01,12,12
CHAYANTA,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
CHIMORE,referencias,pacientes referidos a otros establecimientos,2007-02-01,27,27
CHOQUE COTA,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),referencias,pacientes referidos a otros establecimientos,2007-02-01,19,19
CLIZA,referencias,pacientes referidos a otros establecimientos,2007-02-01,15,15
COBIJA,referencias,pacientes referidos a otros establecimientos,2007-02-01,59,59
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2007-02-01,258,258
COLCAPIRHUA,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2007-02-01,4,4
COLOMI,referencias,pacientes referidos a otros establecimientos,2007-02-01,22,22
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2007-02-01,30,30
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2007-02-01,6,6
COMANCHE,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
COMARAPA,referencias,pacientes referidos a otros establecimientos,2007-02-01,6,6
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
COPACABANA,referencias,pacientes referidos a otros establecimientos,2007-02-01,6,6
CORIPATA,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
CORO CORO,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
COROICO,referencias,pacientes referidos a otros establecimientos,2007-02-01,6,6
CORQUE,referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2007-02-01,33,33
COTOCA,referencias,pacientes referidos a otros establecimientos,2007-02-01,68,68
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2007-02-01,7,7
CUEVO,referencias,pacientes referidos a otros establecimientos,2007-02-01,9,9
CULPINA,referencias,pacientes referidos a otros establecimientos,2007-02-01,7,7
CURAHUARA DE CARANGAS,referencias,pacientes referidos a otros establecimientos,2007-02-01,7,7
DESAGUADERO,referencias,pacientes referidos a otros establecimientos,2007-02-01,6,6
EL ALTO,referencias,pacientes referidos a otros establecimientos,2007-02-01,898,898
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
EL TORNO,referencias,pacientes referidos a otros establecimientos,2007-02-01,41,41
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2007-02-01,7,7
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2007-02-01,12,12
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2007-02-01,48,48
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2007-02-01,16,16
EXALTACION,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2007-02-01,29,29
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2007-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),referencias,pacientes referidos a otros establecimientos,2007-02-01,4,4
GUANAY,referencias,pacientes referidos a otros establecimientos,2007-02-01,9,9
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2007-02-01,55,55
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2007-02-01,18,18
HUACARETA,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2007-02-01,4,4
HUACHACALLA,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
ICHOCA,referencias,pacientes referidos a otros establecimientos,2007-02-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2007-02-01,4,4
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
IRUPANA (VILLA DE LANZA),referencias,pacientes referidos a otros establecimientos,2007-02-01,2,2
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
JESUS DE MACHACA,referencias,pacientes referidos a otros establecimientos,2007-02-01,20,20
LA ASUNTA,referencias,pacientes referidos a otros establecimientos,2007-02-01,10,10
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2007-02-01,83,83
LA PAZ,referencias,pacientes referidos a otros establecimientos,2007-02-01,6460,6460
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2007-02-01,8,8
LAJA,referencias,pacientes referidos a otros establecimientos,2007-02-01,10,10
LAS CARRERAS,referencias,pacientes referidos a otros establecimientos,2007-02-01,7,7
LICOMA PAMPA,referencias,pacientes referidos a otros establecimientos,2007-02-01,3,3
