municipality,group,variable,month,Endodoncias,TOTAL
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2006-01-01,4,4
GUANAY,consultas odontologicas,endodoncias,2006-01-01,2,2
GUAQUI,consultas odontologicas,endodoncias,2006-01-01,5,5
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-01-01,31,31
GUTIERREZ,consultas odontologicas,endodoncias,2006-01-01,6,6
HUACARETA,consultas odontologicas,endodoncias,2006-01-01,12,12
HUANUNI,consultas odontologicas,endodoncias,2006-01-01,43,43
HUARACAJE,consultas odontologicas,endodoncias,2006-01-01,4,4
INCAHUASI,consultas odontologicas,endodoncias,2006-01-01,11,11
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-01-01,17,17
IXIAMAS,consultas odontologicas,endodoncias,2006-01-01,1,1
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-01-01,50,50
LA GUARDIA,consultas odontologicas,endodoncias,2006-01-01,19,19
LA PAZ,consultas odontologicas,endodoncias,2006-01-01,1279,1279
LAGUNILLAS,consultas odontologicas,endodoncias,2006-01-01,4,4
LICOMA PAMPA,consultas odontologicas,endodoncias,2006-01-01,3,3
LLALLAGUA,consultas odontologicas,endodoncias,2006-01-01,60,60
MACHACAMARCA,consultas odontologicas,endodoncias,2006-01-01,25,25
MAGDALENA,consultas odontologicas,endodoncias,2006-01-01,6,6
MAIRANA,consultas odontologicas,endodoncias,2006-01-01,4,4
MAPIRI,consultas odontologicas,endodoncias,2006-01-01,4,4
MECAPACA,consultas odontologicas,endodoncias,2006-01-01,1,1
MINEROS,consultas odontologicas,endodoncias,2006-01-01,6,6
MIZQUE,consultas odontologicas,endodoncias,2006-01-01,20,20
MOJOCOYA,consultas odontologicas,endodoncias,2006-01-01,9,9
MONTEAGUDO,consultas odontologicas,endodoncias,2006-01-01,14,14
MONTERO,consultas odontologicas,endodoncias,2006-01-01,69,69
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,endodoncias,2006-01-01,4,4
OKINAWA,consultas odontologicas,endodoncias,2006-01-01,4,4
OMEREQUE,consultas odontologicas,endodoncias,2006-01-01,17,17
ORURO,consultas odontologicas,endodoncias,2006-01-01,879,879
PADCAYA,consultas odontologicas,endodoncias,2006-01-01,5,5
PADILLA,consultas odontologicas,endodoncias,2006-01-01,2,2
PALOS BLANCOS,consultas odontologicas,endodoncias,2006-01-01,2,2
PATACAMAYA,consultas odontologicas,endodoncias,2006-01-01,17,17
PAZÑA,consultas odontologicas,endodoncias,2006-01-01,12,12
POOPO,consultas odontologicas,endodoncias,2006-01-01,35,35
PORONGO,consultas odontologicas,endodoncias,2006-01-01,7,7
PORTACHUELO,consultas odontologicas,endodoncias,2006-01-01,1,1
PORVENIR,consultas odontologicas,endodoncias,2006-01-01,3,3
POTOSI,consultas odontologicas,endodoncias,2006-01-01,116,116
PUCARA,consultas odontologicas,endodoncias,2006-01-01,14,14
PUCARANI,consultas odontologicas,endodoncias,2006-01-01,2,2
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-01-01,17,17
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-01-01,1,1
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2006-01-01,1,1
PUERTO RICO,consultas odontologicas,endodoncias,2006-01-01,2,2
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-01-01,8,8
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-01-01,57,57
PUNA,consultas odontologicas,endodoncias,2006-01-01,8,8
PUNATA,consultas odontologicas,endodoncias,2006-01-01,50,50
QUILLACOLLO,consultas odontologicas,endodoncias,2006-01-01,36,36
QUIME,consultas odontologicas,endodoncias,2006-01-01,6,6
REYES,consultas odontologicas,endodoncias,2006-01-01,6,6
RIBERALTA,consultas odontologicas,endodoncias,2006-01-01,8,8
RURRENABAQUE,consultas odontologicas,endodoncias,2006-01-01,3,3
SABAYA,consultas odontologicas,endodoncias,2006-01-01,1,1
SACABA,consultas odontologicas,endodoncias,2006-01-01,256,256
SACABAMBA,consultas odontologicas,endodoncias,2006-01-01,7,7
SACACA,consultas odontologicas,endodoncias,2006-01-01,2,2
SAIPINA,consultas odontologicas,endodoncias,2006-01-01,32,32
SAN ANDRES,consultas odontologicas,endodoncias,2006-01-01,1,1
SAN BENITO,consultas odontologicas,endodoncias,2006-01-01,4,4
SAN BORJA,consultas odontologicas,endodoncias,2006-01-01,8,8
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2006-01-01,6,6
SAN CARLOS,consultas odontologicas,endodoncias,2006-01-01,19,19
SAN IGNACIO,consultas odontologicas,endodoncias,2006-01-01,33,33
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-01-01,143,143
SAN LORENZO(PND),consultas odontologicas,endodoncias,2006-01-01,4,4
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2006-01-01,10,10
SAN LUCAS,consultas odontologicas,endodoncias,2006-01-01,29,29
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2006-01-01,20,20
SAN PABLO DE LIPEZ,consultas odontologicas,endodoncias,2006-01-01,1,1
SAN RAFAEL,consultas odontologicas,endodoncias,2006-01-01,16,16
SAN RAMON,consultas odontologicas,endodoncias,2006-01-01,16,16
SAN RAMON,consultas odontologicas,endodoncias,2006-01-01,10,10
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2006-01-01,966,966
SANTA ROSA,consultas odontologicas,endodoncias,2006-01-01,3,3
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2006-01-01,5,5
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2006-01-01,4,4
SANTIAGO DE MACHACA,consultas odontologicas,endodoncias,2006-01-01,18,18
SANTIVAÑES,consultas odontologicas,endodoncias,2006-01-01,1,1
SAPAHAQUI,consultas odontologicas,endodoncias,2006-01-01,3,3
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2006-01-01,18,18
SIPE SIPE,consultas odontologicas,endodoncias,2006-01-01,58,58
SOPACHUY,consultas odontologicas,endodoncias,2006-01-01,7,7
SORACACHI,consultas odontologicas,endodoncias,2006-01-01,4,4
SORATA,consultas odontologicas,endodoncias,2006-01-01,5,5
SUCRE,consultas odontologicas,endodoncias,2006-01-01,607,607
TACACOMA,consultas odontologicas,endodoncias,2006-01-01,1,1
TARABUCO,consultas odontologicas,endodoncias,2006-01-01,1,1
TARACO,consultas odontologicas,endodoncias,2006-01-01,1,1
TARIJA,consultas odontologicas,endodoncias,2006-01-01,697,697
TARVITA,consultas odontologicas,endodoncias,2006-01-01,3,3
TIQUIPAYA,consultas odontologicas,endodoncias,2006-01-01,29,29
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2006-01-01,63,63
TOMINA,consultas odontologicas,endodoncias,2006-01-01,5,5
TRINIDAD,consultas odontologicas,endodoncias,2006-01-01,152,152
TUPIZA,consultas odontologicas,endodoncias,2006-01-01,7,7
UNCIA,consultas odontologicas,endodoncias,2006-01-01,42,42
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2006-01-01,19,19
UYUNI,consultas odontologicas,endodoncias,2006-01-01,26,26
VACAS,consultas odontologicas,endodoncias,2006-01-01,5,5
VALLEGRANDE,consultas odontologicas,endodoncias,2006-01-01,7,7
VIACHA,consultas odontologicas,endodoncias,2006-01-01,29,29
VILA VILA,consultas odontologicas,endodoncias,2006-01-01,1,1
VILLA MONTES,consultas odontologicas,endodoncias,2006-01-01,19,19
VILLA NUEVA (LOMA ALTA),consultas odontologicas,endodoncias,2006-01-01,5,5
VILLA RIVERO,consultas odontologicas,endodoncias,2006-01-01,4,4
VILLA SERRANO,consultas odontologicas,endodoncias,2006-01-01,1,1
VILLA TUNARI,consultas odontologicas,endodoncias,2006-01-01,61,61
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2006-01-01,12,12
VILLAZON,consultas odontologicas,endodoncias,2006-01-01,26,26
VINTO,consultas odontologicas,endodoncias,2006-01-01,37,37
WARNES,consultas odontologicas,endodoncias,2006-01-01,29,29
YACUIBA,consultas odontologicas,endodoncias,2006-01-01,79,79
YAMPARAEZ,consultas odontologicas,endodoncias,2006-01-01,3,3
YANACACHI,consultas odontologicas,endodoncias,2006-01-01,2,2
YAPACANI,consultas odontologicas,endodoncias,2006-01-01,6,6
YOTALA,consultas odontologicas,endodoncias,2006-01-01,4,4
YUNCHARA,consultas odontologicas,endodoncias,2006-01-01,1,1
ZUDAÑEZ,consultas odontologicas,endodoncias,2006-01-01,3,3
ACHACACHI,consultas odontologicas,endodoncias,2006-02-01,14,14
ACHOCALLA,consultas odontologicas,endodoncias,2006-02-01,13,13
AIQUILE,consultas odontologicas,endodoncias,2006-02-01,29,29
ANDAMARCA,consultas odontologicas,endodoncias,2006-02-01,1,1
AUCAPATA,consultas odontologicas,endodoncias,2006-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2006-02-01,4,4
AZURDUY,consultas odontologicas,endodoncias,2006-02-01,7,7
BERMEJO,consultas odontologicas,endodoncias,2006-02-01,15,15
BETANZOS,consultas odontologicas,endodoncias,2006-02-01,12,12
BOLIVAR,consultas odontologicas,endodoncias,2006-02-01,7,7
BOYUIBE,consultas odontologicas,endodoncias,2006-02-01,2,2
BUENA VISTA,consultas odontologicas,endodoncias,2006-02-01,3,3
CABEZAS,consultas odontologicas,endodoncias,2006-02-01,8,8
CAJUATA,consultas odontologicas,endodoncias,2006-02-01,1,1
CALACOTO,consultas odontologicas,endodoncias,2006-02-01,1,1
CAMARGO,consultas odontologicas,endodoncias,2006-02-01,15,15
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2006-02-01,11,11
CAMIRI,consultas odontologicas,endodoncias,2006-02-01,28,28
CAPINOTA,consultas odontologicas,endodoncias,2006-02-01,4,4
CAQUIAVIRI,consultas odontologicas,endodoncias,2006-02-01,7,7
CARANAVI,consultas odontologicas,endodoncias,2006-02-01,11,11
CHALLAPATA,consultas odontologicas,endodoncias,2006-02-01,48,48
CHAQUI,consultas odontologicas,endodoncias,2006-02-01,4,4
CHAYANTA,consultas odontologicas,endodoncias,2006-02-01,56,56
CHIMORE,consultas odontologicas,endodoncias,2006-02-01,12,12
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2006-02-01,9,9
COBIJA,consultas odontologicas,endodoncias,2006-02-01,30,30
COCHABAMBA,consultas odontologicas,endodoncias,2006-02-01,933,933
COLCAPIRHUA,consultas odontologicas,endodoncias,2006-02-01,11,11
COLOMI,consultas odontologicas,endodoncias,2006-02-01,2,2
COLQUECHACA,consultas odontologicas,endodoncias,2006-02-01,9,9
COLQUIRI,consultas odontologicas,endodoncias,2006-02-01,10,10
COMARAPA,consultas odontologicas,endodoncias,2006-02-01,16,16
COPACABANA,consultas odontologicas,endodoncias,2006-02-01,13,13
CORIPATA,consultas odontologicas,endodoncias,2006-02-01,7,7
COROICO,consultas odontologicas,endodoncias,2006-02-01,25,25
COTAGAITA,consultas odontologicas,endodoncias,2006-02-01,50,50
COTOCA,consultas odontologicas,endodoncias,2006-02-01,14,14
CULPINA,consultas odontologicas,endodoncias,2006-02-01,4,4
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2006-02-01,2,2
EL ALTO,consultas odontologicas,endodoncias,2006-02-01,1007,1007
EL PUENTE(TJA),consultas odontologicas,endodoncias,2006-02-01,1,1
EL TORNO,consultas odontologicas,endodoncias,2006-02-01,16,16
EL VILLAR,consultas odontologicas,endodoncias,2006-02-01,3,3
ENTRE RIOS,consultas odontologicas,endodoncias,2006-02-01,7,7
ENTRE RIOS,consultas odontologicas,endodoncias,2006-02-01,11,11
EUCALIPTUS,consultas odontologicas,endodoncias,2006-02-01,5,5
EXALTACION,consultas odontologicas,endodoncias,2006-02-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2006-02-01,9,9
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-02-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2006-02-01,4,4
GUAQUI,consultas odontologicas,endodoncias,2006-02-01,13,13
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-02-01,2,2
GUTIERREZ,consultas odontologicas,endodoncias,2006-02-01,23,23
HUACARETA,consultas odontologicas,endodoncias,2006-02-01,7,7
HUACHACALLA,consultas odontologicas,endodoncias,2006-02-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2006-02-01,5,5
HUARACAJE,consultas odontologicas,endodoncias,2006-02-01,4,4
HUAYLLAMARCA,consultas odontologicas,endodoncias,2006-02-01,8,8
ICLA,consultas odontologicas,endodoncias,2006-02-01,10,10
INCAHUASI,consultas odontologicas,endodoncias,2006-02-01,11,11
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-02-01,8,8
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-02-01,1,1
LA ASUNTA,consultas odontologicas,endodoncias,2006-02-01,2,2
LA GUARDIA,consultas odontologicas,endodoncias,2006-02-01,20,20
LA PAZ,consultas odontologicas,endodoncias,2006-02-01,1397,1397
LAGUNILLAS,consultas odontologicas,endodoncias,2006-02-01,4,4
LICOMA PAMPA,consultas odontologicas,endodoncias,2006-02-01,3,3
LLALLAGUA,consultas odontologicas,endodoncias,2006-02-01,56,56
MACHACAMARCA,consultas odontologicas,endodoncias,2006-02-01,8,8
MAIRANA,consultas odontologicas,endodoncias,2006-02-01,2,2
MAPIRI,consultas odontologicas,endodoncias,2006-02-01,2,2
MINEROS,consultas odontologicas,endodoncias,2006-02-01,8,8
MIZQUE,consultas odontologicas,endodoncias,2006-02-01,13,13
MOJOCOYA,consultas odontologicas,endodoncias,2006-02-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2006-02-01,12,12
MONTERO,consultas odontologicas,endodoncias,2006-02-01,121,121
OKINAWA,consultas odontologicas,endodoncias,2006-02-01,7,7
OMEREQUE,consultas odontologicas,endodoncias,2006-02-01,13,13
ORURO,consultas odontologicas,endodoncias,2006-02-01,675,675
PADCAYA,consultas odontologicas,endodoncias,2006-02-01,1,1
PADILLA,consultas odontologicas,endodoncias,2006-02-01,4,4
PALCA,consultas odontologicas,endodoncias,2006-02-01,1,1
PAMPA GRANDE,consultas odontologicas,endodoncias,2006-02-01,7,7
PATACAMAYA,consultas odontologicas,endodoncias,2006-02-01,4,4
PAZÑA,consultas odontologicas,endodoncias,2006-02-01,10,10
POCOATA,consultas odontologicas,endodoncias,2006-02-01,4,4
POOPO,consultas odontologicas,endodoncias,2006-02-01,34,34
PORCO,consultas odontologicas,endodoncias,2006-02-01,2,2
PORONGO,consultas odontologicas,endodoncias,2006-02-01,11,11
POSTRER VALLE,consultas odontologicas,endodoncias,2006-02-01,6,6
POTOSI,consultas odontologicas,endodoncias,2006-02-01,121,121
PRESTO,consultas odontologicas,endodoncias,2006-02-01,1,1
PUCARA,consultas odontologicas,endodoncias,2006-02-01,4,4
PUCARANI,consultas odontologicas,endodoncias,2006-02-01,6,6
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-02-01,15,15
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-02-01,42,42
PUERTO SILES,consultas odontologicas,endodoncias,2006-02-01,2,2
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-02-01,10,10
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-02-01,32,32
PUNA,consultas odontologicas,endodoncias,2006-02-01,5,5
PUNATA,consultas odontologicas,endodoncias,2006-02-01,51,51
QUILLACOLLO,consultas odontologicas,endodoncias,2006-02-01,35,35
QUIME,consultas odontologicas,endodoncias,2006-02-01,6,6
REYES,consultas odontologicas,endodoncias,2006-02-01,5,5
RIBERALTA,consultas odontologicas,endodoncias,2006-02-01,11,11
ROBORE,consultas odontologicas,endodoncias,2006-02-01,13,13
SABAYA,consultas odontologicas,endodoncias,2006-02-01,4,4
SACABA,consultas odontologicas,endodoncias,2006-02-01,108,108
SACABAMBA,consultas odontologicas,endodoncias,2006-02-01,2,2
SACACA,consultas odontologicas,endodoncias,2006-02-01,3,3
SAIPINA,consultas odontologicas,endodoncias,2006-02-01,25,25
SAN AGUSTIN,consultas odontologicas,endodoncias,2006-02-01,1,1
SAN BORJA,consultas odontologicas,endodoncias,2006-02-01,52,52
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2006-02-01,1,1
SAN CARLOS,consultas odontologicas,endodoncias,2006-02-01,15,15
SAN IGNACIO,consultas odontologicas,endodoncias,2006-02-01,12,12
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-02-01,110,110
SAN JOAQUIN,consultas odontologicas,endodoncias,2006-02-01,2,2
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2006-02-01,22,22
SAN LORENZO(PND),consultas odontologicas,endodoncias,2006-02-01,1,1
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2006-02-01,9,9
SAN LUCAS,consultas odontologicas,endodoncias,2006-02-01,32,32
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2006-02-01,20,20
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2006-02-01,4,4
SAN RAFAEL,consultas odontologicas,endodoncias,2006-02-01,8,8
SAN RAMON,consultas odontologicas,endodoncias,2006-02-01,21,21
SAN RAMON,consultas odontologicas,endodoncias,2006-02-01,11,11
SANTA ANA,consultas odontologicas,endodoncias,2006-02-01,13,13
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2006-02-01,722,722
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2006-02-01,8,8
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2006-02-01,8,8
SANTIVAÑES,consultas odontologicas,endodoncias,2006-02-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2006-02-01,7,7
SIPE SIPE,consultas odontologicas,endodoncias,2006-02-01,37,37
SOPACHUY,consultas odontologicas,endodoncias,2006-02-01,9,9
SORACACHI,consultas odontologicas,endodoncias,2006-02-01,5,5
SORATA,consultas odontologicas,endodoncias,2006-02-01,3,3
SUCRE,consultas odontologicas,endodoncias,2006-02-01,562,562
TACACOMA,consultas odontologicas,endodoncias,2006-02-01,3,3
TARATA,consultas odontologicas,endodoncias,2006-02-01,7,7
TARIJA,consultas odontologicas,endodoncias,2006-02-01,369,369
TARVITA,consultas odontologicas,endodoncias,2006-02-01,2,2
TEOPONTE,consultas odontologicas,endodoncias,2006-02-01,2,2
TIAWANACU,consultas odontologicas,endodoncias,2006-02-01,3,3
TIQUIPAYA,consultas odontologicas,endodoncias,2006-02-01,27,27
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2006-02-01,84,84
TOMINA,consultas odontologicas,endodoncias,2006-02-01,6,6
TOTORA(CBBA),consultas odontologicas,endodoncias,2006-02-01,5,5
TRIGAL,consultas odontologicas,endodoncias,2006-02-01,1,1
TRINIDAD,consultas odontologicas,endodoncias,2006-02-01,169,169
TURCO,consultas odontologicas,endodoncias,2006-02-01,1,1
UMALA,consultas odontologicas,endodoncias,2006-02-01,3,3
UNCIA,consultas odontologicas,endodoncias,2006-02-01,63,63
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2006-02-01,12,12
UYUNI,consultas odontologicas,endodoncias,2006-02-01,27,27
VACAS,consultas odontologicas,endodoncias,2006-02-01,11,11
VALLEGRANDE,consultas odontologicas,endodoncias,2006-02-01,11,11
VIACHA,consultas odontologicas,endodoncias,2006-02-01,19,19
VILA VILA,consultas odontologicas,endodoncias,2006-02-01,2,2
VILLA MONTES,consultas odontologicas,endodoncias,2006-02-01,27,27
VILLA RIVERO,consultas odontologicas,endodoncias,2006-02-01,6,6
VILLA SERRANO,consultas odontologicas,endodoncias,2006-02-01,2,2
VILLA TUNARI,consultas odontologicas,endodoncias,2006-02-01,47,47
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2006-02-01,6,6
VILLAZON,consultas odontologicas,endodoncias,2006-02-01,24,24
VINTO,consultas odontologicas,endodoncias,2006-02-01,46,46
WARNES,consultas odontologicas,endodoncias,2006-02-01,15,15
YACUIBA,consultas odontologicas,endodoncias,2006-02-01,44,44
YANACACHI,consultas odontologicas,endodoncias,2006-02-01,2,2
YAPACANI,consultas odontologicas,endodoncias,2006-02-01,1,1
YUNCHARA,consultas odontologicas,endodoncias,2006-02-01,1,1
ACHACACHI,consultas odontologicas,endodoncias,2006-03-01,1,1
ACHOCALLA,consultas odontologicas,endodoncias,2006-03-01,10,10
AIQUILE,consultas odontologicas,endodoncias,2006-03-01,31,31
ANDAMARCA,consultas odontologicas,endodoncias,2006-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2006-03-01,6,6
AZURDUY,consultas odontologicas,endodoncias,2006-03-01,25,25
BERMEJO,consultas odontologicas,endodoncias,2006-03-01,6,6
BETANZOS,consultas odontologicas,endodoncias,2006-03-01,8,8
BOLIVAR,consultas odontologicas,endodoncias,2006-03-01,16,16
BOYUIBE,consultas odontologicas,endodoncias,2006-03-01,4,4
BUENA VISTA,consultas odontologicas,endodoncias,2006-03-01,20,20
CABEZAS,consultas odontologicas,endodoncias,2006-03-01,4,4
CALAMARCA,consultas odontologicas,endodoncias,2006-03-01,5,5
CAMARGO,consultas odontologicas,endodoncias,2006-03-01,26,26
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2006-03-01,3,3
CAMIRI,consultas odontologicas,endodoncias,2006-03-01,42,42
CAPINOTA,consultas odontologicas,endodoncias,2006-03-01,13,13
CAQUIAVIRI,consultas odontologicas,endodoncias,2006-03-01,4,4
CARACOLLO,consultas odontologicas,endodoncias,2006-03-01,2,2
CARANAVI,consultas odontologicas,endodoncias,2006-03-01,3,3
CARAPARI,consultas odontologicas,endodoncias,2006-03-01,1,1
CHALLAPATA,consultas odontologicas,endodoncias,2006-03-01,33,33
CHAQUI,consultas odontologicas,endodoncias,2006-03-01,10,10
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2006-03-01,5,5
CLIZA,consultas odontologicas,endodoncias,2006-03-01,1,1
COBIJA,consultas odontologicas,endodoncias,2006-03-01,30,30
COCHABAMBA,consultas odontologicas,endodoncias,2006-03-01,1032,1032
COLCAPIRHUA,consultas odontologicas,endodoncias,2006-03-01,8,8
"COLCHA ""K""",consultas odontologicas,endodoncias,2006-03-01,2,2
COLOMI,consultas odontologicas,endodoncias,2006-03-01,6,6
COLPA BELGICA,consultas odontologicas,endodoncias,2006-03-01,18,18
COLQUECHACA,consultas odontologicas,endodoncias,2006-03-01,1,1
COLQUENCHA,consultas odontologicas,endodoncias,2006-03-01,2,2
COLQUIRI,consultas odontologicas,endodoncias,2006-03-01,10,10
COMARAPA,consultas odontologicas,endodoncias,2006-03-01,51,51
COPACABANA,consultas odontologicas,endodoncias,2006-03-01,35,35
CORIPATA,consultas odontologicas,endodoncias,2006-03-01,8,8
COROICO,consultas odontologicas,endodoncias,2006-03-01,47,47
COTAGAITA,consultas odontologicas,endodoncias,2006-03-01,48,48
COTOCA,consultas odontologicas,endodoncias,2006-03-01,12,12
CULPINA,consultas odontologicas,endodoncias,2006-03-01,3,3
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2006-03-01,1,1
EL ALTO,consultas odontologicas,endodoncias,2006-03-01,1219,1219
EL PUENTE(STC),consultas odontologicas,endodoncias,2006-03-01,32,32
EL PUENTE(TJA),consultas odontologicas,endodoncias,2006-03-01,9,9
EL TORNO,consultas odontologicas,endodoncias,2006-03-01,5,5
EL VILLAR,consultas odontologicas,endodoncias,2006-03-01,2,2
ENTRE RIOS,consultas odontologicas,endodoncias,2006-03-01,47,47
ENTRE RIOS,consultas odontologicas,endodoncias,2006-03-01,1,1
EUCALIPTUS,consultas odontologicas,endodoncias,2006-03-01,9,9
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2006-03-01,22,22
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-03-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2006-03-01,3,3
GUANAY,consultas odontologicas,endodoncias,2006-03-01,10,10
GUAQUI,consultas odontologicas,endodoncias,2006-03-01,9,9
