municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2694,2694
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,82,82
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,5,5
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,20,20
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,227,227
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,50,50
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,23,23
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,19,19
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,936,936
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,8,8
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,38,38
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,9,9
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,5,5
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,27,27
GUAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,39,39
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,30,30
HUARACAJE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,8,8
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,10,10
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,65,65
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1823,1823
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
LICOMA PAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,7,7
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,8,8
MACHACAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,72,72
MAGDALENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,13,13
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,19,19
MINEROS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,3,3
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,19,19
MOCOMOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,33,33
MORO MORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,33,33
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,11,11
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,611,611
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,20,20
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
PAILON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
PATACAMAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
PAZÑA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,14,14
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,37,37
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
POSTRER VALLE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,347,347
PUCARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,46,46
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,7,7
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,39,39
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,211,211
PUERTO PEREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,9,9
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,79,79
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,43,43
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,19,19
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,442,442
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,52,52
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,3,3
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,77,77
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,15,15
SABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,3,3
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,178,178
SAIPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,8,8
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,25,25
SAN AGUSTIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,27,27
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,11,11
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,8,8
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,169,169
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,10,10
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,5,5
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,42,42
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,41,41
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,8,8
SAN MATIAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,121,121
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,27,27
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,10,10
SANTA ANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,50,50
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,7218,7218
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,6,6
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
SANTIVAÑES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
SAPAHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,104,104
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,110,110
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,11,11
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,12,12
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,637,637
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
TARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,84,84
TARACO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
TARATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,279,279
TEOPONTE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,18,18
TIAWANACU,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,36,36
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
TOLEDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,9,9
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,71,71
TORO TORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,31,31
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,89,89
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,5,5
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,32,32
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,9,9
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,41,41
URUBICHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,4,4
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,9,9
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,80,80
VILA VILA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,21,21
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,3,3
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,5,5
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,12,12
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,36,36
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,29,29
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,42,42
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,54,54
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,124,124
YAMPARAEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
YANACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,21,21
YUNCHARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,1,1
ZUDAÑEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-01-01,2,2
ACACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,27,27
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,23,23
ALALAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
ALCALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
ARBIETO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,18,18
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,15,15
AUCAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,19,19
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,8,8
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,59,59
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,10,10
BOLIVAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,32,32
BOYUIBE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,4,4
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,16,16
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,53,53
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,31,31
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,24,24
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,123,123
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,51,51
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,12,12
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,43,43
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,15,15
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,83,83
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1313,1313
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,64,64
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,9,9
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,4,4
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,5,5
CORQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,45,45
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,16,16
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,15,15
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,9,9
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,10,10
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,68,68
CURVA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,742,742
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,66,66
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,7,7
GUAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,192,192
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,5,5
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,20,20
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,5,5
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,87,87
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,8,8
LA ASUNTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,8,8
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,119,119
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1592,1592
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,8,8
LICOMA PAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,10,10
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,13,13
LURIBAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,5,5
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,44,44
MAGDALENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,54,54
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,13,13
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,22,22
MINEROS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,64,64
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,25,25
MOCOMOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,5,5
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,91,91
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
OCURI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,8,8
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,678,678
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,4,4
PAZÑA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,7,7
PORCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
POROMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,155,155
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,162,162
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,4,4
PORVENIR,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,6,6
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,390,390
PUCARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,61,61
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,8,8
PUERTO PEREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,51,51
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,84,84
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,2,2
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,13,13
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,125,125
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,52,52
QUIRUSILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,58,58
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,20,20
SABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,9,9
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,174,174
SACABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
SAIPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,7,7
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,7,7
SAN AGUSTIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,17,17
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,9,9
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,12,12
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,10,10
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,167,167
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,18,18
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,3,3
SAN JULIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,57,57
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,4,4
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-02-01,1,1
