municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
BOLIVAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,89,89
BOYUIBE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,76,76
BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,20,20
CABEZAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,24,24
CAIROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,54,54
"CAIZA ""D""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,44,44
CAJUATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,94,94
CALACOTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,41,41
CALAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,65,65
CAMARGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,321,321
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,8,8
CAMIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,450,450
CAPINOTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,68,68
CAQUIAVIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,67,67
CARACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,230,230
CARANAVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,229,229
CARAPARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,100,100
CARIPUYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,144,144
CHALLAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,220,220
CHARAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,79,79
CHAYANTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,85,85
CHIMORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,200,200
CHIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,157,157
CHUMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,37,37
CLIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,64,64
COBIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,619,619
COCHABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,6126,6126
COLCAPIRHUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,281,281
"COLCHA ""K""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,55,55
COLLANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,37,37
COLOMI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,106,106
COLPA BELGICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,122,122
COLQUECHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,549,549
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,333,333
COMARAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,588,588
COMBAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,16,16
CONCEPCION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,21,21
COPACABANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,214,214
CORIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,167,167
CORO CORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,71,71
COROICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,242,242
COTAGAITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,370,370
COTOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,176,176
CUEVO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,78,78
CULPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,107,107
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,102,102
CURVA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,73,73
DESAGUADERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,124,124
EL ALTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,9939,9939
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,124,124
EL TORNO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,51,51
EL VILLAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,8,8
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,33,33
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,104,104
EUCALIPTUS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,79,79
EUREKA (SANTOS MERCADO),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,26,26
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,185,185
FILADELFIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,39,39
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,109,109
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,115,115
GUANAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,21,21
GUAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,92,92
GUAYARAMERIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,563,563
GUTIERREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,122,122
HUACARETA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,8,8
HUACHACALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,30,30
HUANUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,255,255
HUARACAJE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,42,42
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,12,12
ICHOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,21,21
ICLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,144,144
INCAHUASI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,120,120
INQUISIVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,20,20
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,236,236
IXIAMAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,115,115
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,139,139
LA ASUNTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,180,180
LA GUARDIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,397,397
LA PAZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,15676,15676
LAGUNILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,41,41
LAJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,113,113
LICOMA PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,3,3
LLALLAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,177,177
LLICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,41,41
LURIBAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,23,23
MACHACAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,95,95
MACHARETI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,36,36
MAGDALENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,147,147
MAIRANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,199,199
MAPIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,11,11
MECAPACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,84,84
MINEROS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,70,70
MIZQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,276,276
MOCOMOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,90,90
MOJOCOYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,151,151
MONTEAGUDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,49,49
MONTERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,786,786
MORO MORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,41,41
MOROCHATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,43,43
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,35,35
OCURI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,146,146
OKINAWA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,192,192
OMEREQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,138,138
ORURO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,6323,6323
PADCAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,299,299
PADILLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,187,187
PAILON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,283,283
PALCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,61,61
PALOS BLANCOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,187,187
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,86,86
PAMPA GRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,54,54
PAPEL PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,35,35
PATACAMAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,122,122
PAZÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,79,79
POCOATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,114,114
POJO (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,29,29
POOPO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,116,116
PORCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,6,6
PORONGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,101,101
PORTACHUELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,467,467
PORVENIR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,55,55
POSTRER VALLE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,42,42
POTOSI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,1516,1516
PRESTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,360,360
PUCARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,33,33
PUCARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,230,230
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,333,333
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,85,85
PUERTO PEREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,215,215
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,370,370
PUERTO RICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,85,85
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,303,303
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,184,184
PUNA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,413,413
PUNATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,475,475
QUIABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,2,2
QUILLACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,402,402
QUIME,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,286,286
QUIRUSILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,27,27
RAVELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,41,41
REYES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,108,108
RIBERALTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,262,262
ROBORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,68,68
RURRENABAQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,157,157
SABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,14,14
SACABA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,922,922
SACABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,45,45
SACACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,53,53
SAIPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,181,181
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,215,215
SAMAIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,79,79
SAN AGUSTIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,5,5
SAN ANDRES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,29,29
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,8,8
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,60,60
SAN BENITO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,81,81
SAN BORJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,114,114
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,140,140
SAN CARLOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,145,145
SAN IGNACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,156,156
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,542,542
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,43,43
SAN JOAQUIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,2,2
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,110,110
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,39,39
SAN JULIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,233,233
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,19,19
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,554,554
SAN LUCAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,129,129
SAN MATIAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,126,126
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,14,14
SAN PABLO DE LIPEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,8,8
SAN PEDRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,131,131
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,104,104
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,46,46
SAN RAFAEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,96,96
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,31,31
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,116,116
SANTA ANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,104,104
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,13970,13970
SANTA ROSA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,63,63
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,272,272
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,117,117
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,51,51
SANTIVAÑES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,28,28
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,18,18
SAPAHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,272,272
SENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,353,353
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,220,220
SIPE SIPE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,326,326
SOPACHUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,122,122
SORACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,5,5
SORATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,141,141
SUCRE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,4062,4062
TACACOMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,16,16
TACOPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,64,64
TAPACARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,90,90
TARACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,29,29
TARATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,120,120
TARIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,1209,1209
TARVITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,197,197
TIAWANACU,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,149,149
TIPUANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,92,92
TIQUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,477,477
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,287,287
TOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,12,12
TOLATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,17,17
TOLEDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,54,54
TOMAVE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,3,3
TOMINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,65,65
TORO TORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,75,75
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,69,69
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,12,12
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,2135,2135
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,341,341
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,19,19
UMALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,3,3
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,109,109
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,333,333
URUBICHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,28,28
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,362,362
VACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,80,80
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,469,469
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,439,439
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,9,9
VILLA MONTES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,189,189
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,22,22
VILLA RIVERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,101,101
VILLA SERRANO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,55,55
VILLA TUNARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,619,619
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,393,393
VILLAZON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,639,639
VINTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,74,74
VITICHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,24,24
WARNES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,247,247
YACUIBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,471,471
YAMPARAEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,32,32
YANACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,52,52
YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,126,126
YOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,21,21
YOTALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,125,125
YUNCHARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,49,49
ZUDAÑEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-01-01,107,107
ACACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,98,98
ACHACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,459,459
ACHOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,30,30
AIQUILE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,281,281
ALCALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,146,146
ANCORAIMES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,82,82
ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,122,122
ANTEQUERA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,43,43
ANZALDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,58,58
APOLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,388,388
ARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,41,41
ARBIETO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,21,21
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,133,133
ATOCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,608,608
AUCAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-02-01,95,95
