municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,101,101
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,10,10
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,223,223
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,40,40
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,26,26
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,10,10
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,15,15
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,21,21
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,180,180
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,1,1
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,139,139
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,18,18
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,49,49
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,60,60
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
CARIPUYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,209,209
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,111,111
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,18,18
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,13,13
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,59,59
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,35,35
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,42,42
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,231,231
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,2347,2347
COLCAPIRHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,103,103
"COLCHA ""K""",consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,31,31
COLLANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,4,4
COLOMI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,24,24
COLPA BELGICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,58,58
COLQUECHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,265,265
COLQUIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,80,80
COMARAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,62,62
CONCEPCION,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,11,11
COPACABANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,38,38
CORIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,49,49
CORO CORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
COROICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,85,85
COTAGAITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,35,35
COTOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,69,69
CUEVO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,4,4
CULPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,51,51
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
CURVA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
DESAGUADERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,13,13
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,1945,1945
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,41,41
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,26,26
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,31,31
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,120,120
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,22,22
EUREKA (SANTOS MERCADO),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,22,22
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
FILADELFIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,86,86
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,48,48
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,45,45
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,7,7
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,46,46
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,267,267
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
HUACHACALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,2,2
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,62,62
HUARACAJE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
ICHOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,19,19
ICLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,269,269
INCAHUASI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,230,230
INQUISIVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,65,65
IXIAMAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,19,19
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,29,29
LA ASUNTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,7,7
LA GUARDIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,246,246
LA PAZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,4467,4467
LAGUNILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,2,2
LAJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,32,32
LICOMA PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,53,53
LLALLAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,103,103
LLICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,25,25
LURIBAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,4,4
MACHACAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
MACHARETI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,21,21
MAGDALENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,35,35
MAIRANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,35,35
MAPIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,68,68
MECAPACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
MINEROS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,17,17
MIZQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,149,149
MOCOMOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,25,25
MOJOCOYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
MONTEAGUDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
MONTERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,231,231
MORO MORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
MOROCHATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,29,29
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,122,122
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,18,18
OCURI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,349,349
OKINAWA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,103,103
OMEREQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,28,28
ORURO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,889,889
PADCAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,171,171
PADILLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,120,120
PAILON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,67,67
PALCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
PALOS BLANCOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,96,96
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,23,23
PAMPA GRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,65,65
PAPEL PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,68,68
PATACAMAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,18,18
PAZÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,12,12
POCOATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,198,198
POJO (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
POOPO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,39,39
PORCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,2,2
PORONGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,55,55
PORTACHUELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,56,56
PORVENIR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,8,8
POSTRER VALLE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
POTOSI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,618,618
PRESTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,222,222
PUCARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,21,21
PUCARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,115,115
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,52,52
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,40,40
PUERTO PEREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,19,19
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,83,83
PUERTO RICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,18,18
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,140,140
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,72,72
PUNA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,300,300
PUNATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,222,222
QUILLACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,696,696
QUIME,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,75,75
QUIRUSILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,24,24
RAVELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
REYES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,28,28
RIBERALTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,10,10
ROBORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,50,50
RURRENABAQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,10,10
SABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
SACABA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,378,378
SACABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,11,11
SACACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,1,1
SAIPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,70,70
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,72,72
SAMAIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,16,16
SAN AGUSTIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
SAN ANDRES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,22,22
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,35,35
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,1,1
SAN BENITO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,25,25
SAN BORJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,61,61
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,70,70
SAN CARLOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,18,18
SAN IGNACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,156,156
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,61,61
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,17,17
SAN JOAQUIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,44,44
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,48,48
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,173,173
SAN LUCAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,22,22
SAN MATIAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,50,50
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,8,8
SAN PABLO DE LIPEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
SAN PEDRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,119,119
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
SAN RAFAEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,75,75
SANTA ANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5296,5296
SANTA ROSA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,91,91
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,36,36
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,12,12
SANTIVAÑES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
SAPAHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,227,227
SENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,136,136
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,130,130
SIPE SIPE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,82,82
SOPACHUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,120,120
SORACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,12,12
SORATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,41,41
SUCRE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,655,655
TACACOMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,8,8
TACOPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,47,47
TAPACARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,97,97
TARACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,12,12
TARATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,15,15
TARIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,192,192
TARVITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,261,261
TEOPONTE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,63,63
TIAWANACU,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,9,9
TIPUANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,38,38
TIQUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,435,435
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,258,258
TOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,7,7
TOLATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
TOLEDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,58,58
TOMAVE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,6,6
TOMINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,27,27
TORO TORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,4,4
TOTORA(CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,36,36
TRINIDAD,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,255,255
TUPIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,25,25
TURCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
UNCIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,8,8
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,179,179
URUBICHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
UYUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,16,16
VACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,8,8
VALLEGRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,142,142
VIACHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,158,158
VILA VILA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,1,1
VILLA MONTES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,41,41
VILLA RIVERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,12,12
VILLA SERRANO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,19,19
VILLA TUNARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,66,66
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,200,200
VILLAZON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,119,119
VINTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,72,72
VITICHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,3,3
WARNES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,105,105
YACUIBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,97,97
YAMPARAEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,105,105
YANACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,19,19
YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,30,30
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,2,2
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,56,56
YUNCHARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,14,14
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-01-01,5,5
ACACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,37,37
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,207,207
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,108,108
ALCALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,203,203
ANCORAIMES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,29,29
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,55,55
ANTEQUERA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,6,6
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,2,2
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,145,145
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,3,3
ARBIETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,7,7
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,38,38
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,37,37
AUCAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,83,83
AYO AYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,59,59
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,244,244
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,465,465
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,17,17
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,19,19
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,3,3
BELLA FLOR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,48,48
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,148,148
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,11,11
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,113,113
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,36,36
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,37,37
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,59,59
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,52,52
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,26,26
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,3,3
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,5,5
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,57,57
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,115,115
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,1,1
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,171,171
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,14,14
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,15,15
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,41,41
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,105,105
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-02-01,42,42
