municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
BOYUIBE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,11,11
CABEZAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,40,40
CAJUATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
CALACOTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
CAMARGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,156,156
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,85,85
CAMIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,342,342
CAPINOTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,59,59
CAQUIAVIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
CARACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,73,73
CARANAVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,78,78
CARAPARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,47,47
CHALLAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,47,47
CHARAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
CHAYANTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,35,35
CHIMORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
CHOQUE COTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,23,23
CLIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,20,20
COBIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,161,161
COCHABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,6496,6496
COLCAPIRHUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,131,131
COLOMI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,20,20
COLPA BELGICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,10,10
COLQUECHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,46,46
COLQUIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,33,33
COMARAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,292,292
CONCEPCION,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,7,7
COPACABANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
CORIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
CORO CORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,20,20
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,159,159
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,49,49
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,87,87
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,16,16
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
DESAGUADERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
EL ALTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,4115,4115
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
EL TORNO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,126,126
EL VILLAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,15,15
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,23,23
EUCALIPTUS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,19,19
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,92,92
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
GUANAY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,3,3
GUAYARAMERIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,79,79
GUTIERREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,30,30
HUACHACALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,20,20
HUANUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,47,47
HUARACAJE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
ICHOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
INCAHUASI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,22,22
INQUISIVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,119,119
IXIAMAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,7,7
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,89,89
LA ASUNTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,7,7
LA GUARDIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,124,124
LA PAZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,10214,10214
LAGUNILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,8,8
LAJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,11,11
LLALLAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,144,144
LLICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
MACHACAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,45,45
MACHARETI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,48,48
MAGDALENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,26,26
MAIRANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,50,50
MAPIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,49,49
MECAPACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,3,3
MINEROS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,10,10
MIZQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,63,63
MOCOMOCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,8,8
MOJOCOYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
MONTEAGUDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,193,193
MONTERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,343,343
MORO MORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,3,3
MOROCHATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,89,89
OKINAWA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,53,53
OMEREQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,28,28
ORURO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,3399,3399
PADCAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,6,6
PADILLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,80,80
PAILON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,10,10
PALCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,12,12
PALOS BLANCOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,6,6
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,17,17
PAPEL PAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
PATACAMAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
PAZÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,21,21
POCOATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
POJO (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
POOPO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,90,90
PORONGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,90,90
PORTACHUELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,98,98
PORVENIR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,16,16
POSTRER VALLE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,13,13
POTOSI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1108,1108
PUCARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,17,17
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,50,50
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,34,34
PUERTO PEREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,42,42
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,143,143
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,75,75
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,4,4
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,161,161
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,471,471
QUIME,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,126,126
QUIRUSILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,6,6
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,58,58
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,25,25
ROBORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,40,40
RURRENABAQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,128,128
SABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
SACABA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,996,996
SACABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
SACACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,15,15
SAIPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,253,253
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
SAMAIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,115,115
SAN AGUSTIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,4,4
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
SAN BENITO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,30,30
SAN BORJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,109,109
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,11,11
SAN CARLOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,123,123
SAN IGNACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,10,10
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,564,564
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,42,42
SAN JULIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,55,55
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,111,111
SAN LUCAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,57,57
SAN MATIAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,350,350
SAN PEDRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,43,43
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
SAN RAFAEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,112,112
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,32,32
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,42,42
SANTA ANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,13,13
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,4089,4089
SANTA ROSA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,42,42
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,33,33
SANTIAGO DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,20,20
SANTIVAÑES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
SAPAHAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,18,18
SENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,13,13
SIPE SIPE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,370,370
SOPACHUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,74,74
SORATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,9,9
SUCRE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5298,5298
TACOPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
TAPACARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,6,6
TARACO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
TARATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,18,18
TARIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1628,1628
TARVITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,3,3
TIAWANACU,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,57,57
TIPUANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,2,2
TIQUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,85,85
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,125,125
TOLATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,5,5
TOLEDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,17,17
TOMINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,239,239
TORO TORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,11,11
TOTORA(CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,37,37
TRIGAL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,12,12
TRINIDAD,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,606,606
TUPIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,193,193
TURCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,67,67
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,67,67
URUBICHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,12,12
UYUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,111,111
VACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,10,10
VALLEGRANDE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,154,154
VIACHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,557,557
VILA VILA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,11,11
VILLA MONTES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,104,104
VILLA RIVERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,37,37
VILLA SERRANO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,36,36
VILLA TUNARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,197,197
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,63,63
VILLAZON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,361,361
VINTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,27,27
WARNES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,150,150
YACUIBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,386,386
YAMPARAEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,12,12
YANACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,8,8
YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,80,80
YOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,1,1
YOTALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,58,58
YUNCHARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,15,15
ZUDAÑEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-01-01,66,66
ACACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,58,58
ACHACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,18,18
ACHOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,29,29
AIQUILE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,29,29
ALCALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,7,7
ANCORAIMES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,5,5
ANDAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,3,3
ANTEQUERA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,3,3
ANZALDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,8,8
ARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,28,28
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,22,22
ATOCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,346,346
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,21,21
AZURDUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,32,32
BAURES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,36,36
BELLA FLOR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,1,1
BERMEJO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,113,113
BETANZOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,228,228
BOLIVAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,41,41
BOYUIBE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,23,23
BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,14,14
CABEZAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,87,87
"CAIZA ""D""",consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,1,1
CAJUATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,9,9
CALACOTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,6,6
CAMARGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,218,218
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,106,106
CAMIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,267,267
CAPINOTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,37,37
CAQUIAVIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,5,5
CARACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,62,62
CARANAVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,58,58
CARAPARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,40,40
CARIPUYO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,1,1
CARMEN RIVERO TORREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,2,2
CHALLAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,56,56
CHARAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,40,40
CHAYANTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,51,51
CHIMORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,20,20
CLIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,19,19
COBIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,107,107
COCHABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,5959,5959
COLCAPIRHUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,118,118
COLLANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,1,1
COLOMI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,8,8
COLPA BELGICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,7,7
COLQUECHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,78,78
COLQUIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,43,43
COMARAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,246,246
CONCEPCION,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,6,6
CORO CORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,1,1
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,12,12
CORQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,6,6
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,196,196
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,26,26
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,25,25
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,48,48
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,49,49
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-02-01,237,237
