,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
BATALLAS,consulta externa,menores de 6 meses,2016-01-01,26,28,0,0,26,28,54
BAURES,consulta externa,menores de 6 meses,2016-01-01,21,8,4,2,25,10,35
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2016-01-01,1,2,0,0,1,2,3
BELEN DE URMIRI,consulta externa,menores de 6 meses,2016-01-01,1,0,0,0,1,0,1
BELLA FLOR,consulta externa,menores de 6 meses,2016-01-01,6,10,0,2,6,12,18
BERMEJO,consulta externa,menores de 6 meses,2016-01-01,226,181,6,11,232,192,424
BETANZOS,consulta externa,menores de 6 meses,2016-01-01,66,68,5,3,71,71,142
BOLIVAR,consulta externa,menores de 6 meses,2016-01-01,8,10,0,0,8,10,18
BOLPEBRA,consulta externa,menores de 6 meses,2016-01-01,1,3,0,0,1,3,4
BOYUIBE,consulta externa,menores de 6 meses,2016-01-01,8,9,0,2,8,11,19
BUENA VISTA,consulta externa,menores de 6 meses,2016-01-01,45,40,3,3,48,43,91
CABEZAS,consulta externa,menores de 6 meses,2016-01-01,344,143,7,4,351,147,498
CAIROMA,consulta externa,menores de 6 meses,2016-01-01,26,13,16,4,42,17,59
"CAIZA ""D""",consulta externa,menores de 6 meses,2016-01-01,17,14,0,0,17,14,31
CAJUATA,consulta externa,menores de 6 meses,2016-01-01,25,30,0,0,25,30,55
CALACOTO,consulta externa,menores de 6 meses,2016-01-01,2,4,0,0,2,4,6
CALAMARCA,consulta externa,menores de 6 meses,2016-01-01,20,23,0,0,20,23,43
CAMARGO,consulta externa,menores de 6 meses,2016-01-01,50,37,0,0,50,37,87
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2016-01-01,2,9,0,0,2,9,11
CAMIRI,consulta externa,menores de 6 meses,2016-01-01,161,173,37,24,198,197,395
CAPINOTA,consulta externa,menores de 6 meses,2016-01-01,72,66,10,4,82,70,152
CAQUIAVIRI,consulta externa,menores de 6 meses,2016-01-01,14,12,1,1,15,13,28
CARACOLLO,consulta externa,menores de 6 meses,2016-01-01,38,41,13,8,51,49,100
CARANAVI,consulta externa,menores de 6 meses,2016-01-01,223,164,4,8,227,172,399
CARANGAS,consulta externa,menores de 6 meses,2016-01-01,2,0,0,0,2,0,2
CARAPARI,consulta externa,menores de 6 meses,2016-01-01,50,48,1,3,51,51,102
CARIPUYO,consulta externa,menores de 6 meses,2016-01-01,17,10,0,0,17,10,27
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2016-01-01,16,10,0,1,16,11,27
CATACORA,consulta externa,menores de 6 meses,2016-01-01,2,0,3,0,5,0,5
CHACARILLA,consulta externa,menores de 6 meses,2016-01-01,6,3,0,0,6,3,9
CHALLAPATA,consulta externa,menores de 6 meses,2016-01-01,167,174,12,9,179,183,362
CHAQUI,consulta externa,menores de 6 meses,2016-01-01,21,22,0,1,21,23,44
CHARAGUA,consulta externa,menores de 6 meses,2016-01-01,115,89,10,1,125,90,215
CHARAÑA,consulta externa,menores de 6 meses,2016-01-01,4,6,0,0,4,6,10
CHAYANTA,consulta externa,menores de 6 meses,2016-01-01,21,16,1,1,22,17,39
CHIMORE,consulta externa,menores de 6 meses,2016-01-01,132,106,6,6,138,112,250
CHIPAYA,consulta externa,menores de 6 meses,2016-01-01,4,3,0,0,4,3,7
CHOQUE COTA,consulta externa,menores de 6 meses,2016-01-01,2,2,0,0,2,2,4
CHUA COCANI,consulta externa,menores de 6 meses,2016-01-01,6,5,0,2,6,7,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2016-01-01,84,77,2,3,86,80,166
CHUMA,consulta externa,menores de 6 meses,2016-01-01,8,9,0,0,8,9,17
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2016-01-01,19,26,0,0,19,26,45
CKOCHAS,consulta externa,menores de 6 meses,2016-01-01,18,18,2,0,20,18,38
CLIZA,consulta externa,menores de 6 meses,2016-01-01,83,74,36,37,119,111,230
COBIJA,consulta externa,menores de 6 meses,2016-01-01,220,237,16,18,236,255,491
COCAPATA,consulta externa,menores de 6 meses,2016-01-01,31,43,2,4,33,47,80
COCHABAMBA,consulta externa,menores de 6 meses,2016-01-01,2708,2607,1058,1013,3766,3620,7386
COIPASA,consulta externa,menores de 6 meses,2016-01-01,9,2,1,0,10,2,12
COLCAPIRHUA,consulta externa,menores de 6 meses,2016-01-01,91,75,52,46,143,121,264
"COLCHA ""K""",consulta externa,menores de 6 meses,2016-01-01,20,27,0,0,20,27,47
COLLANA,consulta externa,menores de 6 meses,2016-01-01,2,7,3,0,5,7,12
COLOMI,consulta externa,menores de 6 meses,2016-01-01,32,26,2,1,34,27,61
COLPA BELGICA,consulta externa,menores de 6 meses,2016-01-01,37,35,9,3,46,38,84
COLQUECHACA,consulta externa,menores de 6 meses,2016-01-01,80,81,0,1,80,82,162
COLQUENCHA,consulta externa,menores de 6 meses,2016-01-01,10,6,0,0,10,6,16
COLQUIRI,consulta externa,menores de 6 meses,2016-01-01,20,15,5,1,25,16,41
COMANCHE,consulta externa,menores de 6 meses,2016-01-01,2,3,0,0,2,3,5
COMARAPA,consulta externa,menores de 6 meses,2016-01-01,31,36,7,2,38,38,76
COMBAYA,consulta externa,menores de 6 meses,2016-01-01,6,2,0,8,6,10,16
CONCEPCION,consulta externa,menores de 6 meses,2016-01-01,30,43,8,3,38,46,84
COPACABANA,consulta externa,menores de 6 meses,2016-01-01,23,17,6,10,29,27,56
CORIPATA,consulta externa,menores de 6 meses,2016-01-01,79,57,17,5,96,62,158
CORO CORO,consulta externa,menores de 6 meses,2016-01-01,15,9,0,0,15,9,24
COROICO,consulta externa,menores de 6 meses,2016-01-01,35,29,21,32,56,61,117
CORQUE,consulta externa,menores de 6 meses,2016-01-01,13,12,2,0,15,12,27
COTAGAITA,consulta externa,menores de 6 meses,2016-01-01,46,48,1,1,47,49,96
COTOCA,consulta externa,menores de 6 meses,2016-01-01,211,178,40,33,251,211,462
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2016-01-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2016-01-01,93,58,17,18,110,76,186
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2016-01-01,1,1,0,0,1,1,2
CUEVO,consulta externa,menores de 6 meses,2016-01-01,2,3,1,0,3,3,6
CULPINA,consulta externa,menores de 6 meses,2016-01-01,52,57,1,1,53,58,111
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2016-01-01,5,9,0,0,5,9,14
CURVA,consulta externa,menores de 6 meses,2016-01-01,10,8,2,0,12,8,20
DESAGUADERO,consulta externa,menores de 6 meses,2016-01-01,10,7,2,1,12,8,20
EL ALTO,consulta externa,menores de 6 meses,2016-01-01,3373,3217,950,985,4323,4202,8525
EL CHORO,consulta externa,menores de 6 meses,2016-01-01,10,2,1,0,11,2,13
EL PUENTE(STC),consulta externa,menores de 6 meses,2016-01-01,49,64,1,0,50,64,114
EL PUENTE(TJA),consulta externa,menores de 6 meses,2016-01-01,23,30,15,13,38,43,81
EL TORNO,consulta externa,menores de 6 meses,2016-01-01,228,244,49,44,277,288,565
EL VILLAR,consulta externa,menores de 6 meses,2016-01-01,16,11,2,0,18,11,29
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2016-01-01,56,53,0,0,56,53,109
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2016-01-01,221,180,18,7,239,187,426
ESCARA,consulta externa,menores de 6 meses,2016-01-01,0,0,0,1,0,1,1
ESCOMA,consulta externa,menores de 6 meses,2016-01-01,7,9,2,4,9,13,22
ESMERALDA,consulta externa,menores de 6 meses,2016-01-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,menores de 6 meses,2016-01-01,11,1,1,0,12,1,13
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2016-01-01,12,7,2,1,14,8,22
EXALTACION,consulta externa,menores de 6 meses,2016-01-01,2,1,4,2,6,3,9
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2016-01-01,36,37,14,17,50,54,104
FILADELFIA,consulta externa,menores de 6 meses,2016-01-01,7,15,0,0,7,15,22
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2016-01-01,32,31,7,4,39,35,74
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2016-01-01,16,14,1,0,17,14,31
GUANAY,consulta externa,menores de 6 meses,2016-01-01,51,35,21,10,72,45,117
GUAQUI,consulta externa,menores de 6 meses,2016-01-01,11,6,3,0,14,6,20
GUAYARAMERIN,consulta externa,menores de 6 meses,2016-01-01,153,154,26,24,179,178,357
GUTIERREZ,consulta externa,menores de 6 meses,2016-01-01,74,72,2,4,76,76,152
HUACARETA,consulta externa,menores de 6 meses,2016-01-01,29,37,2,0,31,37,68
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2016-01-01,8,10,1,3,9,13,22
HUACHACALLA,consulta externa,menores de 6 meses,2016-01-01,7,5,2,1,9,6,15
HUANUNI,consulta externa,menores de 6 meses,2016-01-01,81,69,7,2,88,71,159
HUARACAJE,consulta externa,menores de 6 meses,2016-01-01,10,2,0,0,10,2,12
HUARINA,consulta externa,menores de 6 meses,2016-01-01,12,10,9,11,21,21,42
HUATAJATA,consulta externa,menores de 6 meses,2016-01-01,3,1,6,3,9,4,13
HUAYLLAMARCA,consulta externa,menores de 6 meses,2016-01-01,5,8,0,0,5,8,13
HUMANATA,consulta externa,menores de 6 meses,2016-01-01,0,5,0,0,0,5,5
ICHOCA,consulta externa,menores de 6 meses,2016-01-01,1,4,0,0,1,4,5
ICLA,consulta externa,menores de 6 meses,2016-01-01,26,27,0,0,26,27,53
INCAHUASI,consulta externa,menores de 6 meses,2016-01-01,48,38,0,0,48,38,86
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2016-01-01,5,2,1,0,6,2,8
INQUISIVI,consulta externa,menores de 6 meses,2016-01-01,16,18,1,0,17,18,35
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2016-01-01,74,44,0,1,74,45,119
IXIAMAS,consulta externa,menores de 6 meses,2016-01-01,33,34,0,0,33,34,67
JESUS DE MACHACA,consulta externa,menores de 6 meses,2016-01-01,30,31,18,24,48,55,103
LA ASUNTA,consulta externa,menores de 6 meses,2016-01-01,408,160,2,0,410,160,570
LA GUARDIA,consulta externa,menores de 6 meses,2016-01-01,408,402,22,26,430,428,858
LA PAZ,consulta externa,menores de 6 meses,2016-01-01,3810,3549,830,913,4640,4462,9102
LA RIVERA,consulta externa,menores de 6 meses,2016-01-01,0,1,0,0,0,1,1
LAGUNILLAS,consulta externa,menores de 6 meses,2016-01-01,20,28,0,0,20,28,48
LAJA,consulta externa,menores de 6 meses,2016-01-01,42,33,0,0,42,33,75
LAS CARRERAS,consulta externa,menores de 6 meses,2016-01-01,13,15,0,0,13,15,28
LICOMA PAMPA,consulta externa,menores de 6 meses,2016-01-01,3,5,4,6,7,11,18
LLALLAGUA,consulta externa,menores de 6 meses,2016-01-01,131,165,20,12,151,177,328
LLICA,consulta externa,menores de 6 meses,2016-01-01,5,6,0,0,5,6,11
LORETO,consulta externa,menores de 6 meses,2016-01-01,20,20,0,0,20,20,40
LURIBAY,consulta externa,menores de 6 meses,2016-01-01,18,12,4,3,22,15,37
MACHACAMARCA,consulta externa,menores de 6 meses,2016-01-01,20,8,0,0,20,8,28
MACHARETI,consulta externa,menores de 6 meses,2016-01-01,23,15,1,0,24,15,39
MAGDALENA,consulta externa,menores de 6 meses,2016-01-01,46,40,1,0,47,40,87
MAIRANA,consulta externa,menores de 6 meses,2016-01-01,37,28,4,2,41,30,71
MALLA,consulta externa,menores de 6 meses,2016-01-01,3,2,0,0,3,2,5
MAPIRI,consulta externa,menores de 6 meses,2016-01-01,49,38,4,0,53,38,91
MECAPACA,consulta externa,menores de 6 meses,2016-01-01,28,25,7,5,35,30,65
MINEROS,consulta externa,menores de 6 meses,2016-01-01,44,47,3,5,47,52,99
MIZQUE,consulta externa,menores de 6 meses,2016-01-01,78,47,5,3,83,50,133
MOCOMOCO,consulta externa,menores de 6 meses,2016-01-01,5,5,0,0,5,5,10
MOJINETE,consulta externa,menores de 6 meses,2016-01-01,2,1,0,0,2,1,3
MOJOCOYA,consulta externa,menores de 6 meses,2016-01-01,9,7,3,1,12,8,20
MONTEAGUDO,consulta externa,menores de 6 meses,2016-01-01,104,89,4,5,108,94,202
MONTERO,consulta externa,menores de 6 meses,2016-01-01,585,566,54,46,639,612,1251
MORO MORO,consulta externa,menores de 6 meses,2016-01-01,8,2,0,0,8,2,10
MOROCHATA,consulta externa,menores de 6 meses,2016-01-01,22,21,16,8,38,29,67
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2016-01-01,21,13,0,0,21,13,34
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2016-01-01,7,11,1,0,8,11,19
OCURI,consulta externa,menores de 6 meses,2016-01-01,16,15,0,0,16,15,31
OKINAWA,consulta externa,menores de 6 meses,2016-01-01,33,35,2,2,35,37,72
OMEREQUE,consulta externa,menores de 6 meses,2016-01-01,22,16,0,0,22,16,38
ORURO,consulta externa,menores de 6 meses,2016-01-01,1398,1223,346,339,1744,1562,3306
PADCAYA,consulta externa,menores de 6 meses,2016-01-01,44,45,2,4,46,49,95
PADILLA,consulta externa,menores de 6 meses,2016-01-01,40,48,3,2,43,50,93
PAILON,consulta externa,menores de 6 meses,2016-01-01,94,85,10,6,104,91,195
PALCA,consulta externa,menores de 6 meses,2016-01-01,32,35,1,4,33,39,72
PALOS BLANCOS,consulta externa,menores de 6 meses,2016-01-01,102,114,13,8,115,122,237
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2016-01-01,14,7,0,0,14,7,21
PAMPA GRANDE,consulta externa,menores de 6 meses,2016-01-01,25,22,0,1,25,23,48
PAPEL PAMPA,consulta externa,menores de 6 meses,2016-01-01,6,13,1,3,7,16,23
PASORAPA,consulta externa,menores de 6 meses,2016-01-01,10,2,0,0,10,2,12
PATACAMAYA,consulta externa,menores de 6 meses,2016-01-01,24,26,12,11,36,37,73
PAZÑA,consulta externa,menores de 6 meses,2016-01-01,8,7,1,0,9,7,16
PELECHUCO,consulta externa,menores de 6 meses,2016-01-01,17,32,0,1,17,33,50
POCOATA,consulta externa,menores de 6 meses,2016-01-01,39,30,3,0,42,30,72
POCONA,consulta externa,menores de 6 meses,2016-01-01,25,35,9,7,34,42,76
POJO (CBBA),consulta externa,menores de 6 meses,2016-01-01,46,25,3,0,49,25,74
POOPO,consulta externa,menores de 6 meses,2016-01-01,9,7,0,0,9,7,16
PORCO,consulta externa,menores de 6 meses,2016-01-01,31,23,0,0,31,23,54
POROMA,consulta externa,menores de 6 meses,2016-01-01,44,36,1,1,45,37,82
PORONGO,consulta externa,menores de 6 meses,2016-01-01,31,13,1,0,32,13,45
PORTACHUELO,consulta externa,menores de 6 meses,2016-01-01,55,73,23,30,78,103,181
PORVENIR,consulta externa,menores de 6 meses,2016-01-01,13,20,1,2,14,22,36
POSTRER VALLE,consulta externa,menores de 6 meses,2016-01-01,4,4,0,0,4,4,8
POTOSI,consulta externa,menores de 6 meses,2016-01-01,768,754,91,47,859,801,1660
PRESTO,consulta externa,menores de 6 meses,2016-01-01,13,11,0,0,13,11,24
PUCARA,consulta externa,menores de 6 meses,2016-01-01,2,1,0,0,2,1,3
PUCARANI,consulta externa,menores de 6 meses,2016-01-01,20,35,1,0,21,35,56
PUERTO ACOSTA,consulta externa,menores de 6 meses,2016-01-01,5,11,0,0,5,11,16
PUERTO CARABUCO,consulta externa,menores de 6 meses,2016-01-01,16,14,2,0,18,14,32
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2016-01-01,30,22,2,3,32,25,57
PUERTO PEREZ,consulta externa,menores de 6 meses,2016-01-01,5,12,0,0,5,12,17
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2016-01-01,17,10,0,0,17,10,27
PUERTO RICO,consulta externa,menores de 6 meses,2016-01-01,25,26,1,1,26,27,53
PUERTO SILES,consulta externa,menores de 6 meses,2016-01-01,3,2,0,0,3,2,5
PUERTO SUAREZ,consulta externa,menores de 6 meses,2016-01-01,63,37,3,3,66,40,106
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2016-01-01,306,288,13,11,319,299,618
PUNA,consulta externa,menores de 6 meses,2016-01-01,36,34,4,2,40,36,76
PUNATA,consulta externa,menores de 6 meses,2016-01-01,136,116,17,12,153,128,281
QUIABAYA,consulta externa,menores de 6 meses,2016-01-01,14,5,12,13,26,18,44
QUILLACOLLO,consulta externa,menores de 6 meses,2016-01-01,415,457,346,337,761,794,1555
QUIME,consulta externa,menores de 6 meses,2016-01-01,23,22,0,0,23,22,45
QUIRUSILLAS,consulta externa,menores de 6 meses,2016-01-01,2,1,1,0,3,1,4
RAVELO,consulta externa,menores de 6 meses,2016-01-01,34,22,0,0,34,22,56
REYES,consulta externa,menores de 6 meses,2016-01-01,30,30,2,1,32,31,63
RIBERALTA,consulta externa,menores de 6 meses,2016-01-01,497,375,126,95,623,470,1093
ROBORE,consulta externa,menores de 6 meses,2016-01-01,40,51,10,8,50,59,109
RURRENABAQUE,consulta externa,menores de 6 meses,2016-01-01,56,55,11,6,67,61,128
SABAYA,consulta externa,menores de 6 meses,2016-01-01,12,12,0,1,12,13,25
SACABA,consulta externa,menores de 6 meses,2016-01-01,407,353,150,121,557,474,1031
SACABAMBA,consulta externa,menores de 6 meses,2016-01-01,9,8,2,2,11,10,21
SACACA,consulta externa,menores de 6 meses,2016-01-01,60,45,2,2,62,47,109
SAIPINA,consulta externa,menores de 6 meses,2016-01-01,14,9,1,1,15,10,25
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2016-01-01,17,13,1,0,18,13,31
SAMAIPATA,consulta externa,menores de 6 meses,2016-01-01,28,17,0,2,28,19,47
SAN AGUSTIN,consulta externa,menores de 6 meses,2016-01-01,4,5,0,0,4,5,9
SAN ANDRES,consulta externa,menores de 6 meses,2016-01-01,32,35,1,0,33,35,68
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2016-01-01,5,6,0,0,5,6,11
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2016-01-01,6,5,0,0,6,5,11
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2016-01-01,16,12,0,1,16,13,29
SAN BENITO,consulta externa,menores de 6 meses,2016-01-01,35,32,9,10,44,42,86
SAN BORJA,consulta externa,menores de 6 meses,2016-01-01,148,124,27,22,175,146,321
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2016-01-01,34,39,0,2,34,41,75
SAN CARLOS,consulta externa,menores de 6 meses,2016-01-01,88,92,7,3,95,95,190
SAN IGNACIO,consulta externa,menores de 6 meses,2016-01-01,111,99,1,4,112,103,215
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2016-01-01,133,141,1,4,134,145,279
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2016-01-01,10,8,1,0,11,8,19
SAN JAVIER(STC),consulta externa,menores de 6 meses,2016-01-01,22,13,0,0,22,13,35
SAN JOAQUIN,consulta externa,menores de 6 meses,2016-01-01,36,20,0,0,36,20,56
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2016-01-01,49,34,6,4,55,38,93
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2016-01-01,48,42,5,3,53,45,98
SAN JULIAN,consulta externa,menores de 6 meses,2016-01-01,208,236,23,30,231,266,497
SAN LORENZO(PND),consulta externa,menores de 6 meses,2016-01-01,32,25,0,1,32,26,58
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2016-01-01,55,39,2,5,57,44,101
SAN LUCAS,consulta externa,menores de 6 meses,2016-01-01,59,60,0,0,59,60,119
SAN MATIAS,consulta externa,menores de 6 meses,2016-01-01,46,26,5,8,51,34,85
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2016-01-01,30,21,15,8,45,29,74
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2016-01-01,16,10,0,0,16,10,26
SAN PEDRO,consulta externa,menores de 6 meses,2016-01-01,68,62,4,3,72,65,137
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2016-01-01,53,65,0,0,53,65,118
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2016-01-01,13,16,3,0,16,16,32
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2016-01-01,2,3,0,0,2,3,5
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2016-01-01,12,9,8,5,20,14,34
SAN PEDRO(PND),consulta externa,menores de 6 meses,2016-01-01,10,5,0,0,10,5,15
SAN RAFAEL,consulta externa,menores de 6 meses,2016-01-01,12,18,2,2,14,20,34
SAN RAMON BENI,consulta externa,menores de 6 meses,2016-01-01,15,21,0,0,15,21,36
SAN RAMON SCZ,consulta externa,menores de 6 meses,2016-01-01,25,30,1,1,26,31,57
SANTA ANA,consulta externa,menores de 6 meses,2016-01-01,102,77,19,13,121,90,211
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2016-01-01,5723,5187,930,1015,6653,6202,12855
SANTA ROSA,consulta externa,menores de 6 meses,2016-01-01,24,36,0,0,24,36,60
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2016-01-01,52,69,2,0,54,69,123
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2016-01-01,2,7,2,4,4,11,15
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2016-01-01,20,16,0,0,20,16,36
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2016-01-01,8,6,9,8,17,14,31
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2016-01-01,3,0,0,0,3,0,3
SANTIVAÑES,consulta externa,menores de 6 meses,2016-01-01,10,7,0,0,10,7,17
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2016-01-01,8,0,0,0,8,0,8
SAPAHAQUI,consulta externa,menores de 6 meses,2016-01-01,14,18,1,1,15,19,34
SENA,consulta externa,menores de 6 meses,2016-01-01,30,23,0,0,30,23,53
SHINAOTA,consulta externa,menores de 6 meses,2016-01-01,96,94,16,13,112,107,219
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2016-01-01,42,30,0,2,42,32,74
SICAYA,consulta externa,menores de 6 meses,2016-01-01,8,3,2,0,10,3,13
SIPE SIPE,consulta externa,menores de 6 meses,2016-01-01,105,88,23,25,128,113,241
SOPACHUY,consulta externa,menores de 6 meses,2016-01-01,46,27,0,0,46,27,73
SORACACHI,consulta externa,menores de 6 meses,2016-01-01,8,10,3,1,11,11,22
SORATA,consulta externa,menores de 6 meses,2016-01-01,31,30,1,1,32,31,63
SUCRE,consulta externa,menores de 6 meses,2016-01-01,1083,1016,285,283,1368,1299,2667
TACACHI,consulta externa,menores de 6 meses,2016-01-01,6,1,0,0,6,1,7
TACACOMA,consulta externa,menores de 6 meses,2016-01-01,15,14,3,2,18,16,34
TACOBAMBA,consulta externa,menores de 6 meses,2016-01-01,11,12,0,0,11,12,23
TACOPAYA,consulta externa,menores de 6 meses,2016-01-01,13,25,1,0,14,25,39
TAHUA,consulta externa,menores de 6 meses,2016-01-01,4,1,0,1,4,2,6
TAPACARI,consulta externa,menores de 6 meses,2016-01-01,38,29,3,1,41,30,71
TARABUCO,consulta externa,menores de 6 meses,2016-01-01,22,21,2,0,24,21,45
TARACO,consulta externa,menores de 6 meses,2016-01-01,2,7,3,6,5,13,18
TARATA,consulta externa,menores de 6 meses,2016-01-01,14,14,2,4,16,18,34
TARIJA,consulta externa,menores de 6 meses,2016-01-01,1243,981,187,138,1430,1119,2549
TARVITA,consulta externa,menores de 6 meses,2016-01-01,74,73,1,0,75,73,148
TEOPONTE,consulta externa,menores de 6 meses,2016-01-01,78,74,4,1,82,75,157
TIAWANACU,consulta externa,menores de 6 meses,2016-01-01,19,9,0,0,19,9,28
TINGUIPAYA,consulta externa,menores de 6 meses,2016-01-01,29,20,2,1,31,21,52
TIPUANI,consulta externa,menores de 6 meses,2016-01-01,22,31,9,8,31,39,70
TIQUIPAYA,consulta externa,menores de 6 meses,2016-01-01,128,142,130,157,258,299,557
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2016-01-01,52,35,1,3,53,38,91
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2016-01-01,0,4,2,2,2,6,8
TOCO,consulta externa,menores de 6 meses,2016-01-01,26,16,14,9,40,25,65
TODOS SANTOS,consulta externa,menores de 6 meses,2016-01-01,1,0,0,0,1,0,1
TOLATA,consulta externa,menores de 6 meses,2016-01-01,34,20,8,6,42,26,68
TOLEDO,consulta externa,menores de 6 meses,2016-01-01,5,4,0,1,5,5,10
TOMAVE,consulta externa,menores de 6 meses,2016-01-01,43,45,0,0,43,45,88
TOMINA,consulta externa,menores de 6 meses,2016-01-01,62,36,0,0,62,36,98
TORO TORO,consulta externa,menores de 6 meses,2016-01-01,24,24,0,0,24,24,48
