,group,variable,month,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 14 anos,2016-01-01,44,39,7,1,51,40,91
AZURDUY,consulta externa,personas de 10 a 14 anos,2016-01-01,15,8,1,0,16,8,24
BATALLAS,consulta externa,personas de 10 a 14 anos,2016-01-01,12,10,0,0,12,10,22
BAURES,consulta externa,personas de 10 a 14 anos,2016-01-01,34,24,0,0,34,24,58
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,1,0,0,2,1,3
BELEN DE URMIRI,consulta externa,personas de 10 a 14 anos,2016-01-01,4,4,0,0,4,4,8
BELLA FLOR,consulta externa,personas de 10 a 14 anos,2016-01-01,3,9,0,0,3,9,12
BERMEJO,consulta externa,personas de 10 a 14 anos,2016-01-01,179,198,22,7,201,205,406
BETANZOS,consulta externa,personas de 10 a 14 anos,2016-01-01,59,55,5,1,64,56,120
BOLIVAR,consulta externa,personas de 10 a 14 anos,2016-01-01,1,5,0,0,1,5,6
BOLPEBRA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,3,0,0,2,3,5
BOYUIBE,consulta externa,personas de 10 a 14 anos,2016-01-01,16,15,0,0,16,15,31
BUENA VISTA,consulta externa,personas de 10 a 14 anos,2016-01-01,72,41,8,3,80,44,124
CABEZAS,consulta externa,personas de 10 a 14 anos,2016-01-01,89,76,3,1,92,77,169
CAIROMA,consulta externa,personas de 10 a 14 anos,2016-01-01,13,14,0,1,13,15,28
"CAIZA ""D""",consulta externa,personas de 10 a 14 anos,2016-01-01,18,20,0,1,18,21,39
CAJUATA,consulta externa,personas de 10 a 14 anos,2016-01-01,19,14,0,0,19,14,33
CALACOTO,consulta externa,personas de 10 a 14 anos,2016-01-01,8,10,0,0,8,10,18
CALAMARCA,consulta externa,personas de 10 a 14 anos,2016-01-01,16,20,0,0,16,20,36
CAMARGO,consulta externa,personas de 10 a 14 anos,2016-01-01,34,40,0,6,34,46,80
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 14 anos,2016-01-01,11,11,0,0,11,11,22
CAMIRI,consulta externa,personas de 10 a 14 anos,2016-01-01,133,144,13,21,146,165,311
CAPINOTA,consulta externa,personas de 10 a 14 anos,2016-01-01,41,45,19,10,60,55,115
CAQUIAVIRI,consulta externa,personas de 10 a 14 anos,2016-01-01,8,16,0,0,8,16,24
CARACOLLO,consulta externa,personas de 10 a 14 anos,2016-01-01,40,55,6,4,46,59,105
CARANAVI,consulta externa,personas de 10 a 14 anos,2016-01-01,112,97,3,3,115,100,215
CARANGAS,consulta externa,personas de 10 a 14 anos,2016-01-01,4,1,2,0,6,1,7
CARAPARI,consulta externa,personas de 10 a 14 anos,2016-01-01,74,109,0,0,74,109,183
CARIPUYO,consulta externa,personas de 10 a 14 anos,2016-01-01,1,2,0,0,1,2,3
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 14 anos,2016-01-01,10,10,0,0,10,10,20
CATACORA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,1,0,0,2,1,3
CHACARILLA,consulta externa,personas de 10 a 14 anos,2016-01-01,0,3,0,0,0,3,3
CHALLAPATA,consulta externa,personas de 10 a 14 anos,2016-01-01,43,40,7,13,50,53,103
CHAQUI,consulta externa,personas de 10 a 14 anos,2016-01-01,19,24,0,0,19,24,43
CHARAGUA,consulta externa,personas de 10 a 14 anos,2016-01-01,33,23,2,0,35,23,58
CHARAÑA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,3,0,0,2,3,5
CHAYANTA,consulta externa,personas de 10 a 14 anos,2016-01-01,17,12,0,1,17,13,30
CHIMORE,consulta externa,personas de 10 a 14 anos,2016-01-01,72,67,5,2,77,69,146
CHIPAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,5,0,0,0,5,0,5
CHOQUE COTA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,5,0,1,2,6,8
CHUA COCANI,consulta externa,personas de 10 a 14 anos,2016-01-01,3,2,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 14 anos,2016-01-01,21,26,1,0,22,26,48
CHUMA,consulta externa,personas de 10 a 14 anos,2016-01-01,8,17,0,0,8,17,25
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 10 a 14 anos,2016-01-01,5,4,1,0,6,4,10
CKOCHAS,consulta externa,personas de 10 a 14 anos,2016-01-01,10,26,0,1,10,27,37
CLIZA,consulta externa,personas de 10 a 14 anos,2016-01-01,37,36,20,5,57,41,98
COBIJA,consulta externa,personas de 10 a 14 anos,2016-01-01,205,240,11,35,216,275,491
COCAPATA,consulta externa,personas de 10 a 14 anos,2016-01-01,7,6,0,0,7,6,13
COCHABAMBA,consulta externa,personas de 10 a 14 anos,2016-01-01,2324,2380,1208,1265,3532,3645,7177
COIPASA,consulta externa,personas de 10 a 14 anos,2016-01-01,0,4,0,0,0,4,4
COLCAPIRHUA,consulta externa,personas de 10 a 14 anos,2016-01-01,43,42,11,11,54,53,107
"COLCHA ""K""",consulta externa,personas de 10 a 14 anos,2016-01-01,17,32,1,0,18,32,50
COLLANA,consulta externa,personas de 10 a 14 anos,2016-01-01,6,7,0,0,6,7,13
COLOMI,consulta externa,personas de 10 a 14 anos,2016-01-01,18,6,3,0,21,6,27
COLPA BELGICA,consulta externa,personas de 10 a 14 anos,2016-01-01,17,28,1,1,18,29,47
COLQUECHACA,consulta externa,personas de 10 a 14 anos,2016-01-01,19,28,1,1,20,29,49
COLQUENCHA,consulta externa,personas de 10 a 14 anos,2016-01-01,19,18,1,0,20,18,38
COLQUIRI,consulta externa,personas de 10 a 14 anos,2016-01-01,36,42,1,7,37,49,86
COMANCHE,consulta externa,personas de 10 a 14 anos,2016-01-01,3,2,1,0,4,2,6
COMARAPA,consulta externa,personas de 10 a 14 anos,2016-01-01,27,28,4,0,31,28,59
COMBAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,1,0,0,0,1,0,1
CONCEPCION,consulta externa,personas de 10 a 14 anos,2016-01-01,18,15,0,2,18,17,35
COPACABANA,consulta externa,personas de 10 a 14 anos,2016-01-01,13,14,0,1,13,15,28
CORIPATA,consulta externa,personas de 10 a 14 anos,2016-01-01,30,24,5,0,35,24,59
CORO CORO,consulta externa,personas de 10 a 14 anos,2016-01-01,12,12,6,0,18,12,30
COROICO,consulta externa,personas de 10 a 14 anos,2016-01-01,23,31,6,4,29,35,64
CORQUE,consulta externa,personas de 10 a 14 anos,2016-01-01,10,14,0,1,10,15,25
COTAGAITA,consulta externa,personas de 10 a 14 anos,2016-01-01,68,90,2,2,70,92,162
COTOCA,consulta externa,personas de 10 a 14 anos,2016-01-01,62,65,10,5,72,70,142
CUATRO CAÑADAS,consulta externa,personas de 10 a 14 anos,2016-01-01,47,59,0,0,47,59,106
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 14 anos,2016-01-01,7,6,0,0,7,6,13
CUEVO,consulta externa,personas de 10 a 14 anos,2016-01-01,7,12,0,0,7,12,19
CULPINA,consulta externa,personas de 10 a 14 anos,2016-01-01,21,18,0,0,21,18,39
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 14 anos,2016-01-01,2,12,1,1,3,13,16
CURVA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,1,0,0,2,1,3
DESAGUADERO,consulta externa,personas de 10 a 14 anos,2016-01-01,2,1,0,0,2,1,3
EL ALTO,consulta externa,personas de 10 a 14 anos,2016-01-01,1931,2271,377,465,2308,2736,5044
EL CHORO,consulta externa,personas de 10 a 14 anos,2016-01-01,7,8,1,0,8,8,16
EL PUENTE(STC),consulta externa,personas de 10 a 14 anos,2016-01-01,44,49,0,1,44,50,94
EL PUENTE(TJA),consulta externa,personas de 10 a 14 anos,2016-01-01,33,50,0,0,33,50,83
EL TORNO,consulta externa,personas de 10 a 14 anos,2016-01-01,313,342,217,194,530,536,1066
EL VILLAR,consulta externa,personas de 10 a 14 anos,2016-01-01,39,41,0,2,39,43,82
ENTRE RIOS TRJ,consulta externa,personas de 10 a 14 anos,2016-01-01,121,152,0,2,121,154,275
ENTRE RIOS CBBA,consulta externa,personas de 10 a 14 anos,2016-01-01,58,64,0,4,58,68,126
ESCARA,consulta externa,personas de 10 a 14 anos,2016-01-01,2,1,0,0,2,1,3
ESCOMA,consulta externa,personas de 10 a 14 anos,2016-01-01,1,4,0,0,1,4,5
ESMERALDA,consulta externa,personas de 10 a 14 anos,2016-01-01,8,6,2,0,10,6,16
EUCALIPTUS,consulta externa,personas de 10 a 14 anos,2016-01-01,6,4,0,0,6,4,10
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 14 anos,2016-01-01,0,2,0,0,0,2,2
EXALTACION,consulta externa,personas de 10 a 14 anos,2016-01-01,11,12,0,0,11,12,23
FERNANDEZ ALONSO,consulta externa,personas de 10 a 14 anos,2016-01-01,67,72,3,5,70,77,147
FILADELFIA,consulta externa,personas de 10 a 14 anos,2016-01-01,26,15,1,0,27,15,42
GENERAL SAAVEDRA,consulta externa,personas de 10 a 14 anos,2016-01-01,14,13,6,4,20,17,37
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 14 anos,2016-01-01,9,15,0,1,9,16,25
GUANAY,consulta externa,personas de 10 a 14 anos,2016-01-01,22,27,0,0,22,27,49
GUAQUI,consulta externa,personas de 10 a 14 anos,2016-01-01,5,9,1,3,6,12,18
GUAYARAMERIN,consulta externa,personas de 10 a 14 anos,2016-01-01,177,223,23,20,200,243,443
GUTIERREZ,consulta externa,personas de 10 a 14 anos,2016-01-01,28,27,0,0,28,27,55
HUACARETA,consulta externa,personas de 10 a 14 anos,2016-01-01,41,41,0,1,41,42,83
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 14 anos,2016-01-01,23,31,0,0,23,31,54
HUACHACALLA,consulta externa,personas de 10 a 14 anos,2016-01-01,13,12,4,1,17,13,30
HUANUNI,consulta externa,personas de 10 a 14 anos,2016-01-01,98,103,15,23,113,126,239
HUARACAJE,consulta externa,personas de 10 a 14 anos,2016-01-01,17,13,4,2,21,15,36
HUARINA,consulta externa,personas de 10 a 14 anos,2016-01-01,10,8,2,1,12,9,21
HUATAJATA,consulta externa,personas de 10 a 14 anos,2016-01-01,5,0,0,0,5,0,5
HUAYLLAMARCA,consulta externa,personas de 10 a 14 anos,2016-01-01,3,0,0,0,3,0,3
HUMANATA,consulta externa,personas de 10 a 14 anos,2016-01-01,3,2,0,0,3,2,5
ICHOCA,consulta externa,personas de 10 a 14 anos,2016-01-01,1,0,0,0,1,0,1
ICLA,consulta externa,personas de 10 a 14 anos,2016-01-01,17,31,1,0,18,31,49
INCAHUASI,consulta externa,personas de 10 a 14 anos,2016-01-01,7,6,0,0,7,6,13
INGAVI (HUMAITA),consulta externa,personas de 10 a 14 anos,2016-01-01,7,5,0,0,7,5,12
INQUISIVI,consulta externa,personas de 10 a 14 anos,2016-01-01,8,9,1,1,9,10,19
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 14 anos,2016-01-01,22,26,3,1,25,27,52
IXIAMAS,consulta externa,personas de 10 a 14 anos,2016-01-01,29,32,0,1,29,33,62
JESUS DE MACHACA,consulta externa,personas de 10 a 14 anos,2016-01-01,18,20,2,0,20,20,40
LA ASUNTA,consulta externa,personas de 10 a 14 anos,2016-01-01,58,57,1,1,59,58,117
LA GUARDIA,consulta externa,personas de 10 a 14 anos,2016-01-01,206,215,6,11,212,226,438
LA PAZ,consulta externa,personas de 10 a 14 anos,2016-01-01,2397,2612,945,1102,3342,3714,7056
LA RIVERA,consulta externa,personas de 10 a 14 anos,2016-01-01,1,2,0,0,1,2,3
LAGUNILLAS,consulta externa,personas de 10 a 14 anos,2016-01-01,33,57,0,0,33,57,90
LAJA,consulta externa,personas de 10 a 14 anos,2016-01-01,18,12,0,0,18,12,30
LAS CARRERAS,consulta externa,personas de 10 a 14 anos,2016-01-01,12,9,0,0,12,9,21
LICOMA PAMPA,consulta externa,personas de 10 a 14 anos,2016-01-01,4,4,0,0,4,4,8
LLALLAGUA,consulta externa,personas de 10 a 14 anos,2016-01-01,62,85,10,9,72,94,166
LLICA,consulta externa,personas de 10 a 14 anos,2016-01-01,7,6,0,0,7,6,13
LORETO,consulta externa,personas de 10 a 14 anos,2016-01-01,19,16,6,0,25,16,41
LURIBAY,consulta externa,personas de 10 a 14 anos,2016-01-01,10,26,1,1,11,27,38
MACHACAMARCA,consulta externa,personas de 10 a 14 anos,2016-01-01,15,7,0,1,15,8,23
MACHARETI,consulta externa,personas de 10 a 14 anos,2016-01-01,29,35,1,0,30,35,65
MAGDALENA,consulta externa,personas de 10 a 14 anos,2016-01-01,39,67,1,3,40,70,110
MAIRANA,consulta externa,personas de 10 a 14 anos,2016-01-01,22,22,1,1,23,23,46
MAPIRI,consulta externa,personas de 10 a 14 anos,2016-01-01,25,22,0,0,25,22,47
MECAPACA,consulta externa,personas de 10 a 14 anos,2016-01-01,18,26,0,0,18,26,44
MINEROS,consulta externa,personas de 10 a 14 anos,2016-01-01,2,9,0,0,2,9,11
MIZQUE,consulta externa,personas de 10 a 14 anos,2016-01-01,34,29,5,8,39,37,76
MOCOMOCO,consulta externa,personas de 10 a 14 anos,2016-01-01,10,13,2,0,12,13,25
MOJINETE,consulta externa,personas de 10 a 14 anos,2016-01-01,2,2,0,0,2,2,4
MOJOCOYA,consulta externa,personas de 10 a 14 anos,2016-01-01,16,7,0,0,16,7,23
MONTEAGUDO,consulta externa,personas de 10 a 14 anos,2016-01-01,142,112,6,11,148,123,271
MONTERO,consulta externa,personas de 10 a 14 anos,2016-01-01,537,604,45,46,582,650,1232
MORO MORO,consulta externa,personas de 10 a 14 anos,2016-01-01,7,6,0,2,7,8,15
MOROCHATA,consulta externa,personas de 10 a 14 anos,2016-01-01,14,6,2,0,16,6,22
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 14 anos,2016-01-01,19,12,0,0,19,12,31
NAZACARA DE PACAJES,consulta externa,personas de 10 a 14 anos,2016-01-01,2,4,0,0,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 14 anos,2016-01-01,4,5,0,0,4,5,9
OCURI,consulta externa,personas de 10 a 14 anos,2016-01-01,15,7,1,0,16,7,23
OKINAWA,consulta externa,personas de 10 a 14 anos,2016-01-01,8,19,0,3,8,22,30
OMEREQUE,consulta externa,personas de 10 a 14 anos,2016-01-01,14,14,0,0,14,14,28
ORURO,consulta externa,personas de 10 a 14 anos,2016-01-01,914,1006,257,316,1171,1322,2493
PADCAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,129,136,1,1,130,137,267
PADILLA,consulta externa,personas de 10 a 14 anos,2016-01-01,58,54,4,2,62,56,118
PAILON,consulta externa,personas de 10 a 14 anos,2016-01-01,47,66,2,6,49,72,121
PALCA,consulta externa,personas de 10 a 14 anos,2016-01-01,24,16,1,0,25,16,41
PALOS BLANCOS,consulta externa,personas de 10 a 14 anos,2016-01-01,63,81,2,5,65,86,151
PAMPA AULLAGAS,consulta externa,personas de 10 a 14 anos,2016-01-01,4,5,0,0,4,5,9
PAMPA GRANDE,consulta externa,personas de 10 a 14 anos,2016-01-01,10,13,1,0,11,13,24
PAPEL PAMPA,consulta externa,personas de 10 a 14 anos,2016-01-01,7,10,0,0,7,10,17
PASORAPA,consulta externa,personas de 10 a 14 anos,2016-01-01,9,5,0,0,9,5,14
PATACAMAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,9,8,2,1,11,9,20
PAZÑA,consulta externa,personas de 10 a 14 anos,2016-01-01,7,16,0,0,7,16,23
PELECHUCO,consulta externa,personas de 10 a 14 anos,2016-01-01,7,5,0,0,7,5,12
POCOATA,consulta externa,personas de 10 a 14 anos,2016-01-01,9,11,4,0,13,11,24
POCONA,consulta externa,personas de 10 a 14 anos,2016-01-01,26,25,1,0,27,25,52
POJO (CBBA),consulta externa,personas de 10 a 14 anos,2016-01-01,20,30,0,1,20,31,51
POOPO,consulta externa,personas de 10 a 14 anos,2016-01-01,13,11,2,2,15,13,28
PORCO,consulta externa,personas de 10 a 14 anos,2016-01-01,7,5,0,0,7,5,12
POROMA,consulta externa,personas de 10 a 14 anos,2016-01-01,16,15,0,0,16,15,31
PORONGO,consulta externa,personas de 10 a 14 anos,2016-01-01,33,21,0,0,33,21,54
PORTACHUELO,consulta externa,personas de 10 a 14 anos,2016-01-01,62,75,5,3,67,78,145
PORVENIR,consulta externa,personas de 10 a 14 anos,2016-01-01,36,38,1,0,37,38,75
POSTRER VALLE,consulta externa,personas de 10 a 14 anos,2016-01-01,1,2,0,0,1,2,3
POTOSI,consulta externa,personas de 10 a 14 anos,2016-01-01,633,725,123,157,756,882,1638
PRESTO,consulta externa,personas de 10 a 14 anos,2016-01-01,18,18,0,1,18,19,37
PUCARA,consulta externa,personas de 10 a 14 anos,2016-01-01,5,8,0,0,5,8,13
PUCARANI,consulta externa,personas de 10 a 14 anos,2016-01-01,23,20,2,3,25,23,48
PUERTO ACOSTA,consulta externa,personas de 10 a 14 anos,2016-01-01,8,8,1,1,9,9,18
PUERTO CARABUCO,consulta externa,personas de 10 a 14 anos,2016-01-01,14,24,0,2,14,26,40
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 14 anos,2016-01-01,16,17,0,0,16,17,33
PUERTO PEREZ,consulta externa,personas de 10 a 14 anos,2016-01-01,2,13,0,2,2,15,17
PUERTO QUIJARRO,consulta externa,personas de 10 a 14 anos,2016-01-01,11,28,0,4,11,32,43
PUERTO RICO,consulta externa,personas de 10 a 14 anos,2016-01-01,45,45,2,2,47,47,94
PUERTO SILES,consulta externa,personas de 10 a 14 anos,2016-01-01,9,5,0,0,9,5,14
PUERTO SUAREZ,consulta externa,personas de 10 a 14 anos,2016-01-01,34,34,1,2,35,36,71
PUERTO VILLARROEL,consulta externa,personas de 10 a 14 anos,2016-01-01,158,169,5,5,163,174,337
PUNA,consulta externa,personas de 10 a 14 anos,2016-01-01,28,49,0,0,28,49,77
PUNATA,consulta externa,personas de 10 a 14 anos,2016-01-01,49,62,9,13,58,75,133
QUIABAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,3,5,0,0,3,5,8
QUILLACOLLO,consulta externa,personas de 10 a 14 anos,2016-01-01,342,375,147,145,489,520,1009
QUIME,consulta externa,personas de 10 a 14 anos,2016-01-01,13,5,5,0,18,5,23
QUIRUSILLAS,consulta externa,personas de 10 a 14 anos,2016-01-01,4,5,0,0,4,5,9
RAVELO,consulta externa,personas de 10 a 14 anos,2016-01-01,12,17,0,0,12,17,29
REYES,consulta externa,personas de 10 a 14 anos,2016-01-01,27,24,1,2,28,26,54
RIBERALTA,consulta externa,personas de 10 a 14 anos,2016-01-01,473,477,112,124,585,601,1186
ROBORE,consulta externa,personas de 10 a 14 anos,2016-01-01,52,69,6,5,58,74,132
RURRENABAQUE,consulta externa,personas de 10 a 14 anos,2016-01-01,87,75,26,33,113,108,221
SABAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,43,26,0,0,43,26,69
SACABA,consulta externa,personas de 10 a 14 anos,2016-01-01,259,296,64,69,323,365,688
SACABAMBA,consulta externa,personas de 10 a 14 anos,2016-01-01,8,5,0,0,8,5,13
SACACA,consulta externa,personas de 10 a 14 anos,2016-01-01,9,25,0,0,9,25,34
SAIPINA,consulta externa,personas de 10 a 14 anos,2016-01-01,7,9,0,1,7,10,17
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 14 anos,2016-01-01,9,10,0,0,9,10,19
SAMAIPATA,consulta externa,personas de 10 a 14 anos,2016-01-01,23,42,0,0,23,42,65
SAN AGUSTIN,consulta externa,personas de 10 a 14 anos,2016-01-01,2,4,0,0,2,4,6
SAN ANDRES,consulta externa,personas de 10 a 14 anos,2016-01-01,38,65,18,31,56,96,152
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 14 anos,2016-01-01,4,4,0,1,4,5,9
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 14 anos,2016-01-01,12,2,1,0,13,2,15
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 14 anos,2016-01-01,10,16,0,0,10,16,26
SAN BENITO,consulta externa,personas de 10 a 14 anos,2016-01-01,22,22,3,5,25,27,52
SAN BORJA,consulta externa,personas de 10 a 14 anos,2016-01-01,142,183,14,78,156,261,417
SAN BUENA VENTURA,consulta externa,personas de 10 a 14 anos,2016-01-01,29,26,0,1,29,27,56
SAN CARLOS,consulta externa,personas de 10 a 14 anos,2016-01-01,55,69,0,5,55,74,129
SAN IGNACIO,consulta externa,personas de 10 a 14 anos,2016-01-01,123,126,17,9,140,135,275
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 14 anos,2016-01-01,51,39,5,9,56,48,104
SAN JAVIER(BNI),consulta externa,personas de 10 a 14 anos,2016-01-01,22,22,0,1,22,23,45
SAN JAVIER(STC),consulta externa,personas de 10 a 14 anos,2016-01-01,22,26,0,0,22,26,48
SAN JOAQUIN,consulta externa,personas de 10 a 14 anos,2016-01-01,18,18,0,0,18,18,36
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 14 anos,2016-01-01,48,58,2,8,50,66,116
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 14 anos,2016-01-01,45,42,5,8,50,50,100
SAN JULIAN,consulta externa,personas de 10 a 14 anos,2016-01-01,88,81,3,4,91,85,176
SAN LORENZO(PND),consulta externa,personas de 10 a 14 anos,2016-01-01,15,17,0,0,15,17,32
SAN LORENZO(TJA),consulta externa,personas de 10 a 14 anos,2016-01-01,65,151,0,0,65,151,216
SAN LUCAS,consulta externa,personas de 10 a 14 anos,2016-01-01,24,64,0,0,24,64,88
SAN MATIAS,consulta externa,personas de 10 a 14 anos,2016-01-01,13,20,2,2,15,22,37
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 14 anos,2016-01-01,24,19,2,0,26,19,45
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 14 anos,2016-01-01,9,9,0,0,9,9,18
SAN PEDRO,consulta externa,personas de 10 a 14 anos,2016-01-01,88,71,1,3,89,74,163
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 14 anos,2016-01-01,14,14,0,0,14,14,28
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 14 anos,2016-01-01,14,13,0,0,14,13,27
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 14 anos,2016-01-01,3,3,0,0,3,3,6
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 14 anos,2016-01-01,6,11,0,0,6,11,17
SAN PEDRO(PND),consulta externa,personas de 10 a 14 anos,2016-01-01,2,9,0,0,2,9,11
SAN RAFAEL,consulta externa,personas de 10 a 14 anos,2016-01-01,15,18,1,0,16,18,34
SAN RAMON BENI,consulta externa,personas de 10 a 14 anos,2016-01-01,17,32,0,0,17,32,49
SAN RAMON SCZ,consulta externa,personas de 10 a 14 anos,2016-01-01,48,37,0,0,48,37,85
SANTA ANA,consulta externa,personas de 10 a 14 anos,2016-01-01,31,49,14,40,45,89,134
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 14 anos,2016-01-01,4096,4270,936,1034,5032,5304,10336
SANTA ROSA,consulta externa,personas de 10 a 14 anos,2016-01-01,28,39,0,3,28,42,70
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 14 anos,2016-01-01,46,62,1,4,47,66,113
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 14 anos,2016-01-01,4,1,0,0,4,1,5
SANTIAGO DE HUARI,consulta externa,personas de 10 a 14 anos,2016-01-01,11,9,0,0,11,9,20
SANTIAGO DE HUATA,consulta externa,personas de 10 a 14 anos,2016-01-01,6,6,1,0,7,6,13
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 14 anos,2016-01-01,0,7,0,6,0,13,13
SANTIVAÑES,consulta externa,personas de 10 a 14 anos,2016-01-01,12,13,5,1,17,14,31
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 14 anos,2016-01-01,2,3,0,0,2,3,5
SAPAHAQUI,consulta externa,personas de 10 a 14 anos,2016-01-01,10,19,0,3,10,22,32
SENA,consulta externa,personas de 10 a 14 anos,2016-01-01,28,22,0,0,28,22,50
SHINAOTA,consulta externa,personas de 10 a 14 anos,2016-01-01,68,78,1,4,69,82,151
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 14 anos,2016-01-01,26,26,0,2,26,28,54
SICAYA,consulta externa,personas de 10 a 14 anos,2016-01-01,8,6,0,0,8,6,14
SIPE SIPE,consulta externa,personas de 10 a 14 anos,2016-01-01,46,63,5,4,51,67,118
SOPACHUY,consulta externa,personas de 10 a 14 anos,2016-01-01,44,31,0,0,44,31,75
SORACACHI,consulta externa,personas de 10 a 14 anos,2016-01-01,9,9,1,0,10,9,19
SORATA,consulta externa,personas de 10 a 14 anos,2016-01-01,16,17,3,1,19,18,37
SUCRE,consulta externa,personas de 10 a 14 anos,2016-01-01,1190,1263,311,403,1501,1666,3167
