,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2016-01-01,563,625,13,14,576,639,1215
AZURDUY,consulta externa,personas de 60 anos y mas,2016-01-01,147,234,3,3,150,237,387
BATALLAS,consulta externa,personas de 60 anos y mas,2016-01-01,259,260,17,14,276,274,550
BAURES,consulta externa,personas de 60 anos y mas,2016-01-01,86,107,6,11,92,118,210
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2016-01-01,72,103,1,6,73,109,182
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2016-01-01,75,62,0,0,75,62,137
BELLA FLOR,consulta externa,personas de 60 anos y mas,2016-01-01,20,15,2,2,22,17,39
BERMEJO,consulta externa,personas de 60 anos y mas,2016-01-01,481,618,66,93,547,711,1258
BETANZOS,consulta externa,personas de 60 anos y mas,2016-01-01,1068,1264,33,54,1101,1318,2419
BOLIVAR,consulta externa,personas de 60 anos y mas,2016-01-01,109,108,3,3,112,111,223
BOLPEBRA,consulta externa,personas de 60 anos y mas,2016-01-01,4,3,1,0,5,3,8
BOYUIBE,consulta externa,personas de 60 anos y mas,2016-01-01,42,72,5,8,47,80,127
BUENA VISTA,consulta externa,personas de 60 anos y mas,2016-01-01,224,207,47,40,271,247,518
CABEZAS,consulta externa,personas de 60 anos y mas,2016-01-01,345,326,39,50,384,376,760
CAIROMA,consulta externa,personas de 60 anos y mas,2016-01-01,147,139,15,23,162,162,324
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2016-01-01,155,272,6,12,161,284,445
CAJUATA,consulta externa,personas de 60 anos y mas,2016-01-01,315,279,10,5,325,284,609
CALACOTO,consulta externa,personas de 60 anos y mas,2016-01-01,342,396,0,2,342,398,740
CALAMARCA,consulta externa,personas de 60 anos y mas,2016-01-01,265,350,14,37,279,387,666
CAMARGO,consulta externa,personas de 60 anos y mas,2016-01-01,383,604,35,65,418,669,1087
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2016-01-01,140,231,4,22,144,253,397
CAMIRI,consulta externa,personas de 60 anos y mas,2016-01-01,673,944,193,285,866,1229,2095
CAPINOTA,consulta externa,personas de 60 anos y mas,2016-01-01,206,243,124,171,330,414,744
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2016-01-01,205,230,15,15,220,245,465
CARACOLLO,consulta externa,personas de 60 anos y mas,2016-01-01,263,266,31,22,294,288,582
CARANAVI,consulta externa,personas de 60 anos y mas,2016-01-01,619,447,178,138,797,585,1382
CARANGAS,consulta externa,personas de 60 anos y mas,2016-01-01,8,11,0,1,8,12,20
CARAPARI,consulta externa,personas de 60 anos y mas,2016-01-01,335,336,16,17,351,353,704
CARIPUYO,consulta externa,personas de 60 anos y mas,2016-01-01,135,125,0,0,135,125,260
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2016-01-01,39,48,6,15,45,63,108
CATACORA,consulta externa,personas de 60 anos y mas,2016-01-01,52,75,1,2,53,77,130
CHACARILLA,consulta externa,personas de 60 anos y mas,2016-01-01,68,40,30,28,98,68,166
CHALLAPATA,consulta externa,personas de 60 anos y mas,2016-01-01,754,954,93,109,847,1063,1910
CHAQUI,consulta externa,personas de 60 anos y mas,2016-01-01,451,669,4,8,455,677,1132
CHARAGUA,consulta externa,personas de 60 anos y mas,2016-01-01,256,240,17,21,273,261,534
CHARAÑA,consulta externa,personas de 60 anos y mas,2016-01-01,84,61,2,0,86,61,147
CHAYANTA,consulta externa,personas de 60 anos y mas,2016-01-01,152,344,0,11,152,355,507
CHIMORE,consulta externa,personas de 60 anos y mas,2016-01-01,368,270,10,12,378,282,660
CHIPAYA,consulta externa,personas de 60 anos y mas,2016-01-01,42,29,5,8,47,37,84
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2016-01-01,22,36,0,0,22,36,58
CHUA COCANI,consulta externa,personas de 60 anos y mas,2016-01-01,106,152,39,31,145,183,328
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2016-01-01,230,180,46,55,276,235,511
CHUMA,consulta externa,personas de 60 anos y mas,2016-01-01,365,392,27,24,392,416,808
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2016-01-01,26,60,0,0,26,60,86
CKOCHAS,consulta externa,personas de 60 anos y mas,2016-01-01,117,173,3,10,120,183,303
CLIZA,consulta externa,personas de 60 anos y mas,2016-01-01,427,596,60,125,487,721,1208
COBIJA,consulta externa,personas de 60 anos y mas,2016-01-01,216,188,54,82,270,270,540
COCAPATA,consulta externa,personas de 60 anos y mas,2016-01-01,317,332,3,1,320,333,653
COCHABAMBA,consulta externa,personas de 60 anos y mas,2016-01-01,7895,10922,8943,11880,16838,22802,39640
COIPASA,consulta externa,personas de 60 anos y mas,2016-01-01,11,6,0,0,11,6,17
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2016-01-01,162,242,61,104,223,346,569
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2016-01-01,275,327,23,18,298,345,643
COLLANA,consulta externa,personas de 60 anos y mas,2016-01-01,79,123,22,28,101,151,252
COLOMI,consulta externa,personas de 60 anos y mas,2016-01-01,212,258,34,43,246,301,547
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2016-01-01,143,138,10,9,153,147,300
COLQUECHACA,consulta externa,personas de 60 anos y mas,2016-01-01,345,425,10,20,355,445,800
COLQUENCHA,consulta externa,personas de 60 anos y mas,2016-01-01,80,77,38,35,118,112,230
COLQUIRI,consulta externa,personas de 60 anos y mas,2016-01-01,337,368,28,10,365,378,743
COMANCHE,consulta externa,personas de 60 anos y mas,2016-01-01,37,37,7,12,44,49,93
COMARAPA,consulta externa,personas de 60 anos y mas,2016-01-01,248,325,45,51,293,376,669
COMBAYA,consulta externa,personas de 60 anos y mas,2016-01-01,71,74,5,4,76,78,154
CONCEPCION,consulta externa,personas de 60 anos y mas,2016-01-01,122,67,25,31,147,98,245
COPACABANA,consulta externa,personas de 60 anos y mas,2016-01-01,108,95,7,4,115,99,214
CORIPATA,consulta externa,personas de 60 anos y mas,2016-01-01,114,99,44,46,158,145,303
CORO CORO,consulta externa,personas de 60 anos y mas,2016-01-01,184,250,24,40,208,290,498
COROICO,consulta externa,personas de 60 anos y mas,2016-01-01,243,186,146,184,389,370,759
CORQUE,consulta externa,personas de 60 anos y mas,2016-01-01,141,184,6,9,147,193,340
COTAGAITA,consulta externa,personas de 60 anos y mas,2016-01-01,877,1413,64,96,941,1509,2450
COTOCA,consulta externa,personas de 60 anos y mas,2016-01-01,347,415,28,44,375,459,834
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2016-01-01,10,23,0,0,10,23,33
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2016-01-01,161,152,15,16,176,168,344
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2016-01-01,56,85,5,10,61,95,156
CUEVO,consulta externa,personas de 60 anos y mas,2016-01-01,17,32,3,4,20,36,56
CULPINA,consulta externa,personas de 60 anos y mas,2016-01-01,201,290,3,10,204,300,504
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2016-01-01,94,120,2,1,96,121,217
CURVA,consulta externa,personas de 60 anos y mas,2016-01-01,59,103,4,4,63,107,170
DESAGUADERO,consulta externa,personas de 60 anos y mas,2016-01-01,76,69,22,29,98,98,196
EL ALTO,consulta externa,personas de 60 anos y mas,2016-01-01,5573,6720,2998,3361,8571,10081,18652
EL CHORO,consulta externa,personas de 60 anos y mas,2016-01-01,83,91,0,1,83,92,175
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2016-01-01,162,149,2,4,164,153,317
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2016-01-01,107,239,2,10,109,249,358
EL TORNO,consulta externa,personas de 60 anos y mas,2016-01-01,1111,1144,304,332,1415,1476,2891
EL VILLAR,consulta externa,personas de 60 anos y mas,2016-01-01,133,196,9,20,142,216,358
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2016-01-01,309,390,8,10,317,400,717
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2016-01-01,268,248,52,54,320,302,622
ESCARA,consulta externa,personas de 60 anos y mas,2016-01-01,11,31,0,4,11,35,46
ESCOMA,consulta externa,personas de 60 anos y mas,2016-01-01,101,94,35,21,136,115,251
ESMERALDA,consulta externa,personas de 60 anos y mas,2016-01-01,37,39,0,0,37,39,76
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2016-01-01,198,185,1,0,199,185,384
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2016-01-01,4,10,2,0,6,10,16
EXALTACION,consulta externa,personas de 60 anos y mas,2016-01-01,21,21,0,0,21,21,42
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2016-01-01,87,125,26,26,113,151,264
FILADELFIA,consulta externa,personas de 60 anos y mas,2016-01-01,69,41,3,5,72,46,118
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2016-01-01,161,166,16,29,177,195,372
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2016-01-01,136,189,12,12,148,201,349
GUANAY,consulta externa,personas de 60 anos y mas,2016-01-01,173,139,37,36,210,175,385
GUAQUI,consulta externa,personas de 60 anos y mas,2016-01-01,174,183,38,46,212,229,441
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2016-01-01,527,529,65,166,592,695,1287
GUTIERREZ,consulta externa,personas de 60 anos y mas,2016-01-01,186,244,4,8,190,252,442
HUACARETA,consulta externa,personas de 60 anos y mas,2016-01-01,100,167,12,10,112,177,289
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2016-01-01,48,56,0,1,48,57,105
HUACHACALLA,consulta externa,personas de 60 anos y mas,2016-01-01,66,76,18,35,84,111,195
HUANUNI,consulta externa,personas de 60 anos y mas,2016-01-01,365,331,106,115,471,446,917
HUARACAJE,consulta externa,personas de 60 anos y mas,2016-01-01,66,44,0,0,66,44,110
HUARINA,consulta externa,personas de 60 anos y mas,2016-01-01,123,98,75,59,198,157,355
HUATAJATA,consulta externa,personas de 60 anos y mas,2016-01-01,63,59,66,58,129,117,246
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2016-01-01,179,186,4,7,183,193,376
HUMANATA,consulta externa,personas de 60 anos y mas,2016-01-01,75,99,1,0,76,99,175
ICHOCA,consulta externa,personas de 60 anos y mas,2016-01-01,109,114,0,0,109,114,223
ICLA,consulta externa,personas de 60 anos y mas,2016-01-01,150,279,21,44,171,323,494
INCAHUASI,consulta externa,personas de 60 anos y mas,2016-01-01,162,211,6,9,168,220,388
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2016-01-01,7,7,3,0,10,7,17
INQUISIVI,consulta externa,personas de 60 anos y mas,2016-01-01,208,178,9,6,217,184,401
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2016-01-01,437,478,60,70,497,548,1045
IXIAMAS,consulta externa,personas de 60 anos y mas,2016-01-01,73,49,6,4,79,53,132
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2016-01-01,281,298,90,111,371,409,780
LA ASUNTA,consulta externa,personas de 60 anos y mas,2016-01-01,233,193,44,36,277,229,506
LA GUARDIA,consulta externa,personas de 60 anos y mas,2016-01-01,562,647,53,58,615,705,1320
LA PAZ,consulta externa,personas de 60 anos y mas,2016-01-01,10613,14964,9205,12136,19818,27100,46918
LA RIVERA,consulta externa,personas de 60 anos y mas,2016-01-01,14,18,5,5,19,23,42
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2016-01-01,85,107,4,7,89,114,203
LAJA,consulta externa,personas de 60 anos y mas,2016-01-01,201,243,80,95,281,338,619
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2016-01-01,89,128,0,4,89,132,221
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2016-01-01,67,62,0,0,67,62,129
LLALLAGUA,consulta externa,personas de 60 anos y mas,2016-01-01,502,903,59,106,561,1009,1570
LLICA,consulta externa,personas de 60 anos y mas,2016-01-01,132,144,4,7,136,151,287
LORETO,consulta externa,personas de 60 anos y mas,2016-01-01,37,27,1,1,38,28,66
LURIBAY,consulta externa,personas de 60 anos y mas,2016-01-01,255,196,53,59,308,255,563
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2016-01-01,122,138,34,25,156,163,319
MACHARETI,consulta externa,personas de 60 anos y mas,2016-01-01,137,175,4,19,141,194,335
MAGDALENA,consulta externa,personas de 60 anos y mas,2016-01-01,166,199,26,37,192,236,428
MAIRANA,consulta externa,personas de 60 anos y mas,2016-01-01,85,100,21,35,106,135,241
MALLA,consulta externa,personas de 60 anos y mas,2016-01-01,56,65,0,1,56,66,122
MAPIRI,consulta externa,personas de 60 anos y mas,2016-01-01,169,189,8,5,177,194,371
MECAPACA,consulta externa,personas de 60 anos y mas,2016-01-01,201,207,37,30,238,237,475
MINEROS,consulta externa,personas de 60 anos y mas,2016-01-01,166,115,0,2,166,117,283
MIZQUE,consulta externa,personas de 60 anos y mas,2016-01-01,429,591,79,126,508,717,1225
MOCOMOCO,consulta externa,personas de 60 anos y mas,2016-01-01,620,641,77,96,697,737,1434
MOJINETE,consulta externa,personas de 60 anos y mas,2016-01-01,22,52,10,17,32,69,101
MOJOCOYA,consulta externa,personas de 60 anos y mas,2016-01-01,95,157,21,23,116,180,296
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2016-01-01,601,841,60,104,661,945,1606
MONTERO,consulta externa,personas de 60 anos y mas,2016-01-01,1340,1599,149,239,1489,1838,3327
MORO MORO,consulta externa,personas de 60 anos y mas,2016-01-01,48,63,36,74,84,137,221
MOROCHATA,consulta externa,personas de 60 anos y mas,2016-01-01,371,473,24,37,395,510,905
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2016-01-01,28,9,0,0,28,9,37
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2016-01-01,20,16,0,0,20,16,36
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2016-01-01,11,10,0,1,11,11,22
OCURI,consulta externa,personas de 60 anos y mas,2016-01-01,148,185,2,5,150,190,340
OKINAWA,consulta externa,personas de 60 anos y mas,2016-01-01,96,90,6,12,102,102,204
OMEREQUE,consulta externa,personas de 60 anos y mas,2016-01-01,177,232,2,6,179,238,417
ORURO,consulta externa,personas de 60 anos y mas,2016-01-01,4025,5271,1670,2192,5695,7463,13158
PADCAYA,consulta externa,personas de 60 anos y mas,2016-01-01,311,401,37,60,348,461,809
PADILLA,consulta externa,personas de 60 anos y mas,2016-01-01,349,485,22,39,371,524,895
PAILON,consulta externa,personas de 60 anos y mas,2016-01-01,146,129,3,10,149,139,288
PALCA,consulta externa,personas de 60 anos y mas,2016-01-01,197,159,15,3,212,162,374
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2016-01-01,365,250,82,45,447,295,742
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2016-01-01,47,61,3,0,50,61,111
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2016-01-01,72,146,21,38,93,184,277
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2016-01-01,230,209,10,8,240,217,457
PASORAPA,consulta externa,personas de 60 anos y mas,2016-01-01,119,170,16,14,135,184,319
PATACAMAYA,consulta externa,personas de 60 anos y mas,2016-01-01,55,54,6,8,61,62,123
PAZÑA,consulta externa,personas de 60 anos y mas,2016-01-01,85,97,14,20,99,117,216
PELECHUCO,consulta externa,personas de 60 anos y mas,2016-01-01,143,107,4,1,147,108,255
POCOATA,consulta externa,personas de 60 anos y mas,2016-01-01,680,917,1,3,681,920,1601
POCONA,consulta externa,personas de 60 anos y mas,2016-01-01,117,217,1,3,118,220,338
POJO (CBBA),consulta externa,personas de 60 anos y mas,2016-01-01,153,198,21,29,174,227,401
POOPO,consulta externa,personas de 60 anos y mas,2016-01-01,106,142,26,34,132,176,308
PORCO,consulta externa,personas de 60 anos y mas,2016-01-01,73,100,2,1,75,101,176
POROMA,consulta externa,personas de 60 anos y mas,2016-01-01,204,236,7,9,211,245,456
PORONGO,consulta externa,personas de 60 anos y mas,2016-01-01,74,63,4,2,78,65,143
PORTACHUELO,consulta externa,personas de 60 anos y mas,2016-01-01,228,269,138,144,366,413,779
PORVENIR,consulta externa,personas de 60 anos y mas,2016-01-01,23,16,3,4,26,20,46
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2016-01-01,35,54,4,14,39,68,107
POTOSI,consulta externa,personas de 60 anos y mas,2016-01-01,2864,3770,1124,1766,3988,5536,9524
PRESTO,consulta externa,personas de 60 anos y mas,2016-01-01,212,257,0,1,212,258,470
PUCARA,consulta externa,personas de 60 anos y mas,2016-01-01,38,49,54,58,92,107,199
PUCARANI,consulta externa,personas de 60 anos y mas,2016-01-01,309,291,111,86,420,377,797
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2016-01-01,254,243,11,18,265,261,526
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2016-01-01,224,265,21,16,245,281,526
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2016-01-01,101,51,10,13,111,64,175
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2016-01-01,137,122,26,22,163,144,307
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2016-01-01,69,101,5,1,74,102,176
PUERTO RICO,consulta externa,personas de 60 anos y mas,2016-01-01,82,35,2,1,84,36,120
PUERTO SILES,consulta externa,personas de 60 anos y mas,2016-01-01,13,13,1,5,14,18,32
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2016-01-01,136,168,6,8,142,176,318
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2016-01-01,559,543,45,54,604,597,1201
PUNA,consulta externa,personas de 60 anos y mas,2016-01-01,272,549,4,30,276,579,855
PUNATA,consulta externa,personas de 60 anos y mas,2016-01-01,315,525,425,653,740,1178,1918
QUIABAYA,consulta externa,personas de 60 anos y mas,2016-01-01,56,80,0,0,56,80,136
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2016-01-01,1049,1529,1136,1593,2185,3122,5307
QUIME,consulta externa,personas de 60 anos y mas,2016-01-01,238,221,31,31,269,252,521
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2016-01-01,25,44,2,0,27,44,71
RAVELO,consulta externa,personas de 60 anos y mas,2016-01-01,341,482,8,2,349,484,833
REYES,consulta externa,personas de 60 anos y mas,2016-01-01,148,137,12,10,160,147,307
RIBERALTA,consulta externa,personas de 60 anos y mas,2016-01-01,830,695,258,198,1088,893,1981
ROBORE,consulta externa,personas de 60 anos y mas,2016-01-01,255,358,47,41,302,399,701
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2016-01-01,326,293,159,158,485,451,936
SABAYA,consulta externa,personas de 60 anos y mas,2016-01-01,283,310,32,28,315,338,653
SACABA,consulta externa,personas de 60 anos y mas,2016-01-01,1615,2174,574,799,2189,2973,5162
SACABAMBA,consulta externa,personas de 60 anos y mas,2016-01-01,131,154,15,22,146,176,322
SACACA,consulta externa,personas de 60 anos y mas,2016-01-01,212,265,0,2,212,267,479
SAIPINA,consulta externa,personas de 60 anos y mas,2016-01-01,87,102,16,20,103,122,225
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2016-01-01,309,355,13,2,322,357,679
SAMAIPATA,consulta externa,personas de 60 anos y mas,2016-01-01,127,193,28,50,155,243,398
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2016-01-01,25,52,7,16,32,68,100
SAN ANDRES,consulta externa,personas de 60 anos y mas,2016-01-01,143,117,25,13,168,130,298
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2016-01-01,153,164,143,165,296,329,625
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2016-01-01,21,41,0,1,21,42,63
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2016-01-01,109,144,2,0,111,144,255
SAN BENITO,consulta externa,personas de 60 anos y mas,2016-01-01,145,216,17,59,162,275,437
SAN BORJA,consulta externa,personas de 60 anos y mas,2016-01-01,337,400,120,202,457,602,1059
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2016-01-01,99,94,8,9,107,103,210
SAN CARLOS,consulta externa,personas de 60 anos y mas,2016-01-01,381,312,53,44,434,356,790
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2016-01-01,207,270,55,118,262,388,650
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2016-01-01,508,527,32,50,540,577,1117
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2016-01-01,23,19,1,2,24,21,45
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2016-01-01,73,93,0,1,73,94,167
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2016-01-01,35,107,1,3,36,110,146
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2016-01-01,143,113,14,12,157,125,282
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2016-01-01,229,203,32,36,261,239,500
SAN JULIAN,consulta externa,personas de 60 anos y mas,2016-01-01,605,587,5,7,610,594,1204
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2016-01-01,28,12,2,2,30,14,44
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2016-01-01,197,407,15,20,212,427,639
SAN LUCAS,consulta externa,personas de 60 anos y mas,2016-01-01,422,690,2,13,424,703,1127
SAN MATIAS,consulta externa,personas de 60 anos y mas,2016-01-01,81,76,48,60,129,136,265
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2016-01-01,98,104,66,71,164,175,339
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2016-01-01,73,92,0,0,73,92,165
SAN PEDRO,consulta externa,personas de 60 anos y mas,2016-01-01,244,253,18,36,262,289,551
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2016-01-01,280,411,2,8,282,419,701
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2016-01-01,276,329,14,50,290,379,669
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2016-01-01,40,39,6,7,46,46,92
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2016-01-01,116,159,280,232,396,391,787
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2016-01-01,18,15,3,1,21,16,37
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2016-01-01,50,36,60,46,110,82,192
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2016-01-01,114,116,1,0,115,116,231
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2016-01-01,79,78,0,0,79,78,157
SANTA ANA,consulta externa,personas de 60 anos y mas,2016-01-01,64,81,228,366,292,447,739
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2016-01-01,13009,16556,4772,6863,17781,23419,41200
SANTA ROSA,consulta externa,personas de 60 anos y mas,2016-01-01,134,110,5,11,139,121,260
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2016-01-01,222,232,19,30,241,262,503
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2016-01-01,137,122,4,9,141,131,272
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2016-01-01,277,337,8,15,285,352,637
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2016-01-01,218,241,32,17,250,258,508
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2016-01-01,101,121,17,21,118,142,260
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2016-01-01,117,246,27,24,144,270,414
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2016-01-01,117,134,3,3,120,137,257
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2016-01-01,155,131,31,23,186,154,340
SENA,consulta externa,personas de 60 anos y mas,2016-01-01,52,29,0,0,52,29,81
SHINAOTA,consulta externa,personas de 60 anos y mas,2016-01-01,190,195,44,45,234,240,474
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2016-01-01,374,449,46,76,420,525,945
SICAYA,consulta externa,personas de 60 anos y mas,2016-01-01,54,90,7,6,61,96,157
SIPE SIPE,consulta externa,personas de 60 anos y mas,2016-01-01,567,876,80,123,647,999,1646
SOPACHUY,consulta externa,personas de 60 anos y mas,2016-01-01,154,252,3,6,157,258,415
SORACACHI,consulta externa,personas de 60 anos y mas,2016-01-01,100,122,3,4,103,126,229
SORATA,consulta externa,personas de 60 anos y mas,2016-01-01,462,475,92,88,554,563,1117
SUCRE,consulta externa,personas de 60 anos y mas,2016-01-01,4703,6450,2110,2853,6813,9303,16116
TACACHI,consulta externa,personas de 60 anos y mas,2016-01-01,4,27,0,1,4,28,32
TACACOMA,consulta externa,personas de 60 anos y mas,2016-01-01,95,59,1,0,96,59,155
