,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2016-01-01,44,43,1,2,45,45,90
AZURDUY,consulta externa,personas de 5 a 9 anos,2016-01-01,14,13,0,0,14,13,27
BATALLAS,consulta externa,personas de 5 a 9 anos,2016-01-01,18,15,0,1,18,16,34
BAURES,consulta externa,personas de 5 a 9 anos,2016-01-01,32,36,0,0,32,36,68
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2016-01-01,2,2,0,0,2,2,4
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2016-01-01,4,4,0,0,4,4,8
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2016-01-01,12,12,0,1,12,13,25
BERMEJO,consulta externa,personas de 5 a 9 anos,2016-01-01,225,227,15,11,240,238,478
BETANZOS,consulta externa,personas de 5 a 9 anos,2016-01-01,64,51,0,1,64,52,116
BOLIVAR,consulta externa,personas de 5 a 9 anos,2016-01-01,7,4,0,0,7,4,11
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2016-01-01,0,2,0,0,0,2,2
BOYUIBE,consulta externa,personas de 5 a 9 anos,2016-01-01,17,17,0,2,17,19,36
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2016-01-01,75,80,2,11,77,91,168
CABEZAS,consulta externa,personas de 5 a 9 anos,2016-01-01,205,155,2,2,207,157,364
CAIROMA,consulta externa,personas de 5 a 9 anos,2016-01-01,22,21,3,0,25,21,46
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2016-01-01,25,30,0,0,25,30,55
CAJUATA,consulta externa,personas de 5 a 9 anos,2016-01-01,26,24,0,0,26,24,50
CALACOTO,consulta externa,personas de 5 a 9 anos,2016-01-01,7,5,0,1,7,6,13
CALAMARCA,consulta externa,personas de 5 a 9 anos,2016-01-01,18,28,0,0,18,28,46
CAMARGO,consulta externa,personas de 5 a 9 anos,2016-01-01,55,38,2,1,57,39,96
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2016-01-01,11,7,0,1,11,8,19
CAMIRI,consulta externa,personas de 5 a 9 anos,2016-01-01,229,206,31,39,260,245,505
CAPINOTA,consulta externa,personas de 5 a 9 anos,2016-01-01,64,53,15,16,79,69,148
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2016-01-01,16,10,0,0,16,10,26
CARACOLLO,consulta externa,personas de 5 a 9 anos,2016-01-01,46,82,0,5,46,87,133
CARANAVI,consulta externa,personas de 5 a 9 anos,2016-01-01,102,124,9,7,111,131,242
CARANGAS,consulta externa,personas de 5 a 9 anos,2016-01-01,2,3,0,0,2,3,5
CARAPARI,consulta externa,personas de 5 a 9 anos,2016-01-01,193,131,0,0,193,131,324
CARIPUYO,consulta externa,personas de 5 a 9 anos,2016-01-01,4,6,0,0,4,6,10
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2016-01-01,12,10,1,1,13,11,24
CATACORA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,2,0,0,3,2,5
CHACARILLA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,2,0,0,1,2,3
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2016-01-01,52,64,6,6,58,70,128
CHAQUI,consulta externa,personas de 5 a 9 anos,2016-01-01,18,19,0,1,18,20,38
CHARAGUA,consulta externa,personas de 5 a 9 anos,2016-01-01,62,72,0,0,62,72,134
CHARAÑA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,1,0,0,3,1,4
CHAYANTA,consulta externa,personas de 5 a 9 anos,2016-01-01,27,18,0,0,27,18,45
CHIMORE,consulta externa,personas de 5 a 9 anos,2016-01-01,101,86,1,1,102,87,189
CHIPAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,8,0,0,1,8,9
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2016-01-01,5,6,0,0,5,6,11
CHUA COCANI,consulta externa,personas de 5 a 9 anos,2016-01-01,5,5,0,4,5,9,14
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2016-01-01,45,41,1,0,46,41,87
CHUMA,consulta externa,personas de 5 a 9 anos,2016-01-01,18,11,0,0,18,11,29
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 5 a 9 anos,2016-01-01,3,5,0,0,3,5,8
CKOCHAS,consulta externa,personas de 5 a 9 anos,2016-01-01,9,15,1,0,10,15,25
CLIZA,consulta externa,personas de 5 a 9 anos,2016-01-01,56,50,9,9,65,59,124
COBIJA,consulta externa,personas de 5 a 9 anos,2016-01-01,349,336,18,16,367,352,719
COCAPATA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,1,0,0,3,1,4
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2016-01-01,3264,3031,1531,1558,4795,4589,9384
COIPASA,consulta externa,personas de 5 a 9 anos,2016-01-01,5,5,0,0,5,5,10
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2016-01-01,64,61,6,17,70,78,148
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2016-01-01,34,26,1,0,35,26,61
COLLANA,consulta externa,personas de 5 a 9 anos,2016-01-01,6,5,0,0,6,5,11
COLOMI,consulta externa,personas de 5 a 9 anos,2016-01-01,24,23,1,0,25,23,48
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2016-01-01,51,52,2,1,53,53,106
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2016-01-01,21,29,0,1,21,30,51
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2016-01-01,21,19,2,6,23,25,48
COLQUIRI,consulta externa,personas de 5 a 9 anos,2016-01-01,14,10,4,7,18,17,35
COMANCHE,consulta externa,personas de 5 a 9 anos,2016-01-01,2,1,0,0,2,1,3
COMARAPA,consulta externa,personas de 5 a 9 anos,2016-01-01,43,30,1,3,44,33,77
COMBAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,0,0,0,3,0,3
CONCEPCION,consulta externa,personas de 5 a 9 anos,2016-01-01,24,14,0,0,24,14,38
COPACABANA,consulta externa,personas de 5 a 9 anos,2016-01-01,16,11,0,1,16,12,28
CORIPATA,consulta externa,personas de 5 a 9 anos,2016-01-01,36,29,1,2,37,31,68
CORO CORO,consulta externa,personas de 5 a 9 anos,2016-01-01,13,14,1,0,14,14,28
COROICO,consulta externa,personas de 5 a 9 anos,2016-01-01,34,37,7,7,41,44,85
CORQUE,consulta externa,personas de 5 a 9 anos,2016-01-01,11,12,2,1,13,13,26
COTAGAITA,consulta externa,personas de 5 a 9 anos,2016-01-01,105,83,5,11,110,94,204
COTOCA,consulta externa,personas de 5 a 9 anos,2016-01-01,125,117,7,15,132,132,264
CRUZ DE MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2016-01-01,78,102,2,3,80,105,185
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2016-01-01,3,3,0,0,3,3,6
CUEVO,consulta externa,personas de 5 a 9 anos,2016-01-01,5,10,0,1,5,11,16
CULPINA,consulta externa,personas de 5 a 9 anos,2016-01-01,27,26,0,1,27,27,54
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2016-01-01,10,6,3,0,13,6,19
CURVA,consulta externa,personas de 5 a 9 anos,2016-01-01,4,2,0,0,4,2,6
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2016-01-01,6,8,0,0,6,8,14
EL ALTO,consulta externa,personas de 5 a 9 anos,2016-01-01,2805,2925,499,458,3304,3383,6687
EL CHORO,consulta externa,personas de 5 a 9 anos,2016-01-01,9,8,0,0,9,8,17
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2016-01-01,75,56,3,2,78,58,136
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2016-01-01,51,48,0,1,51,49,100
EL TORNO,consulta externa,personas de 5 a 9 anos,2016-01-01,497,526,286,317,783,843,1626
EL VILLAR,consulta externa,personas de 5 a 9 anos,2016-01-01,29,27,0,1,29,28,57
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2016-01-01,151,173,1,3,152,176,328
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2016-01-01,99,83,6,4,105,87,192
ESCOMA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,5,0,1,3,6,9
ESMERALDA,consulta externa,personas de 5 a 9 anos,2016-01-01,6,6,0,0,6,6,12
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2016-01-01,6,8,0,0,6,8,14
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2016-01-01,8,6,0,0,8,6,14
EXALTACION,consulta externa,personas de 5 a 9 anos,2016-01-01,16,22,0,0,16,22,38
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2016-01-01,97,40,13,10,110,50,160
FILADELFIA,consulta externa,personas de 5 a 9 anos,2016-01-01,16,15,1,0,17,15,32
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2016-01-01,23,28,8,2,31,30,61
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2016-01-01,19,22,0,2,19,24,43
GUANAY,consulta externa,personas de 5 a 9 anos,2016-01-01,33,33,0,0,33,33,66
GUAQUI,consulta externa,personas de 5 a 9 anos,2016-01-01,11,6,0,0,11,6,17
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2016-01-01,314,333,21,24,335,357,692
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2016-01-01,45,50,0,0,45,50,95
HUACARETA,consulta externa,personas de 5 a 9 anos,2016-01-01,33,29,0,0,33,29,62
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2016-01-01,16,21,0,0,16,21,37
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2016-01-01,6,10,0,1,6,11,17
HUANUNI,consulta externa,personas de 5 a 9 anos,2016-01-01,132,119,23,18,155,137,292
HUARACAJE,consulta externa,personas de 5 a 9 anos,2016-01-01,19,21,0,0,19,21,40
HUARINA,consulta externa,personas de 5 a 9 anos,2016-01-01,11,5,8,0,19,5,24
HUATAJATA,consulta externa,personas de 5 a 9 anos,2016-01-01,5,4,1,0,6,4,10
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2016-01-01,12,7,0,0,12,7,19
HUMANATA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,3,0,0,1,3,4
ICHOCA,consulta externa,personas de 5 a 9 anos,2016-01-01,0,1,0,0,0,1,1
ICLA,consulta externa,personas de 5 a 9 anos,2016-01-01,20,29,1,0,21,29,50
INCAHUASI,consulta externa,personas de 5 a 9 anos,2016-01-01,8,6,1,0,9,6,15
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2016-01-01,3,6,1,0,4,6,10
INQUISIVI,consulta externa,personas de 5 a 9 anos,2016-01-01,18,10,2,0,20,10,30
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2016-01-01,35,37,2,0,37,37,74
IXIAMAS,consulta externa,personas de 5 a 9 anos,2016-01-01,37,32,0,1,37,33,70
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2016-01-01,16,20,5,1,21,21,42
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2016-01-01,106,76,0,3,106,79,185
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2016-01-01,375,332,22,13,397,345,742
LA PAZ,consulta externa,personas de 5 a 9 anos,2016-01-01,3016,2988,1093,1102,4109,4090,8199
LA RIVERA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,0,0,0,1,0,1
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2016-01-01,67,57,4,2,71,59,130
LAJA,consulta externa,personas de 5 a 9 anos,2016-01-01,17,7,2,0,19,7,26
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2016-01-01,12,11,0,0,12,11,23
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2016-01-01,8,4,0,0,8,4,12
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2016-01-01,97,86,11,10,108,96,204
LLICA,consulta externa,personas de 5 a 9 anos,2016-01-01,8,12,0,0,8,12,20
LORETO,consulta externa,personas de 5 a 9 anos,2016-01-01,27,33,1,0,28,33,61
LURIBAY,consulta externa,personas de 5 a 9 anos,2016-01-01,23,28,0,0,23,28,51
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2016-01-01,22,4,0,0,22,4,26
MACHARETI,consulta externa,personas de 5 a 9 anos,2016-01-01,40,26,0,1,40,27,67
MAGDALENA,consulta externa,personas de 5 a 9 anos,2016-01-01,77,76,1,3,78,79,157
MAIRANA,consulta externa,personas de 5 a 9 anos,2016-01-01,36,39,1,0,37,39,76
MALLA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,2,0,0,1,2,3
MAPIRI,consulta externa,personas de 5 a 9 anos,2016-01-01,43,61,0,0,43,61,104
MECAPACA,consulta externa,personas de 5 a 9 anos,2016-01-01,16,11,2,0,18,11,29
MINEROS,consulta externa,personas de 5 a 9 anos,2016-01-01,38,45,15,5,53,50,103
MIZQUE,consulta externa,personas de 5 a 9 anos,2016-01-01,39,38,1,4,40,42,82
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2016-01-01,15,7,0,0,15,7,22
MOJINETE,consulta externa,personas de 5 a 9 anos,2016-01-01,2,1,0,0,2,1,3
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2016-01-01,16,8,0,0,16,8,24
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2016-01-01,159,148,5,5,164,153,317
MONTERO,consulta externa,personas de 5 a 9 anos,2016-01-01,891,803,55,55,946,858,1804
MORO MORO,consulta externa,personas de 5 a 9 anos,2016-01-01,6,8,2,0,8,8,16
MOROCHATA,consulta externa,personas de 5 a 9 anos,2016-01-01,7,14,1,2,8,16,24
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2016-01-01,15,14,0,0,15,14,29
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2016-01-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2016-01-01,3,13,0,0,3,13,16
OCURI,consulta externa,personas de 5 a 9 anos,2016-01-01,10,12,0,0,10,12,22
OKINAWA,consulta externa,personas de 5 a 9 anos,2016-01-01,32,23,2,1,34,24,58
OMEREQUE,consulta externa,personas de 5 a 9 anos,2016-01-01,18,23,0,1,18,24,42
ORURO,consulta externa,personas de 5 a 9 anos,2016-01-01,1162,1136,248,281,1410,1417,2827
PADCAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,143,124,0,2,143,126,269
PADILLA,consulta externa,personas de 5 a 9 anos,2016-01-01,49,78,4,15,53,93,146
PAILON,consulta externa,personas de 5 a 9 anos,2016-01-01,112,86,8,4,120,90,210
PALCA,consulta externa,personas de 5 a 9 anos,2016-01-01,36,25,0,1,36,26,62
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2016-01-01,92,65,10,2,102,67,169
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2016-01-01,10,3,0,0,10,3,13
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2016-01-01,23,20,1,0,24,20,44
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2016-01-01,9,4,0,0,9,4,13
PASORAPA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,7,0,0,3,7,10
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,14,15,1,2,15,17,32
PAZÑA,consulta externa,personas de 5 a 9 anos,2016-01-01,4,8,0,1,4,9,13
PELECHUCO,consulta externa,personas de 5 a 9 anos,2016-01-01,10,10,0,0,10,10,20
POCOATA,consulta externa,personas de 5 a 9 anos,2016-01-01,15,6,0,2,15,8,23
POCONA,consulta externa,personas de 5 a 9 anos,2016-01-01,26,32,0,0,26,32,58
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2016-01-01,32,33,0,1,32,34,66
POOPO,consulta externa,personas de 5 a 9 anos,2016-01-01,27,30,2,1,29,31,60
PORCO,consulta externa,personas de 5 a 9 anos,2016-01-01,14,6,0,0,14,6,20
POROMA,consulta externa,personas de 5 a 9 anos,2016-01-01,13,14,0,0,13,14,27
PORONGO,consulta externa,personas de 5 a 9 anos,2016-01-01,22,26,0,0,22,26,48
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2016-01-01,83,81,3,0,86,81,167
PORVENIR,consulta externa,personas de 5 a 9 anos,2016-01-01,34,33,0,0,34,33,67
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2016-01-01,7,4,0,0,7,4,11
POTOSI,consulta externa,personas de 5 a 9 anos,2016-01-01,842,799,133,118,975,917,1892
PRESTO,consulta externa,personas de 5 a 9 anos,2016-01-01,33,20,0,1,33,21,54
PUCARA,consulta externa,personas de 5 a 9 anos,2016-01-01,8,6,0,0,8,6,14
PUCARANI,consulta externa,personas de 5 a 9 anos,2016-01-01,26,23,1,3,27,26,53
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2016-01-01,9,8,0,0,9,8,17
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2016-01-01,21,13,0,0,21,13,34
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2016-01-01,20,23,0,0,20,23,43
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2016-01-01,7,5,0,0,7,5,12
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2016-01-01,51,33,2,1,53,34,87
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2016-01-01,53,59,3,0,56,59,115
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2016-01-01,10,8,0,0,10,8,18
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2016-01-01,56,39,3,0,59,39,98
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2016-01-01,198,139,5,1,203,140,343
PUNA,consulta externa,personas de 5 a 9 anos,2016-01-01,39,29,0,0,39,29,68
PUNATA,consulta externa,personas de 5 a 9 anos,2016-01-01,89,83,12,18,101,101,202
QUIABAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,8,5,0,0,8,5,13
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2016-01-01,593,578,243,198,836,776,1612
QUIME,consulta externa,personas de 5 a 9 anos,2016-01-01,11,10,2,0,13,10,23
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2016-01-01,7,2,0,0,7,2,9
RAVELO,consulta externa,personas de 5 a 9 anos,2016-01-01,19,13,0,0,19,13,32
REYES,consulta externa,personas de 5 a 9 anos,2016-01-01,40,35,0,1,40,36,76
RIBERALTA,consulta externa,personas de 5 a 9 anos,2016-01-01,671,536,219,109,890,645,1535
ROBORE,consulta externa,personas de 5 a 9 anos,2016-01-01,56,46,6,5,62,51,113
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2016-01-01,101,95,18,21,119,116,235
SABAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,49,20,1,4,50,24,74
SACABA,consulta externa,personas de 5 a 9 anos,2016-01-01,362,329,53,91,415,420,835
SACABAMBA,consulta externa,personas de 5 a 9 anos,2016-01-01,16,10,2,0,18,10,28
SACACA,consulta externa,personas de 5 a 9 anos,2016-01-01,14,10,0,0,14,10,24
SAIPINA,consulta externa,personas de 5 a 9 anos,2016-01-01,15,17,3,0,18,17,35
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2016-01-01,28,14,0,0,28,14,42
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2016-01-01,50,36,2,0,52,36,88
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2016-01-01,2,10,0,0,2,10,12
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2016-01-01,76,108,22,16,98,124,222
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2016-01-01,4,4,1,0,5,4,9
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2016-01-01,8,9,0,0,8,9,17
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2016-01-01,23,27,0,0,23,27,50
SAN BENITO,consulta externa,personas de 5 a 9 anos,2016-01-01,17,34,0,1,17,35,52
SAN BORJA,consulta externa,personas de 5 a 9 anos,2016-01-01,201,189,19,23,220,212,432
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2016-01-01,35,46,1,1,36,47,83
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2016-01-01,107,89,1,2,108,91,199
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2016-01-01,164,189,8,5,172,194,366
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2016-01-01,47,53,6,4,53,57,110
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2016-01-01,19,18,2,1,21,19,40
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2016-01-01,25,23,0,0,25,23,48
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2016-01-01,40,13,0,0,40,13,53
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2016-01-01,72,79,3,5,75,84,159
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2016-01-01,72,47,4,4,76,51,127
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2016-01-01,236,242,6,7,242,249,491
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2016-01-01,17,15,0,0,17,15,32
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2016-01-01,94,102,0,1,94,103,197
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2016-01-01,72,64,2,0,74,64,138
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2016-01-01,26,29,4,2,30,31,61
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2016-01-01,19,28,6,4,25,32,57
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2016-01-01,6,7,0,0,6,7,13
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2016-01-01,95,110,0,6,95,116,211
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2016-01-01,19,18,0,0,19,18,37
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2016-01-01,17,20,0,2,17,22,39
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2016-01-01,1,2,0,0,1,2,3
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2016-01-01,6,9,2,1,8,10,18
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2016-01-01,6,3,1,0,7,3,10
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2016-01-01,23,17,3,2,26,19,45
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2016-01-01,32,40,0,0,32,40,72
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2016-01-01,38,64,0,0,38,64,102
SANTA ANA,consulta externa,personas de 5 a 9 anos,2016-01-01,43,48,15,39,58,87,145
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2016-01-01,6200,5837,1246,1231,7446,7068,14514
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2016-01-01,49,48,0,2,49,50,99
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2016-01-01,81,87,3,5,84,92,176
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2016-01-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2016-01-01,12,16,1,0,13,16,29
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2016-01-01,3,4,0,0,3,4,7
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2016-01-01,5,5,0,0,5,5,10
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2016-01-01,13,18,2,2,15,20,35
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2016-01-01,3,3,0,0,3,3,6
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2016-01-01,22,17,1,0,23,17,40
SENA,consulta externa,personas de 5 a 9 anos,2016-01-01,37,37,0,0,37,37,74
SHINAOTA,consulta externa,personas de 5 a 9 anos,2016-01-01,120,101,9,4,129,105,234
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2016-01-01,24,35,0,0,24,35,59
SICAYA,consulta externa,personas de 5 a 9 anos,2016-01-01,13,6,0,0,13,6,19
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2016-01-01,103,83,15,8,118,91,209
SOPACHUY,consulta externa,personas de 5 a 9 anos,2016-01-01,41,45,0,0,41,45,86
SORACACHI,consulta externa,personas de 5 a 9 anos,2016-01-01,10,15,0,0,10,15,25
SORATA,consulta externa,personas de 5 a 9 anos,2016-01-01,30,20,3,2,33,22,55
