,group,variable,month,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 40 a 49 anos,2016-01-01,88,105,11,2,99,107,206
AZURDUY,consulta externa,personas de 40 a 49 anos,2016-01-01,29,65,1,1,30,66,96
BATALLAS,consulta externa,personas de 40 a 49 anos,2016-01-01,21,32,1,0,22,32,54
BAURES,consulta externa,personas de 40 a 49 anos,2016-01-01,46,43,0,3,46,46,92
BELEN DE ANDAMARCA,consulta externa,personas de 40 a 49 anos,2016-01-01,9,7,0,1,9,8,17
BELEN DE URMIRI,consulta externa,personas de 40 a 49 anos,2016-01-01,6,7,0,0,6,7,13
BELLA FLOR,consulta externa,personas de 40 a 49 anos,2016-01-01,22,15,1,1,23,16,39
BERMEJO,consulta externa,personas de 40 a 49 anos,2016-01-01,408,635,55,95,463,730,1193
BETANZOS,consulta externa,personas de 40 a 49 anos,2016-01-01,133,177,8,16,141,193,334
BOLIVAR,consulta externa,personas de 40 a 49 anos,2016-01-01,12,13,0,1,12,14,26
BOLPEBRA,consulta externa,personas de 40 a 49 anos,2016-01-01,1,3,0,0,1,3,4
BOYUIBE,consulta externa,personas de 40 a 49 anos,2016-01-01,12,12,2,3,14,15,29
BUENA VISTA,consulta externa,personas de 40 a 49 anos,2016-01-01,97,72,6,6,103,78,181
CABEZAS,consulta externa,personas de 40 a 49 anos,2016-01-01,150,160,3,11,153,171,324
CAIROMA,consulta externa,personas de 40 a 49 anos,2016-01-01,41,45,11,3,52,48,100
"CAIZA ""D""",consulta externa,personas de 40 a 49 anos,2016-01-01,54,80,3,4,57,84,141
CAJUATA,consulta externa,personas de 40 a 49 anos,2016-01-01,24,28,1,0,25,28,53
CALACOTO,consulta externa,personas de 40 a 49 anos,2016-01-01,8,25,0,0,8,25,33
CALAMARCA,consulta externa,personas de 40 a 49 anos,2016-01-01,27,73,0,9,27,82,109
CAMARGO,consulta externa,personas de 40 a 49 anos,2016-01-01,86,165,10,14,96,179,275
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 40 a 49 anos,2016-01-01,11,19,0,3,11,22,33
CAMIRI,consulta externa,personas de 40 a 49 anos,2016-01-01,292,421,36,87,328,508,836
CAPINOTA,consulta externa,personas de 40 a 49 anos,2016-01-01,51,84,27,36,78,120,198
CAQUIAVIRI,consulta externa,personas de 40 a 49 anos,2016-01-01,24,26,0,0,24,26,50
CARACOLLO,consulta externa,personas de 40 a 49 anos,2016-01-01,59,91,1,6,60,97,157
CARANAVI,consulta externa,personas de 40 a 49 anos,2016-01-01,127,238,10,9,137,247,384
CARANGAS,consulta externa,personas de 40 a 49 anos,2016-01-01,4,3,0,0,4,3,7
CARAPARI,consulta externa,personas de 40 a 49 anos,2016-01-01,220,231,11,5,231,236,467
CARIPUYO,consulta externa,personas de 40 a 49 anos,2016-01-01,23,21,0,0,23,21,44
CARMEN RIVERO TORREZ,consulta externa,personas de 40 a 49 anos,2016-01-01,10,18,1,3,11,21,32
CATACORA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,9,0,1,10,10,20
CHACARILLA,consulta externa,personas de 40 a 49 anos,2016-01-01,1,3,0,0,1,3,4
CHALLAPATA,consulta externa,personas de 40 a 49 anos,2016-01-01,55,128,7,18,62,146,208
CHAQUI,consulta externa,personas de 40 a 49 anos,2016-01-01,50,40,0,1,50,41,91
CHARAGUA,consulta externa,personas de 40 a 49 anos,2016-01-01,43,69,1,1,44,70,114
CHARAÑA,consulta externa,personas de 40 a 49 anos,2016-01-01,16,9,1,0,17,9,26
CHAYANTA,consulta externa,personas de 40 a 49 anos,2016-01-01,40,51,0,0,40,51,91
CHIMORE,consulta externa,personas de 40 a 49 anos,2016-01-01,74,91,1,2,75,93,168
CHIPAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,2,5,0,0,2,5,7
CHOQUE COTA,consulta externa,personas de 40 a 49 anos,2016-01-01,4,11,0,0,4,11,15
CHUA COCANI,consulta externa,personas de 40 a 49 anos,2016-01-01,4,16,0,1,4,17,21
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 40 a 49 anos,2016-01-01,53,54,12,6,65,60,125
CHUMA,consulta externa,personas de 40 a 49 anos,2016-01-01,26,37,1,1,27,38,65
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 40 a 49 anos,2016-01-01,11,19,0,0,11,19,30
CKOCHAS,consulta externa,personas de 40 a 49 anos,2016-01-01,40,71,1,0,41,71,112
CLIZA,consulta externa,personas de 40 a 49 anos,2016-01-01,35,74,0,20,35,94,129
COBIJA,consulta externa,personas de 40 a 49 anos,2016-01-01,168,286,26,59,194,345,539
COCAPATA,consulta externa,personas de 40 a 49 anos,2016-01-01,4,28,0,0,4,28,32
COCHABAMBA,consulta externa,personas de 40 a 49 anos,2016-01-01,3557,7899,2291,5127,5848,13026,18874
COIPASA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,4,0,0,10,4,14
COLCAPIRHUA,consulta externa,personas de 40 a 49 anos,2016-01-01,40,76,8,16,48,92,140
"COLCHA ""K""",consulta externa,personas de 40 a 49 anos,2016-01-01,146,109,34,10,180,119,299
COLLANA,consulta externa,personas de 40 a 49 anos,2016-01-01,8,11,0,0,8,11,19
COLOMI,consulta externa,personas de 40 a 49 anos,2016-01-01,25,23,1,1,26,24,50
COLPA BELGICA,consulta externa,personas de 40 a 49 anos,2016-01-01,48,69,3,4,51,73,124
COLQUECHACA,consulta externa,personas de 40 a 49 anos,2016-01-01,51,91,2,10,53,101,154
COLQUENCHA,consulta externa,personas de 40 a 49 anos,2016-01-01,15,36,4,4,19,40,59
COLQUIRI,consulta externa,personas de 40 a 49 anos,2016-01-01,41,58,12,10,53,68,121
COMANCHE,consulta externa,personas de 40 a 49 anos,2016-01-01,10,11,3,0,13,11,24
COMARAPA,consulta externa,personas de 40 a 49 anos,2016-01-01,34,50,0,2,34,52,86
COMBAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,0,2,0,0,0,2,2
CONCEPCION,consulta externa,personas de 40 a 49 anos,2016-01-01,32,49,0,2,32,51,83
COPACABANA,consulta externa,personas de 40 a 49 anos,2016-01-01,20,21,1,0,21,21,42
CORIPATA,consulta externa,personas de 40 a 49 anos,2016-01-01,20,40,2,5,22,45,67
CORO CORO,consulta externa,personas de 40 a 49 anos,2016-01-01,21,32,3,0,24,32,56
COROICO,consulta externa,personas de 40 a 49 anos,2016-01-01,40,64,9,18,49,82,131
CORQUE,consulta externa,personas de 40 a 49 anos,2016-01-01,31,26,1,1,32,27,59
COTAGAITA,consulta externa,personas de 40 a 49 anos,2016-01-01,130,184,23,25,153,209,362
COTOCA,consulta externa,personas de 40 a 49 anos,2016-01-01,72,114,16,20,88,134,222
CRUZ DE MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2016-01-01,2,3,0,0,2,3,5
CUATRO CAÑADAS,consulta externa,personas de 40 a 49 anos,2016-01-01,57,73,1,6,58,79,137
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 40 a 49 anos,2016-01-01,7,4,0,2,7,6,13
CUEVO,consulta externa,personas de 40 a 49 anos,2016-01-01,12,24,1,2,13,26,39
CULPINA,consulta externa,personas de 40 a 49 anos,2016-01-01,41,74,0,1,41,75,116
CURAHUARA DE CARANGAS,consulta externa,personas de 40 a 49 anos,2016-01-01,10,15,2,0,12,15,27
CURVA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,15,0,0,10,15,25
DESAGUADERO,consulta externa,personas de 40 a 49 anos,2016-01-01,5,15,0,2,5,17,22
EL ALTO,consulta externa,personas de 40 a 49 anos,2016-01-01,2267,5257,819,2086,3086,7343,10429
EL CHORO,consulta externa,personas de 40 a 49 anos,2016-01-01,14,11,0,0,14,11,25
EL PUENTE(STC),consulta externa,personas de 40 a 49 anos,2016-01-01,37,62,0,0,37,62,99
EL PUENTE(TJA),consulta externa,personas de 40 a 49 anos,2016-01-01,69,132,2,3,71,135,206
EL TORNO,consulta externa,personas de 40 a 49 anos,2016-01-01,522,690,427,489,949,1179,2128
EL VILLAR,consulta externa,personas de 40 a 49 anos,2016-01-01,56,60,1,0,57,60,117
ENTRE RIOS TRJ,consulta externa,personas de 40 a 49 anos,2016-01-01,177,347,6,2,183,349,532
ENTRE RIOS CBBA,consulta externa,personas de 40 a 49 anos,2016-01-01,62,76,15,8,77,84,161
ESCARA,consulta externa,personas de 40 a 49 anos,2016-01-01,1,2,0,1,1,3,4
ESCOMA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,7,2,0,12,7,19
ESMERALDA,consulta externa,personas de 40 a 49 anos,2016-01-01,12,11,0,0,12,11,23
EUCALIPTUS,consulta externa,personas de 40 a 49 anos,2016-01-01,10,15,0,0,10,15,25
EUREKA (SANTOS MERCADO),consulta externa,personas de 40 a 49 anos,2016-01-01,4,8,0,0,4,8,12
EXALTACION,consulta externa,personas de 40 a 49 anos,2016-01-01,9,17,0,0,9,17,26
FERNANDEZ ALONSO,consulta externa,personas de 40 a 49 anos,2016-01-01,25,42,3,9,28,51,79
FILADELFIA,consulta externa,personas de 40 a 49 anos,2016-01-01,34,25,1,1,35,26,61
GENERAL SAAVEDRA,consulta externa,personas de 40 a 49 anos,2016-01-01,16,29,2,5,18,34,52
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 40 a 49 anos,2016-01-01,21,40,0,1,21,41,62
GUANAY,consulta externa,personas de 40 a 49 anos,2016-01-01,59,139,5,30,64,169,233
GUAQUI,consulta externa,personas de 40 a 49 anos,2016-01-01,19,24,1,2,20,26,46
GUAYARAMERIN,consulta externa,personas de 40 a 49 anos,2016-01-01,230,471,62,170,292,641,933
GUTIERREZ,consulta externa,personas de 40 a 49 anos,2016-01-01,21,57,1,0,22,57,79
HUACARETA,consulta externa,personas de 40 a 49 anos,2016-01-01,74,104,1,1,75,105,180
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 40 a 49 anos,2016-01-01,36,41,3,1,39,42,81
HUACHACALLA,consulta externa,personas de 40 a 49 anos,2016-01-01,30,20,5,2,35,22,57
HUANUNI,consulta externa,personas de 40 a 49 anos,2016-01-01,792,321,129,97,921,418,1339
HUARACAJE,consulta externa,personas de 40 a 49 anos,2016-01-01,5,26,0,0,5,26,31
HUARINA,consulta externa,personas de 40 a 49 anos,2016-01-01,12,21,2,2,14,23,37
HUATAJATA,consulta externa,personas de 40 a 49 anos,2016-01-01,6,11,2,1,8,12,20
HUAYLLAMARCA,consulta externa,personas de 40 a 49 anos,2016-01-01,25,12,0,0,25,12,37
HUMANATA,consulta externa,personas de 40 a 49 anos,2016-01-01,11,5,0,0,11,5,16
ICHOCA,consulta externa,personas de 40 a 49 anos,2016-01-01,0,3,0,0,0,3,3
ICLA,consulta externa,personas de 40 a 49 anos,2016-01-01,21,63,0,0,21,63,84
INCAHUASI,consulta externa,personas de 40 a 49 anos,2016-01-01,27,48,1,0,28,48,76
INGAVI (HUMAITA),consulta externa,personas de 40 a 49 anos,2016-01-01,6,6,0,0,6,6,12
INQUISIVI,consulta externa,personas de 40 a 49 anos,2016-01-01,16,22,0,0,16,22,38
IRUPANA (VILLA DE LANZA),consulta externa,personas de 40 a 49 anos,2016-01-01,52,70,2,3,54,73,127
IXIAMAS,consulta externa,personas de 40 a 49 anos,2016-01-01,39,32,0,1,39,33,72
JESUS DE MACHACA,consulta externa,personas de 40 a 49 anos,2016-01-01,43,39,16,22,59,61,120
LA ASUNTA,consulta externa,personas de 40 a 49 anos,2016-01-01,96,95,3,7,99,102,201
LA GUARDIA,consulta externa,personas de 40 a 49 anos,2016-01-01,180,277,12,12,192,289,481
LA PAZ,consulta externa,personas de 40 a 49 anos,2016-01-01,4557,8120,2984,5299,7541,13419,20960
LA RIVERA,consulta externa,personas de 40 a 49 anos,2016-01-01,3,3,0,0,3,3,6
LAGUNILLAS,consulta externa,personas de 40 a 49 anos,2016-01-01,44,88,0,0,44,88,132
LAJA,consulta externa,personas de 40 a 49 anos,2016-01-01,24,31,2,0,26,31,57
LAS CARRERAS,consulta externa,personas de 40 a 49 anos,2016-01-01,20,36,0,0,20,36,56
LICOMA PAMPA,consulta externa,personas de 40 a 49 anos,2016-01-01,5,17,0,5,5,22,27
LLALLAGUA,consulta externa,personas de 40 a 49 anos,2016-01-01,153,218,22,17,175,235,410
LLICA,consulta externa,personas de 40 a 49 anos,2016-01-01,14,12,0,0,14,12,26
LORETO,consulta externa,personas de 40 a 49 anos,2016-01-01,22,38,0,1,22,39,61
LURIBAY,consulta externa,personas de 40 a 49 anos,2016-01-01,50,54,6,4,56,58,114
MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2016-01-01,20,22,0,1,20,23,43
MACHARETI,consulta externa,personas de 40 a 49 anos,2016-01-01,33,82,0,5,33,87,120
MAGDALENA,consulta externa,personas de 40 a 49 anos,2016-01-01,57,94,8,35,65,129,194
MAIRANA,consulta externa,personas de 40 a 49 anos,2016-01-01,25,56,2,8,27,64,91
MALLA,consulta externa,personas de 40 a 49 anos,2016-01-01,4,4,0,0,4,4,8
MAPIRI,consulta externa,personas de 40 a 49 anos,2016-01-01,39,67,4,1,43,68,111
MECAPACA,consulta externa,personas de 40 a 49 anos,2016-01-01,34,43,7,4,41,47,88
MINEROS,consulta externa,personas de 40 a 49 anos,2016-01-01,14,23,0,0,14,23,37
MIZQUE,consulta externa,personas de 40 a 49 anos,2016-01-01,34,69,4,12,38,81,119
MOCOMOCO,consulta externa,personas de 40 a 49 anos,2016-01-01,30,47,1,0,31,47,78
MOJINETE,consulta externa,personas de 40 a 49 anos,2016-01-01,4,15,0,0,4,15,19
MOJOCOYA,consulta externa,personas de 40 a 49 anos,2016-01-01,18,72,1,3,19,75,94
MONTEAGUDO,consulta externa,personas de 40 a 49 anos,2016-01-01,260,449,32,37,292,486,778
MONTERO,consulta externa,personas de 40 a 49 anos,2016-01-01,458,959,53,126,511,1085,1596
MORO MORO,consulta externa,personas de 40 a 49 anos,2016-01-01,5,16,0,6,5,22,27
MOROCHATA,consulta externa,personas de 40 a 49 anos,2016-01-01,22,28,2,5,24,33,57
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 40 a 49 anos,2016-01-01,30,22,0,0,30,22,52
NAZACARA DE PACAJES,consulta externa,personas de 40 a 49 anos,2016-01-01,1,9,0,0,1,9,10
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 40 a 49 anos,2016-01-01,4,6,0,0,4,6,10
OCURI,consulta externa,personas de 40 a 49 anos,2016-01-01,18,42,1,1,19,43,62
OKINAWA,consulta externa,personas de 40 a 49 anos,2016-01-01,44,59,1,4,45,63,108
OMEREQUE,consulta externa,personas de 40 a 49 anos,2016-01-01,28,67,1,2,29,69,98
ORURO,consulta externa,personas de 40 a 49 anos,2016-01-01,1477,3002,498,898,1975,3900,5875
PADCAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,173,311,22,15,195,326,521
PADILLA,consulta externa,personas de 40 a 49 anos,2016-01-01,80,241,12,18,92,259,351
PAILON,consulta externa,personas de 40 a 49 anos,2016-01-01,88,134,5,11,93,145,238
PALCA,consulta externa,personas de 40 a 49 anos,2016-01-01,30,49,1,0,31,49,80
PALOS BLANCOS,consulta externa,personas de 40 a 49 anos,2016-01-01,94,120,17,9,111,129,240
PAMPA AULLAGAS,consulta externa,personas de 40 a 49 anos,2016-01-01,14,10,0,0,14,10,24
PAMPA GRANDE,consulta externa,personas de 40 a 49 anos,2016-01-01,19,33,0,2,19,35,54
PAPEL PAMPA,consulta externa,personas de 40 a 49 anos,2016-01-01,12,25,1,0,13,25,38
PASORAPA,consulta externa,personas de 40 a 49 anos,2016-01-01,11,21,0,1,11,22,33
PATACAMAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,32,5,14,15,46,61
PAZÑA,consulta externa,personas de 40 a 49 anos,2016-01-01,26,29,1,0,27,29,56
PELECHUCO,consulta externa,personas de 40 a 49 anos,2016-01-01,25,32,1,1,26,33,59
POCOATA,consulta externa,personas de 40 a 49 anos,2016-01-01,11,31,0,1,11,32,43
POCONA,consulta externa,personas de 40 a 49 anos,2016-01-01,64,84,1,4,65,88,153
POJO (CBBA),consulta externa,personas de 40 a 49 anos,2016-01-01,30,61,3,2,33,63,96
POOPO,consulta externa,personas de 40 a 49 anos,2016-01-01,17,18,4,6,21,24,45
PORCO,consulta externa,personas de 40 a 49 anos,2016-01-01,16,24,1,0,17,24,41
POROMA,consulta externa,personas de 40 a 49 anos,2016-01-01,31,89,3,0,34,89,123
PORONGO,consulta externa,personas de 40 a 49 anos,2016-01-01,24,29,0,0,24,29,53
PORTACHUELO,consulta externa,personas de 40 a 49 anos,2016-01-01,44,150,5,15,49,165,214
PORVENIR,consulta externa,personas de 40 a 49 anos,2016-01-01,18,26,0,0,18,26,44
POSTRER VALLE,consulta externa,personas de 40 a 49 anos,2016-01-01,7,14,0,0,7,14,21
POTOSI,consulta externa,personas de 40 a 49 anos,2016-01-01,1467,2735,510,884,1977,3619,5596
PRESTO,consulta externa,personas de 40 a 49 anos,2016-01-01,36,53,1,0,37,53,90
PUCARA,consulta externa,personas de 40 a 49 anos,2016-01-01,13,29,1,5,14,34,48
PUCARANI,consulta externa,personas de 40 a 49 anos,2016-01-01,40,63,10,8,50,71,121
PUERTO ACOSTA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,28,0,0,10,28,38
PUERTO CARABUCO,consulta externa,personas de 40 a 49 anos,2016-01-01,30,56,5,3,35,59,94
PUERTO GONZALO MORENO,consulta externa,personas de 40 a 49 anos,2016-01-01,29,26,4,0,33,26,59
PUERTO PEREZ,consulta externa,personas de 40 a 49 anos,2016-01-01,15,17,0,3,15,20,35
PUERTO QUIJARRO,consulta externa,personas de 40 a 49 anos,2016-01-01,104,99,6,2,110,101,211
PUERTO RICO,consulta externa,personas de 40 a 49 anos,2016-01-01,42,53,1,1,43,54,97
PUERTO SILES,consulta externa,personas de 40 a 49 anos,2016-01-01,3,5,1,0,4,5,9
PUERTO SUAREZ,consulta externa,personas de 40 a 49 anos,2016-01-01,45,80,2,4,47,84,131
PUERTO VILLARROEL,consulta externa,personas de 40 a 49 anos,2016-01-01,177,226,6,13,183,239,422
PUNA,consulta externa,personas de 40 a 49 anos,2016-01-01,47,80,0,1,47,81,128
PUNATA,consulta externa,personas de 40 a 49 anos,2016-01-01,56,124,19,46,75,170,245
QUIABAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,6,15,0,0,6,15,21
QUILLACOLLO,consulta externa,personas de 40 a 49 anos,2016-01-01,474,937,210,337,684,1274,1958
QUIME,consulta externa,personas de 40 a 49 anos,2016-01-01,66,35,5,1,71,36,107
QUIRUSILLAS,consulta externa,personas de 40 a 49 anos,2016-01-01,3,4,0,1,3,5,8
RAVELO,consulta externa,personas de 40 a 49 anos,2016-01-01,24,70,1,2,25,72,97
REYES,consulta externa,personas de 40 a 49 anos,2016-01-01,23,53,2,4,25,57,82
RIBERALTA,consulta externa,personas de 40 a 49 anos,2016-01-01,482,696,219,177,701,873,1574
ROBORE,consulta externa,personas de 40 a 49 anos,2016-01-01,95,134,13,25,108,159,267
RURRENABAQUE,consulta externa,personas de 40 a 49 anos,2016-01-01,116,202,71,139,187,341,528
SABAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,49,49,1,1,50,50,100
SACABA,consulta externa,personas de 40 a 49 anos,2016-01-01,296,536,125,168,421,704,1125
SACABAMBA,consulta externa,personas de 40 a 49 anos,2016-01-01,7,8,0,1,7,9,16
SACACA,consulta externa,personas de 40 a 49 anos,2016-01-01,28,48,0,3,28,51,79
SAIPINA,consulta externa,personas de 40 a 49 anos,2016-01-01,13,36,2,2,15,38,53
SALINAS DE GARCI MENDOZA,consulta externa,personas de 40 a 49 anos,2016-01-01,24,40,1,0,25,40,65
SAMAIPATA,consulta externa,personas de 40 a 49 anos,2016-01-01,55,70,4,7,59,77,136
SAN AGUSTIN,consulta externa,personas de 40 a 49 anos,2016-01-01,16,17,1,0,17,17,34
SAN ANDRES,consulta externa,personas de 40 a 49 anos,2016-01-01,75,71,18,14,93,85,178
SAN ANDRES DE MACHACA,consulta externa,personas de 40 a 49 anos,2016-01-01,14,18,2,3,16,21,37
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 40 a 49 anos,2016-01-01,14,7,0,0,14,7,21
SAN ANTONIO DE LOMERIO,consulta externa,personas de 40 a 49 anos,2016-01-01,21,33,0,1,21,34,55
SAN BENITO,consulta externa,personas de 40 a 49 anos,2016-01-01,21,38,1,5,22,43,65
SAN BORJA,consulta externa,personas de 40 a 49 anos,2016-01-01,130,258,10,78,140,336,476
SAN BUENA VENTURA,consulta externa,personas de 40 a 49 anos,2016-01-01,48,45,2,3,50,48,98
SAN CARLOS,consulta externa,personas de 40 a 49 anos,2016-01-01,48,100,0,11,48,111,159
SAN IGNACIO,consulta externa,personas de 40 a 49 anos,2016-01-01,112,235,16,57,128,292,420
SAN IGNACIO DE VELASCO,consulta externa,personas de 40 a 49 anos,2016-01-01,65,98,11,29,76,127,203
SAN JAVIER(BNI),consulta externa,personas de 40 a 49 anos,2016-01-01,15,18,1,3,16,21,37
SAN JAVIER(STC),consulta externa,personas de 40 a 49 anos,2016-01-01,36,60,0,2,36,62,98
SAN JOAQUIN,consulta externa,personas de 40 a 49 anos,2016-01-01,27,89,0,1,27,90,117
SAN JOSE DE CHIQUITOS,consulta externa,personas de 40 a 49 anos,2016-01-01,75,113,2,6,77,119,196
SAN JUAN DE YAPACANI,consulta externa,personas de 40 a 49 anos,2016-01-01,53,245,4,16,57,261,318
SAN JULIAN,consulta externa,personas de 40 a 49 anos,2016-01-01,174,207,4,12,178,219,397
SAN LORENZO(PND),consulta externa,personas de 40 a 49 anos,2016-01-01,9,6,0,2,9,8,17
SAN LORENZO(TJA),consulta externa,personas de 40 a 49 anos,2016-01-01,141,245,4,6,145,251,396
SAN LUCAS,consulta externa,personas de 40 a 49 anos,2016-01-01,98,195,0,9,98,204,302
SAN MATIAS,consulta externa,personas de 40 a 49 anos,2016-01-01,17,27,7,6,24,33,57
SAN MIGUEL DE VELASCO,consulta externa,personas de 40 a 49 anos,2016-01-01,20,24,7,14,27,38,65
SAN PABLO DE LIPEZ,consulta externa,personas de 40 a 49 anos,2016-01-01,16,14,0,0,16,14,30
SAN PEDRO,consulta externa,personas de 40 a 49 anos,2016-01-01,67,81,3,3,70,84,154
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 40 a 49 anos,2016-01-01,82,96,0,2,82,98,180
SAN PEDRO DE CURAHUARA,consulta externa,personas de 40 a 49 anos,2016-01-01,12,19,1,0,13,19,32
SAN PEDRO DE QUEMES,consulta externa,personas de 40 a 49 anos,2016-01-01,14,11,0,3,14,14,28
SAN PEDRO DE TIQUINA,consulta externa,personas de 40 a 49 anos,2016-01-01,10,17,2,1,12,18,30
SAN PEDRO(PND),consulta externa,personas de 40 a 49 anos,2016-01-01,5,3,0,0,5,3,8
SAN RAFAEL,consulta externa,personas de 40 a 49 anos,2016-01-01,14,26,1,7,15,33,48
SAN RAMON BENI,consulta externa,personas de 40 a 49 anos,2016-01-01,35,55,1,1,36,56,92
SAN RAMON SCZ,consulta externa,personas de 40 a 49 anos,2016-01-01,44,67,0,1,44,68,112
SANTA ANA,consulta externa,personas de 40 a 49 anos,2016-01-01,33,65,23,61,56,126,182
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 40 a 49 anos,2016-01-01,7237,11561,2113,3716,9350,15277,24627
SANTA ROSA,consulta externa,personas de 40 a 49 anos,2016-01-01,51,85,5,11,56,96,152
SANTA ROSA DEL SARA,consulta externa,personas de 40 a 49 anos,2016-01-01,56,94,1,3,57,97,154
SANTIAGO DE CALLAPA,consulta externa,personas de 40 a 49 anos,2016-01-01,1,3,1,0,2,3,5
SANTIAGO DE HUARI,consulta externa,personas de 40 a 49 anos,2016-01-01,27,30,0,0,27,30,57
SANTIAGO DE HUATA,consulta externa,personas de 40 a 49 anos,2016-01-01,6,21,0,0,6,21,27
SANTIAGO DE MACHACA,consulta externa,personas de 40 a 49 anos,2016-01-01,4,8,0,1,4,9,13
SANTIVAÑES,consulta externa,personas de 40 a 49 anos,2016-01-01,18,43,1,6,19,49,68
SANTUARIO DE QUILLACAS,consulta externa,personas de 40 a 49 anos,2016-01-01,6,13,0,1,6,14,20
SAPAHAQUI,consulta externa,personas de 40 a 49 anos,2016-01-01,33,22,1,0,34,22,56
SENA,consulta externa,personas de 40 a 49 anos,2016-01-01,27,32,0,0,27,32,59
SHINAOTA,consulta externa,personas de 40 a 49 anos,2016-01-01,66,112,4,8,70,120,190
SICA SICA (VILLA AROMA),consulta externa,personas de 40 a 49 anos,2016-01-01,44,78,6,3,50,81,131
SICAYA,consulta externa,personas de 40 a 49 anos,2016-01-01,4,12,0,0,4,12,16
SIPE SIPE,consulta externa,personas de 40 a 49 anos,2016-01-01,55,100,9,14,64,114,178
SOPACHUY,consulta externa,personas de 40 a 49 anos,2016-01-01,38,57,3,0,41,57,98
SORACACHI,consulta externa,personas de 40 a 49 anos,2016-01-01,19,29,3,0,22,29,51
