,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,3,2,3,2,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,15,30,15,30,45
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,124,238,124,238,362
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,0,0,0,0,0
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,127,345,127,345,472
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,14,24,14,24,38
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,4,13,4,13,17
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,0,1,0,1,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,198,555,198,555,753
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,1,1,1,2
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,0,4,0,4,4
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,42,75,42,75,117
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,33,76,33,76,109
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,8,47,8,47,55
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,24,103,24,103,127
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,2,12,2,12,14
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,11,12,11,12,23
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,12,60,12,60,72
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,2,1,2,3
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,2,3,2,3,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,3,6,3,6,9
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,11,17,11,17,28
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,2,1,2,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,8,5,8,5,13
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,5,12,5,12,17
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,236,1059,236,1059,1295
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,0,1,0,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,1,5,1,5,6
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,127,217,127,217,344
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,3,6,3,6,9
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,92,131,92,131,223
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,2,5,2,5,7
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,79,120,79,120,199
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,7,9,7,9,16
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,4,4,4,4,8
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,9,13,9,13,22
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,20,49,20,49,69
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,3,21,3,21,24
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,0,2,0,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,85,163,85,163,248
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,3,8,3,8,11
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,8,36,8,36,44
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,55,97,55,97,152
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2024-01-01,14,12,14,12,26
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,13,0,13,13
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,3,5,3,5,8
ARAMPAMPA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,3,13,3,13,16
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,13,9,13,9,22
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,3,1,3,4
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
BAURES,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,0,1,0,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,44,83,44,83,127
"CAIZA ""D""",internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,13,29,13,29,42
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,3,24,3,24,27
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,18,59,18,59,77
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,5,14,5,14,19
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,5,16,5,16,21
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,13,10,13,10,23
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,3,19,3,19,22
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,30,71,30,71,101
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,257,604,257,604,861
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,8,20,8,20,28
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,6,15,6,15,21
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,19,46,19,46,65
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,282,828,282,828,1110
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,3,1,3,4
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,2,1,2,1,3
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,2,0,2,2
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,10,31,10,31,41
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,4,1,4,5
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,261,698,261,698,959
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,3,1,3,4
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,8,8,8,8,16
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,4,8,4,8,12
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,2,0,2,0,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,11,24,11,24,35
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,106,189,106,189,295
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,0,0,0,0
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,92,322,92,322,414
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,9,11,9,11,20
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,10,11,10,11,21
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,8,0,8,8
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,4,1,4,1,5
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,84,150,84,150,234
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,0,1,0,1
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,41,85,41,85,126
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,33,75,33,75,108
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,12,84,12,84,96
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,3,1,3,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,27,108,27,108,135
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,9,1,9,10
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,9,10,9,10,19
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,10,46,10,46,56
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,8,9,8,9,17
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,3,11,3,11,14
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,8,30,8,30,38
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,1,0,1,1
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,3,6,3,6,9
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,2,5,2,5,7
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,230,1061,230,1061,1291
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,1,1,1,2
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,5,7,5,7,12
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,112,262,112,262,374
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,8,5,8,5,13
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,122,179,122,179,301
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,0,4,0,4,4
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,63,103,63,103,166
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,2,2,2,2,4
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,1,5,1,5,6
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,5,8,5,8,13
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,13,35,13,35,48
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,4,14,4,14,18
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,71,143,71,143,214
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,2,5,2,5,7
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,17,49,17,49,66
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-02-01,54,78,54,78,132
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,10,2,10,12
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,4,4,4,4,8
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,9,17,9,17,26
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,4,1,4,5
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,1,2,1,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,63,116,63,116,179
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,6,5,6,5,11
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,19,23,19,23,42
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,17,34,17,34,51
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,8,60,8,60,68
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,0,2,0,2
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,2,0,2,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,14,14,14,14,28
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,10,23,10,23,33
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,3,0,3,3
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,9,16,9,16,25
CHUQUIHUTA AYLLU JUCUMANI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,3,2,3,5
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,9,0,9,9
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,27,71,27,71,98
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,235,621,235,621,856
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,8,35,8,35,43
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,5,1,5,6
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,3,2,3,2,5
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,9,19,9,19,28
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,25,43,25,43,68
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,322,621,322,621,943
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,3,1,3,4
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,0,1,0,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,5,35,5,35,40
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,7,1,7,8
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,1,1,1,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,291,577,291,577,868
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,5,2,5,2,7
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,2,0,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,2,1,2,3
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,1,2,1,3
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,1,1,1,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,4,0,4,4
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,17,32,17,32,49
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,77,217,77,217,294
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,121,329,121,329,450
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,17,26,17,26,43
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,2,0,2,2
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,11,0,11,11
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,8,0,8,8
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,113,244,113,244,357
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,5,3,5,3,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,47,70,47,70,117
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,30,81,30,81,111
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,9,78,9,78,87
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,12,7,12,7,19
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,6,6,6,6,12
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,10,12,10,12,22
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,12,29,12,29,41
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,3,2,3,2,5
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,5,14,5,14,19
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,4,9,4,9,13
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,15,30,15,30,45
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,10,3,10,3,13
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,4,5,4,5,9
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,310,936,310,936,1246
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,6,4,6,4,10
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,6,2,6,8
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,139,205,139,205,344
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,5,16,5,16,21
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,161,211,161,211,372
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,4,0,4,4
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,73,130,73,130,203
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,26,65,26,65,91
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,8,1,8,9
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,2,9,2,9,11
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,1,12,1,12,13
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,3,19,3,19,22
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,64,154,64,154,218
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,3,12,3,12,15
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,16,60,16,60,76
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,13,15,13,15,28
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2024-03-01,99,195,99,195,294
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,6,11,6,11,17
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,4,4,4,4,8
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,8,18,8,18,26
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,1,1,1,1,2
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,1,1,1,1,2
BAURES,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,65,105,65,105,170
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,0,2,0,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2024-04-01,11,21,11,21,32
