,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,1,0,1,0,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,1,2,1,2,3
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,16,41,16,41,57
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,162,310,162,310,472
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,367,653,367,653,1020
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,13,33,13,33,46
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,6,5,6,5,11
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,1,3,1,3,4
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,108,388,108,388,496
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,5,5,5,5,10
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,40,92,40,92,132
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,36,80,36,80,116
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,15,101,15,101,116
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,2,3,2,3,5
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,25,116,25,116,141
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,4,12,4,12,16
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,6,17,6,17,23
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,7,4,7,4,11
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,8,2,8,2,10
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,5,10,5,10,15
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,14,45,14,45,59
SAN JAVIER(BNI),internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,5,0,5,5
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,2,8,2,8,10
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,2,0,2,0,2
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,196,1203,196,1203,1399
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,1,2,1,2,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,115,249,115,249,364
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,1,8,1,8,9
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,121,174,121,174,295
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,14,0,14,14
TORO TORO,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,270,227,270,227,497
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,30,77,30,77,107
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,5,17,5,17,22
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,21,36,21,36,57
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,6,23,6,23,29
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,16,63,16,63,79
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,2,9,2,9,11
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,12,11,12,11,23
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-01-01,30,73,30,73,103
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,5,17,5,17,22
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,2,6,2,6,8
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,8,4,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,3,3,3,3,6
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,49,102,49,102,151
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,14,20,14,20,34
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,16,50,16,50,66
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,16,42,16,42,58
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,17,0,17,17
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,4,11,4,11,15
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,7,12,7,12,19
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,4,3,4,3,7
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,20,68,20,68,88
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,242,688,242,688,930
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,15,52,15,52,67
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,6,17,6,17,23
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,47,19,47,19,66
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,6,1,6,7
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,275,709,275,709,984
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,3,3,3,3,6
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,2,1,2,1,3
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,2,10,2,10,12
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,3,27,3,27,30
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,28,44,28,44,72
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,0,1,0,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,3,9,3,9,12
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,238,712,238,712,950
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,2,4,2,4,6
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,6,10,6,10,16
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,2,1,2,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,0,1,0,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,28,21,28,21,49
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,164,276,164,276,440
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,264,462,264,462,726
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,11,18,11,18,29
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,3,1,3,4
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,2,1,2,3
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,8,15,8,15,23
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,107,352,107,352,459
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,27,81,27,81,108
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,28,105,28,105,133
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,9,69,9,69,78
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,12,15,12,15,27
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,2,10,2,10,12
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,9,13,9,13,22
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,4,7,4,7,11
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,5,12,5,12,17
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,5,16,5,16,21
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,12,28,12,28,40
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,2,0,2,2
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,2,0,2,2
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,1,1,1,2
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,228,1166,228,1166,1394
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,110,167,110,167,277
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,5,8,5,8,13
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,119,177,119,177,296
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,3,16,3,16,19
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,290,641,290,641,931
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,21,76,21,76,97
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,3,7,3,7,10
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,16,17,16,17,33
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,11,24,11,24,35
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,0,2,0,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,4,13,4,13,17
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,15,58,15,58,73
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,1,9,1,9,10
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,17,12,17,12,29
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-02-01,4,5,4,5,9
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,7,0,7,7
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,5,12,5,12,17
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,16,17,16,17,33
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,75,126,75,126,201
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,7,16,7,16,23
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,20,70,20,70,90
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,23,55,23,55,78
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,2,2,2,4
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,8,0,8,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,16,25,16,25,41
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,13,21,13,21,34
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,3,6,3,6,9
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,15,106,15,106,121
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,309,788,309,788,1097
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,24,57,24,57,81
COLPA BELGICA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,10,3,10,3,13
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,4,0,4,4
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,12,20,12,20,32
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,38,17,38,17,55
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,314,887,314,887,1201
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,8,2,8,10
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,6,2,6,8
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,1,2,1,3
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,8,28,8,28,36
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,11,1,11,12
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,5,2,5,7
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,311,665,311,665,976
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,4,0,4,0,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,3,13,3,13,16
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,3,1,3,4
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,0,2,0,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,36,51,36,51,87
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,130,300,130,300,430
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,77,305,77,305,382
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,19,31,19,31,50
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,3,3,3,3,6
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,4,1,4,5
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,106,385,106,385,491
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,2,0,2,2
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,10,0,10,10
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,34,97,34,97,131
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,50,103,50,103,153
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,6,70,6,70,76
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,22,152,22,152,174
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,3,9,3,9,12
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,9,21,9,21,30
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,12,5,12,5,17
SALINAS DE GARCI MENDOZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,6,7,6,7,13
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,2,2,2,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,4,17,4,17,21
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,18,45,18,45,63
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,0,1,0,1
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,4,4,4,4,8
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,472,1547,472,1547,2019
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,3,2,3,5
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,140,267,140,267,407
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,5,18,5,18,23
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,130,197,130,197,327
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,6,1,6,7
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,159,124,159,124,283
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,21,47,21,47,68
UMALA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,6,8,6,8,14
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,4,14,4,14,18
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,33,64,33,64,97
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,15,22,15,22,37
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,35,91,35,91,126
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,2,12,2,12,14
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,15,20,15,20,35
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,14,17,14,17,31
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2023-03-01,1,0,1,0,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,10,3,10,13
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,7,1,7,8
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,11,25,11,25,36
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,6,4,6,4,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,1,1,1,2
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,2,2,2,2,4
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,77,126,77,126,203
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,7,18,7,18,25
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,17,68,17,68,85
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,1,1,1,2
