municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
CHALLAPATA,internaciones,dias camas disponibles maternidad,2009-01-01,371,371
CHAQUI,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
CHARAGUA,internaciones,dias camas disponibles maternidad,2009-01-01,185,185
CHAYANTA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
CHIMORE,internaciones,dias camas disponibles maternidad,2009-01-01,310,310
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2009-01-01,124,124
CHUMA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
CLIZA,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
COBIJA,internaciones,dias camas disponibles maternidad,2009-01-01,680,680
COCHABAMBA,internaciones,dias camas disponibles maternidad,2009-01-01,12586,12586
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2009-01-01,62,62
COLLANA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
COLOMI,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
COLQUECHACA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
COLQUIRI,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
COMARAPA,internaciones,dias camas disponibles maternidad,2009-01-01,279,279
CONCEPCION,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
COPACABANA,internaciones,dias camas disponibles maternidad,2009-01-01,60,60
CORIPATA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
CORO CORO,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
COROICO,internaciones,dias camas disponibles maternidad,2009-01-01,248,248
COTAGAITA,internaciones,dias camas disponibles maternidad,2009-01-01,82,82
COTOCA,internaciones,dias camas disponibles maternidad,2009-01-01,651,651
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2009-01-01,155,155
CUEVO,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
CULPINA,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
DESAGUADERO,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
EL ALTO,internaciones,dias camas disponibles maternidad,2009-01-01,5022,5022
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2009-01-01,186,186
EL TORNO,internaciones,dias camas disponibles maternidad,2009-01-01,496,496
EL VILLAR,internaciones,dias camas disponibles maternidad,2009-01-01,338,338
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2009-01-01,370,370
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
EXALTACION,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2009-01-01,465,465
FILADELFIA,internaciones,dias camas disponibles maternidad,2009-01-01,56,56
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2009-01-01,62,62
GUANAY,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
GUAQUI,internaciones,dias camas disponibles maternidad,2009-01-01,27,27
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2009-01-01,654,654
GUTIERREZ,internaciones,dias camas disponibles maternidad,2009-01-01,152,152
HUACARETA,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2009-01-01,124,124
HUACHACALLA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
HUANUNI,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
HUARACAJE,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2009-01-01,180,180
ICLA,internaciones,dias camas disponibles maternidad,2009-01-01,216,216
INCAHUASI,internaciones,dias camas disponibles maternidad,2009-01-01,265,265
INQUISIVI,internaciones,dias camas disponibles maternidad,2009-01-01,83,83
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2009-01-01,124,124
IXIAMAS,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
LA ASUNTA,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
LA GUARDIA,internaciones,dias camas disponibles maternidad,2009-01-01,620,620
LA PAZ,internaciones,dias camas disponibles maternidad,2009-01-01,12990,12990
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
LAJA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
LLALLAGUA,internaciones,dias camas disponibles maternidad,2009-01-01,372,372
LLICA,internaciones,dias camas disponibles maternidad,2009-01-01,51,51
LURIBAY,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
MACHARETI,internaciones,dias camas disponibles maternidad,2009-01-01,155,155
MAGDALENA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
MAIRANA,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
MAPIRI,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
MECAPACA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
MINEROS,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
MIZQUE,internaciones,dias camas disponibles maternidad,2009-01-01,713,713
MOCOMOCO,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
MOJOCOYA,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2009-01-01,465,465
MONTERO,internaciones,dias camas disponibles maternidad,2009-01-01,713,713
MORO MORO,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
MOROCHATA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
OCURI,internaciones,dias camas disponibles maternidad,2009-01-01,181,181
OKINAWA,internaciones,dias camas disponibles maternidad,2009-01-01,279,279
OMEREQUE,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
ORURO,internaciones,dias camas disponibles maternidad,2009-01-01,3204,3204
PADILLA,internaciones,dias camas disponibles maternidad,2009-01-01,372,372
PAILON,internaciones,dias camas disponibles maternidad,2009-01-01,212,212
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2009-01-01,248,248
PAMPA AULLAGAS,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2009-01-01,155,155
PASORAPA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
PATACAMAYA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
POCOATA,internaciones,dias camas disponibles maternidad,2009-01-01,81,81
POCONA,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
POJO (CBBA),internaciones,dias camas disponibles maternidad,2009-01-01,248,248
PORCO,internaciones,dias camas disponibles maternidad,2009-01-01,54,54
POROMA,internaciones,dias camas disponibles maternidad,2009-01-01,368,368
PORONGO,internaciones,dias camas disponibles maternidad,2009-01-01,341,341
PORTACHUELO,internaciones,dias camas disponibles maternidad,2009-01-01,527,527
PORVENIR,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
POTOSI,internaciones,dias camas disponibles maternidad,2009-01-01,1181,1181
PRESTO,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
PUCARA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
PUCARANI,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2009-01-01,182,182
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2009-01-01,60,60
PUERTO PEREZ,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
PUERTO RICO,internaciones,dias camas disponibles maternidad,2009-01-01,90,90
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2009-01-01,310,310
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2009-01-01,1085,1085
PUNA,internaciones,dias camas disponibles maternidad,2009-01-01,434,434
PUNATA,internaciones,dias camas disponibles maternidad,2009-01-01,556,556
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
QUIME,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
RAVELO,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
REYES,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
RIBERALTA,internaciones,dias camas disponibles maternidad,2009-01-01,651,651
ROBORE,internaciones,dias camas disponibles maternidad,2009-01-01,333,333
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SACABA,internaciones,dias camas disponibles maternidad,2009-01-01,1581,1581
SACABAMBA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SACACA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SAIPINA,internaciones,dias camas disponibles maternidad,2009-01-01,155,155
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2009-01-01,154,154
SAMAIPATA,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
SAN ANDRES,internaciones,dias camas disponibles maternidad,2009-01-01,30,30
SAN ANDRES DE MACHACA,internaciones,dias camas disponibles maternidad,2009-01-01,30,30
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SAN BENITO,internaciones,dias camas disponibles maternidad,2009-01-01,157,157
SAN BORJA,internaciones,dias camas disponibles maternidad,2009-01-01,464,464
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SAN CARLOS,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2009-01-01,1364,1364
SAN JAVIER(BNI),internaciones,dias camas disponibles maternidad,2009-01-01,60,60
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2009-01-01,604,604
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2009-01-01,286,286
SAN JULIAN,internaciones,dias camas disponibles maternidad,2009-01-01,429,429
SAN LORENZO(PND),internaciones,dias camas disponibles maternidad,2009-01-01,56,56
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2009-01-01,90,90
SAN LUCAS,internaciones,dias camas disponibles maternidad,2009-01-01,378,378
SAN MATIAS,internaciones,dias camas disponibles maternidad,2009-01-01,340,340
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2009-01-01,155,155
SAN PEDRO,internaciones,dias camas disponibles maternidad,2009-01-01,334,334
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
SAN PEDRO DE CURAHUARA,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
SAN PEDRO DE TIQUINA,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SAN RAMON,internaciones,dias camas disponibles maternidad,2009-01-01,87,87
SAN RAMON,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SANTA ANA,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2009-01-01,12326,12326
SANTA ROSA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2009-01-01,403,403
SANTIAGO DE CALLAPA,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2009-01-01,60,60
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SAPAHAQUI,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
SENA,internaciones,dias camas disponibles maternidad,2009-01-01,87,87
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2009-01-01,155,155
SICAYA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
SIPE SIPE,internaciones,dias camas disponibles maternidad,2009-01-01,217,217
SOPACHUY,internaciones,dias camas disponibles maternidad,2009-01-01,155,155
SORACACHI,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
SORATA,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
SUCRE,internaciones,dias camas disponibles maternidad,2009-01-01,4154,4154
TACACHI,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
TACACOMA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
TACOPAYA,internaciones,dias camas disponibles maternidad,2009-01-01,279,279
TAPACARI,internaciones,dias camas disponibles maternidad,2009-01-01,496,496
TARABUCO,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
TARACO,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
TARATA,internaciones,dias camas disponibles maternidad,2009-01-01,248,248
TARIJA,internaciones,dias camas disponibles maternidad,2009-01-01,1506,1506
TARVITA,internaciones,dias camas disponibles maternidad,2009-01-01,682,682
TEOPONTE,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
TIAWANACU,internaciones,dias camas disponibles maternidad,2009-01-01,123,123
TIPUANI,internaciones,dias camas disponibles maternidad,2009-01-01,248,248
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2009-01-01,775,775
TOCO,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
TOLATA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
TOMAVE,internaciones,dias camas disponibles maternidad,2009-01-01,121,121
TOMINA,internaciones,dias camas disponibles maternidad,2009-01-01,496,496
TORO TORO,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2009-01-01,403,403
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2009-01-01,124,124
TRIGAL,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles maternidad,2009-01-01,1240,1240
TUPIZA,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
UMALA,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
UNCIA,internaciones,dias camas disponibles maternidad,2009-01-01,248,248
URUBICHA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
UYUNI,internaciones,dias camas disponibles maternidad,2009-01-01,311,311
VACAS,internaciones,dias camas disponibles maternidad,2009-01-01,186,186
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2009-01-01,310,310
VIACHA,internaciones,dias camas disponibles maternidad,2009-01-01,310,310
VILA VILA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
VILLA MONTES,internaciones,dias camas disponibles maternidad,2009-01-01,250,250
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2009-01-01,434,434
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2009-01-01,1335,1335
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2009-01-01,217,217
VILLAZON,internaciones,dias camas disponibles maternidad,2009-01-01,372,372
VINTO,internaciones,dias camas disponibles maternidad,2009-01-01,238,238
VITICHI,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
WARNES,internaciones,dias camas disponibles maternidad,2009-01-01,769,769
YACO,internaciones,dias camas disponibles maternidad,2009-01-01,31,31
YACUIBA,internaciones,dias camas disponibles maternidad,2009-01-01,526,526
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
YANACACHI,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
YAPACANI,internaciones,dias camas disponibles maternidad,2009-01-01,623,623
YOCALLA,internaciones,dias camas disponibles maternidad,2009-01-01,62,62
YOTALA,internaciones,dias camas disponibles maternidad,2009-01-01,93,93
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2009-01-01,124,124
ACACIO,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
ACHACACHI,internaciones,dias camas disponibles maternidad,2009-02-01,224,224
ACHOCALLA,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
AIQUILE,internaciones,dias camas disponibles maternidad,2009-02-01,280,280
ALALAY,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
ALCALA,internaciones,dias camas disponibles maternidad,2009-02-01,140,140
ANCORAIMES,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
ANDAMARCA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
ANTEQUERA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
ANZALDO,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
APOLO,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
ARANI,internaciones,dias camas disponibles maternidad,2009-02-01,196,196
ARBIETO,internaciones,dias camas disponibles maternidad,2009-02-01,196,196
ARQUE,internaciones,dias camas disponibles maternidad,2009-02-01,224,224
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2009-02-01,252,252
ATOCHA,internaciones,dias camas disponibles maternidad,2009-02-01,140,140
AYATA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
AYO AYO,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2009-02-01,616,616
AZURDUY,internaciones,dias camas disponibles maternidad,2009-02-01,46,46
BATALLAS,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
BAURES,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
BERMEJO,internaciones,dias camas disponibles maternidad,2009-02-01,374,374
BETANZOS,internaciones,dias camas disponibles maternidad,2009-02-01,420,420
BOLIVAR,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
BOYUIBE,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
BUENA VISTA,internaciones,dias camas disponibles maternidad,2009-02-01,539,539
CABEZAS,internaciones,dias camas disponibles maternidad,2009-02-01,392,392
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2009-02-01,196,196
CAJUATA,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
CALAMARCA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
CAMARGO,internaciones,dias camas disponibles maternidad,2009-02-01,298,298
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2009-02-01,84,84
CAMIRI,internaciones,dias camas disponibles maternidad,2009-02-01,588,588
CAPINOTA,internaciones,dias camas disponibles maternidad,2009-02-01,282,282
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
CARACOLLO,internaciones,dias camas disponibles maternidad,2009-02-01,168,168
CARANAVI,internaciones,dias camas disponibles maternidad,2009-02-01,448,448
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2009-02-01,42,42
CHALLAPATA,internaciones,dias camas disponibles maternidad,2009-02-01,336,336
CHAQUI,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
CHARAGUA,internaciones,dias camas disponibles maternidad,2009-02-01,170,170
CHAYANTA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
CHIMORE,internaciones,dias camas disponibles maternidad,2009-02-01,224,224
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2009-02-01,140,140
CHUMA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
CLIZA,internaciones,dias camas disponibles maternidad,2009-02-01,196,196
COBIJA,internaciones,dias camas disponibles maternidad,2009-02-01,620,620
COCHABAMBA,internaciones,dias camas disponibles maternidad,2009-02-01,11200,11200
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2009-02-01,396,396
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2009-02-01,56,56
COLOMI,internaciones,dias camas disponibles maternidad,2009-02-01,364,364
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
COLQUECHACA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
COLQUENCHA,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
COLQUIRI,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
COMARAPA,internaciones,dias camas disponibles maternidad,2009-02-01,224,224
COMBAYA,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
CONCEPCION,internaciones,dias camas disponibles maternidad,2009-02-01,140,140
COPACABANA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
CORIPATA,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
CORO CORO,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
COROICO,internaciones,dias camas disponibles maternidad,2009-02-01,224,224
COTAGAITA,internaciones,dias camas disponibles maternidad,2009-02-01,75,75
COTOCA,internaciones,dias camas disponibles maternidad,2009-02-01,588,588
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2009-02-01,28,28
CUEVO,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
CULPINA,internaciones,dias camas disponibles maternidad,2009-02-01,196,196
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
DESAGUADERO,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
EL ALTO,internaciones,dias camas disponibles maternidad,2009-02-01,4564,4564
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2009-02-01,140,140
EL TORNO,internaciones,dias camas disponibles maternidad,2009-02-01,420,420
EL VILLAR,internaciones,dias camas disponibles maternidad,2009-02-01,277,277
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2009-02-01,308,308
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2009-02-01,168,168
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
EXALTACION,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2009-02-01,308,308
FILADELFIA,internaciones,dias camas disponibles maternidad,2009-02-01,77,77
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2009-02-01,62,62
GUAQUI,internaciones,dias camas disponibles maternidad,2009-02-01,25,25
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2009-02-01,621,621
GUTIERREZ,internaciones,dias camas disponibles maternidad,2009-02-01,146,146
HUACARETA,internaciones,dias camas disponibles maternidad,2009-02-01,196,196
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2009-02-01,112,112
HUACHACALLA,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
HUANUNI,internaciones,dias camas disponibles maternidad,2009-02-01,168,168
HUARACAJE,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2009-02-01,140,140
ICHOCA,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
ICLA,internaciones,dias camas disponibles maternidad,2009-02-01,196,196
INCAHUASI,internaciones,dias camas disponibles maternidad,2009-02-01,231,231
INQUISIVI,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2009-02-01,112,112
IXIAMAS,internaciones,dias camas disponibles maternidad,2009-02-01,84,84
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
LA ASUNTA,internaciones,dias camas disponibles maternidad,2009-02-01,224,224
LA GUARDIA,internaciones,dias camas disponibles maternidad,2009-02-01,560,560
LA PAZ,internaciones,dias camas disponibles maternidad,2009-02-01,11661,11661
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
LAJA,internaciones,dias camas disponibles maternidad,2009-02-01,112,112
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2009-02-01,56,56
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2009-02-01,28,28
LLALLAGUA,internaciones,dias camas disponibles maternidad,2009-02-01,336,336
LLICA,internaciones,dias camas disponibles maternidad,2009-02-01,50,50
