,group,variable,month,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,6,3,12,4,18,22
COLOMI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
COMARAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,5,15,2,1,7,16,23
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,7,17,2,9,9,26,35
EL CHORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,3,0,0,3,3,6
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,13,0,0,1,13,14
EL VILLAR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
HUMANATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,9,13,0,0,9,13,22
MAGDALENA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
MAIRANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,7,0,0,0,7,7
MIZQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,2,6,0,0,2,6,8
MOROCHATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,10,0,11,11
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,16,0,0,3,16,19
PADILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,2,0,0,0,2,0,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,4,0,0,1,4,5
PASORAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
PORONGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,4,3,0,0,4,3,7
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,5,0,0,3,5,8
PUCARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,2,5,0,0,2,5,7
PUERTO ACOSTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
PUERTO SILES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,2,0,0,0,2,0,2
PUNA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,15,1,0,4,15,19
RAVELO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,6,4,0,0,6,4,10
RIBERALTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,7,0,0,1,7,8
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,8,0,0,1,8,9
SACACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,4,15,0,0,4,15,19
SAN JOAQUIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,0,2,1,2,1,3
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,7,6,0,10,7,16,23
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
SAN PEDRO DE MACHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,4,1,0,0,4,1,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,26,63,7,40,33,103,136
SANTA ROSA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
SANTIVAÑES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,6,5,0,0,6,5,11
SHINAOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,8,0,0,3,8,11
SORACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,7,25,0,0,7,25,32
TACOBAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,11,6,0,0,11,6,17
TAPACARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
TARABUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,5,16,0,0,5,16,21
TIPUANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
TOTORA(CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,1,0,0,3,1,4
TUPIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
VACAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
VILLA SERRANO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,2,6,4,0,6,6,12
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,3,0,0,0,3,0,3
VINTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
VITICHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
AIQUILE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,2,0,0,3,2,5
ALCALA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ANTEQUERA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
ARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,4,1,0,4,4,8
ARQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,1,0,0,3,1,4
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,5,20,0,0,5,20,25
ATOCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,6,6,0,3,6,9,15
BELEN DE URMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,5,0,1,2,6,8
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
BOLIVAR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,0,1,3,3,3,6
BOLPEBRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
BUENA VISTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,15,1,7,3,22,25
CAIROMA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
CAMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
CATACORA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,1,0,2,2
CHACARILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,7,7,3,4,10,11,21
CHARAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,2,0,0,3,2,5
CHIMORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
CHOQUE COTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
CKOCHAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,2,0,0,3,2,5
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,3,0,0,4,3,7
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,16,0,2,2,18,20
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,26,57,31,117,57,174,231
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,4,1,4,5
COLOMI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,7,0,0,4,7,11
COLPA BELGICA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,7,0,0,4,7,11
COLQUECHACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
COMANCHE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
COMBAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
CONCEPCION,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,10,15,10,17,27
COPACABANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,1,0,1,1,2
CORO CORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,1,0,0,2,1,3
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,9,0,0,3,9,12
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,13,26,6,3,19,29,48
EL PUENTE(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,32,75,0,0,32,75,107
EL VILLAR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,6,0,0,4,6,10
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ESCOMA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
ESMERALDA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,1,1,3,4
FILADELFIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
GUANAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,1,0,3,3
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,6,1,0,1,6,7
HUACARETA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,1,0,0,2,1,3
HUACHACALLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,9,13,0,0,9,13,22
HUARACAJE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
HUATAJATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,6,2,0,0,6,2,8
IXIAMAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,14,30,0,0,14,30,44
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,43,64,13,17,56,81,137
LAGUNILLAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,0,1,0,1,0,1
LURIBAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
MAGDALENA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,7,3,2,5,9,14
MAPIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
MIZQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,8,3,6,3,14,17
MOCOMOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,1,0,0,2,1,3
MOJOCOYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,9,14,2,0,11,14,25
MOROCHATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
OMEREQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,41,92,0,0,41,92,133
PADCAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
PADILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,13,0,0,3,13,16
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,9,1,2,2,11,13
PALOS BLANCOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,3,0,0,3,3,6
PAMPA GRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,6,0,0,1,6,7
PAPEL PAMPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,0,0,1,0,1,1
PASORAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
PAZÑA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
POJO (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,3,0,0,2,3,5
POOPO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,3,1,0,0,3,1,4
PORONGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,4,0,0,0,4,4
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,12,16,1,1,13,17,30
PRESTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
PUCARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
PUERTO ACOSTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,4,1,0,2,4,6
PUERTO RICO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,7,13,0,0,7,13,20
PUERTO SILES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,5,8,0,0,5,8,13
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,36,1,0,5,36,41
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,9,0,0,2,9,11
RAVELO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
RIBERALTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,9,23,0,0,9,23,32
SABAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,8,3,5,7,13,20
SACABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,2,0,4,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
SAMAIPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,4,5,0,0,4,5,9
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,6,0,0,0,6,6
SAN CARLOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,1,2,0,1,1,3,4
SAN IGNACIO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,8,8,0,0,8,8,16
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,4,0,0,0,4,4
SAN JAVIER(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,5,18,0,0,5,18,23
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,1,0,0,2,1,3
SAN MATIAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2022-02-01,2,5,0,0,2,5,7
