,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,1,0,3,3
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,29,0,31,0,60,60
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,5,0,1,0,6,6
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,3,0,1,0,4,4
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,0,0,2,2
HUAYLLAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,4,0,4,4
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,54,0,4,0,58,58
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,4,0,5,0,9,9
OMEREQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,8,0,6,0,14,14
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,8,0,8,8
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,14,0,14,14
PAMPA GRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,18,0,1,0,19,19
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,8,0,0,0,8,8
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,4,0,0,0,4,4
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,6,0,18,0,24,24
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,2,0,4,4
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,1,0,2,2
SAN JOAQUIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,2,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,3,0,0,0,3,3
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,1,0,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,5,0,9,0,14,14
SAN PEDRO DE MACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,7,0,0,0,7,7
SANTA ROSA DEL SARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,18,0,1,0,19,19
TACACOMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,3,0,0,0,3,3
TOLEDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,0,0,2,2
TORO TORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,21,0,23,23
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,1,0,1,1
VITICHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,0,0,2,0,2,2
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,6,0,1,0,7,7
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,2,0,0,0,2,2
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-01-01,0,1,0,3,0,4,4
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,10,0,10,10
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,5,0,5,5
ALALAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,1,0,1,1
ANCORAIMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,5,0,5,5
AUCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,3,0,3,3
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,6,0,0,0,6,6
BELLA FLOR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,3,0,3,0,6,6
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,5,0,1,0,6,6
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,13,0,0,0,13,13
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,8,0,8,8
CHARAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,11,0,1,0,12,12
CHIMORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,18,0,18,18
CHUMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,4,0,4,4
CKOCHAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,4,0,8,0,12,12
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,23,0,25,0,48,48
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,6,0,0,0,6,6
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,1,0,1,1
COMBAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
CORIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,50,0,11,0,61,61
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,5,0,3,0,8,8
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,1,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,4,0,4,4
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,3,0,1,0,4,4
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,2,0,4,4
HUAYLLAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,1,0,2,2
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,60,0,26,0,86,86
LAGUNILLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,5,0,11,0,16,16
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,15,0,12,0,27,27
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,1,0,2,2
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,3,0,4,4
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,6,0,7,7
PORTACHUELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,20,0,0,0,20,20
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,16,0,16,16
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,12,0,2,0,14,14
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,3,0,3,3
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,1,0,2,2
ROBORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,4,0,6,6
SACABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,7,0,8,8
SACACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,6,0,6,6
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,5,0,5,5
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,4,0,0,0,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,2,0,2,2
SAN PEDRO DE QUEMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,7,0,0,0,7,7
SANTA ROSA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,4,0,0,0,4,4
SANTIAGO DE HUATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,3,0,0,0,3,3
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,3,0,3,3
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,8,0,8,8
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,15,0,2,0,17,17
TACOPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,3,0,3,0,6,6
TIAHUANACU,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
TOTORA(ORR),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
UMALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,3,0,3,3
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,4,0,0,0,4,4
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,5,0,1,0,6,6
YACO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-02-01,0,2,0,0,0,2,2
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,4,0,4,4
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,5,0,5,5
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,5,0,5,5
ALALAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
ANTEQUERA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,1,0,2,2
AUCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,10,0,8,0,18,18
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
BAURES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,5,0,0,0,5,5
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
BOLPEBRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,23,0,23,23
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,5,0,6,6
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,6,0,6,6
CAJUATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,6,0,0,0,6,6
CAQUIAVIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,1,0,2,2
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,2,0,0,0,2,2
CHACARILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,3,0,14,0,17,17
CHARAÑA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,61,0,61,61
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,4,0,14,0,18,18
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,4,0,0,0,4,4
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,43,0,75,0,118,118
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,13,0,14,14
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,14,0,14,14
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,7,0,7,7
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,20,0,21,21
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,1,0,11,0,12,12
CORQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,3,0,4,0,7,7
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,155,0,172,0,327,327
EL PUENTE(STC),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,11,0,11,11
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,7,0,6,0,13,13
ENTRE RIOS CBBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-03-01,0,0,0,4,0,4,4
