,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,4,0,0,1,4,5
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,2,0,0,3,2,5
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,4,7,0,0,4,7,11
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,8,19,8,37,16,56,72
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,11,0,0,2,11,13
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,10,27,0,0,10,27,37
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,1,0,3,3
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,4,1,0,0,4,1,5
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,8,18,5,8,13,26,39
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,5,13,0,0,5,13,18
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
ESCOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,0,0,0,2,0,2
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
HUATAJATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
HUMANATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,12,0,0,2,12,14
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,38,49,0,0,38,49,87
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,4,4,1,1,5,5,10
LURIBAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
MINEROS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,4,1,0,0,4,1,5
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,9,20,0,0,9,20,29
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,22,69,0,0,22,69,91
PADILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,12,0,0,3,12,15
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,0,0,0,3,0,3
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,8,0,0,2,8,10
PRESTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,7,0,0,2,7,9
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,11,0,0,3,11,14
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,5,11,0,0,5,11,16
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,4,0,0,0,4,4
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,1,0,1,1,2
SABAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,16,1,11,4,27,31
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,5,0,0,3,5,8
SAN JOAQUIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,0,5,10,5,10,15
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,9,0,0,3,9,12
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,73,194,37,424,110,618,728
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,2,0,0,2,2,4
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,0,0,0,3,0,3
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,2,0,0,2,2,4
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,7,0,0,1,7,8
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,16,21,0,1,16,22,38
TACACOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,2,0,0,3,2,5
TACOBAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,1,0,1,1,2
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,4,0,0,1,4,5
TARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,14,0,0,3,14,17
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
TORO TORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,5,0,0,0,5,0,5
UNCIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
VILLA RIVERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
VILLA SERRANO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,2,5,0,0,2,5,7
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,2,0,0,3,2,5
VINTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,1,1,3,11,4,12,16
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,12,39,0,0,12,39,51
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,16,34,0,0,16,34,50
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-01-01,3,4,0,0,3,4,7
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,3,0,0,2,3,5
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,3,0,1,1,4,5
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
ALALAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,0,0,1,0,1,1
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,7,12,0,0,7,12,19
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,4,2,0,1,4,3,7
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,10,0,0,3,10,13
BATALLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,6,10,0,0,6,10,16
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,5,4,0,0,5,4,9
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,5,1,10,2,15,17
BETANZOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,2,0,0,3,2,5
BOLIVAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,0,1,1,1,1,2
BOYUIBE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,0,0,0,3,0,3
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,1,1,1,3,4
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,5,0,0,2,5,7
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,4,0,0,0,4,4
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,4,0,0,1,4,5
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,5,0,0,3,5,8
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,4,7,0,0,4,7,11
CATACORA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,6,1,0,2,6,3,9
CHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,4,0,0,1,4,5
CHARAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,8,0,0,3,8,11
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,3,29,3,31,6,37
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,12,13,0,0,12,13,25
CKOCHAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,8,0,0,3,8,11
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,29,46,1,2,30,48,78
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,28,75,30,149,58,224,282
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,15,18,0,1,15,19,34
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,5,17,2,1,7,18,25
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,4,0,0,2,4,6
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,6,8,0,0,6,8,14
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,35,77,0,0,35,77,112
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,7,0,0,1,7,8
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,39,79,32,15,71,94,165
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,13,17,0,0,13,17,30
EL VILLAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,10,20,2,4,12,24,36
ESCOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,5,0,1,2,6,8
ESMERALDA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,1,0,2,2
EUCALIPTUS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,5,0,0,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,0,0,1,0,1,1
GUAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,5,2,0,0,5,2,7
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,5,13,0,0,5,13,18
HUACHACALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,7,8,0,1,7,9,16
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
HUMANATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,0,2,0,2,0,2
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,4,0,0,0,4,4
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,11,10,0,0,11,10,21
IXIAMAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,8,37,0,1,8,38,46
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,37,74,13,16,50,90,140
LAJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,16,44,3,6,19,50,69
LURIBAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,0,0,0,2,0,2
MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,0,0,1,0,1,1
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
MOJINETE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,6,2,0,0,6,2,8
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,17,73,3,12,20,85,105
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,4,0,0,1,4,5
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,67,74,2,3,69,77,146
PADCAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,11,31,0,0,11,31,42
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,5,4,0,0,5,4,9
PAMPA AULLAGAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,0,0,0,2,0,2
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,3,0,0,0,3,3
PAPEL PAMPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,1,1,1,2,2,4
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,2,3,0,0,2,3,5
PATACAMAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,7,0,0,0,7,7
PAZÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,4,1,0,1,4,2,6
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,7,18,0,0,7,18,25
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,13,23,1,2,14,25,39
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,3,4,0,1,3,5,8
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
