,group,variable,month,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
CHARAGUA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,1,1,1,1,2
COLOMI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,2,4,2,4,6
COLQUENCHA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,1,2,1,2,3
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,3,13,0,0,3,13,16
GUANAY,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,2,0,2,0,2
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,3,5,1,0,4,5,9
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,20,15,10,10,30,25,55
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,39,38,0,0,39,38,77
PAILON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,9,14,0,0,9,14,23
PALOS BLANCOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,0,2,0,2,2
QUIME,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,2,4,2,4,4,8
SAN JOAQUIN,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,12,18,0,0,12,18,30
SIPE SIPE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,2,3,0,0,2,3,5
TARABUCO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,0,0,1,0,1,1
TUPIZA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,1,0,0,0,1,0,1
VINTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-02-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-03-01,8,18,0,0,8,18,26
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-03-01,0,1,0,1,0,2,2
SAN JOAQUIN,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-03-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-03-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-04-01,1,1,0,1,1,2,3
SAN JOAQUIN,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-04-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-04-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-04-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-05-01,0,0,7,52,7,52,59
GUAYARAMERIN,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-05-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-05-01,0,0,0,32,0,32,32
CHAQUI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-06-01,0,0,1,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-06-01,1,0,0,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-06-01,0,0,1,1,1,1,2
VITICHI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-06-01,0,0,1,0,1,0,1
ARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,0,0,4,6,4,6,10
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-07-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,0,1,1,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,1,1,0,0,1,1,2
PAILON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,0,0,1,1,1,1,2
SAN RAMON SCZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-08-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,3,0,0,0,3,0,3
CUEVO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,3,6,0,0,3,6,9
SAN BORJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,1,0,0,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,5,15,0,0,5,15,20
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,0,3,0,2,0,5,5
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-09-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-10-01,2,5,0,0,2,5,7
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-10-01,1,1,0,0,1,1,2
PAPEL PAMPA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-10-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-10-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-10-01,2,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-10-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,8,0,0,0,8,8
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,0,1,0,1,1
SAN JOAQUIN,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,1,4,12,4,13,17
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-11-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,1,1,1,2,3
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,2,0,2,1,3
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,0,0,1,0,1,0,1
SAN JOAQUIN,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,2,0,0,0,2,0,2
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,2,3,0,0,2,3,5
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2022-12-01,1,0,0,0,1,0,1
