,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,1,0,5,5
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,1,0,9,9
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,3,0,8,8
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,32,0,0,0,32,32
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,2,0,2,2
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,31,0,6,0,37,37
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,1,0,7,7
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,0,0,6,6
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,7,0,3,0,10,10
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,25,0,1,0,26,26
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,146,0,6,0,152,152
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,0,0,6,6
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,5,0,10,10
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,1,0,9,9
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,34,0,3,0,37,37
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,12,0,4,0,16,16
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,41,0,0,0,41,41
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,1,0,5,5
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,1,0,2,2
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,237,0,28,0,265,265
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,58,0,0,0,58,58
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,3,0,7,7
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,0,0,4,4
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,90,0,2,0,92,92
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,3,0,6,6
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,32,0,17,0,49,49
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,217,0,24,0,241,241
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,19,0,6,0,25,25
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,23,0,0,0,23,23
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,3,0,9,9
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,16,0,0,0,16,16
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,15,0,0,0,15,15
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,138,0,4,0,142,142
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,164,0,16,0,180,180
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,6,0,9,9
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,12,0,0,0,12,12
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,23,0,0,0,23,23
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,1,0,1,1
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,2,0,2,2
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,0,0,8,8
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,0,0,6,6
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,29,0,0,0,29,29
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,115,0,0,0,115,115
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,2,0,3,3
PUCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,0,0,8,8
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,14,0,0,0,14,14
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,18,0,0,0,18,18
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,16,0,17,17
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,2,0,4,4
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,10,0,1,0,11,11
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,60,0,0,0,60,60
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,1,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,50,0,0,0,50,50
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,11,0,0,0,11,11
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,12,0,6,0,18,18
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,62,0,0,0,62,62
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,0,0,6,6
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,2,0,2,2
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,9,0,0,0,9,9
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,1,0,9,9
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,0,0,8,8
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,0,0,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,1,0,7,7
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,9,0,1,0,10,10
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,0,0,6,6
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,9,0,0,0,9,9
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,996,0,65,0,1061,1061
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,7,0,0,0,7,7
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,7,0,0,0,7,7
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,0,0,2,2
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,0,0,4,4
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,0,0,4,4
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,3,0,11,11
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,28,0,0,0,28,28
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,1,0,2,2
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,1,0,3,3
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,0,0,8,8
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,20,0,1,0,21,21
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,9,0,0,0,9,9
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,10,0,1,0,11,11
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,6,0,0,0,6,6
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,11,0,0,0,11,11
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,93,0,0,0,93,93
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,1,0,4,4
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,9,0,0,0,9,9
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,8,0,0,0,8,8
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,5,0,0,0,5,5
VACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,14,0,6,0,20,20
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,3,0,0,0,3,3
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,39,0,2,0,41,41
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,7,0,0,0,7,7
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,9,0,0,0,9,9
VINTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,0,0,4,4
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,91,0,0,0,91,91
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,25,0,1,0,26,26
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,2,0,24,0,26,26
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,0,0,1,0,1,1
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-01-01,0,4,0,0,0,4,4
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,24,0,2,0,26,26
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,38,0,1,0,39,39
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,3,0,7,7
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,0,0,1,0,1,1
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,5,0,2,0,7,7
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,11,0,17,0,28,28
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,0,0,7,0,7,7
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,52,0,0,0,52,52
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,7,0,2,0,9,9
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,2,0,0,0,2,2
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,8,0,0,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,9,0,0,0,9,9
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,9,0,1,0,10,10
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,3,0,0,0,3,3
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,17,0,0,0,17,17
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,3,0,0,0,3,3
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,8,0,0,0,8,8
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,6,0,0,0,6,6
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,2,0,3,3
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,5,0,2,0,7,7
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,2,0,2,0,4,4
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,9,0,0,0,9,9
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,49,0,1,0,50,50
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,3,0,0,0,3,3
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,47,0,6,0,53,53
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,6,0,0,0,6,6
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,6,0,0,0,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,12,0,1,0,13,13
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,3,0,1,0,4,4
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,1,0,2,2
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,24,0,7,0,31,31
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,390,0,28,0,418,418
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,21,0,3,0,24,24
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,16,0,0,0,16,16
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,6,0,1,0,7,7
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,0,0,6,0,6,6
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,24,0,1,0,25,25
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,40,0,0,0,40,40
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,2,0,3,3
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,50,0,13,0,63,63
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,5,0,6,6
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,0,0,4,4
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,2,0,0,0,2,2
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,611,0,163,0,774,774
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,4,0,3,0,7,7
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,5,0,0,0,5,5
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,41,0,0,0,41,41
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-02-01,0,1,0,2,0,3,3
