,group,variable,month,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,10,0,0,0,10,10
AYATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,2,1,0,4,2,6
AZURDUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,17,0,0,1,17,18
BAURES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,4,0,1,0,5,5
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,2,1,2,2,4
BERMEJO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,20,22,0,1,20,23,43
BETANZOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,6,1,8,5,14,19
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,14,0,0,1,14,15
CABEZAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,2,55,43,56,45,101
CAIROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,6,0,0,2,6,8
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,10,0,0,1,10,11
CAJUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
CALACOTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,1,6,1,7,8
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,3,3,6,5,9,14
CAMARGO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,8,14,2,2,10,16,26
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,3,0,0,1,3,4
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,3,0,1,2,4,6
CARANAVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,10,37,2,3,12,40,52
CARAPARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,14,0,0,3,14,17
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,3,1,0,1,3,4
CATACORA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CHACARILLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,6,31,0,5,6,36,42
CHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,4,0,4,0,8,8
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,8,0,5,1,13,14
CHIMORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,12,11,15,15,27,42
CHIPAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,10,0,0,4,10,14
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,4,10,4,12,16
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,10,0,0,1,10,11
CLIZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,5,0,0,4,5,9
COBIJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,49,66,1,2,50,68,118
COCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,3,1,4,1,7,8
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,140,331,121,89,261,420,681
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,6,9,5,8,11,17,28
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,11,12,0,0,11,12,23
COLLANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,2,0,0,2,2,4
COLOMI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,14,2,0,4,14,18
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,5,0,0,4,5,9
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,7,0,0,0,7,7
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,1,0,0,2,1,3
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,19,2,9,7,28,35
COMARAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,4,0,0,1,4,5
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,39,7,11,12,50,62
COPACABANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
CORIPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,8,0,0,3,8,11
COROICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,7,0,0,4,7,11
CORQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,9,0,0,2,9,11
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,12,13,0,0,12,13,25
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,5,3,4,3,9,12
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,4,0,0,2,4,6
CURVA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,5,0,1,0,6,6
EL ALTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,75,369,23,58,98,427,525
EL CHORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,1,0,0,4,1,5
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,6,11,4,1,10,12,22
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,2,0,0,3,2,5
EL TORNO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
EL VILLAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,2,0,1,1,3,4
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,7,6,0,0,7,6,13
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,12,45,1,2,13,47,60
ESCOMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,5,0,0,0,5,5
FILADELFIA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,0,0,0,4,0,4
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,1,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,4,0,0,3,4,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
GUANAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,12,16,14,20,26,46
GUAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,8,61,32,32,40,93,133
GUTIERREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,4,0,0,1,4,5
HUACARETA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,4,0,0,4,4,8
HUARACAJE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,3,0,0,1,3,4
HUAYLLAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,1,3,1,5,6
ICLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,1,0,2,2
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,4,0,0,0,4,4
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,4,0,0,5,4,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,3,1,1,2,4,6
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,22,11,8,7,30,18,48
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,27,0,2,2,29,31
LA PAZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,118,230,838,44,956,274,1230
LAGUNILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
LAS CARRERAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,26,36,9,13,35,49,84
LLICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
LORETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,20,20,20,22,42
LURIBAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,2,0,0,4,2,6
MACHARETI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,0,1,1,1,2
MAGDALENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,12,2,4,5,16,21
MALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,11,0,0,1,11,12
MECAPACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,7,0,3,1,10,11
MINEROS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
MIZQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
MOJINETE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,193,172,22,22,215,194,409
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,3,1,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,0,4,0,4,0,4
OCURI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,12,0,3,0,15,15
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,4,0,0,0,4,4
ORURO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,89,286,46,51,135,337,472
PADCAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,8,8,0,0,8,8,16
PAILON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,1,1,2,1,3
PALCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,12,0,0,4,12,16
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,7,13,3,2,10,15,25
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,2,0,0,2,2,4
PASORAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,0,2,0,2,0,2
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,22,0,1,1,23,24
PAZÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,3,8,0,8,3,11
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,3,25,11,26,14,40
POCOATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,9,0,7,1,16,17
POCONA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,1,0,0,5,1,6
POOPO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,4,1,5,1,9,10
PORCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,6,0,0,0,6,6
POROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,0,0,1,3,1,4
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,8,30,0,0,8,30,38
PORVENIR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,7,10,7,12,19
POSTRER VALLE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,54,218,2,1,56,219,275
PUCARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,8,3,5,5,13,18
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,1,0,2,0,2
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,0,0,0,3,0,3
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,11,0,2,1,13,14
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,1,0,2,1,3
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,8,0,0,0,8,8
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,1,0,2,2
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,8,10,2,0,10,10,20
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,16,11,39,6,55,17,72
PUNA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,11,18,17,28,28,46,74
PUNATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,6,3,4,7,10,17
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,21,32,26,30,47,62,109
QUIME,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,2,14,21,15,23,38
RAQAYPAMPA(ETA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,0,3,0,3,0,3
RAVELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,11,0,2,0,13,13
REYES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,22,0,0,2,22,24
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,73,157,0,162,73,235
ROBORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,32,1,5,5,37,42
SABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,3,0,0,1,3,4
SACABA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,25,61,24,29,49,90,139
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,1,0,2,2
SACACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,6,21,2,9,8,30,38
SAIPINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,1,0,0,3,1,4
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,6,0,0,5,6,11
SAN ANDRES DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,0,1,2,2,2,4
SAN ANTONIO DE ESMORUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,0,0,1,5,1,6
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,7,0,0,4,7,11
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,8,54,2,1,10,55,65
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,5,2,0,3,5,8
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,4,3,3,5,7,12
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,5,0,0,0,5,5
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,18,0,0,4,18,22
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,7,0,0,0,7,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,2,8,2,10,4,14
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,2,0,0,3,2,5
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,10,42,1,15,11,57,68
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,5,3,0,1,5,4,9
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,9,0,0,2,9,11
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,1,0,0,2,1,3
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,7,2,4,5,11,16
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,34,0,3,1,37,38
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,6,23,0,1,6,24,30
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
SAN RAFAEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,6,0,0,0,6,6
SAN RAMON BENI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,9,1,6,2,15,17
SAN RAMON SCZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,4,0,0,0,4,4
SANTA ANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,3,0,0,3,3,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,505,885,263,123,768,1008,1776
SANTA ROSA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,5,0,0,1,5,6
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,15,4,4,6,19,25
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,1,6,1,7,2,9
SANTIAGO DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,6,1,0,0,6,1,7
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,4,2,0,3,4,5,9
SAPAHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,6,0,1,1,7,8
SHINAOTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,6,0,0,3,6,9
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,15,0,0,1,15,16
SIPE SIPE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,2,8,0,3,2,11,13
SOPACHUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,1,5,1,0,2,5,7
SORACACHI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,0,6,0,0,0,6,6
SORATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2022-01-01,3,5,0,0,3,5,8
