,group,variable,month,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,0,11,0,11,11
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,2,0,2,0,2
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,0,0,0,2,0,2
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,1,2,1,4,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,2,2,2,3,5
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,5,0,0,2,5,7
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,3,14,0,1,3,15,18
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,0,4,0,4,4
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,11,42,3,18,14,60,74
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,3,4,0,0,3,4,7
"COLCHA ""K""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,4,0,0,0,4,0,4
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
COLPA BELGICA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,0,3,0,3,3
CORIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,6,7,0,0,6,7,13
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,4,0,0,1,4,5
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CULPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
CURVA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,10,100,11,16,21,116,137
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,8,20,0,0,8,20,28
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,0,1,1,3,1,4
GUAQUI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,5,2,0,0,5,2,7
GUAYARAMERIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,6,4,6,4,10
HUANUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
HUAYLLAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
HUMANATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,2,1,2,3
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,45,111,7,8,52,119,171
LA PAZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,14,64,1,2,15,66,81
LAJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,3,0,0,1,3,4
LLALLAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
MAPIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
MECAPACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,12,0,0,2,12,14
MOCOMOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
MOJOCOYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,0,0,0,2,0,2
MONTEAGUDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,11,0,0,2,11,13
MONTERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,19,2,6,2,25,27
MORO MORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,6,1,0,3,6,9
OMEREQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,0,3,0,5,0,5
ORURO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,18,0,3,2,21,23
PAILON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,4,2,0,0,4,2,6
PAZÑA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
PORCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,11,10,0,0,11,10,21
PORTACHUELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
PORVENIR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,6,8,6,8,14
POTOSI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,9,0,4,1,13,14
PUCARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,6,9,0,2,6,11,17
PUNA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,2,1,9,3,11,14
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,0,1,0,1,1
RAVELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,0,0,8,0,8,8
RIBERALTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
ROBORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,7,1,1,1,8,9
SAIPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
SAN CARLOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,5,0,0,2,5,7
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,12,0,0,0,12,12
SAN JAVIER(STC),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,4,0,0,1,4,5
SAN JULIAN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,4,2,2,4,6,10
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,4,0,1,0,5,5
SAN PEDRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,5,5,0,1,5,6,11
SAN RAMON SCZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,92,151,37,43,129,194,323
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,1,2,1,3,2,5
SENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,3,0,0,2,3,5
SHINAOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
SIPE SIPE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,3,2,0,0,3,2,5
SORATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,1,0,2,2
SUCRE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,11,44,2,0,13,44,57
TACACOMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,3,5,3,6,9
TAPACARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,4,0,0,1,4,5
TARVITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,1,8,0,9,1,10
TIAHUANACU,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,7,7,0,0,7,7,14
TIQUIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,3,0,0,0,3,3
TIRAQUE (CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,3,0,5,5
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,9,7,0,0,9,7,16
TOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,1,0,2,2
TOLATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,1,0,0,2,1,3
TOTORA(CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,6,0,0,2,6,8
TUPIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,4,0,0,0,4,4
URIONDO (A. CONCEPCION),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,1,0,1,1,2
VALLEGRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,10,0,0,1,10,11
VILLA MONTES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
VILLA RIVERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,0,0,0,1,0,1
VILLA SERRANO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,6,0,1,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,2,7,0,1,2,8,10
VINTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,4,0,2,0,6,6
WARNES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,15,0,1,1,16,17
YACUIBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,0,4,4,2,4,6,10
YAPACANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,10,13,9,14,19,27,46
ZUDAÑEZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-01-01,1,1,0,0,1,1,2
ACHACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,0,0,0,3,3
ACHOCALLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,6,0,0,0,6,6
AIQUILE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,2,0,2,1,4,5
ALCALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,0,0,0,3,3
ALTO BENI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,12,5,12,7,19
APOLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,1,0,2,2
ARAMPAMPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,1,0,1,0,1
ARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,1,1,1,3,4
ARBIETO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,3,6,0,0,3,6,9
ARQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,0,0,0,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,15,0,0,0,15,15
ATOCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,1,0,1,0,1
AUCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,2,0,0,0,2,0,2
AYATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,4,4,4,4,8,12
BATALLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,0,1,0,1,1
BAURES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,5,0,0,1,5,6
BOLIVAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,0,0,0,2,2
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,4,0,0,0,4,4
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,0,1,0,1,1
CAJUATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,4,0,0,0,4,4
CAMARGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,0,0,0,3,3
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,4,4,0,0,4,4,8
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,6,13,6,13,19
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,1,5,1,7,8
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,3,0,3,3,6
CARIPUYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,1,3,1,6,7
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,0,1,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,2,0,0,1,2,3
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,0,4,6,5,6,11
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,2,2,2,2,4
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,4,14,2,12,6,26,32
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,7,43,17,38,24,81,105
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,12,4,2,1,14,5,19
"COLCHA ""K""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,0,0,0,1,0,1
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,8,0,2,1,10,11
COLQUECHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,4,8,0,0,4,8,12
CONCEPCION,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,0,2,0,2,2
CORIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,2,2,0,0,2,2,4
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,6,14,0,1,6,15,21
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,2,2,2,3,5
CULPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,7,0,1,0,8,8
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,7,149,4,37,11,186,197
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,17,36,0,0,17,36,53
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,5,0,1,1,6,7
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,0,5,0,5,5
GUAQUI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,3,2,3,2,5
GUAYARAMERIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,3,4,3,6,9
GUTIERREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,2,8,2,8,10
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,1,1,1,1,2
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,2,4,3,4,5,8,13
LA ASUNTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,2,0,0,1,2,3
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,36,80,81,85,117,165,282
LA PAZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,9,101,23,50,32,151,183
LAGUNILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,0,0,0,2,2
LAJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,3,0,0,0,3,3
LAS CARRERAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,0,1,1,1,1,2
LLALLAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,0,3,0,5,5
MAIRANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,2,0,3,3
MINEROS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,2,9,0,3,2,12,14
MOJOCOYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,1,3,3,3,4,7
MONTEAGUDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,4,2,0,0,4,2,6
MONTERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,19,2,13,2,32,34
OKINAWA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,1,2,0,4,1,6,7
OMEREQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2022-02-01,0,2,0,0,0,2,2
