,group,variable,month,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CAMARGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,10,12,0,0,10,12,22
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,2,0,3,3
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,5,0,0,1,5,6
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
CARANAVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,3,0,0,2,3,5
CARAPARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,10,3,0,0,10,3,13
CARIPUYO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
CHAQUI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,4,0,0,1,4,5
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,41,8,42,9,51
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,6,0,0,1,6,7
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,14,32,0,0,14,32,46
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,34,75,6,21,40,96,136
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,19,32,0,0,19,32,51
COLOMI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,5,14,0,0,5,14,19
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,9,1,0,1,9,10
CONCEPCION,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,11,0,0,3,11,14
CORQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,3,0,0,2,3,5
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,9,15,0,0,9,15,24
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,31,77,0,0,31,77,108
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,24,70,0,1,24,71,95
EL CHORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,35,75,0,0,35,75,110
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,10,20,2,4,12,24,36
EUCALIPTUS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,5,0,0,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,0,0,0,2,0,2
HUANUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,7,0,0,4,7,11
HUATAJATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,3,0,0,2,3,5
HUMANATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,3,0,0,3,3,6
ICHOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,5,5,0,0,5,5,10
INQUISIVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,8,6,0,1,8,7,15
IXIAMAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,19,48,0,0,19,48,67
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,51,96,0,0,51,96,147
LAJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,20,55,3,9,23,64,87
LURIBAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,6,0,0,1,6,7
MACHACAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
MAIRANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,5,0,0,2,5,7
MOCOMOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
MOJINETE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,2,0,0,6,2,8
MOJOCOYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
MONTEAGUDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,7,0,0,2,7,9
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,19,67,3,10,22,77,99
MOROCHATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,64,106,1,3,65,109,174
PADCAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,2,0,0,1,2,3
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,2,0,0,2,2,4
PALOS BLANCOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,8,10,0,0,8,10,18
PAMPA GRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,2,0,0,2,2,4
PAPEL PAMPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,10,0,0,2,10,12
PATACAMAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
POJO (CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,8,9,0,0,8,9,17
POOPO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,10,19,0,0,10,19,29
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,64,21,0,0,64,21,85
PRESTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,9,0,0,4,9,13
PUERTO ACOSTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,4,0,0,1,4,5
PUERTO CARABUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,2,0,0,4,2,6
PUERTO PEREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,4,0,0,1,4,5
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,10,13,0,7,10,20,30
PUNA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,4,0,1,0,5,5
PUNATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,11,34,0,0,11,34,45
QUIME,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,6,1,0,7,6,13
RAVELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,1,0,0,2,1,3
RIBERALTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,9,0,0,4,9,13
RURRENABAQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
SABAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,24,57,10,14,34,71,105
SACACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,16,15,0,0,16,15,31
SAMAIPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,12,0,0,1,12,13
SAN BORJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,12,0,0,6,12,18
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,8,23,0,0,8,23,31
SAN JAVIER(STC),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,0,5,13,5,13,18
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,20,3,0,6,20,26
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,5,21,2,7,7,28,35
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,14,14,0,0,14,14,28
SAN PEDRO DE MACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,6,0,0,6,6,12
SAN RAMON SCZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,121,305,108,233,229,538,767
SANTA ROSA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,4,0,0,3,4,7
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,9,0,0,2,9,11
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,5,0,0,4,5,9
SHINAOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,8,17,0,0,8,17,25
SIPE SIPE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,2,0,0,3,2,5
SORATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,39,68,0,0,39,68,107
TACOBAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,1,4,3,7,4,11
TACOPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,4,0,0,2,4,6
TARABUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
TARATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,0,0,0,2,0,2
TARIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,11,37,0,1,11,38,49
TARVITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,6,0,0,4,6,10
TIPUANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,1,7,5,9,6,15
TIQUIPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,10,31,0,0,10,31,41
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,3,0,0,0,3,3
TOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
TOLATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,9,0,0,6,9,15
TOMINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
TOTORA(ORR),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,8,8,33,15,41,23,64
TUPIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
TURCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
UNCIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,10,0,0,6,10,16
UYUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,3,0,0,3,3,6
VACAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,4,0,0,3,4,7
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,1,0,0,1,1,2
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,0,0,0,1,0,1
VILA VILA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,6,16,0,1,6,17,23
VILLA RIVERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,1,3,0,0,1,3,4
VILLA SERRANO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,4,5,0,0,4,5,9
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,5,21,27,9,32,30,62
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,3,5,0,0,3,5,8
VINTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,18,37,3,8,21,45,66
YACUIBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,41,102,0,6,41,108,149
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,25,55,0,0,25,55,80
YUNCHARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-01-01,2,3,0,0,2,3,5
ACHACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,5,3,0,0,5,3,8
ACHOCALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,3,7,0,6,3,13,16
AIQUILE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,17,24,0,0,17,24,41
ALALAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
ALCALA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,5,0,0,1,5,6
ALTO BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,7,13,0,3,7,16,23
ANDAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
ANTEQUERA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,5,6,0,0,5,6,11
ARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,5,14,0,0,5,14,19
ARQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,2,4,0,0,2,4,6
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,9,45,0,0,9,45,54
ATOCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,6,7,1,0,7,7,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,4,0,0,1,4,5
BATALLAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,4,12,3,13,7,20
BAURES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,5,6,0,1,5,7,12
BELEN DE URMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,3,4,0,0,3,4,7
BERMEJO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,7,22,1,1,8,23,31
BETANZOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
BOLIVAR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,2,4,1,5,3,9,12
BOLPEBRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,2,3,2,1,4,4,8
BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,9,19,0,0,9,19,28
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,10,24,0,0,10,24,34
CAIROMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,3,0,0,1,3,4
"CAIZA ""D""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
CAJUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,3,10,3,3,6,13,19
CALAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
CAMARGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,3,16,0,0,3,16,19
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,10,29,0,0,10,29,39
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,6,0,0,0,6,6
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,6,0,0,1,6,7
CARANAVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,61,34,0,0,61,34,95
CARAPARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,3,6,0,0,3,6,9
CARIPUYO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,0,0,0,1,0,1
CATACORA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,2,0,0,0,2,0,2
CHACARILLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,6,14,3,10,9,24,33
CHAQUI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,5,5,0,0,5,5,10
CHARAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,26,53,0,0,26,53,79
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,2,8,0,3,2,11,13
CHUA COCANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,5,8,0,0,5,8,13
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,4,0,0,0,4,4
CKOCHAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,3,5,4,2,7,7,14
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,2,7,0,0,2,7,9
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,47,148,32,55,79,203,282
COCAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,4,3,1,1,5,4,9
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,218,510,314,876,532,1386,1918
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,16,41,1,2,17,43,60
"COLCHA ""K""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,6,8,1,3,7,11,18
COLPA BELGICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,14,7,0,0,14,7,21
COLQUECHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,4,8,0,0,4,8,12
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,2,0,0,1,2,3
COLQUIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,7,5,1,4,8,9,17
COMANCHE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,1,1,0,0,1,1,2
COMARAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,2,0,0,0,2,2
COMBAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2022-02-01,0,1,0,0,0,1,1
