,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,0,1,1,2
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,0,0,0,1,0,1
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,4,6,0,0,4,6,10
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,58,52,2,3,60,55,115
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,8,0,0,2,8,10
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,0,0,2,0,2,2
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,2,0,0,3,2,5
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,9,0,0,3,9,12
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,5,4,0,0,5,4,9
COROICO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,0,1,1,2
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,7,30,2,1,9,31,40
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,3,0,1,0,4,4
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,17,41,0,8,17,49,66
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2022-01-01,4,2,0,0,4,2,6
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,38,76,0,1,38,77,115
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,1,0,0,2,1,3
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,7,0,0,1,7,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2022-01-01,6,1,0,0,6,1,7
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,2,1,3,4
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,3,0,0,0,3,3
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,3,0,0,1,3,4
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,369,296,11,16,380,312,692
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
LAJA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,4,0,0,2,4,6
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,4,0,0,3,4,7
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,9,0,0,2,9,11
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,4,13,0,0,4,13,17
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,14,37,3,4,17,41,58
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,0,1,2,1,2,3
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,6,9,0,0,6,9,15
ORURO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,76,109,2,6,78,115,193
PAILON,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,2,1,3,2,5
PALCA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,0,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,7,19,0,0,7,19,26
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,6,0,0,1,6,7
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,14,12,0,0,14,12,26
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,6,0,0,1,6,7
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,6,7,0,0,6,7,13
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,9,0,0,3,9,12
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,3,0,0,0,3,3
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,0,1,0,1,0,1
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,16,0,0,3,16,19
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,4,3,0,1,4,4,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,9,0,0,2,9,11
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,3,0,0,3,3,6
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,1,0,0,3,1,4
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,5,12,0,0,5,12,17
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,6,16,5,8,11,24,35
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,0,0,2,0,2,2
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,5,0,0,1,5,6
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,2,0,4,4
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,4,0,1,0,5,5
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,282,498,58,123,340,621,961
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,3,0,0,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,1,0,0,2,1,3
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,0,0,0,2,0,2
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,6,4,0,0,6,4,10
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,4,1,0,2,4,6
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,4,6,0,0,4,6,10
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,19,30,0,0,19,30,49
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,2,2,0,0,2,2,4
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,0,1,1,2
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,0,6,0,6,0,6
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,3,0,0,0,3,3
VACAS,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,1,0,2,2
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,4,5,5,6,11
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,8,17,0,0,8,17,25
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,0,1,1,2,3
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,2,0,0,1,2,3
VINTO,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,0,1,0,0,0,1,1
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,3,0,0,1,3,4
WARNES,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,9,0,0,3,9,12
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,3,11,0,0,3,11,14
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2022-01-01,1,1,4,6,5,7,12
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,7,0,0,2,7,9
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,19,25,0,1,19,26,45
APOLO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,7,0,0,4,7,11
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,10,40,0,0,10,40,50
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,5,0,0,0,5,5
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,12,12,0,2,12,14,26
BAURES,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,1,1,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,2,0,0,2,2,4
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,2,0,0,1,2,3
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,0,0,1,1,2
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,3,0,0,0,3,3
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,19,29,0,0,19,29,48
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,9,0,0,1,9,10
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,3,4,6,4,9,13
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,4,0,0,1,4,5
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,7,0,0,2,7,9
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,2,0,0,1,2,3
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,5,0,0,3,5,8
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,2,1,2,3,4,7
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,25,33,0,0,25,33,58
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,4,0,1,3,5,8
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,4,0,0,4,4,8
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,7,27,9,11,16,38,54
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,119,267,134,383,253,650,903
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,15,31,15,31,46
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,3,0,0,0,3,3
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,5,1,1,1,6,7
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,4,0,0,1,4,5
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,10,1,13,4,23,27
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,9,0,1,4,10,14
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,4,0,0,4,4,8
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,3,0,0,1,3,4
COROICO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,12,0,0,3,12,15
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,4,0,0,2,4,6
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,5,19,5,3,10,22,32
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,8,0,0,1,8,9
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,85,305,16,21,101,326,427
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,14,0,1,3,15,18
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,1,0,1,0,1
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,18,55,0,0,18,55,73
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,10,26,0,2,10,28,38
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,1,0,0,4,1,5
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,5,0,1,2,6,8
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,0,1,0,1,1
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,4,0,0,2,4,6
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,0,0,1,1,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,2,0,0,2,2,4
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,5,0,0,4,5,9
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,105,205,99,178,204,383,587
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
LORETO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,6,0,0,4,6,10
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,4,0,0,0,4,4
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,7,9,8,10,18
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,3,0,0,2,3,5
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,3,0,0,2,3,5
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,8,0,0,3,8,11
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,14,57,3,18,17,75,92
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,2,0,0,2,2,4
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,115,185,11,28,126,213,339
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,2,1,3,1,5,6
PAILON,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,2,0,1,0,3,3
PALCA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,3,0,0,0,3,3
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,2,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,2,0,0,0,2,2
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,1,0,0,3,1,4
POOPO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,3,0,0,3,3,6
POROMA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,4,8,0,1,4,9,13
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,6,20,0,0,6,20,26
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,1,2,2,2,4
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,0,0,1,1,2
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,20,64,0,0,20,64,84
QUIABAYA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,0,0,0,2,0,2
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,6,0,0,0,6,6
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,3,0,0,2,3,5
SACABA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,5,0,0,0,5,5
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,0,0,0,2,0,2
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,5,15,0,3,5,18,23
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,0,0,1,1,2
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,7,2,0,0,7,2,9
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,2,5,3,6,9
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,0,4,0,4,4
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,8,10,0,0,8,10,18
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,2,0,0,1,2,3
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,5,0,0,1,5,6
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,169,449,474,772,643,1221,1864
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,0,0,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,1,4,0,0,1,4,5
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,5,0,0,2,5,7
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,1,1,1,1,2
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,2,0,0,0,2,2
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,8,0,0,3,8,11
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,165,139,15,18,180,157,337
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,2,0,2,0,2
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,0,0,1,2,1,3
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,7,5,0,0,7,5,12
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,7,16,0,0,7,16,23
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,1,1,1,1,2
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,1,1,1,1,2
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,4,1,0,1,4,5
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,7,32,253,1,260,33,293
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,10,8,2,2,12,10,22
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,2,0,3,3
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,0,1,0,1,0,1
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,1,0,2,2
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,12,18,2,10,14,28,42
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,2,0,0,2,2,4
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,7,24,0,0,7,24,31
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,1,0,0,0,1,1
VINTO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,0,0,0,2,0,2
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,3,3,0,0,3,3,6
WARNES,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,10,204,51,206,61,267
YACO,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,2,4,0,0,2,4,6
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2022-02-01,0,6,0,0,0,6,6
