municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,7,7
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,9,9
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,7,7
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,21,21
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,12,12
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,7,7
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,21,21
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,14,14
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,9,9
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,26,26
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,18,18
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,10,10
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,12,12
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,11,11
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,9,9
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,12,12
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,13,13
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,12,12
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,10,10
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,22,22
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,23,23
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,11,11
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,11,11
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,5,5
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,8,8
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,3,3
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,6,6
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-01-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,7,7
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,13,13
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,4,4
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,7,7
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,5,5
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,18,18
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,5,5
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,12,12
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,7,7
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,10,10
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,5,5
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,5,5
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,5,5
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,6,6
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,5,5
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,4,4
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,14,14
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,12,12
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,16,16
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,3,3
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,9,9
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,6,6
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,4,4
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,4,4
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2015-02-01,4,4
