municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-07-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-07-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,3,3
CALAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-08-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
VITICHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-10-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-10-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-10-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-10-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-10-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
SACABA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-11-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
QUIABAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,2,2
UYUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2015-12-01,1,1
