municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,7,7
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,8,8
TARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,2,2
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,3,3
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,2,2
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,3,3
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-01-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
ALCALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
CUEVO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,4,4
MAPIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,7,7
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,4,4
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
PADILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,5,5
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,10,10
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,8,8
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,7,7
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,5,5
YOTALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,8,8
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
MAPIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,9,9
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
MOJINETE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
POCONA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
PUERTO RICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,7,7
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
SANTA ROSA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,4,4
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
TIAWANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,6,6
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-03-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,5,5
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
ARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CAJUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,6,6
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,8,8
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,4,4
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,5,5
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,3,3
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,4,4
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,7,7
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2015-04-01,1,1
