municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
TARVITA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
VIACHA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-08-01,3,3
ICLA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-10-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-11-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-11-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-12-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-12-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-12-01,1,1
SHINAOTA,atencion de partos en domicilio,nacidos muertos con peso menor a 2500g,2015-12-01,1,1
