municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,8,8
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,3,3
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,4,4
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-02-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,15,15
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,8,8
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-03-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,8,8
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,2,2
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,12,12
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,5,5
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,10,10
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,4,4
HUATAJATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,4,4
MACHARETI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-05-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,10,10
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,3,3
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,7,7
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,3,3
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,3,3
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,5,5
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-06-01,2,2
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,2,2
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,2,2
TOLATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-07-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,7,7
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
HUACHACALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,5,5
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,7,7
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,2,2
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-08-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,5,5
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,8,8
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,4,4
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
PORONGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,3,3
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,5,5
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-09-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,31,31
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,7,7
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,3,3
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-10-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
ATOCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,3,3
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,6,6
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,2,2
