municipality,group,variable,month,RN con malformación congénita,TOTAL
TAPACARI,atencion de partos en domicilio,rn con malformacion congenita,2015-05-01,1,1
BETANZOS,atencion de partos en domicilio,rn con malformacion congenita,2015-06-01,1,1
HUACHACALLA,atencion de partos en domicilio,rn con malformacion congenita,2015-06-01,2,2
LAJA,atencion de partos en domicilio,rn con malformacion congenita,2015-06-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con malformacion congenita,2015-07-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2015-07-01,1,1
OCURI,atencion de partos en domicilio,rn con malformacion congenita,2015-07-01,1,1
RAVELO,atencion de partos en domicilio,rn con malformacion congenita,2015-07-01,1,1
TOMAVE,atencion de partos en domicilio,rn con malformacion congenita,2015-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con malformacion congenita,2015-08-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con malformacion congenita,2015-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con malformacion congenita,2015-08-01,5,5
ACHOCALLA,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,2,2
BETANZOS,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,1,1
INCAHUASI,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,2,2
POCOATA,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,1,1
SAN MATIAS,atencion de partos en domicilio,rn con malformacion congenita,2015-09-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2015-10-01,1,1
SAN JULIAN,atencion de partos en domicilio,rn con malformacion congenita,2015-10-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con malformacion congenita,2015-10-01,1,1
TACOPAYA,atencion de partos en domicilio,rn con malformacion congenita,2015-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con malformacion congenita,2015-10-01,1,1
ATOCHA,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
CARAPARI,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
EL ALTO,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
MONTEAGUDO,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
ROBORE,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
SORACACHI,atencion de partos en domicilio,rn con malformacion congenita,2015-11-01,1,1
CULPINA,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,2,2
LA ASUNTA,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
MIZQUE,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
PUNA,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
TACOPAYA,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
TARIJA,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
TOMAVE,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
TUPIZA,atencion de partos en domicilio,rn con malformacion congenita,2015-12-01,1,1
