municipality,group,variable,month,Partos atendidos por otros,TOTAL
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2015-01-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,10,10
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2015-02-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,3,3
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,2,2
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por otros,2015-02-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,4,4
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2015-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,3,3
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,5,5
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,3,3
CUEVO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,65,65
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2015-03-01,4,4
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,5,5
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
OMEREQUE,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,4,4
QUIME,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,5,5
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,4,4
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2015-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,3,3
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
CLIZA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
COPACABANA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,3,3
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2015-04-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,7,7
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,30,30
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por otros,2015-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,45,45
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
MACHARETI,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,6,6
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
PADILLA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2015-05-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,5,5
ROBORE,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,3,3
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2015-05-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,3,3
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
ESCOMA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
HUACHACALLA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,4,4
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,5,5
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
OKINAWA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por otros,2015-06-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,5,5
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,4,4
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,4,4
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,3,3
PALCA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por otros,2015-07-01,2,2
