municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-01-01,4,4
ANZALDO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-02-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,2,2
COLLANA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,2,2
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-03-01,3,3
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,3,3
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
CLIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,5,5
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-05-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
CHAQUI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,5,5
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,6,6
EL TORNO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
HUACHACALLA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,4,4
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,12,12
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-07-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
COLCAPIRHUA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,12,12
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,4,4
ESCOMA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,7,7
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,9,9
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,7,7
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,4,4
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,5,5
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,3,3
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,4,4
COCAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,31,31
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,7,7
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,3,3
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,2,2
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-10-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
