,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2018-01-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2018-01-01,4,1,4,1,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2018-01-01,135,126,135,126,261
SANTA ROSA,rabia,no de personas con esquema reducido completo,2018-01-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2018-01-01,0,2,0,2,2
SUCRE,rabia,no de personas con esquema reducido completo,2018-01-01,77,52,77,52,129
TARIJA,rabia,no de personas con esquema reducido completo,2018-01-01,49,30,49,30,79
TEOPONTE,rabia,no de personas con esquema reducido completo,2018-01-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2018-01-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2018-01-01,8,12,8,12,20
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2018-01-01,4,0,4,0,4
VIACHA,rabia,no de personas con esquema reducido completo,2018-01-01,1,1,1,1,2
VILLA MONTES,rabia,no de personas con esquema reducido completo,2018-01-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2018-01-01,4,1,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2018-01-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2018-01-01,2,2,2,2,4
VINTO,rabia,no de personas con esquema reducido completo,2018-01-01,3,2,3,2,5
WARNES,rabia,no de personas con esquema reducido completo,2018-01-01,7,2,7,2,9
YAPACANI,rabia,no de personas con esquema reducido completo,2018-01-01,2,0,2,0,2
YOTALA,rabia,no de personas con esquema reducido completo,2018-01-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
ARANI,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2018-02-01,1,1,1,1,2
ATOCHA,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2018-02-01,3,1,3,1,4
CAPINOTA,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2018-02-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2018-02-01,3,3,3,3,6
CLIZA,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2018-02-01,33,26,33,26,59
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2018-02-01,1,1,1,1,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2018-02-01,11,6,11,6,17
EL ALTO,rabia,no de personas con esquema reducido completo,2018-02-01,56,64,56,64,120
EL TORNO,rabia,no de personas con esquema reducido completo,2018-02-01,13,5,13,5,18
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2018-02-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2018-02-01,12,14,12,14,26
LA PAZ,rabia,no de personas con esquema reducido completo,2018-02-01,110,54,110,54,164
MINEROS,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2018-02-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2018-02-01,5,4,5,4,9
ORURO,rabia,no de personas con esquema reducido completo,2018-02-01,33,24,33,24,57
PADILLA,rabia,no de personas con esquema reducido completo,2018-02-01,2,2,2,2,4
PAILON,rabia,no de personas con esquema reducido completo,2018-02-01,1,1,1,1,2
PORCO,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2018-02-01,6,7,6,7,13
POTOSI,rabia,no de personas con esquema reducido completo,2018-02-01,18,17,18,17,35
PUCARA,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con esquema reducido completo,2018-02-01,1,1,1,1,2
PUNATA,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2018-02-01,6,2,6,2,8
ROBORE,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2018-02-01,2,3,2,3,5
SAN ANDRES,rabia,no de personas con esquema reducido completo,2018-02-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con esquema reducido completo,2018-02-01,0,2,0,2,2
SAN JAVIER(BNI),rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2018-02-01,3,1,3,1,4
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2018-02-01,141,100,141,100,241
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2018-02-01,0,2,0,2,2
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2018-02-01,2,0,2,0,2
SHINAOTA,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2018-02-01,1,3,1,3,4
SORATA,rabia,no de personas con esquema reducido completo,2018-02-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2018-02-01,103,103,103,103,206
TARIJA,rabia,no de personas con esquema reducido completo,2018-02-01,53,47,53,47,100
TIPUANI,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2018-02-01,2,1,2,1,3
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2018-02-01,12,14,12,14,26
UYUNI,rabia,no de personas con esquema reducido completo,2018-02-01,6,7,6,7,13
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2018-02-01,5,1,5,1,6
VIACHA,rabia,no de personas con esquema reducido completo,2018-02-01,3,8,3,8,11
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2018-02-01,5,4,5,4,9
VINTO,rabia,no de personas con esquema reducido completo,2018-02-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2018-02-01,19,23,19,23,42
YAPACANI,rabia,no de personas con esquema reducido completo,2018-02-01,1,5,1,5,6
ACHOCALLA,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
BERMEJO,rabia,no de personas con esquema reducido completo,2018-03-01,3,0,3,0,3
BOYUIBE,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
CABEZAS,rabia,no de personas con esquema reducido completo,2018-03-01,3,1,3,1,4
CAJUATA,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2018-03-01,2,1,2,1,3
CARANAVI,rabia,no de personas con esquema reducido completo,2018-03-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2018-03-01,7,2,7,2,9
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2018-03-01,2,1,2,1,3
CLIZA,rabia,no de personas con esquema reducido completo,2018-03-01,4,1,4,1,5
COCHABAMBA,rabia,no de personas con esquema reducido completo,2018-03-01,33,25,33,25,58
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
COLOMI,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
COLQUENCHA,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2018-03-01,2,0,2,0,2
CORIPATA,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2018-03-01,10,6,10,6,16
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2018-03-01,8,2,8,2,10
EL ALTO,rabia,no de personas con esquema reducido completo,2018-03-01,63,67,63,67,130
EL TORNO,rabia,no de personas con esquema reducido completo,2018-03-01,11,9,11,9,20
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2018-03-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2018-03-01,0,2,0,2,2
IXIAMAS,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2018-03-01,1,2,1,2,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2018-03-01,13,21,13,21,34
LA PAZ,rabia,no de personas con esquema reducido completo,2018-03-01,108,95,108,95,203
LAJA,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2018-03-01,2,0,2,0,2
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2018-03-01,4,7,4,7,11
MORO MORO,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2018-03-01,28,30,28,30,58
PAILON,rabia,no de personas con esquema reducido completo,2018-03-01,2,2,2,2,4
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2018-03-01,7,3,7,3,10
POTOSI,rabia,no de personas con esquema reducido completo,2018-03-01,14,11,14,11,25
PUERTO CARABUCO,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2018-03-01,5,8,5,8,13
ROBORE,rabia,no de personas con esquema reducido completo,2018-03-01,3,0,3,0,3
SACABA,rabia,no de personas con esquema reducido completo,2018-03-01,6,5,6,5,11
SAN ANDRES,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2018-03-01,5,1,5,1,6
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2018-03-01,5,2,5,2,7
SAN PEDRO,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2018-03-01,178,156,178,156,334
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2018-03-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2018-03-01,3,1,3,1,4
SORATA,rabia,no de personas con esquema reducido completo,2018-03-01,3,0,3,0,3
SUCRE,rabia,no de personas con esquema reducido completo,2018-03-01,36,29,36,29,65
TAPACARI,rabia,no de personas con esquema reducido completo,2018-03-01,1,2,1,2,3
TARIJA,rabia,no de personas con esquema reducido completo,2018-03-01,21,30,21,30,51
TARVITA,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2018-03-01,3,1,3,1,4
TRINIDAD,rabia,no de personas con esquema reducido completo,2018-03-01,8,4,8,4,12
UNCIA,rabia,no de personas con esquema reducido completo,2018-03-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2018-03-01,6,3,6,3,9
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2018-03-01,1,3,1,3,4
VIACHA,rabia,no de personas con esquema reducido completo,2018-03-01,4,3,4,3,7
VILLA MONTES,rabia,no de personas con esquema reducido completo,2018-03-01,2,5,2,5,7
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2018-03-01,3,0,3,0,3
VILLAZON,rabia,no de personas con esquema reducido completo,2018-03-01,2,2,2,2,4
VINTO,rabia,no de personas con esquema reducido completo,2018-03-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema reducido completo,2018-03-01,15,12,15,12,27
YAPACANI,rabia,no de personas con esquema reducido completo,2018-03-01,0,1,0,1,1
AIQUILE,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
AZURDUY,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
CALAMARCA,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema reducido completo,2018-04-01,2,1,2,1,3
CARANAVI,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2018-04-01,28,36,28,36,64
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2018-04-01,3,1,3,1,4
COLQUIRI,rabia,no de personas con esquema reducido completo,2018-04-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
CORIPATA,rabia,no de personas con esquema reducido completo,2018-04-01,2,0,2,0,2
COTOCA,rabia,no de personas con esquema reducido completo,2018-04-01,10,9,10,9,19
EL ALTO,rabia,no de personas con esquema reducido completo,2018-04-01,60,49,60,49,109
EL TORNO,rabia,no de personas con esquema reducido completo,2018-04-01,11,7,11,7,18
GUANAY,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
INQUISIVI,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2018-04-01,20,7,20,7,27
LA PAZ,rabia,no de personas con esquema reducido completo,2018-04-01,114,94,114,94,208
MINEROS,rabia,no de personas con esquema reducido completo,2018-04-01,1,7,1,7,8
MONTERO,rabia,no de personas con esquema reducido completo,2018-04-01,8,11,8,11,19
OCURI,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2018-04-01,34,24,34,24,58
PAILON,rabia,no de personas con esquema reducido completo,2018-04-01,4,5,4,5,9
PORCO,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema reducido completo,2018-04-01,2,2,2,2,4
PORTACHUELO,rabia,no de personas con esquema reducido completo,2018-04-01,7,6,7,6,13
POSTRER VALLE,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema reducido completo,2018-04-01,8,18,8,18,26
PUNATA,rabia,no de personas con esquema reducido completo,2018-04-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2018-04-01,8,9,8,9,17
ROBORE,rabia,no de personas con esquema reducido completo,2018-04-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema reducido completo,2018-04-01,3,4,3,4,7
SACACA,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
SAIPINA,rabia,no de personas con esquema reducido completo,2018-04-01,2,0,2,0,2
SAN ANDRES,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2018-04-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2018-04-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2018-04-01,3,0,3,0,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2018-04-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2018-04-01,170,173,170,173,343
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2018-04-01,3,0,3,0,3
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
SORACACHI,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2018-04-01,110,98,110,98,208
TARATA,rabia,no de personas con esquema reducido completo,2018-04-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2018-04-01,11,2,11,2,13
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2018-04-01,3,2,3,2,5
TOLATA,rabia,no de personas con esquema reducido completo,2018-04-01,0,2,0,2,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2018-04-01,17,15,17,15,32
UYUNI,rabia,no de personas con esquema reducido completo,2018-04-01,8,4,8,4,12
VIACHA,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
VILLA MONTES,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2018-04-01,1,1,1,1,2
VINTO,rabia,no de personas con esquema reducido completo,2018-04-01,5,0,5,0,5
WARNES,rabia,no de personas con esquema reducido completo,2018-04-01,31,23,31,23,54
YANACACHI,rabia,no de personas con esquema reducido completo,2018-04-01,0,1,0,1,1
YOTALA,rabia,no de personas con esquema reducido completo,2018-04-01,3,2,3,2,5
AIQUILE,rabia,no de personas con esquema reducido completo,2018-05-01,2,1,2,1,3
APOLO,rabia,no de personas con esquema reducido completo,2018-05-01,1,1,1,1,2
BERMEJO,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2018-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
COCAPATA,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2018-05-01,26,27,26,27,53
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2018-05-01,1,1,1,1,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2018-05-01,0,2,0,2,2
COPACABANA,rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2018-05-01,6,3,6,3,9
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2018-05-01,2,0,2,0,2
EL ALTO,rabia,no de personas con esquema reducido completo,2018-05-01,66,57,66,57,123
EL TORNO,rabia,no de personas con esquema reducido completo,2018-05-01,15,4,15,4,19
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2018-05-01,0,2,0,2,2
GUANAY,rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
ICHOCA,rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2018-05-01,11,8,11,8,19
LA PAZ,rabia,no de personas con esquema reducido completo,2018-05-01,85,67,85,67,152
MINEROS,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2018-05-01,8,10,8,10,18
OKINAWA,rabia,no de personas con esquema reducido completo,2018-05-01,0,2,0,2,2
OMEREQUE,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2018-05-01,20,15,20,15,35
PADILLA,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
PAILON,rabia,no de personas con esquema reducido completo,2018-05-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas con esquema reducido completo,2018-05-01,1,2,1,2,3
PORONGO,rabia,no de personas con esquema reducido completo,2018-05-01,4,0,4,0,4
PORTACHUELO,rabia,no de personas con esquema reducido completo,2018-05-01,12,8,12,8,20
POTOSI,rabia,no de personas con esquema reducido completo,2018-05-01,28,22,28,22,50
PUCARANI,rabia,no de personas con esquema reducido completo,2018-05-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2018-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2018-05-01,6,3,6,3,9
