,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
VINTO,rabia,no de personas que abandonaron esquema,2018-02-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2018-02-01,2,1,2,1,3
APOLO,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
ATOCHA,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2018-03-01,2,2,2,2,4
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-03-01,3,1,3,1,4
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2018-03-01,12,11,12,11,23
ESCOMA,rabia,no de personas que abandonaron esquema,2018-03-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-03-01,8,6,8,6,14
ORURO,rabia,no de personas que abandonaron esquema,2018-03-01,7,2,7,2,9
PORTACHUELO,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
POTOSI,rabia,no de personas que abandonaron esquema,2018-03-01,22,16,22,16,38
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-03-01,2,0,2,0,2
ROBORE,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2018-03-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-03-01,5,1,5,1,6
SIPE SIPE,rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-03-01,23,17,23,17,40
TARIJA,rabia,no de personas que abandonaron esquema,2018-03-01,4,0,4,0,4
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-03-01,3,4,3,4,7
UYUNI,rabia,no de personas que abandonaron esquema,2018-03-01,4,1,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas que abandonaron esquema,2018-03-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2018-03-01,0,1,0,1,1
YOTALA,rabia,no de personas que abandonaron esquema,2018-03-01,1,1,1,1,2
APOLO,rabia,no de personas que abandonaron esquema,2018-04-01,1,3,1,3,4
CALAMARCA,rabia,no de personas que abandonaron esquema,2018-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2018-04-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-04-01,3,5,3,5,8
EL ALTO,rabia,no de personas que abandonaron esquema,2018-04-01,17,11,17,11,28
ENTRE RIOS TRJ,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-04-01,10,1,10,1,11
LAJA,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2018-04-01,11,9,11,9,20
PORTACHUELO,rabia,no de personas que abandonaron esquema,2018-04-01,0,1,0,1,1
POTOSI,rabia,no de personas que abandonaron esquema,2018-04-01,12,17,12,17,29
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-04-01,3,0,3,0,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-04-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-04-01,6,14,6,14,20
SANTA ROSA DEL SARA,rabia,no de personas que abandonaron esquema,2018-04-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-04-01,21,17,21,17,38
TARATA,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
TARIJA,rabia,no de personas que abandonaron esquema,2018-04-01,4,5,4,5,9
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-04-01,9,4,9,4,13
UYUNI,rabia,no de personas que abandonaron esquema,2018-04-01,3,4,3,4,7
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2018-04-01,2,2,2,2,4
VIACHA,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
VILLA SERRANO,rabia,no de personas que abandonaron esquema,2018-04-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2018-04-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2018-04-01,2,0,2,0,2
YOTALA,rabia,no de personas que abandonaron esquema,2018-04-01,1,1,1,1,2
BOYUIBE,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-05-01,10,5,10,5,15
COPACABANA,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
CORIPATA,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2018-05-01,2,0,2,0,2
EL ALTO,rabia,no de personas que abandonaron esquema,2018-05-01,17,12,17,12,29
LA PAZ,rabia,no de personas que abandonaron esquema,2018-05-01,5,5,5,5,10
MAIRANA,rabia,no de personas que abandonaron esquema,2018-05-01,0,2,0,2,2
MAPIRI,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2018-05-01,6,3,6,3,9
PORTACHUELO,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-05-01,2,4,2,4,6
SACABA,rabia,no de personas que abandonaron esquema,2018-05-01,3,4,3,4,7
SAN ANDRES,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2018-05-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-05-01,3,2,3,2,5
SANTA ROSA DEL SARA,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-05-01,4,2,4,2,6
TARIJA,rabia,no de personas que abandonaron esquema,2018-05-01,3,3,3,3,6
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-05-01,5,6,5,6,11
VILLAZON,rabia,no de personas que abandonaron esquema,2018-05-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2018-05-01,1,5,1,5,6
YACUIBA,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
YAPACANI,rabia,no de personas que abandonaron esquema,2018-05-01,1,0,1,0,1
APOLO,rabia,no de personas que abandonaron esquema,2018-06-01,0,1,0,1,1
CABEZAS,rabia,no de personas que abandonaron esquema,2018-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-06-01,12,1,12,1,13
EL ALTO,rabia,no de personas que abandonaron esquema,2018-06-01,14,10,14,10,24
LA PAZ,rabia,no de personas que abandonaron esquema,2018-06-01,8,8,8,8,16
MONTERO,rabia,no de personas que abandonaron esquema,2018-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas que abandonaron esquema,2018-06-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2018-06-01,6,6,6,6,12
POTOSI,rabia,no de personas que abandonaron esquema,2018-06-01,24,20,24,20,44
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-06-01,0,2,0,2,2
SACABA,rabia,no de personas que abandonaron esquema,2018-06-01,1,2,1,2,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2018-06-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas que abandonaron esquema,2018-06-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2018-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-06-01,1,1,1,1,2
SANTA ROSA DEL SARA,rabia,no de personas que abandonaron esquema,2018-06-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-06-01,22,7,22,7,29
TARIJA,rabia,no de personas que abandonaron esquema,2018-06-01,3,0,3,0,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-06-01,7,4,7,4,11
UYUNI,rabia,no de personas que abandonaron esquema,2018-06-01,1,2,1,2,3
VILLA MONTES,rabia,no de personas que abandonaron esquema,2018-06-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2018-06-01,0,1,0,1,1
YAPACANI,rabia,no de personas que abandonaron esquema,2018-06-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-07-01,4,6,4,6,10
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2018-07-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2018-07-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2018-07-01,16,12,16,12,28
ESCOMA,rabia,no de personas que abandonaron esquema,2018-07-01,1,0,1,0,1
INQUISIVI,rabia,no de personas que abandonaron esquema,2018-07-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-07-01,9,11,9,11,20
MAPIRI,rabia,no de personas que abandonaron esquema,2018-07-01,3,0,3,0,3
ORURO,rabia,no de personas que abandonaron esquema,2018-07-01,4,5,4,5,9
PALOS BLANCOS,rabia,no de personas que abandonaron esquema,2018-07-01,1,0,1,0,1
POTOSI,rabia,no de personas que abandonaron esquema,2018-07-01,27,13,27,13,40
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-07-01,2,0,2,0,2
SACABA,rabia,no de personas que abandonaron esquema,2018-07-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-07-01,2,1,2,1,3
SAN MATIAS,rabia,no de personas que abandonaron esquema,2018-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-07-01,2,2,2,2,4
SHINAOTA,rabia,no de personas que abandonaron esquema,2018-07-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-07-01,36,18,36,18,54
TARIJA,rabia,no de personas que abandonaron esquema,2018-07-01,1,1,1,1,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-07-01,3,5,3,5,8
UYUNI,rabia,no de personas que abandonaron esquema,2018-07-01,3,0,3,0,3
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2018-07-01,1,1,1,1,2
VILLAZON,rabia,no de personas que abandonaron esquema,2018-07-01,0,2,0,2,2
VINTO,rabia,no de personas que abandonaron esquema,2018-07-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2018-07-01,9,8,9,8,17
BATALLAS,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
CABEZAS,rabia,no de personas que abandonaron esquema,2018-08-01,2,3,2,3,5
CAMARGO,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-08-01,6,3,6,3,9
CORIPATA,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
COTOCA,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2018-08-01,1,1,1,1,2
EL ALTO,rabia,no de personas que abandonaron esquema,2018-08-01,20,19,20,19,39
LA PAZ,rabia,no de personas que abandonaron esquema,2018-08-01,8,11,8,11,19
OKINAWA,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2018-08-01,5,10,5,10,15
POROMA,rabia,no de personas que abandonaron esquema,2018-08-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas que abandonaron esquema,2018-08-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-08-01,1,0,1,0,1
QUIRUSILLAS,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2018-08-01,18,0,18,0,18
SAN BORJA,rabia,no de personas que abandonaron esquema,2018-08-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2018-08-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-08-01,2,1,2,1,3
SUCRE,rabia,no de personas que abandonaron esquema,2018-08-01,25,17,25,17,42
TARIJA,rabia,no de personas que abandonaron esquema,2018-08-01,1,1,1,1,2
TOLATA,rabia,no de personas que abandonaron esquema,2018-08-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-08-01,6,4,6,4,10
UYUNI,rabia,no de personas que abandonaron esquema,2018-08-01,1,0,1,0,1
VINTO,rabia,no de personas que abandonaron esquema,2018-08-01,2,0,2,0,2
WARNES,rabia,no de personas que abandonaron esquema,2018-08-01,3,2,3,2,5
APOLO,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
CAMARGO,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2018-09-01,0,1,0,1,1
CLIZA,rabia,no de personas que abandonaron esquema,2018-09-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-09-01,3,3,3,3,6
EL ALTO,rabia,no de personas que abandonaron esquema,2018-09-01,19,10,19,10,29
GUANAY,rabia,no de personas que abandonaron esquema,2018-09-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
IXIAMAS,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-09-01,14,9,14,9,23
OKINAWA,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2018-09-01,5,4,5,4,9
PALOS BLANCOS,rabia,no de personas que abandonaron esquema,2018-09-01,2,0,2,0,2
PAZÑA,rabia,no de personas que abandonaron esquema,2018-09-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2018-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-09-01,4,2,4,2,6
SIPE SIPE,rabia,no de personas que abandonaron esquema,2018-09-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-09-01,26,20,26,20,46
TARIJA,rabia,no de personas que abandonaron esquema,2018-09-01,2,1,2,1,3
TIPUANI,rabia,no de personas que abandonaron esquema,2018-09-01,1,1,1,1,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-09-01,12,1159,12,1159,1171
UNCIA,rabia,no de personas que abandonaron esquema,2018-09-01,4,0,4,0,4
UYUNI,rabia,no de personas que abandonaron esquema,2018-09-01,3,0,3,0,3
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2018-09-01,0,1,0,1,1
VILLA MONTES,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2018-09-01,1,1,1,1,2
VINTO,rabia,no de personas que abandonaron esquema,2018-09-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2018-09-01,3,2,3,2,5
ACHOCALLA,rabia,no de personas que abandonaron esquema,2018-10-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas que abandonaron esquema,2018-10-01,0,1,0,1,1
CALAMARCA,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2018-10-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-10-01,2,1,2,1,3
CORIPATA,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2018-10-01,21,16,21,16,37
ENTRE RIOS TRJ,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas que abandonaron esquema,2018-10-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-10-01,12,4,12,4,16
MONTERO,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
OKINAWA,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2018-10-01,3,6,3,6,9
RURRENABAQUE,rabia,no de personas que abandonaron esquema,2018-10-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-10-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-10-01,10,12,10,12,22
TARIJA,rabia,no de personas que abandonaron esquema,2018-10-01,2,1,2,1,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-10-01,4,10,4,10,14
UYUNI,rabia,no de personas que abandonaron esquema,2018-10-01,0,3,0,3,3
VIACHA,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
VINTO,rabia,no de personas que abandonaron esquema,2018-10-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2018-10-01,6,5,6,5,11
YAPACANI,rabia,no de personas que abandonaron esquema,2018-10-01,3,1,3,1,4
YOTALA,rabia,no de personas que abandonaron esquema,2018-10-01,1,0,1,0,1
ACHACACHI,rabia,no de personas que abandonaron esquema,2018-11-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-11-01,5,3,5,3,8
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2018-11-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2018-11-01,18,11,18,11,29
ENTRE RIOS TRJ,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-11-01,8,8,8,8,16
MONTERO,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2018-11-01,8,6,8,6,14
PAILON,rabia,no de personas que abandonaron esquema,2018-11-01,1,2,1,2,3
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-11-01,1,1,1,1,2
SACABA,rabia,no de personas que abandonaron esquema,2018-11-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-11-01,3,2,3,2,5
SAN JAVIER(STC),rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-11-01,2,1,2,1,3
SUCRE,rabia,no de personas que abandonaron esquema,2018-11-01,10,28,10,28,38
TARIJA,rabia,no de personas que abandonaron esquema,2018-11-01,2,2,2,2,4
TIPUANI,rabia,no de personas que abandonaron esquema,2018-11-01,2,1,2,1,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-11-01,4,8,4,8,12
UNCIA,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
UYUNI,rabia,no de personas que abandonaron esquema,2018-11-01,5,0,5,0,5
VIACHA,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
VILLA MONTES,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2018-11-01,1,0,1,0,1
YAPACANI,rabia,no de personas que abandonaron esquema,2018-11-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas que abandonaron esquema,2018-12-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas que abandonaron esquema,2018-12-01,1,0,1,0,1
APOLO,rabia,no de personas que abandonaron esquema,2018-12-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2018-12-01,27,22,27,22,49
COLQUENCHA,rabia,no de personas que abandonaron esquema,2018-12-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2018-12-01,17,12,17,12,29
LA GUARDIA,rabia,no de personas que abandonaron esquema,2018-12-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2018-12-01,6,8,6,8,14
ORURO,rabia,no de personas que abandonaron esquema,2018-12-01,6,10,6,10,16
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2018-12-01,1,1,1,1,2
SACABA,rabia,no de personas que abandonaron esquema,2018-12-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2018-12-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2018-12-01,5,3,5,3,8
SAPAHAQUI,rabia,no de personas que abandonaron esquema,2018-12-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2018-12-01,12,14,12,14,26
TARIJA,rabia,no de personas que abandonaron esquema,2018-12-01,3,4,3,4,7
TIPUANI,rabia,no de personas que abandonaron esquema,2018-12-01,1,0,1,0,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2018-12-01,3,1,3,1,4
UYUNI,rabia,no de personas que abandonaron esquema,2018-12-01,1,1,1,1,2
VIACHA,rabia,no de personas que abandonaron esquema,2018-12-01,3,0,3,0,3
VINTO,rabia,no de personas que abandonaron esquema,2018-12-01,3,0,3,0,3
WARNES,rabia,no de personas que abandonaron esquema,2018-12-01,1,1,1,1,2
