,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
MORO MORO,rabia,no de personas con vacuna antirrabica,2018-01-01,0,1,0,1,1
OCURI,rabia,no de personas con vacuna antirrabica,2018-01-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2018-01-01,54,49,54,49,103
PADILLA,rabia,no de personas con vacuna antirrabica,2018-01-01,3,0,3,0,3
PAILON,rabia,no de personas con vacuna antirrabica,2018-01-01,2,1,2,1,3
PAZÑA,rabia,no de personas con vacuna antirrabica,2018-01-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2018-01-01,2,5,2,5,7
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2018-01-01,3,7,3,7,10
POTOSI,rabia,no de personas con vacuna antirrabica,2018-01-01,33,15,33,15,48
PUCARANI,rabia,no de personas con vacuna antirrabica,2018-01-01,2,0,2,0,2
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2018-01-01,2,0,2,0,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2018-01-01,2,0,2,0,2
PUNATA,rabia,no de personas con vacuna antirrabica,2018-01-01,2,1,2,1,3
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2018-01-01,9,5,9,5,14
RAVELO,rabia,no de personas con vacuna antirrabica,2018-01-01,0,1,0,1,1
SACABA,rabia,no de personas con vacuna antirrabica,2018-01-01,6,10,6,10,16
SALINAS DE GARCI MENDOZA,rabia,no de personas con vacuna antirrabica,2018-01-01,2,0,2,0,2
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2018-01-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2018-01-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2018-01-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-01-01,5,1,5,1,6
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2018-01-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2018-01-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2018-01-01,5,2,5,2,7
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2018-01-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-01-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-01-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2018-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2018-01-01,588,478,588,478,1066
SANTA ROSA,rabia,no de personas con vacuna antirrabica,2018-01-01,1,0,1,0,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2018-01-01,1,2,1,2,3
SANTIAGO DE HUATA,rabia,no de personas con vacuna antirrabica,2018-01-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2018-01-01,7,0,7,0,7
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2018-01-01,3,2,3,2,5
SUCRE,rabia,no de personas con vacuna antirrabica,2018-01-01,127,74,127,74,201
TARATA,rabia,no de personas con vacuna antirrabica,2018-01-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2018-01-01,31,27,31,27,58
TEOPONTE,rabia,no de personas con vacuna antirrabica,2018-01-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2018-01-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2018-01-01,3,2,3,2,5
TOMAVE,rabia,no de personas con vacuna antirrabica,2018-01-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2018-01-01,33,22,33,22,55
TUPIZA,rabia,no de personas con vacuna antirrabica,2018-01-01,2,0,2,0,2
UYUNI,rabia,no de personas con vacuna antirrabica,2018-01-01,7,5,7,5,12
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2018-01-01,4,1,4,1,5
VIACHA,rabia,no de personas con vacuna antirrabica,2018-01-01,6,8,6,8,14
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2018-01-01,5,4,5,4,9
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2018-01-01,5,1,5,1,6
VILLAZON,rabia,no de personas con vacuna antirrabica,2018-01-01,6,14,6,14,20
VINTO,rabia,no de personas con vacuna antirrabica,2018-01-01,5,3,5,3,8
WARNES,rabia,no de personas con vacuna antirrabica,2018-01-01,15,10,15,10,25
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2018-01-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2018-01-01,3,1,3,1,4
ACHACACHI,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
AIQUILE,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2018-02-01,2,0,2,0,2
ATOCHA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
BATALLAS,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2018-02-01,3,2,3,2,5
CAPINOTA,rabia,no de personas con vacuna antirrabica,2018-02-01,2,3,2,3,5
CARANAVI,rabia,no de personas con vacuna antirrabica,2018-02-01,2,2,2,2,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
CLIZA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2018-02-01,46,31,46,31,77
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,4,1,4,5
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2018-02-01,3,1,3,1,4
CONCEPCION,rabia,no de personas con vacuna antirrabica,2018-02-01,2,1,2,1,3
COTOCA,rabia,no de personas con vacuna antirrabica,2018-02-01,20,14,20,14,34
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2018-02-01,8,17,8,17,25
EL ALTO,rabia,no de personas con vacuna antirrabica,2018-02-01,163,97,163,97,260
EL TORNO,rabia,no de personas con vacuna antirrabica,2018-02-01,13,8,13,8,21
EL VILLAR,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
ESCOMA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,2,1,2,3
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2018-02-01,18,12,18,12,30
LA PAZ,rabia,no de personas con vacuna antirrabica,2018-02-01,133,91,133,91,224
LAJA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
MINEROS,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2018-02-01,11,7,11,7,18
OCURI,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2018-02-01,60,40,60,40,100
PADILLA,rabia,no de personas con vacuna antirrabica,2018-02-01,2,2,2,2,4
PAILON,rabia,no de personas con vacuna antirrabica,2018-02-01,1,2,1,2,3
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2018-02-01,3,1,3,1,4
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2018-02-01,4,1,4,1,5
PORCO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2018-02-01,6,8,6,8,14
POTOSI,rabia,no de personas con vacuna antirrabica,2018-02-01,25,30,25,30,55
PUNATA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,3,0,3,3
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2018-02-01,14,10,14,10,24
RAVELO,rabia,no de personas con vacuna antirrabica,2018-02-01,2,0,2,0,2
ROBORE,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2018-02-01,12,5,12,5,17
SAIPINA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2018-02-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2018-02-01,2,5,2,5,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2018-02-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2018-02-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2018-02-01,3,2,3,2,5
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2018-02-01,1,4,1,4,5
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2018-02-01,702,570,702,570,1272
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,2,0,2,2
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2018-02-01,3,1,3,1,4
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2018-02-01,11,0,11,0,11
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2018-02-01,3,2,3,2,5
SUCRE,rabia,no de personas con vacuna antirrabica,2018-02-01,116,79,116,79,195
TAPACARI,rabia,no de personas con vacuna antirrabica,2018-02-01,1,2,1,2,3
TARABUCO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2018-02-01,31,27,31,27,58
TIPUANI,rabia,no de personas con vacuna antirrabica,2018-02-01,2,0,2,0,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2018-02-01,4,2,4,2,6
TOLATA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
TOMAVE,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2018-02-01,47,36,47,36,83
TUPIZA,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2018-02-01,9,7,9,7,16
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2018-02-01,5,4,5,4,9
VIACHA,rabia,no de personas con vacuna antirrabica,2018-02-01,3,4,3,4,7
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2018-02-01,7,7,7,7,14
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2018-02-01,0,1,0,1,1
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2018-02-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2018-02-01,10,6,10,6,16
VINTO,rabia,no de personas con vacuna antirrabica,2018-02-01,4,2,4,2,6
WARNES,rabia,no de personas con vacuna antirrabica,2018-02-01,40,39,40,39,79
YAPACANI,rabia,no de personas con vacuna antirrabica,2018-02-01,2,3,2,3,5
YOTALA,rabia,no de personas con vacuna antirrabica,2018-02-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
AIQUILE,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
ALTO BENI,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
APOLO,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2018-03-01,1,2,1,2,3
ATOCHA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2018-03-01,4,0,4,0,4
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2018-03-01,2,3,2,3,5
CAJUATA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2018-03-01,2,1,2,1,3
CAPINOTA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
CARAPARI,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
CARIPUYO,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2018-03-01,48,60,48,60,108
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2018-03-01,4,2,4,2,6
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
COLQUECHACA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
COLQUIRI,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
COTOCA,rabia,no de personas con vacuna antirrabica,2018-03-01,18,18,18,18,36
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2018-03-01,7,2,7,2,9
EL ALTO,rabia,no de personas con vacuna antirrabica,2018-03-01,174,137,174,137,311
EL CHORO,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2018-03-01,8,6,8,6,14
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
HUACHACALLA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
HUMANATA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2018-03-01,33,19,33,19,52
LA PAZ,rabia,no de personas con vacuna antirrabica,2018-03-01,145,131,145,131,276
MAIRANA,rabia,no de personas con vacuna antirrabica,2018-03-01,2,2,2,2,4
MINEROS,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2018-03-01,3,0,3,0,3
MONTERO,rabia,no de personas con vacuna antirrabica,2018-03-01,9,15,9,15,24
MORO MORO,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
OCURI,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2018-03-01,56,58,56,58,114
PADILLA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
PAILON,rabia,no de personas con vacuna antirrabica,2018-03-01,7,7,7,7,14
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2018-03-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2018-03-01,7,3,7,3,10
POTOSI,rabia,no de personas con vacuna antirrabica,2018-03-01,37,28,37,28,65
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2018-03-01,8,9,8,9,17
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2018-03-01,4,0,4,0,4
SACABA,rabia,no de personas con vacuna antirrabica,2018-03-01,11,7,11,7,18
SAIPINA,rabia,no de personas con vacuna antirrabica,2018-03-01,2,1,2,1,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2018-03-01,3,2,3,2,5
SAN BORJA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2018-03-01,1,2,1,2,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-03-01,2,5,2,5,7
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2018-03-01,8,1,8,1,9
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2018-03-01,5,2,5,2,7
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2018-03-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2018-03-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2018-03-01,1313,1106,1313,1106,2419
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2018-03-01,5,3,5,3,8
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2018-03-01,2,0,2,0,2
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2018-03-01,2,1,2,1,3
SORATA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2018-03-01,128,100,128,100,228
TAPACARI,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2018-03-01,25,30,25,30,55
TARVITA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2018-03-01,2,2,2,2,4
TOLATA,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2018-03-01,38,21,38,21,59
TUPIZA,rabia,no de personas con vacuna antirrabica,2018-03-01,4,0,4,0,4
UNCIA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,0,1,0,1
UYUNI,rabia,no de personas con vacuna antirrabica,2018-03-01,10,4,10,4,14
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2018-03-01,2,2,2,2,4
VIACHA,rabia,no de personas con vacuna antirrabica,2018-03-01,1,2,1,2,3
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2018-03-01,6,7,6,7,13
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2018-03-01,5,1,5,1,6
VILLAZON,rabia,no de personas con vacuna antirrabica,2018-03-01,2,6,2,6,8
VINTO,rabia,no de personas con vacuna antirrabica,2018-03-01,7,2,7,2,9
WARNES,rabia,no de personas con vacuna antirrabica,2018-03-01,28,23,28,23,51
YANACACHI,rabia,no de personas con vacuna antirrabica,2018-03-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2018-03-01,0,2,0,2,2
YOTALA,rabia,no de personas con vacuna antirrabica,2018-03-01,4,4,4,4,8
ACHACACHI,rabia,no de personas con vacuna antirrabica,2018-04-01,0,3,0,3,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
AIQUILE,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
APOLO,rabia,no de personas con vacuna antirrabica,2018-04-01,2,3,2,3,5
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2018-04-01,2,3,2,3,5
ATOCHA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
BAURES,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
BOYUIBE,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
CABEZAS,rabia,no de personas con vacuna antirrabica,2018-04-01,5,1,5,1,6
CALAMARCA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,2,1,2,3
