,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,3,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,9,16,25
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,5,7,12
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,3,0,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,20,8,28
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,3,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,54,55
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,3,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,24,2,26
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,7,1,8
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,9,0,9
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,3,4,7
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,3,0,3
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,3,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,3,4
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,7,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,42,5,47
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,5,0,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,23,0,23
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,9,0,9
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,3,0,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,4,0,4
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-03-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,10,38,48
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,8,9,17
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,6,6
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,16,24,40
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,5,5
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,17,2,19
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,2,3
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,1,2
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,3,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,27,28
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,13,0,13
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,3,0,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,1,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,3,1,4
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,17,17
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,2,1,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,10,11
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,4,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,5,2,7
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,11,0,11
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,4,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,66,58,124
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,2,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,8,20,28
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,12,12
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,3,8,11
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,1,4,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,3,0,3
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-04-01,0,34,34
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,27,27
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,4,4
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,4,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,4,4
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,5,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,3,2,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,7,11,18
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,2,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,3,7,10
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,18,18
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,29,6,35
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,5,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,2,0,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,3,3
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,4,2,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,10,0,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,11,9,20
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,4,0,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,3,0,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,22,0,22
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,1,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,7,48,55
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,4,4
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,3,36,39
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,4,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,9,9
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,5,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,23,23
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,75,31,106
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,4,0,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,6,1,7
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,13,13
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,1,6,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,6,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,4,11,15
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,9,2,11
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,2,1,3
