,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1167,40,1167,40,1207
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,2,3,2,5
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,2,3,2,5
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,1,3,1,4
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,69,9,69,9,78
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,20,0,20,0,20
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,50,19,50,19,69
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,4,1,4,5
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,1,2,1,3
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,0,1,0,1,1
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,2,2,2,4
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,43,74,43,74,117
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,10,11,10,11,21
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,11,16,11,16,27
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,3,3,3,6
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,27,2,27,2,29
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,92,85,92,85,177
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,19,7,19,7,26
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,6,0,6,0,6
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,0,5,0,5,5
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,15,3,15,3,18
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,4,2,4,6
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,2,3,2,5
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,3,2,3,5
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,0,4,0,4
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,1,3,1,4
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,8,23,8,23,31
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,0,4,0,4
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,6,0,6,0,6
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,1,1,1,2
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,25,17,25,17,42
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,108,21,108,21,129
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,939,379,939,379,1318
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,10,1,10,1,11
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,1,9,1,10
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,4,2,4,6
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,26,5,26,5,31
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,12,4,12,16
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,0,4,0,4
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,2,5,2,7
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,8,0,8,0,8
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,7,1,7,1,8
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,50,0,50,0,50
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,37,11,37,11,48
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,1,2,1,3
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,4,5,4,9
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,154,3,154,3,157
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,6,7,6,7,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,2,4,2,6
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,6,6,6,6,12
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,15,11,15,11,26
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,4,3,4,7
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,220,1,220,1,221
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,11,0,11,0,11
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,14,0,14,0,14
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,27,4,27,4,31
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,3,5,3,8
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,6,1,6,1,7
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,21,0,21,0,21
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,28,2,28,2,30
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,0,3,0,3
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,5,2,5,7
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,7,21,7,21,28
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,7,9,7,9,16
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,11,5,11,5,16
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,1,4,1,5
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,13,16,13,16,29
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,13,27,13,27,40
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,34,0,34,0,34
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,0,3,0,3
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,284,21,284,21,305
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,4,1,4,5
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,0,2,0,2,2
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,8,0,8,0,8
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,5,1,5,6
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,2,2,2,4
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,18,7,18,7,25
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,12,1,12,1,13
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,11,11,11,11,22
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,55,24,55,24,79
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,13,4,13,4,17
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,57,3,57,3,60
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,62,55,62,55,117
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,2,2,2,4
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,24,9,24,33
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,192,3,192,3,195
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,30,57,30,57,87
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,14,6,14,6,20
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,0,3,0,3
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,91,118,91,118,209
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,7,3,7,10
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,10,37,10,37,47
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,1,3,1,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,1,5,1,6
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,10,0,10,0,10
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,3,2,3,5
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,11,21,11,21,32
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,84,7,84,7,91
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,10,9,10,19
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,27,0,27,0,27
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,58,1,58,1,59
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,114,13,114,13,127
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,0,5,0,5
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,15,4,15,4,19
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,24,0,24,0,24
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,59,41,59,41,100
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,3,9,3,9,12
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,3,5,3,8
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,13,44,13,44,57
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,23,4,23,4,27
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,7,2,7,2,9
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,18,9,18,27
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,6,1,6,7
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,5,1,5,1,6
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,7,19,7,19,26
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,17,0,17,0,17
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2077,285,2077,285,2362
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,16,5,16,5,21
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,25,0,25,0,25
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,0,6,0,6,6
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,0,9,0,9
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,4,21,4,21,25
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,2,0,2,0,2
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,9,27,9,27,36
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,20,10,20,10,30
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-01-01,13,4,13,4,17
