,group,variable,month,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,9,31,9,31,40
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,1,0,1,1
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,2,1,2,3
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,3,0,3,0,3
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,1,0,1,1
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,2,1,2,3
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,5,0,5,0,5
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,44,1,44,1,45
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,14,0,14,0,14
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,3,0,3,0,3
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,2,2,2,4
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,1,2,1,3
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,1,0,1,1
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,5,1,5,6
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,2,0,2,2
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,1,2,1,3
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,170,1,170,1,171
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,4,0,4,0,4
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,2,1,2,3
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,1,2,1,3
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,0,2,0,2
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,35,2,35,2,37
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,1,1,1,2
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,2,2,2,4
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,4,1,4,5
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,49,7,49,7,56
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,3,4,3,4,7
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,9,0,9,0,9
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,2,7,2,7,9
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,5,2,5,2,7
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,6,5,6,5,11
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,7,3,7,3,10
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,6,1,6,1,7
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,11,10,11,10,21
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,4,0,4,0,4
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,0,1,0,1,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,4,3,4,3,7
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-01-01,1,0,1,0,1
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,1,2,1,3
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,2,0,2,2
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,10,3,10,13
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,1,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,27,2,27,2,29
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,14,1,14,15
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,5,0,5,0,5
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,6,3,6,3,9
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,6,1,6,7
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,3,0,3,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,11,0,11,11
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,4,0,4,4
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,13,10,13,10,23
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,6,4,6,4,10
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,2,0,2,2
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,3,0,3,3
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,10,10,10,10,20
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,5,2,5,2,7
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,74,16,74,16,90
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,8,1,8,1,9
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,0,2,0,2
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,2,3,2,5
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,20,3,20,3,23
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,11,1,11,12
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,2,0,2,2
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,9,0,9,9
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,5,14,5,14,19
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,2,3,2,5
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,3,0,3,3
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,0,3,0,3
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,161,61,161,61,222
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,0,2,0,2
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,8,2,8,2,10
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,4,1,4,1,5
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,1,2,1,3
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,0,3,0,3
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,7,0,7,0,7
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,1,1,1,2
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,4,0,4,0,4
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,7,14,7,14,21
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,25,8,25,8,33
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,135,24,135,24,159
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,0,2,0,2
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,0,3,0,3
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,0,2,0,2
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,6,3,6,9
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,18,2,18,2,20
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,2,1,2,3
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,2,4,2,4,6
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,6,1,6,7
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,16,1,16,1,17
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,3,3,3,3,6
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,2,0,2,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,2,0,2,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,0,1,0,1,1
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-02-01,1,0,1,0,1
