,group,variable,month,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,15,4,15,19
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,10,0,10,0,10
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,8,0,8,0,8
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,3,2,3,5
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,1,1,1,2
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,54,0,54,0,54
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,2,2,2,4
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,2,2,2,4
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,39,0,39,0,39
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,3,0,3,0,3
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,2,2,2,4
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,3,0,3,3
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,3,0,3,3
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,5,4,5,9
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,3,0,3,0,3
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,16,0,16,0,16
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,1,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,3,1,3,4
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,2,1,2,3
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,1,1,1,2
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,6,10,6,10,16
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,7,0,7,0,7
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,13,10,13,10,23
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
REYES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,17,0,17,0,17
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,6,26,6,26,32
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,18,20,18,20,38
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,0,4,0,4
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,5,1,5,1,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,8,9,8,9,17
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,41,2,41,2,43
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,11,0,11,0,11
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,2,1,2,3
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,0,4,0,4
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,3,0,3,3
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,6,2,6,2,8
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,5,2,5,2,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,3,1,3,4
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,354,5,354,5,359
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,0,4,0,4
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,3,1,3,4
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,6,2,6,8
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,1,4,1,5
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,39,0,39,0,39
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,5,2,5,7
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,5,4,5,9
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,7,0,7,0,7
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,65,4,65,4,69
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,2,1,2,3
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,8,13,8,13,21
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,7,3,7,3,10
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,5,2,5,2,7
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,11,2,11,2,13
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,6,8,6,8,14
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,5,0,5,0,5
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,6,2,6,2,8
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,6,0,6,0,6
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,5,6,5,6,11
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,0,1,0,1
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,7,2,7,2,9
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,13,1,13,1,14
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,21,22,21,22,43
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,4,1,4,1,5
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,7,5,7,5,12
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,1,2,1,2,3
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-01-01,0,2,0,2,2
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,3,0,3,0,3
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,1,1,1,2
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,1,1,1,2
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,1,1,1,2
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,3,1,3,4
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,2,0,2,2
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,5,9,5,9,14
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,33,1,33,1,34
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,2,1,2,1,3
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,13,0,13,0,13
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,5,1,5,6
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,3,6,3,6,9
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,2,4,2,4,6
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,2,0,2,2
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,4,2,4,2,6
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,21,17,21,17,38
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,3,0,3,0,3
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,6,7,6,7,13
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-02-01,1,0,1,0,1
