,group,variable,month,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,9,13,9,13,22
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,8,3,8,3,11
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,11,2,11,2,13
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,11,9,11,9,20
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,9,5,9,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,4,0,4,4
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,0,5,0,5
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,1,1,1,2
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,1,2,1,3
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,6,2,6,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,1,3,1,4
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,125,18,125,18,143
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,503,120,503,120,623
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,5,1,5,6
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,11,0,11,0,11
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,1,0,1,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,11,0,11,0,11
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,8,3,8,11
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,0,3,0,3
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,0,7,0,7
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,11,0,11,0,11
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,4,7,4,11
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,2,0,2,2
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,9,3,9,3,12
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,70,0,70,0,70
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,4,0,4,4
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,2,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,2,2,2,4
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,2,5,2,7
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,4,0,4,4
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,119,0,119,0,119
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,0,7,0,7
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,5,7,5,12
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,3,5,3,8
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,0,3,0,3
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,1,4,1,5
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,1,0,1,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,4,0,4,4
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,3,3,3,6
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,8,4,8,12
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,26,21,26,21,47
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,21,3,21,24
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,0,5,0,5
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,70,0,70,0,70
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,29,0,29,29
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,6,5,6,5,11
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,5,7,5,12
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,26,31,26,31,57
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,6,0,6,0,6
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,12,0,12,0,12
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,19,21,19,21,40
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,2,2,2,4
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,3,0,3,3
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,32,1,32,1,33
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,30,63,30,63,93
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,49,74,49,74,123
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,3,1,3,4
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,1,4,1,5
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,0,3,0,3
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,12,0,12,0,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,10,3,10,13
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,5,5,5,10
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,9,0,9,0,9
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,0,3,0,3
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,9,0,9,0,9
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,0,7,0,7
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,75,8,75,8,83
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,8,0,8,0,8
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,2,4,2,6
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,11,0,11,0,11
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,2,4,2,6
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,6,16,6,16,22
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,2,0,2,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,36,6,36,6,42
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,7,19,7,19,26
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,6,4,6,4,10
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,10,5,10,5,15
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,1,2,1,3
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,0,4,0,4
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,912,64,912,64,976
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,6,0,6,0,6
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,2,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,0,3,0,3
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,9,2,9,11
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,13,22,13,22,35
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,9,1,9,10
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,4,3,4,3,7
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,75,10,75,10,85
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,3,2,3,5
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,1,0,1,1
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,13,21,13,21,34
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,1,0,1,1
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,12,3,12,3,15
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,234,26,234,26,260
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,1,0,1,1
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,2,0,2,2
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,9,0,9,9
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,2,2,2,4
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,38,25,38,25,63
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,0,3,0,3,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,3,0,3,0,3
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,4,1,4,5
TODOS SANTOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,0,2,0,2
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,33,10,33,10,43
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,1,0,1,0,1
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,5,3,5,3,8
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,6,3,6,3,9
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-01-01,2,6,2,6,8
