,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,22,0,22
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,12,0,12
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,27,4,31
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,0,9
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,29,1,30
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,10,1,11
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,129,27,156
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,17,2,19
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,11,0,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,0,3,3
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,67,0,67
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,4,0,4
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,0,1,1
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,0,5
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,4,2,6
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,1,7
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,10,11,21
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,10,5,15
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,17,3,20
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,19,0,19
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,14,1,15
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,65,8,73
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,182,0,182
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1705,1,1706
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,16,0,16
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,20,0,20
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,4,9
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,56,1,57
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,1,9
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,15,2,17
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,2,8
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,12,2,14
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,30,2,32
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,19,0,19
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1,1,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,0,18
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,12,1,13
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,56,0,56
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,49,0,49
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,12,0,12
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,0,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,3,12
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,63,3,66
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,269,2,271
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,0,5
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,3,11
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,16,4,20
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,33,0,33
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,0,9
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1090,0,1090
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,21,0,21
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,23,1,24
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,74,4,78
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,2,20
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,69,0,69
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,22,1,23
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,4,0,4
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,1,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,33,1,34
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,10,3,13
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,4,12
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,13,6,19
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,22,2,24
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,23,0,23
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,1,10
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,26,1,27
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,2,11
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,23,2,25
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,56,0,56
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,0,18
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,523,0,523
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,4,6
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,33,0,33
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,1,4
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,3,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,3,6
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,39,0,39
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,16,0,16
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,40,0,40
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,131,0,131
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,2,20
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,42,1,43
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1,0,1
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,231,1,232
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,2,11
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,13,2,15
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,19,3,22
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,228,13,241
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,38,0,38
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,34,4,38
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,0,5
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,306,1,307
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,2,5
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,30,0,30
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,15,0,15
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,1,6
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,12,0,12
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1,0,1
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,0,18
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,1,4
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,16,1,17
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,22,1,23
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,80,0,80
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,25,0,25
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,38,0,38
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,30,3,33
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,114,6,120
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,28,0,28
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,0,6
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,44,0,44
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,30,0,30
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,124,4,128
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,4,2,6
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,0,18
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,46,12,58
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,21,0,21
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,23,1,24
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,0,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,20,1,21
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,15,1,16
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,2,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,1,7
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,0,9
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,21,0,21
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,37,0,37
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3140,12,3152
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,15,0,15
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,36,0,36
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,0,1,1
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,2,10
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,0,8
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,0,5
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,3,0,3
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,8,0,8
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,1,6
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,0,6
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,82,0,82
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,1,19
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,1,0,1
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,87,0,87
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,11,2,13
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,7,1,8
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,35,8,43
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,679,9,688
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,17,0,17
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,4,0,4
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,16,0,16
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,27,10,37
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,18,4,22
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,15,0,15
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,488,0,488
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,24,5,29
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,0,6
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,14,0,14
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,10,1,11
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,31,0,31
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,135,0,135
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,22,1,23
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,7,0,7
TODOS SANTOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,2,0,2
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,4,0,4
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,5,0,5
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,12,0,12
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,9,1,10
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,7,3,10
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,19,2,21
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-01-01,6,1,7
