municipality,group,variable,month,Neumonías,TOTAL
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
PAPEL PAMPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
PASORAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,19,19
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,4,4
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,9,9
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,8,8
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,5,5
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,13,13
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,43,43
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,6,6
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,9,9
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,18,18
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,17,17
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,27,27
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,45,45
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,12,12
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,105,105
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
SENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,12,12
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,14,14
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,13,13
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,3,3
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,36,36
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,14,14
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,9,9
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,3,3
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,3,3
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,6,6
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,5,5
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,2,2
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,21,21
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-01-01,10,10
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,12,12
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,25,25
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,7,7
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,7,7
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,31,31
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,4,4
CORIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,42,42
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,17,17
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,4,4
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
INCAHUASI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,20,20
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
MINEROS,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
MOJOCOYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,4,4
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,22,22
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,4,4
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,10,10
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,5,5
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,8,8
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,6,6
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,17,17
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,31,31
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,8,8
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,17,17
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,27,27
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,34,34
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,4,4
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,94,94
SENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,7,7
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,18,18
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,5,5
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,7,7
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,6,6
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,2,2
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,12,12
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-02-01,8,8
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,5,5
BELLA FLOR,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,21,21
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,9,9
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
CHUMA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,25,25
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,46,46
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,27,27
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,8,8
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,26,26
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,29,29
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,5,5
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,23,23
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,9,9
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,7,7
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,19,19
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,48,48
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,5,5
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,11,11
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,36,36
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,8,8
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,15,15
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,8,8
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,10,10
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,184,184
SENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,8,8
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,12,12
TEOPONTE,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,11,11
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,7,7
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,26,26
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,3,3
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,17,17
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-03-01,10,10
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,4,4
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,20,20
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,24,24
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,6,6
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,15,15
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,117,117
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,6,6
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,5,5
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
CUCHUMUELA (V. G. VILLARROEL),diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,7,7
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,61,61
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,22,22
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,61,61
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,7,7
MACHARETI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,3,3
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,4,4
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,46,46
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,17,17
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,5,5
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,24,24
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,3,3
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,8,8
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,16,16
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,27,27
QUIRUSILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,37,37
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,68,68
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,20,20
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,21,21
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,6,6
