municipality,group,variable,month,Diarreas,TOTAL
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,5,5
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,365,365
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
SENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,12,12
SICA SICA (VILLA AROMA),diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,34,34
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,32,32
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,17,17
TORO TORO,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,62,62
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,15,15
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,16,16
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
URUBICHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,5,5
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,7,7
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,20,20
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,18,18
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,5,5
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,35,35
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,31,31
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-01-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,8,8
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,7,7
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,7,7
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,37,37
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,13,13
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,3,3
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,7,7
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,4,4
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,11,11
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,196,196
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,7,7
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,89,89
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,11,11
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,28,28
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,3,3
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,8,8
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,6,6
INCAHUASI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,45,45
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,5,5
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
MINEROS,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,34,34
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
MOJOCOYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,11,11
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,50,50
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,34,34
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,57,57
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,13,13
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,24,24
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,26,26
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,8,8
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,47,47
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,46,46
SAIPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,4,4
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SAN BENITO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,3,3
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,12,12
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,13,13
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,4,4
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,11,11
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,454,454
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,4,4
SENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,3,3
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,31,31
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,8,8
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,19,19
TOTORA(ORR),diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,35,35
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,11,11
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,25,25
URUBICHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,8,8
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,12,12
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,14,14
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,5,5
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,13,13
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,18,18
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-02-01,13,13
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,9,9
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,17,17
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,27,27
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,3,3
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,6,6
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,14,14
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,271,271
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,6,6
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,12,12
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
COPACABANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
CUEVO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,58,58
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,10,10
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,9,9
HUARACAJE,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,64,64
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,10,10
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,3,3
MAPIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,30,30
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,49,49
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,3,3
PAPEL PAMPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,68,68
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,18,18
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,6,6
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,9,9
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,18,18
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,22,22
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,36,36
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,42,42
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,50,50
SAIPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,22,22
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,24,24
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,8,8
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,6,6
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,285,285
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,5,5
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
SANTIVAÑES,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,40,40
TAPACARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,9,9
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,12,12
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,11,11
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,29,29
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,18,18
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,10,10
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,4,4
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,12,12
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,57,57
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,9,9
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,21,21
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-03-01,20,20
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,7,7
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
CAIROMA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,16,16
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,11,11
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,5,5
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,12,12
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
CLIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,10,10
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,263,263
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,10,10
"COLCHA ""K""",diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,82,82
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
